,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
5,Jozabed,Celta Vigo,26,M(C),19,12,1096,2,2,0,6.50,2016-17,ESP La Liga
6,Isaac Cuenca,Granada,26,"D(R),M(LR)",25,18,1741,2,0,0,6.50,2016-17,ESP La Liga
7,Héctor Hernández,Real Sociedad,26,D(L),4,2,251,0,0,0,6.50,2016-17,ESP La Liga
8,Mateo García,Las Palmas,21,AM(LR),19,8,723,2,0,1,6.49,2016-17,ESP La Liga
9,Jérémie Boga,Granada,21,"AM(CLR),FW",26,14,1457,2,1,1,6.49,2016-17,ESP La Liga
0,Giuseppe Rossi,Celta Vigo,30,FW,18,9,791,4,1,1,6.49,2016-17,ESP La Liga
1,Ángel Montoro,Las Palmas,29,M(C),17,12,1107,0,0,0,6.49,2016-17,ESP La Liga
2,Charly Musonda,Real Betis,21,AM(LR),8,1,278,0,1,0,6.49,2016-17,ESP La Liga
3,Nereo Champagne,Leganes,32,GK,4,4,360,0,0,0,6.49,2016-17,ESP La Liga
4,Charles,Malaga,33,FW,21,11,1139,3,1,1,6.49,2016-17,ESP La Liga
5,Sergio León,Osasuna,29,FW,33,27,2402,10,0,1,6.48,2016-17,ESP La Liga
6,Tiago,Atletico,36,M(C),12,5,449,1,0,0,6.48,2016-17,ESP La Liga
7,Keko,Malaga,26,M(R),22,13,1056,0,3,1,6.48,2016-17,ESP La Liga
8,Gabriel Silva,Granada,26,"D(LR),M(L)",12,11,977,0,0,0,6.48,2016-17,ESP La Liga
9,Tito,Granada,32,D(CLR),12,11,999,0,1,0,6.48,2016-17,ESP La Liga
0,Víctor Camarasa,Deportivo Alaves,23,M(CR),31,28,2506,3,1,0,6.48,2016-17,ESP La Liga
1,Marcelo Díaz,Celta Vigo,31,DMC,26,17,1644,1,2,0,6.48,2016-17,ESP La Liga
2,Dimitri Foulquier,Granada,24,"D(CLR),M(R)",22,21,1870,0,2,0,6.48,2016-17,ESP La Liga
3,Fausto Tienza,Osasuna,28,M(C),19,16,1232,0,0,0,6.47,2016-17,ESP La Liga
4,Darko Brasanac,Real Betis,25,M(CR),25,19,1629,1,1,1,6.47,2016-17,ESP La Liga
5,Marc Roca,Espanyol,21,DMC,25,14,1320,0,1,0,6.47,2016-17,ESP La Liga
6,Víctor Rodríguez,Sporting Gijon,28,AM(CLR),25,15,1381,2,1,0,6.46,2016-17,ESP La Liga
7,Sergio Álvarez,Celta Vigo,31,GK,27,27,2341,0,1,0,6.46,2016-17,ESP La Liga
8,Gastón Silva,Granada,23,"D(CL),M(L)",22,19,1749,0,0,0,6.46,2016-17,ESP La Liga
9,Aitor Buñuel,Osasuna,19,D(R),15,10,1029,0,0,0,6.46,2016-17,ESP La Liga
0,Rachid Ait-Atmane,Sporting Gijon,24,DMC,8,6,494,0,0,0,6.45,2016-17,ESP La Liga
1,Pablo Ínsua,Leganes,24,D(C),29,20,1902,1,0,0,6.45,2016-17,ESP La Liga
2,Rúben Vezo,Granada,23,D(CR),18,17,1488,0,0,0,6.45,2016-17,ESP La Liga
3,Óscar Duarte,Espanyol,28,"D(C),DMC",15,13,1124,0,0,0,6.45,2016-17,ESP La Liga
4,Alexis Ruano,Deportivo Alaves,32,D(CLR),24,19,1818,2,1,0,6.45,2016-17,ESP La Liga
5,Claudio Beauvue,Celta Vigo,29,"AM(CLR),FW",13,5,652,1,2,1,6.45,2016-17,ESP La Liga
6,Sergio Canales,Real Sociedad,26,M(CLR),31,7,995,0,4,1,6.45,2016-17,ESP La Liga
7,Entrena,Granada,21,FW,3,1,102,0,0,0,6.44,2016-17,ESP La Liga
8,Victorien Angban,Granada,21,M(C),10,8,686,0,0,0,6.44,2016-17,ESP La Liga
9,Esteban Granero,Real Sociedad,30,M(CLR),19,8,695,0,1,1,6.44,2016-17,ESP La Liga
0,Álvaro Medrán Just,Valencia,23,M(C),16,10,949,2,0,0,6.44,2016-17,ESP La Liga
1,Rene Krhin,Granada,27,DMC,12,11,938,0,0,0,6.44,2016-17,ESP La Liga
2,Raoul Loé,Osasuna,28,M(C),7,6,569,0,0,0,6.44,2016-17,ESP La Liga
3,Jon Bautista,Real Sociedad,22,FW,12,2,305,3,0,0,6.43,2016-17,ESP La Liga
4,Ander Iturraspe,Athletic Bilbao,28,M(C),24,12,1152,0,1,0,6.43,2016-17,ESP La Liga
5,Marlos Moreno,Deportivo,21,AM(LR),19,9,793,0,0,0,6.43,2016-17,ESP La Liga
6,Bebé,Eibar,27,"AM(LR),FW",20,8,688,3,2,1,6.43,2016-17,ESP La Liga
7,Sabin Merino,Athletic Bilbao,26,"AM(L),FW",13,5,436,1,1,0,6.43,2016-17,ESP La Liga
8,Igor Zubeldia,Real Sociedad,20,"D(C),DMC",4,3,254,0,0,0,6.42,2016-17,ESP La Liga
9,Miguel Flaño,Osasuna,33,D(C),12,12,1036,1,0,0,6.42,2016-17,ESP La Liga
0,Christian Santos,Deportivo Alaves,29,FW,21,8,832,3,1,1,6.42,2016-17,ESP La Liga
1,Álex Martínez,Real Betis,27,D(L),14,11,967,0,0,0,6.42,2016-17,ESP La Liga
2,Hélder Lopes,Las Palmas,29,D(L),15,13,1226,0,1,0,6.42,2016-17,ESP La Liga
3,David Barral,Granada,34,FW,8,2,310,0,1,1,6.41,2016-17,ESP La Liga
4,Fabián Ruiz,Real Betis,21,M(CL),4,3,154,0,0,0,6.41,2016-17,ESP La Liga
5,Jony,Malaga,26,M(LR),24,15,1250,2,1,0,6.41,2016-17,ESP La Liga
6,Goran Causic,Osasuna,25,M(C),26,22,2007,1,2,0,6.40,2016-17,ESP La Liga
7,Nacho Cases,Sporting Gijon,30,M(C),22,17,1473,2,1,0,6.40,2016-17,ESP La Liga
8,Jonas Martin,Real Betis,27,M(CL),20,15,1157,2,0,0,6.40,2016-17,ESP La Liga
9,Rafael Borré,Villarreal,22,FW,17,2,346,2,1,0,6.40,2016-17,ESP La Liga
0,Nikola Vujadinovic,Osasuna,31,D(C),10,10,789,0,0,0,6.40,2016-17,ESP La Liga
1,Diego Mariño,Sporting Gijon,27,GK,3,3,181,0,0,0,6.39,2016-17,ESP La Liga
2,Miguel Ángel Guerrero,Leganes,27,FW,31,25,2148,5,1,1,6.39,2016-17,ESP La Liga
3,Mathew Ryan,Valencia,25,GK,2,2,180,0,0,0,6.39,2016-17,ESP La Liga
4,Raúl Lizoain,Las Palmas,26,GK,13,13,1170,0,0,0,6.38,2016-17,ESP La Liga
5,David Lombán,Granada,30,D(C),21,20,1841,2,0,0,6.38,2016-17,ESP La Liga
6,Fran Mérida,Osasuna,27,AM(C),15,9,811,1,0,0,6.37,2016-17,ESP La Liga
7,Jon Serantes,Leganes,28,GK,13,13,1110,0,0,0,6.37,2016-17,ESP La Liga
8,Pape Diop,Espanyol,31,M(C),18,9,899,0,0,0,6.37,2016-17,ESP La Liga
9,Fayçal Fajr,Deportivo,29,M(CLR),24,14,1205,0,2,0,6.36,2016-17,ESP La Liga
0,Salvatore Sirigu,Osasuna,30,GK,18,18,1620,0,0,0,6.36,2016-17,ESP La Liga
1,Javier Flaño,Osasuna,33,D(CLR),4,2,130,0,0,0,6.36,2016-17,ESP La Liga
2,Roberto Jiménez,Espanyol,31,GK,4,3,307,0,0,0,6.36,2016-17,ESP La Liga
3,Enric Saborit,Athletic Bilbao,25,D(L),9,5,461,0,0,0,6.36,2016-17,ESP La Liga
4,Artem Kravets,Granada,28,FW,26,16,1380,5,2,0,6.36,2016-17,ESP La Liga
5,Fuentes,Osasuna,28,D(CL),17,16,1287,0,1,0,6.35,2016-17,ESP La Liga
6,Duda,Malaga,37,M(CLR),16,2,379,1,2,0,6.35,2016-17,ESP La Liga
7,Jon Toral,Granada,22,AM(CLR),5,4,269,0,0,0,6.35,2016-17,ESP La Liga
8,Juanmi,Real Sociedad,24,"AM(CLR),FW",35,19,1836,11,0,0,6.35,2016-17,ESP La Liga
9,Carlos Fernández,Sevilla,21,"AM(C),FW",3,1,88,1,0,0,6.35,2016-17,ESP La Liga
0,Bueno,Granada,29,"AM(CL),FW",13,5,560,1,2,0,6.35,2016-17,ESP La Liga
1,Michael Santos,Malaga,24,FW,14,8,738,3,0,1,6.34,2016-17,ESP La Liga
2,Mauro Dos Santos,Eibar,28,D(C),11,8,761,0,0,0,6.34,2016-17,ESP La Liga
3,Christian Rivera,Eibar,20,M(C),17,6,712,0,0,0,6.34,2016-17,ESP La Liga
4,Zdravko Kuzmanovic,Malaga,30,M(C),4,3,216,0,0,0,6.34,2016-17,ESP La Liga
5,Daniel Carriço,Sevilla,29,"D(C),DMC",6,6,454,0,0,0,6.34,2016-17,ESP La Liga
6,Josep Señé,Celta Vigo,26,AM(CR),13,8,665,0,2,0,6.33,2016-17,ESP La Liga
7,Luciano,Leganes,24,"AM(CR),FW",25,11,1171,4,2,0,6.33,2016-17,ESP La Liga
8,Martin Hongla,Granada,19,"D(C),DMC",10,8,794,0,0,0,6.33,2016-17,ESP La Liga
9,Laure,Deportivo,32,D(R),7,4,425,0,0,0,6.33,2016-17,ESP La Liga
0,Edu Expósito,Deportivo,21,M(C),1,1,46,0,0,0,6.33,2016-17,ESP La Liga
1,Elderson Echiéjilé,Sporting Gijon,29,D(L),3,2,197,1,0,0,6.33,2016-17,ESP La Liga
2,Darwin Machís,Leganes,24,AM(LR),27,10,1047,1,3,0,6.33,2016-17,ESP La Liga
3,Borja Viguera,Sporting Gijon,30,"AM(L),FW",16,6,742,1,1,0,6.33,2016-17,ESP La Liga
4,Carlos Vigaray,Deportivo Alaves,23,D(CLR),19,10,944,0,3,0,6.33,2016-17,ESP La Liga
5,Javi Varas,Las Palmas,35,GK,25,25,2250,0,0,2,6.32,2016-17,ESP La Liga
6,Javi Márquez,Granada,31,M(C),7,4,398,0,0,0,6.32,2016-17,ESP La Liga
7,Guilherme Siqueira,Valencia,31,D(L),10,7,544,0,1,0,6.32,2016-17,ESP La Liga
8,Isma López,Sporting Gijon,27,"D(L),M(L)",27,19,1728,0,3,0,6.31,2016-17,ESP La Liga
9,John Guidetti,Celta Vigo,25,FW,23,14,1070,4,1,0,6.30,2016-17,ESP La Liga
0,Andrew Hjulsager,Celta Vigo,22,"M(CLR),FW",7,3,259,1,0,0,6.30,2016-17,ESP La Liga
1,Carl Medjani,Leganes,32,"D(C),DMC",8,7,595,0,0,0,6.30,2016-17,ESP La Liga
2,Mikel Rico,Athletic Bilbao,33,M(C),18,4,470,1,0,0,6.30,2016-17,ESP La Liga
3,Luis Martins,Granada,25,"D(L),M(L)",2,1,73,0,0,0,6.30,2016-17,ESP La Liga
4,Bueno,Leganes,29,"AM(CL),FW",12,4,376,1,1,0,6.29,2016-17,ESP La Liga
5,Youssef En-Nesyri,Malaga,20,FW,13,0,325,1,1,0,6.29,2016-17,ESP La Liga
6,Rubén Duarte,Espanyol,22,D(CL),3,1,101,0,0,0,6.28,2016-17,ESP La Liga
7,Rubén Pardo,Real Sociedad,25,M(C),3,2,159,0,0,0,6.27,2016-17,ESP La Liga
8,Xavi Torres,Sporting Gijon,31,M(C),17,8,858,0,0,0,6.27,2016-17,ESP La Liga
9,Pape Diop,Celta Vigo,20,DMC,16,5,562,1,0,0,6.27,2016-17,ESP La Liga
0,Sergi,Granada,22,DMC,22,13,1269,0,1,0,6.26,2016-17,ESP La Liga
1,Akram Afif,Sporting Gijon,21,FW,9,2,231,0,0,0,6.26,2016-17,ESP La Liga
2,Mariano Díaz,Real Madrid,24,FW,8,0,115,1,1,0,6.26,2016-17,ESP La Liga
3,Carlos Castro,Sporting Gijon,22,FW,25,10,1018,4,1,0,6.25,2016-17,ESP La Liga
4,Felipe Caicedo,Espanyol,29,FW,27,14,1290,2,1,0,6.25,2016-17,ESP La Liga
5,Rubén Peña,Eibar,26,"D(R),M(LR)",28,9,1052,1,0,0,6.25,2016-17,ESP La Liga
6,Miguel Olavide,Osasuna,21,FW,14,4,490,1,0,0,6.25,2016-17,ESP La Liga
7,Walter Montoya,Sevilla,24,AM(CR),4,1,111,0,0,0,6.25,2016-17,ESP La Liga
8,Unai López,Leganes,22,M(CR),23,12,1164,2,0,0,6.25,2016-17,ESP La Liga
9,Fede Cartabia,Valencia,24,AM(CLR),4,2,152,0,0,0,6.25,2016-17,ESP La Liga
0,Álvaro Vázquez,Espanyol,26,FW,10,2,313,0,1,0,6.25,2016-17,ESP La Liga
1,Javi Álamo,Osasuna,29,FW,2,0,11,0,0,0,6.25,2016-17,ESP La Liga
2,Alessio Cerci,Atletico,30,"M(R),FW",1,0,14,0,0,0,6.24,2016-17,ESP La Liga
3,Asier Villalibre,Athletic Bilbao,20,FW,6,0,71,0,1,0,6.24,2016-17,ESP La Liga
4,Diego González,Sevilla,22,D(CL),3,0,31,0,0,0,6.23,2016-17,ESP La Liga
5,Zakaria Bakkali,Valencia,21,AM(LR),18,1,276,1,0,0,6.23,2016-17,ESP La Liga
6,Aritz Elustondo,Real Sociedad,23,D(CR),9,4,461,0,0,0,6.22,2016-17,ESP La Liga
7,Javi Castellano,Las Palmas,30,DMC,5,0,94,0,0,0,6.22,2016-17,ESP La Liga
8,Denis Cheryshev,Villarreal,27,"AM(L),FW",11,2,336,0,0,0,6.21,2016-17,ESP La Liga
9,Álvaro Fernández,Osasuna,19,GK,1,0,45,0,0,0,6.20,2016-17,ESP La Liga
0,Markel Bergara,Real Sociedad,31,M(C),6,3,286,0,0,0,6.20,2016-17,ESP La Liga
1,Aly Mallé,Granada,19,FW,11,6,506,0,0,0,6.20,2016-17,ESP La Liga
2,Tano,Osasuna,27,D(R),11,9,736,0,1,0,6.19,2016-17,ESP La Liga
3,Jota,Eibar,26,AM(CLR),5,3,204,0,0,0,6.19,2016-17,ESP La Liga
4,Javier Eraso,Athletic Bilbao,27,AM(CR),7,4,377,0,1,0,6.19,2016-17,ESP La Liga
5,Ezequiel Ponce,Granada,20,"AM(L),FW",25,10,1129,2,0,0,6.18,2016-17,ESP La Liga
6,Borja Valle,Deportivo,25,M(CLR),7,1,202,0,0,0,6.18,2016-17,ESP La Liga
7,Aythami Artiles,Las Palmas,31,D(C),12,9,837,0,0,0,6.17,2016-17,ESP La Liga
8,Nano Mesa,Eibar,22,FW,6,1,159,1,0,0,6.16,2016-17,ESP La Liga
9,Juan Rodríguez,Sporting Gijon,22,D(CLR),4,2,230,0,0,0,6.16,2016-17,ESP La Liga
0,Franck Tabanou,Granada,28,"D(L),M(L)",6,6,370,0,0,0,6.16,2016-17,ESP La Liga
1,Luis Perea,Osasuna,20,M(CLR),1,0,19,0,0,0,6.15,2016-17,ESP La Liga
2,Munir El Haddadi,Barcelona,22,"AM(LR),FW",1,0,20,0,0,0,6.15,2016-17,ESP La Liga
3,Alfred N'Diaye,Villarreal,27,"D(C),M(C)",7,1,112,0,1,0,6.15,2016-17,ESP La Liga
4,Benito Ramírez,Las Palmas,22,M(CLR),2,0,14,0,0,0,6.15,2016-17,ESP La Liga
5,Óscar Melendo,Espanyol,20,"AM(CR),FW",11,2,300,0,0,0,6.14,2016-17,ESP La Liga
6,Bakary Koné,Malaga,29,D(C),7,7,603,0,0,0,6.14,2016-17,ESP La Liga
7,Asier Riesgo,Eibar,34,GK,16,16,1254,0,0,0,6.14,2016-17,ESP La Liga
8,Dani Giménez,Real Betis,34,GK,2,2,91,0,0,0,6.14,2016-17,ESP La Liga
9,Omer Atzili,Granada,24,FW,9,3,316,0,0,0,6.13,2016-17,ESP La Liga
0,Carles Aleñá,Barcelona,20,AM(CLR),3,0,40,0,0,0,6.13,2016-17,ESP La Liga
1,Kévin Rodrigues,Real Sociedad,23,"D(L),M(L)",2,1,103,0,0,0,6.13,2016-17,ESP La Liga
2,Adalberto Peñaranda,Malaga,20,"AM(L),FW",3,1,171,0,0,0,6.12,2016-17,ESP La Liga
3,Jean Carlos,Granada,21,M(CLR),1,0,29,0,0,0,6.12,2016-17,ESP La Liga
4,Emmanuel Rivière,Osasuna,27,FW,15,8,801,0,1,0,6.12,2016-17,ESP La Liga
5,Cristian Espinoza,Deportivo Alaves,22,AM(LR),6,1,159,0,0,0,6.11,2016-17,ESP La Liga
6,Mamadou Koné,Leganes,26,AM(R),5,1,170,0,0,0,6.11,2016-17,ESP La Liga
7,Nauzet Pérez,Osasuna,32,GK,13,13,1170,0,0,0,6.11,2016-17,ESP La Liga
8,Salva Sevilla,Espanyol,33,M(CL),6,3,268,0,0,0,6.10,2016-17,ESP La Liga
9,Alberto Lora,Sporting Gijon,30,D(R),7,4,376,0,0,0,6.10,2016-17,ESP La Liga
0,Daniel Ndi,Sporting Gijon,22,AM(C),6,1,149,0,0,0,6.10,2016-17,ESP La Liga
1,Panagiotis Kone,Granada,30,M(CLR),2,0,42,0,0,0,6.08,2016-17,ESP La Liga
2,Asdrúbal,Las Palmas,26,FW,3,0,31,0,0,0,6.07,2016-17,ESP La Liga
3,Pablo Fernández,Sporting Gijon,21,M(CLR),2,0,20,0,0,0,6.07,2016-17,ESP La Liga
4,David Costas,Celta Vigo,22,D(C),1,1,90,0,1,0,6.06,2016-17,ESP La Liga
5,Jasper Cillessen,Barcelona,28,GK,1,1,90,0,0,0,6.06,2016-17,ESP La Liga
6,Roman Zozulya,Real Betis,28,"AM(R),FW",6,1,152,0,0,0,6.06,2016-17,ESP La Liga
7,Tyronne,Las Palmas,26,M(CLR),3,0,42,0,0,0,6.05,2016-17,ESP La Liga
8,David Concha,Real Sociedad,21,FW,8,1,110,0,0,0,6.04,2016-17,ESP La Liga
9,Salvatore Sirigu,Sevilla,30,GK,2,2,178,0,0,0,6.04,2016-17,ESP La Liga
0,Rubén Sánchez,Sporting Gijon,23,FW,2,0,40,0,0,0,6.03,2016-17,ESP La Liga
1,Álvaro Tejero,Real Madrid,21,D(R),1,0,2,0,0,0,6.02,2016-17,ESP La Liga
2,Antonio Otegui,Osasuna,19,M(CLR),3,0,44,0,0,0,6.02,2016-17,ESP La Liga
3,Jon Gaztañaga,Real Sociedad,26,M(CLR),2,0,24,0,0,0,6.02,2016-17,ESP La Liga
4,Aitor Cantalapiedra,Villarreal,21,AM(R),1,0,3,0,0,0,6.00,2016-17,ESP La Liga
5,Nacho Gil,Valencia,22,AM(L),2,0,3,0,0,0,6.00,2016-17,ESP La Liga
6,Óscar Pinchi,Deportivo,21,FW,1,0,1,0,0,0,6.00,2016-17,ESP La Liga
7,Mario González,Villarreal,21,FW,2,0,23,0,0,0,5.99,2016-17,ESP La Liga
8,Leonardo Suárez,Villarreal,21,FW,3,0,16,0,0,0,5.99,2016-17,ESP La Liga
9,Jon Guridi,Real Sociedad,22,M(C),1,1,75,0,0,0,5.97,2016-17,ESP La Liga
0,Lluis Sastre,Leganes,31,DMC,1,1,90,0,0,0,5.94,2016-17,ESP La Liga
1,Hernán,Las Palmas,27,DMC,10,3,288,0,0,0,5.90,2016-17,ESP La Liga
2,Rafa Mir,Valencia,20,FW,2,0,5,0,0,0,5.90,2016-17,ESP La Liga
3,Iván Márquez,Osasuna,23,D(C),4,4,360,0,1,0,5.89,2016-17,ESP La Liga
4,Weligton,Malaga,38,D(C),1,1,90,0,0,0,5.89,2016-17,ESP La Liga
5,Sito,Valencia,21,M(CLR),1,0,1,0,0,0,5.88,2016-17,ESP La Liga
6,Nahuel Leiva,Real Betis,21,AM(LR),10,0,148,0,0,0,5.87,2016-17,ESP La Liga
7,Kike Barja,Osasuna,20,AM(LR),1,0,16,0,0,0,5.87,2016-17,ESP La Liga
8,Michael Ciani,Espanyol,33,D(C),1,0,53,0,0,0,5.87,2016-17,ESP La Liga
9,Denys Boyko,Malaga,29,GK,3,3,270,0,0,0,5.86,2016-17,ESP La Liga
0,Erik Expósito,Las Palmas,21,FW,2,2,167,0,0,0,5.78,2016-17,ESP La Liga
1,Iván Villar,Celta Vigo,20,GK,1,1,90,0,0,0,5.75,2016-17,ESP La Liga
2,Alberto Brignoli,Leganes,26,GK,1,0,61,0,0,0,5.74,2016-17,ESP La Liga
3,Álvaro González,Espanyol,28,D(C),2,2,180,0,0,0,5.73,2016-17,ESP La Liga
4,Claudio Bravo,Barcelona,34,GK,1,1,90,0,0,0,5.67,2016-17,ESP La Liga
0,Lionel Messi,Barcelona,31,"AM(CR),FW",36,32,2997,34,12,22,8.68,2017-18,ESP La Liga
1,Cristiano Ronaldo,Real Madrid,33,"M(L),FW",27,27,2293,26,5,7,7.94,2017-18,ESP La Liga
2,Luis Suárez,Barcelona,31,"AM(CLR),FW",33,32,2902,25,12,5,7.72,2017-18,ESP La Liga
3,Philippe Coutinho,Barcelona,26,M(CLR),18,16,1304,8,5,2,7.66,2017-18,ESP La Liga
4,João Cancelo,Valencia,24,"D(LR),M(R)",1,1,90,0,0,0,7.65,2017-18,ESP La Liga
5,Marc Bartra,Real Betis,27,"D(CR),DMC",16,16,1421,1,0,2,7.54,2017-18,ESP La Liga
6,Yoel Rodríguez,Eibar,30,GK,1,1,90,0,0,0,7.50,2017-18,ESP La Liga
7,Casemiro,Real Madrid,26,DMC,30,30,2601,5,3,1,7.49,2017-18,ESP La Liga
8,Gareth Bale,Real Madrid,29,"M(CLR),FW",26,20,1803,16,2,6,7.49,2017-18,ESP La Liga
9,Iago Aspas,Celta Vigo,31,"AM(CR),FW",34,33,2938,22,5,11,7.49,2017-18,ESP La Liga
0,Toni Kroos,Real Madrid,29,M(C),27,26,2268,5,7,0,7.47,2017-18,ESP La Liga
1,Filipe Luís,Atletico,33,D(L),20,19,1660,1,2,2,7.45,2017-18,ESP La Liga
2,Daniel Parejo,Valencia,29,M(C),34,34,3005,7,7,7,7.41,2017-18,ESP La Liga
3,Jasper Cillessen,Barcelona,29,GK,1,1,90,0,0,0,7.41,2017-18,ESP La Liga
4,Geoffrey Kondogbia,Valencia,25,"D(C),DMC",31,30,2618,4,4,4,7.40,2017-18,ESP La Liga
5,Saúl Ñíguez,Atletico,24,"D(CL),M(CLR)",36,35,3157,2,3,2,7.40,2017-18,ESP La Liga
6,Antoine Griezmann,Atletico,27,"AM(CLR),FW",32,30,2530,19,9,8,7.38,2017-18,ESP La Liga
7,Achraf Hakimi,Real Madrid,20,"D(LR),M(R)",9,8,757,2,0,1,7.34,2017-18,ESP La Liga
8,Gerard Moreno,Espanyol,26,"AM(CR),FW",38,38,3413,16,1,8,7.31,2017-18,ESP La Liga
9,Asier Riesgo,Eibar,35,GK,1,1,90,0,0,0,7.29,2017-18,ESP La Liga
0,Luka Modric,Real Madrid,33,M(C),26,23,1976,1,6,0,7.29,2017-18,ESP La Liga
1,Sergio Busquets,Barcelona,30,DMC,31,30,2600,1,4,0,7.25,2017-18,ESP La Liga
2,Lucas Hernández,Atletico,22,D(CL),27,24,2117,0,1,1,7.24,2017-18,ESP La Liga
3,Jordi Alba,Barcelona,29,"D(L),M(L)",33,30,2745,2,8,2,7.22,2017-18,ESP La Liga
4,Sergi Roberto,Barcelona,26,"D(R),M(CR)",30,24,2231,1,7,0,7.21,2017-18,ESP La Liga
5,Asier Illarramendi,Real Sociedad,28,M(C),36,35,3165,7,5,6,7.21,2017-18,ESP La Liga
6,Rodri,Villarreal,22,"D(C),DMC",37,36,3228,1,3,3,7.20,2017-18,ESP La Liga
7,Gabriel Pires,Leganes,25,"M(C),FW",29,28,2388,5,2,5,7.20,2017-18,ESP La Liga
8,Víctor López,Deportivo Alaves,21,D(CLR),1,1,61,0,1,0,7.18,2017-18,ESP La Liga
9,Alejandro Granell,Girona,30,"DMC,M(L)",34,33,2855,1,7,5,7.18,2017-18,ESP La Liga
0,Javier Mascherano,Barcelona,34,"D(C),M(C)",7,6,541,0,0,0,7.18,2017-18,ESP La Liga
1,Fabián Ruiz,Real Betis,22,M(CL),34,30,2662,3,6,3,7.17,2017-18,ESP La Liga
2,Francis Coquelin,Valencia,27,M(CLR),9,7,656,1,0,1,7.16,2017-18,ESP La Liga
3,Gerard Piqué,Barcelona,31,D(C),30,29,2633,2,0,0,7.16,2017-18,ESP La Liga
4,Isco,Real Madrid,26,"M(CLR),FW",30,21,1781,7,7,3,7.16,2017-18,ESP La Liga
5,Gonçalo Guedes,Valencia,22,"AM(CLR),FW",33,27,2444,5,9,3,7.16,2017-18,ESP La Liga
6,Samu Castillejo,Villarreal,23,AM(CLR),30,25,2085,6,5,3,7.16,2017-18,ESP La Liga
7,Thomas Partey,Atletico,25,"D(R),M(CR)",33,28,2383,3,0,3,7.15,2017-18,ESP La Liga
8,Ousmane Dembélé,Barcelona,21,"AM(CLR),FW",17,12,931,3,6,2,7.15,2017-18,ESP La Liga
9,Jonathan Viera,Las Palmas,29,"AM(CLR),FW",23,23,1994,4,3,1,7.15,2017-18,ESP La Liga
0,Mario Gaspar,Villarreal,28,"D(CR),M(R)",32,31,2806,2,3,3,7.14,2017-18,ESP La Liga
1,Aritz Elustondo,Real Sociedad,24,D(CR),19,18,1598,3,2,2,7.14,2017-18,ESP La Liga
2,Iván López,Levante,25,D(R),3,3,175,0,1,0,7.14,2017-18,ESP La Liga
3,Diego Rico,Leganes,25,"D(CL),M(L)",26,26,2229,2,2,1,7.13,2017-18,ESP La Liga
4,Ivan Rakitic,Barcelona,30,M(C),35,31,2839,1,5,0,7.12,2017-18,ESP La Liga
5,Junior Firpo,Real Betis,22,"D(L),M(L)",14,14,1190,2,2,0,7.12,2017-18,ESP La Liga
6,Djené Dakonam,Getafe,27,D(C),36,36,3240,1,0,2,7.11,2017-18,ESP La Liga
7,Raúl García,Athletic Bilbao,32,"M(CLR),FW",34,30,2639,10,1,1,7.10,2017-18,ESP La Liga
8,José Gayà,Valencia,23,"D(L),M(L)",34,33,2918,0,3,0,7.10,2017-18,ESP La Liga
9,Francis Uzoho,Deportivo,20,GK,2,2,180,0,0,0,7.10,2017-18,ESP La Liga
0,Martín Montoya,Valencia,27,"D(LR),M(R)",25,24,2152,0,4,1,7.09,2017-18,ESP La Liga
1,Sime Vrsaljko,Atletico,27,"D(LR),M(R)",21,19,1697,0,4,0,7.09,2017-18,ESP La Liga
2,Jeison Murillo,Valencia,26,D(C),17,15,1374,0,0,0,7.09,2017-18,ESP La Liga
3,Sergio Ramos,Real Madrid,32,D(CR),26,26,2292,4,1,1,7.09,2017-18,ESP La Liga
4,Koke,Atletico,27,M(CLR),35,33,2764,4,4,1,7.08,2017-18,ESP La Liga
5,Éver Banega,Sevilla,30,M(C),31,25,2397,3,3,0,7.08,2017-18,ESP La Liga
6,Dani Giménez,Real Betis,35,GK,4,4,309,0,0,0,7.08,2017-18,ESP La Liga
7,Diego Godín,Atletico,32,D(C),30,28,2554,0,0,0,7.07,2017-18,ESP La Liga
8,Marcelo,Real Madrid,30,"D(L),M(L)",28,26,2262,2,6,1,7.07,2017-18,ESP La Liga
9,Daniel Carvajal,Real Madrid,27,D(R),25,25,2223,0,2,1,7.06,2017-18,ESP La Liga
0,Axel Werner,Atletico,22,GK,1,1,90,0,0,0,7.06,2017-18,ESP La Liga
1,Sergio Escudero,Sevilla,29,"D(L),M(L)",27,26,2332,0,2,3,7.06,2017-18,ESP La Liga
2,Aymeric Laporte,Athletic Bilbao,24,D(CL),19,19,1710,0,1,1,7.05,2017-18,ESP La Liga
3,Rodrigo,Valencia,27,"M(CLR),FW",37,31,2696,16,4,2,7.05,2017-18,ESP La Liga
4,Samuel Umtiti,Barcelona,25,D(CL),25,24,2189,1,0,0,7.03,2017-18,ESP La Liga
5,Cristhian Stuani,Girona,32,"AM(CLR),FW",33,32,2723,21,0,3,7.03,2017-18,ESP La Liga
6,Martín Aguirregabiria,Deportivo Alaves,22,"D(LR),M(R)",21,20,1829,0,4,1,7.02,2017-18,ESP La Liga
7,Marco Asensio,Real Madrid,22,"AM(CLR),FW",32,19,1839,6,6,2,7.02,2017-18,ESP La Liga
