,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
0,Lionel Messi,Barcelona,23,"AM(CR),FW",35,30,2841,34,10,14,8.67,2009-10,ESP La Liga
1,Cristiano Ronaldo,Real Madrid,25,"M(L),FW",29,28,2490,26,7,13,8.54,2009-10,ESP La Liga
2,Gonzalo Higuaín,Real Madrid,23,FW,32,28,2401,27,5,6,7.90,2009-10,ESP La Liga
3,Dani Alves,Barcelona,27,"D(R),M(CR)",29,28,2505,3,10,2,7.85,2009-10,ESP La Liga
4,Ruud van Nistelrooij,Real Madrid,34,"AM(L),FW",1,0,11,1,1,0,7.81,2009-10,ESP La Liga
5,Javi Martínez,Athletic Bilbao,22,"D(C),M(C)",34,34,3003,6,1,5,7.71,2009-10,ESP La Liga
6,Sergio Ramos,Real Madrid,24,D(CR),33,33,2902,4,5,2,7.71,2009-10,ESP La Liga
7,Marcelo,Real Madrid,22,"D(L),M(L)",35,34,3001,4,9,1,7.68,2009-10,ESP La Liga
8,Xavi,Barcelona,30,DMC,34,31,2805,3,13,4,7.67,2009-10,ESP La Liga
9,Juan Cala,Sevilla,21,D(C),5,5,450,3,0,1,7.66,2009-10,ESP La Liga
0,Chema,Xerez,30,GK,3,3,270,0,0,1,7.65,2009-10,ESP La Liga
1,Antonio Luna,Sevilla,19,"D(L),M(L)",1,1,90,0,0,0,7.62,2009-10,ESP La Liga
2,Armando,Athletic Bilbao,39,GK,1,1,90,0,0,0,7.61,2009-10,ESP La Liga
3,Xabi Alonso,Real Madrid,29,M(C),34,34,3010,3,5,1,7.58,2009-10,ESP La Liga
4,Duda,Malaga,30,M(CLR),34,33,2917,8,7,6,7.56,2009-10,ESP La Liga
5,David Villa,Valencia,29,"AM(L),FW",32,31,2711,21,3,7,7.51,2009-10,ESP La Liga
6,Zlatan Ibrahimovic,Barcelona,29,FW,29,23,2037,16,7,2,7.48,2009-10,ESP La Liga
7,Pepe,Real Madrid,27,D(C),10,10,856,1,0,1,7.47,2009-10,ESP La Liga
8,Luís Fabiano,Sevilla,30,FW,23,18,1645,15,3,5,7.45,2009-10,ESP La Liga
9,Pedro León,Getafe,24,M(LR),35,33,2776,8,9,4,7.44,2009-10,ESP La Liga
0,Kaká,Real Madrid,28,"M(CL),FW",25,21,1829,8,5,0,7.43,2009-10,ESP La Liga
1,Eric Abidal,Barcelona,31,D(C),17,15,1407,0,4,0,7.42,2009-10,ESP La Liga
2,Gonzalo Castro,Mallorca,26,"AM(LR),FW",35,32,2868,6,8,3,7.42,2009-10,ESP La Liga
3,Filipe Luís,Deportivo,25,D(L),21,20,1786,3,1,3,7.38,2009-10,ESP La Liga
4,Fernando Llorente,Athletic Bilbao,25,FW,37,35,2870,14,5,5,7.34,2009-10,ESP La Liga
5,Bolaño,Racing Santander,25,D(L),29,28,2507,2,0,2,7.34,2009-10,ESP La Liga
6,David Silva,Valencia,25,"M(CLR),FW",30,28,2424,8,7,4,7.34,2009-10,ESP La Liga
7,Andrés Iniesta,Barcelona,26,M(CL),29,20,1928,1,5,2,7.33,2009-10,ESP La Liga
8,Borja Valero,Mallorca,25,M(CL),33,32,2881,5,8,3,7.32,2009-10,ESP La Liga
9,Esteban Granero,Real Madrid,23,M(CLR),31,21,1867,3,5,1,7.30,2009-10,ESP La Liga
0,Xabier Etxeita,Athletic Bilbao,23,D(C),3,1,199,0,0,0,7.30,2009-10,ESP La Liga
1,Jordi Alba,Valencia,21,"D(L),M(L)",15,12,1125,1,0,1,7.29,2009-10,ESP La Liga
2,César,Valencia,39,GK,30,30,2700,0,0,2,7.28,2009-10,ESP La Liga
3,Yaya Touré,Barcelona,27,M(C),23,18,1493,1,4,2,7.28,2009-10,ESP La Liga
4,Diego Perotti,Sevilla,22,"M(CLR),FW",28,22,1834,4,3,3,7.27,2009-10,ESP La Liga
5,Jirí Jarosik,Real Zaragoza,33,D(C),20,20,1800,2,1,1,7.27,2009-10,ESP La Liga
6,Carles Puyol,Barcelona,32,D(C),32,31,2720,1,2,0,7.27,2009-10,ESP La Liga
7,Álvaro Arbeloa,Real Madrid,27,D(LR),30,30,2649,2,2,0,7.27,2009-10,ESP La Liga
8,Aritz Aduriz,Mallorca,29,FW,34,33,2798,12,4,3,7.26,2009-10,ESP La Liga
9,Julio Álvarez,Mallorca,29,M(CR),26,21,1741,6,5,4,7.26,2009-10,ESP La Liga
0,Maxwell,Barcelona,29,D(L),25,25,2167,0,4,0,7.26,2009-10,ESP La Liga
1,Sergio Agüero,Atletico,22,"AM(CL),FW",31,24,2205,12,4,3,7.25,2009-10,ESP La Liga
2,Seydou Keita,Barcelona,30,M(C),29,23,2089,6,2,4,7.25,2009-10,ESP La Liga
3,Ivica Dragutinovic,Sevilla,35,"D(C),DMC",20,20,1793,2,1,0,7.23,2009-10,ESP La Liga
4,Diego Godín,Villarreal,24,D(C),36,36,3184,3,2,6,7.23,2009-10,ESP La Liga
5,Rafa,Getafe,25,D(CL),27,27,2430,2,0,2,7.22,2009-10,ESP La Liga
6,Hernán Pellerano,Almeria,26,D(C),19,17,1545,0,0,1,7.22,2009-10,ESP La Liga
7,Dídac Vilá,Espanyol,21,"D(L),M(L)",11,11,990,0,0,1,7.22,2009-10,ESP La Liga
8,Roberto Jiménez,Real Zaragoza,24,GK,15,15,1350,0,0,1,7.22,2009-10,ESP La Liga
9,Federico Fazio,Sevilla,23,D(C),10,10,826,1,0,2,7.21,2009-10,ESP La Liga
0,Jesús Navas,Sevilla,25,"D(R),M(R)",34,32,2830,4,9,2,7.21,2009-10,ESP La Liga
1,Christoph Metzelder,Real Madrid,30,DMC,2,2,180,0,0,0,7.21,2009-10,ESP La Liga
2,José Nunes,Mallorca,33,D(C),34,34,3053,4,1,2,7.20,2009-10,ESP La Liga
3,Éver Banega,Valencia,22,M(C),36,33,2824,2,8,1,7.20,2009-10,ESP La Liga
4,Diego Forlán,Atletico,31,FW,33,30,2577,18,6,2,7.20,2009-10,ESP La Liga
5,Diego Alves,Almeria,25,GK,37,37,3304,0,0,3,7.19,2009-10,ESP La Liga
6,Rafael van der Vaart,Real Madrid,27,M(C),26,16,1216,6,7,3,7.19,2009-10,ESP La Liga
7,Sergio Busquets,Barcelona,22,DMC,33,26,2325,0,2,1,7.19,2009-10,ESP La Liga
8,Rubén González,Mallorca,28,D(C),19,16,1533,3,0,2,7.19,2009-10,ESP La Liga
9,Ezequiel Garay,Real Madrid,24,D(C),20,19,1686,1,2,0,7.18,2009-10,ESP La Liga
0,Roberto Soldado,Getafe,25,FW,26,25,2269,16,2,6,7.18,2009-10,ESP La Liga
1,Pedro,Barcelona,23,"M(CLR),FW",34,22,2124,12,3,2,7.18,2009-10,ESP La Liga
2,Gaizka Toquero,Athletic Bilbao,26,"AM(R),FW",31,26,2222,8,4,2,7.17,2009-10,ESP La Liga
3,Roberto Fernández,Osasuna,31,GK,2,2,180,0,0,0,7.17,2009-10,ESP La Liga
4,Iván Ramis,Mallorca,26,D(C),26,26,2245,0,0,1,7.16,2009-10,ESP La Liga
5,Guti,Real Madrid,34,AM(C),26,10,1243,2,9,1,7.16,2009-10,ESP La Liga
6,Walter Pandiani,Osasuna,34,"AM(L),FW",29,28,2419,11,1,5,7.16,2009-10,ESP La Liga
7,Pablo Sicilia,Tenerife,29,"D(C),DMC",34,33,3003,0,2,2,7.15,2009-10,ESP La Liga
8,Javi Márquez,Espanyol,24,M(C),15,12,1136,1,1,1,7.14,2009-10,ESP La Liga
9,Héctor Sánchez Cabrera,Tenerife,25,D(C),11,11,955,0,1,1,7.14,2009-10,ESP La Liga
0,Sergio Sánchez,Sevilla,24,D(CR),7,6,558,0,1,0,7.14,2009-10,ESP La Liga
1,Weligton,Malaga,31,D(C),21,20,1753,3,0,3,7.13,2009-10,ESP La Liga
2,Felipe Mattioni,Mallorca,22,D(R),20,14,1337,1,0,0,7.13,2009-10,ESP La Liga
3,Fernando Gago,Real Madrid,24,M(C),18,14,1181,0,2,0,7.13,2009-10,ESP La Liga
4,Leonardo Ponzio,Real Zaragoza,28,M(C),34,34,3006,1,1,3,7.13,2009-10,ESP La Liga
5,Ion Vélez,Athletic Bilbao,25,FW,2,1,113,0,0,0,7.13,2009-10,ESP La Liga
6,Adriano,Sevilla,26,"D(CLR),M(L)",27,23,2078,0,5,1,7.13,2009-10,ESP La Liga
7,José Antonio Culebras,Tenerife,31,D(L),18,16,1413,1,0,2,7.13,2009-10,ESP La Liga
8,Gerard Piqué,Barcelona,23,D(C),32,29,2485,2,0,1,7.12,2009-10,ESP La Liga
9,Enrique Corrales,Mallorca,28,D(L),7,5,516,0,2,1,7.12,2009-10,ESP La Liga
0,Tiago,Atletico,29,M(C),18,16,1452,2,0,2,7.11,2009-10,ESP La Liga
1,Gonzalo Colsa,Racing Santander,31,"D(C),M(CR)",30,28,2537,3,1,2,7.11,2009-10,ESP La Liga
2,Frederic Kanoute,Sevilla,33,"AM(CL),FW",27,20,1790,12,2,2,7.11,2009-10,ESP La Liga
3,Diego Castro,Sporting Gijon,28,M(CLR),35,31,2763,10,2,4,7.11,2009-10,ESP La Liga
4,Bruno Soriano,Villarreal,26,M(C),33,31,2799,0,3,0,7.11,2009-10,ESP La Liga
5,Guilherme Santos,Almeria,22,"D(L),M(C)",15,11,1009,1,0,2,7.10,2009-10,ESP La Liga
6,Jeremy Mathieu,Valencia,27,D(CL),17,14,1234,1,2,0,7.10,2009-10,ESP La Liga
7,Thiago,Barcelona,19,M(C),1,0,13,1,0,0,7.09,2009-10,ESP La Liga
8,Ricardo León,Tenerife,27,"D(C),M(CR)",29,29,2525,2,1,1,7.09,2009-10,ESP La Liga
9,Marcos Senna,Villarreal,34,"D(C),DMC,M(R)",30,26,2203,1,2,0,7.09,2009-10,ESP La Liga
0,Henrique,Racing Santander,24,D(CR),22,21,1921,1,0,0,7.09,2009-10,ESP La Liga
1,Alberto Lora,Sporting Gijon,23,D(R),32,31,2751,0,4,2,7.08,2009-10,ESP La Liga
2,Renato,Sevilla,31,M(C),33,30,2608,4,3,1,7.08,2009-10,ESP La Liga
3,Giuseppe Rossi,Villarreal,23,FW,34,27,2333,10,3,2,7.07,2009-10,ESP La Liga
4,Pablo Hernández,Valencia,25,M(CLR),33,25,2180,5,6,2,7.07,2009-10,ESP La Liga
5,Ustaritz Aldekoaotalora,Athletic Bilbao,27,"D(CL),DMC",15,15,1253,1,0,0,7.07,2009-10,ESP La Liga
6,Sergio,Osasuna,33,"D(CL),DMC",24,24,2104,0,1,2,7.06,2009-10,ESP La Liga
7,José Antonio Reyes,Atletico,27,M(CLR),30,19,1727,2,5,1,7.06,2009-10,ESP La Liga
8,Míchel,Sporting Gijon,25,M(C),13,12,984,0,1,2,7.06,2009-10,ESP La Liga
9,David Albelda,Valencia,33,M(C),28,22,2048,1,1,0,7.06,2009-10,ESP La Liga
0,Joaquín,Valencia,29,"M(CLR),FW",28,17,1612,2,4,2,7.06,2009-10,ESP La Liga
1,Juan Mata,Valencia,22,AM(CLR),35,30,2587,9,4,3,7.06,2009-10,ESP La Liga
2,Germán Lux,Mallorca,28,GK,1,0,45,0,0,0,7.06,2009-10,ESP La Liga
3,Nilmar,Villarreal,26,FW,33,28,2476,11,4,3,7.05,2009-10,ESP La Liga
4,Modeste M'Bami,Almeria,28,"D(C),M(C)",28,28,2400,0,0,0,7.05,2009-10,ESP La Liga
5,Mario Suárez,Mallorca,23,"D(C),M(C)",34,27,2389,5,1,0,7.04,2009-10,ESP La Liga
6,Román Martínez,Tenerife,27,M(C),23,18,1551,5,2,1,7.04,2009-10,ESP La Liga
7,César Azpilicueta,Osasuna,21,"D(CLR),M(R)",33,33,2970,0,1,3,7.04,2009-10,ESP La Liga
8,Nicolás Pareja,Espanyol,26,D(C),30,30,2639,0,0,0,7.03,2009-10,ESP La Liga
9,Marc Bartra,Barcelona,19,"D(CR),DMC",1,0,29,0,0,0,7.03,2009-10,ESP La Liga
0,Rovérsio,Osasuna,26,D(L),3,3,249,0,0,0,7.03,2009-10,ESP La Liga
1,Markel Susaeta,Athletic Bilbao,23,M(LR),35,23,2352,4,4,1,7.03,2009-10,ESP La Liga
2,Didier Zokora,Sevilla,30,M(C),26,25,2268,0,1,0,7.03,2009-10,ESP La Liga
3,Fernando Soriano,Almeria,31,M(C),35,33,2894,7,2,1,7.02,2009-10,ESP La Liga
4,Fabri,Real Valladolid,23,GK,1,1,90,0,0,0,7.02,2009-10,ESP La Liga
5,Gerard,Sporting Gijon,32,D(C),8,8,706,0,0,0,7.01,2009-10,ESP La Liga
6,Alberto Rivera,Sporting Gijon,32,M(C),34,34,3060,1,2,0,7.01,2009-10,ESP La Liga
7,Ivan Gonzalez,Malaga,22,D(CL),23,22,2034,1,0,1,7.01,2009-10,ESP La Liga
8,Albert Crusat,Almeria,28,"M(CL),FW",33,31,2639,7,4,1,7.00,2009-10,ESP La Liga
9,Nivaldo,Real Valladolid,30,"D(C),DMC",25,23,1975,2,0,2,7.00,2009-10,ESP La Liga
0,Diego Colotto,Deportivo,29,D(C),30,30,2700,3,0,1,7.00,2009-10,ESP La Liga
1,Santi Cazorla,Villarreal,26,M(CLR),24,16,1489,5,2,1,6.99,2009-10,ESP La Liga
2,Joan Capdevila,Villarreal,32,D(L),37,37,3312,5,3,1,6.98,2009-10,ESP La Liga
3,Sergio Asenjo,Atletico,21,GK,15,15,1275,0,0,1,6.98,2009-10,ESP La Liga
4,Raúl Albiol,Real Madrid,25,D(C),33,32,2843,0,1,0,6.97,2009-10,ESP La Liga
5,Miguel Brito,Valencia,31,D(R),25,20,1765,0,1,1,6.97,2009-10,ESP La Liga
6,Alberto Botía,Sporting Gijon,21,D(C),26,26,2320,0,0,0,6.97,2009-10,ESP La Liga
7,Víctor Ruiz,Espanyol,21,D(C),22,21,1923,2,0,2,6.97,2009-10,ESP La Liga
8,Cata Díaz,Getafe,31,D(C),30,30,2700,1,0,0,6.97,2009-10,ESP La Liga
9,Santiago Acasiete,Almeria,33,"D(C),DMC",31,31,2740,0,1,1,6.97,2009-10,ESP La Liga
0,Osmar,Racing Santander,22,DMC,1,1,90,0,0,0,6.97,2009-10,ESP La Liga
1,Lassana Diarra,Real Madrid,25,M(C),23,19,1672,1,0,0,6.97,2009-10,ESP La Liga
2,Henrique Sereno,Real Valladolid,25,D(C),12,12,1080,0,0,0,6.97,2009-10,ESP La Liga
3,Javi Chica,Espanyol,25,D(LR),28,27,2415,0,2,0,6.96,2009-10,ESP La Liga
4,Alberto Lopo,Deportivo,30,D(C),34,34,3060,1,1,1,6.96,2009-10,ESP La Liga
5,Gabriel Milito,Barcelona,30,"D(C),DMC",11,9,784,0,1,0,6.96,2009-10,ESP La Liga
6,Iván Pillud,Espanyol,24,D(R),9,6,666,0,0,0,6.96,2009-10,ESP La Liga
7,Javad Nekounam,Osasuna,30,"D(C),M(CR)",31,31,2615,3,0,1,6.96,2009-10,ESP La Liga
8,Dudu Aouate,Mallorca,33,GK,38,38,3376,0,1,0,6.96,2009-10,ESP La Liga
9,Gabi,Real Zaragoza,27,M(C),32,29,2505,1,4,1,6.96,2009-10,ESP La Liga
0,Tuni,Mallorca,28,AM(L),9,7,546,1,1,1,6.95,2009-10,ESP La Liga
1,Grégory Arnolin,Sporting Gijon,30,"D(CL),DMC",35,35,3142,2,0,1,6.95,2009-10,ESP La Liga
2,Karim Benzema,Real Madrid,23,FW,27,14,1308,8,3,2,6.95,2009-10,ESP La Liga
3,Manolo Martínez,Tenerife,30,D(CL),30,26,2301,0,0,1,6.95,2009-10,ESP La Liga
4,Hernán Darío Bernardello,Almeria,24,M(C),35,35,3044,0,3,2,6.95,2009-10,ESP La Liga
5,Juanito,Atletico,34,"D(L),DMC",17,15,1444,2,0,0,6.95,2009-10,ESP La Liga
6,Antonio López,Atletico,29,D(L),31,29,2586,2,1,2,6.95,2009-10,ESP La Liga
7,Ángel,Villarreal,29,D(R),24,22,1983,1,1,2,6.95,2009-10,ESP La Liga
8,Nauzet Alemán,Real Valladolid,25,M(C),26,21,1647,6,3,2,6.95,2009-10,ESP La Liga
9,Humberto Suazo,Real Zaragoza,29,"AM(L),FW",17,17,1383,6,3,1,6.95,2009-10,ESP La Liga
0,Thierry Henry,Barcelona,33,"AM(L),FW",21,15,1237,4,2,0,6.95,2009-10,ESP La Liga
1,Paulo Assunção,Atletico,30,M(C),30,29,2497,1,1,1,6.94,2009-10,ESP La Liga
2,Manu,Deportivo,24,GK,3,2,257,0,0,0,6.94,2009-10,ESP La Liga
3,Víctor Valdés,Barcelona,28,GK,38,38,3420,0,0,0,6.94,2009-10,ESP La Liga
4,David García,Espanyol,29,D(CL),21,21,1821,0,2,1,6.94,2009-10,ESP La Liga
5,José Callejón,Espanyol,23,"M(LR),FW",36,31,2689,2,4,2,6.94,2009-10,ESP La Liga
6,Alejandro Alfaro,Tenerife,24,M(R),36,36,3160,7,5,0,6.94,2009-10,ESP La Liga
7,Diego Costa,Real Valladolid,22,FW,34,32,2894,8,4,3,6.93,2009-10,ESP La Liga
8,César Arzo,Real Valladolid,24,"D(CL),DMC",22,17,1712,1,1,1,6.93,2009-10,ESP La Liga
9,Pablo Piatti,Almeria,21,M(CLR),35,28,2493,7,4,2,6.93,2009-10,ESP La Liga
0,Kalu Uche,Almeria,28,FW,28,21,2034,9,2,2,6.93,2009-10,ESP La Liga
1,Derek Boateng,Getafe,27,M(C),29,26,2251,0,0,0,6.93,2009-10,ESP La Liga
2,Chico Flores,Almeria,23,D(C),27,27,2328,0,0,1,6.93,2009-10,ESP La Liga
3,Mario Álvarez,Getafe,28,D(C),13,12,1059,0,0,0,6.93,2009-10,ESP La Liga
4,José Manuel Jurado,Atletico,24,M(CLR),38,29,2697,7,4,2,6.92,2009-10,ESP La Liga
5,Simão,Atletico,31,M(L),34,30,2447,2,3,1,6.92,2009-10,ESP La Liga
6,Francisco Pavón,Real Zaragoza,31,"D(L),DMC",11,11,962,2,1,0,6.92,2009-10,ESP La Liga
7,Andrés Guardado,Deportivo,24,"D(L),M(CL)",26,23,2013,3,5,3,6.92,2009-10,ESP La Liga
8,Hélder Rosario,Malaga,30,D(C),3,3,218,0,0,0,6.92,2009-10,ESP La Liga
9,Bojan,Barcelona,20,"AM(CLR),FW",23,11,992,8,3,1,6.92,2009-10,ESP La Liga
0,Miguel Flaño,Osasuna,26,D(C),32,31,2806,1,1,1,6.92,2009-10,ESP La Liga
1,Gorka Iraizoz,Athletic Bilbao,29,GK,37,37,3330,0,0,2,6.91,2009-10,ESP La Liga
2,Marc Bertrán,Tenerife,28,D(R),21,21,1836,1,2,1,6.91,2009-10,ESP La Liga
3,Julien Escudé,Sevilla,31,"D(C),DMC",24,24,2149,0,2,0,6.91,2009-10,ESP La Liga
4,Igor Gabilondo,Athletic Bilbao,31,"AM(CL),FW",26,16,1338,3,5,0,6.91,2009-10,ESP La Liga
5,Domingo Cisma,Almeria,28,D(L),33,29,2592,3,1,2,6.91,2009-10,ESP La Liga
6,Míchel Macedo,Almeria,20,D(R),28,28,2380,1,2,1,6.91,2009-10,ESP La Liga
7,Manucho,Real Valladolid,27,FW,28,20,1775,4,2,3,6.91,2009-10,ESP La Liga
8,Nino,Tenerife,30,AM(C),38,37,3359,14,0,3,6.91,2009-10,ESP La Liga
9,Xabier Castillo,Athletic Bilbao,24,D(L),19,18,1595,0,1,0,6.90,2009-10,ESP La Liga
0,Manu del Moral,Getafe,26,"M(CLR),FW",36,21,1948,8,4,2,6.90,2009-10,ESP La Liga
1,David Belenguer,Getafe,38,DMC,13,7,677,0,0,0,6.90,2009-10,ESP La Liga
2,Luis García,Espanyol,29,"M(CR),FW",36,35,2887,3,1,3,6.90,2009-10,ESP La Liga
3,Abdoulay Konko,Sevilla,26,"D(LR),M(R)",18,17,1419,1,0,0,6.90,2009-10,ESP La Liga
4,Eliseu,Real Zaragoza,27,"D(L),M(L)",21,19,1549,2,0,0,6.89,2009-10,ESP La Liga
5,Fabio Coltorti,Racing Santander,30,GK,23,22,1999,0,0,1,6.89,2009-10,ESP La Liga
6,Mehdi Lacen,Racing Santander,26,M(C),33,28,2552,3,2,1,6.89,2009-10,ESP La Liga
7,Andoni Iraola,Athletic Bilbao,28,"D(R),M(CR)",37,37,3222,2,1,0,6.88,2009-10,ESP La Liga
8,Casado,Xerez,24,D(L),27,26,2369,0,2,0,6.88,2009-10,ESP La Liga
9,Ander Herrera,Real Zaragoza,21,M(C),30,23,2223,2,0,2,6.88,2009-10,ESP La Liga
0,Patrick Mtiliga,Malaga,29,D(L),24,24,2021,0,0,0,6.88,2009-10,ESP La Liga
1,Javi Venta,Villarreal,35,D(R),18,16,1415,0,0,1,6.88,2009-10,ESP La Liga
2,Fran Yeste,Athletic Bilbao,31,AM(L),22,13,1139,2,3,1,6.88,2009-10,ESP La Liga
3,Pedro Munitis,Racing Santander,35,"M(CLR),FW",29,27,2205,0,8,1,6.88,2009-10,ESP La Liga
4,Mikel San José,Athletic Bilbao,21,"D(C),DMC",25,24,2161,1,0,0,6.88,2009-10,ESP La Liga
5,Ezequiel Luna,Tenerife,24,"D(R),DMC",23,22,1995,1,0,0,6.88,2009-10,ESP La Liga
6,Javier Camuñas,Osasuna,30,"AM(CL),FW",36,34,3046,3,7,2,6.88,2009-10,ESP La Liga
7,Antonio Barragán,Real Valladolid,23,"D(CR),M(R)",17,14,1246,0,0,0,6.87,2009-10,ESP La Liga
8,Óscar Ustari,Getafe,24,GK,16,16,1440,0,0,1,6.87,2009-10,ESP La Liga
9,Pape Diop,Racing Santander,24,M(C),23,21,1835,1,1,0,6.87,2009-10,ESP La Liga
0,Daniel Aranzubia,Deportivo,31,GK,36,36,3161,0,1,2,6.87,2009-10,ESP La Liga
1,Bruno,Valencia,30,"D(R),M(R)",26,25,2147,0,1,0,6.87,2009-10,ESP La Liga
2,Nacho Monreal,Osasuna,24,"D(CL),M(L)",31,31,2747,1,1,0,6.87,2009-10,ESP La Liga
3,Gonzalo Rodríguez,Villarreal,26,D(C),21,19,1674,0,0,0,6.86,2009-10,ESP La Liga
4,Iker Casillas,Real Madrid,29,GK,38,38,3420,0,0,0,6.86,2009-10,ESP La Liga
5,Martí,Mallorca,35,M(C),36,27,2585,1,2,0,6.86,2009-10,ESP La Liga
6,Rubén Pulido,Real Zaragoza,31,D(R),22,20,1688,2,1,0,6.86,2009-10,ESP La Liga
7,Víctor Sánchez,Xerez,23,"D(LR),M(CL)",25,22,1916,2,4,1,6.86,2009-10,ESP La Liga
8,Marc Valiente,Sevilla,23,D(C),3,2,176,0,0,0,6.85,2009-10,ESP La Liga
9,Cristian Álvarez,Espanyol,25,GK,8,7,670,0,0,0,6.85,2009-10,ESP La Liga
0,Álvaro Negredo,Sevilla,25,FW,35,25,2046,11,5,4,6.85,2009-10,ESP La Liga
1,Koikili,Athletic Bilbao,30,D(CL),21,20,1726,0,2,0,6.85,2009-10,ESP La Liga
2,Yuri Berchiche,Real Valladolid,20,"D(L),M(L)",1,1,90,0,0,0,6.85,2009-10,ESP La Liga
3,Mario Bermejo,Xerez,32,AM(C),34,33,2906,12,2,0,6.85,2009-10,ESP La Liga
4,Andrés Palop,Sevilla,37,GK,33,33,2970,0,0,0,6.85,2009-10,ESP La Liga
5,Daniel Osvaldo,Espanyol,24,"AM(C),FW",20,17,1434,7,0,4,6.85,2009-10,ESP La Liga
6,Pablo Amo,Real Zaragoza,32,D(C),9,7,704,0,0,0,6.84,2009-10,ESP La Liga
7,Asier Del Horno,Real Valladolid,29,"D(C),DMC",13,13,1166,0,0,0,6.84,2009-10,ESP La Liga
8,Miguel De las Cuevas,Sporting Gijon,24,M(CL),37,32,2549,8,4,4,6.84,2009-10,ESP La Liga
9,Iván Marcano,Villarreal,23,D(CL),16,15,1316,1,1,0,6.84,2009-10,ESP La Liga
0,Jordi Codina,Getafe,28,GK,22,22,1980,0,0,0,6.84,2009-10,ESP La Liga
1,Renan,Xerez,25,GK,35,35,3150,0,0,2,6.84,2009-10,ESP La Liga
2,Ayoze,Tenerife,25,M(CL),25,17,1495,2,2,0,6.83,2009-10,ESP La Liga
3,Felipe Caicedo,Malaga,22,FW,18,15,1143,4,2,0,6.83,2009-10,ESP La Liga
4,Carlos Diogo,Real Zaragoza,27,D(R),15,13,1209,2,0,0,6.83,2009-10,ESP La Liga
5,Manuel Pablo,Deportivo,34,D(LR),33,33,2970,0,0,0,6.83,2009-10,ESP La Liga
6,Echaide,Osasuna,23,D(CLR),2,2,167,0,0,0,6.83,2009-10,ESP La Liga
7,Juan Rodríguez,Deportivo,28,M(C),35,34,3061,3,2,2,6.83,2009-10,ESP La Liga
8,Ayoze Díaz,Mallorca,28,D(L),33,33,2937,0,1,0,6.83,2009-10,ESP La Liga
9,Mohammed Tchité,Racing Santander,26,"AM(L),FW",29,28,2156,11,1,4,6.83,2009-10,ESP La Liga
0,Juanlu Hens,Tenerife,26,"D(R),M(CR)",32,31,2399,4,2,1,6.83,2009-10,ESP La Liga
1,Javi López,Malaga,22,AM(R),11,9,676,2,1,1,6.83,2009-10,ESP La Liga
2,Miku,Getafe,25,FW,16,11,1051,5,2,2,6.83,2009-10,ESP La Liga
3,Juca,Deportivo,31,M(C),16,14,1127,3,2,1,6.82,2009-10,ESP La Liga
4,Cani,Villarreal,29,M(CLR),35,27,2203,2,4,2,6.82,2009-10,ESP La Liga
5,Cote,Sporting Gijon,21,D(L),13,10,957,0,0,1,6.82,2009-10,ESP La Liga
6,Marc Torrejón,Racing Santander,24,D(CR),27,27,2401,0,0,1,6.82,2009-10,ESP La Liga
7,Jesús Gámez,Malaga,25,D(LR),32,32,2849,0,2,1,6.81,2009-10,ESP La Liga
8,Joan Verdú,Espanyol,27,M(CR),34,31,2601,4,1,0,6.81,2009-10,ESP La Liga
9,Mariano Pernía,Atletico,33,D(CLR),1,1,90,0,0,0,6.80,2009-10,ESP La Liga
0,Carlos Marchena,Valencia,31,D(C),24,17,1482,2,1,1,6.80,2009-10,ESP La Liga
1,Javier Arizmendi,Real Zaragoza,26,M(CLR),31,25,2074,5,1,1,6.80,2009-10,ESP La Liga
2,Francisco Puñal,Osasuna,35,M(C),33,27,2460,0,3,0,6.80,2009-10,ESP La Liga
3,Álvaro Rubio,Real Valladolid,31,M(C),16,16,1340,0,1,0,6.79,2009-10,ESP La Liga
4,Manuel Arana,Racing Santander,26,"D(C),M(CR)",31,17,1748,4,3,0,6.79,2009-10,ESP La Liga
5,Sergio Canales,Racing Santander,19,M(CLR),26,19,1647,6,4,3,6.79,2009-10,ESP La Liga
6,Sisi,Real Valladolid,24,AM(LR),5,3,288,1,1,0,6.79,2009-10,ESP La Liga
7,Ángel Dealbert,Valencia,28,D(C),24,22,1989,0,0,0,6.79,2009-10,ESP La Liga
8,Manolo Gaspar,Malaga,29,D(R),15,13,1242,0,1,0,6.79,2009-10,ESP La Liga
9,David Navarro,Valencia,30,D(C),19,19,1609,2,0,1,6.78,2009-10,ESP La Liga
0,Matteo Contini,Real Zaragoza,30,D(C),15,15,1312,1,2,1,6.78,2009-10,ESP La Liga
1,Milan Stepanov,Malaga,27,D(CL),12,12,964,0,1,0,6.78,2009-10,ESP La Liga
2,Pelé,Real Valladolid,23,M(CR),23,17,1668,0,0,0,6.78,2009-10,ESP La Liga
3,Roberto Canella,Sporting Gijon,22,D(L),28,28,2475,1,1,0,6.78,2009-10,ESP La Liga
4,Facundo Roncaglia,Espanyol,23,D(CLR),21,15,1429,0,0,1,6.78,2009-10,ESP La Liga
5,Carlos Kameni,Espanyol,26,GK,31,31,2747,0,0,2,6.78,2009-10,ESP La Liga
6,Pedro López,Real Valladolid,27,"D(R),M(R)",31,30,2607,0,0,1,6.78,2009-10,ESP La Liga
