,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
0,Arjen Robben,Bayern,26,"M(CLR),FW",24,18,1779,16,6,8,8.18,2009-10,GER Bundesliga
1,Stefan Kießling,Leverkusen,26,FW,33,33,2924,21,5,6,7.79,2009-10,GER Bundesliga
2,Zvjezdan Misimovic,Wolfsburg,28,"AM(C),FW",31,31,2768,10,13,8,7.74,2009-10,GER Bundesliga
3,Edin Dzeko,Wolfsburg,24,FW,34,33,3003,22,7,6,7.73,2009-10,GER Bundesliga
4,Claudio Pizarro,Werder Bremen,32,"AM(C),FW",26,23,2130,16,2,2,7.63,2009-10,GER Bundesliga
5,Paolo Guerrero,Hamburg,27,FW,6,4,415,4,0,1,7.63,2009-10,GER Bundesliga
6,Mesut Özil,Werder Bremen,22,M(CLR),31,29,2601,9,13,6,7.62,2009-10,GER Bundesliga
7,Naldo,Werder Bremen,28,D(C),31,31,2762,5,2,6,7.59,2009-10,GER Bundesliga
8,Toni Kroos,Leverkusen,21,M(C),33,26,2360,9,9,5,7.59,2009-10,GER Bundesliga
9,Raffael,Hertha Berlin,25,"AM(CL),FW",31,30,2654,7,4,5,7.56,2009-10,GER Bundesliga
0,Bastian Schweinsteiger,Bayern,26,"D(C),M(C)",33,33,2908,2,3,2,7.55,2009-10,GER Bundesliga
1,Nuri Sahin,Borussia Dortmund,22,M(C),33,33,2904,4,7,3,7.51,2009-10,GER Bundesliga
2,Kevin Kurányi,Schalke,28,FW,33,31,2802,18,7,9,7.49,2009-10,GER Bundesliga
3,Burak Kaplan,Leverkusen,20,M(CLR),4,2,259,2,2,0,7.47,2009-10,GER Bundesliga
4,Lucas Barrios,Borussia Dortmund,26,FW,33,30,2623,19,4,6,7.45,2009-10,GER Bundesliga
5,Zé Roberto,Hamburg,36,"D(L),M(CL)",23,23,2056,6,3,4,7.43,2009-10,GER Bundesliga
6,Thomas Müller,Bayern,21,"M(CLR),FW",34,29,2645,13,6,4,7.39,2009-10,GER Bundesliga
7,Marko Marin,Werder Bremen,21,M(CLR),32,30,2419,4,10,3,7.39,2009-10,GER Bundesliga
8,Tranquillo Barnetta,Leverkusen,25,M(CLR),32,31,2565,4,10,4,7.38,2009-10,GER Bundesliga
9,Eljero Elia,Hamburg,23,"AM(LR),FW",24,20,1768,5,7,4,7.37,2009-10,GER Bundesliga
0,Carlos Eduardo,Hoffenheim,23,"M(CLR),FW",33,32,2754,5,8,3,7.36,2009-10,GER Bundesliga
1,Mats Hummels,Borussia Dortmund,22,D(C),30,27,2522,5,1,3,7.35,2009-10,GER Bundesliga
2,Mohamadou Idrissou,Freiburg,30,"AM(CL),FW",30,30,2658,9,4,4,7.33,2009-10,GER Bundesliga
3,Simon Rolfes,Leverkusen,28,M(C),11,8,772,4,2,2,7.33,2009-10,GER Bundesliga
4,Georg Niedermeier,Stuttgart,24,D(C),12,12,1080,1,0,1,7.32,2009-10,GER Bundesliga
5,David Jarolim,Hamburg,31,"D(C),DMC,M(R)",33,33,2895,1,4,1,7.30,2009-10,GER Bundesliga
6,Arturo Vidal,Leverkusen,23,M(CR),31,31,2684,1,2,1,7.30,2009-10,GER Bundesliga
7,Jefferson Farfán,Schalke,26,"M(CR),FW",33,32,2833,8,8,4,7.27,2009-10,GER Bundesliga
8,Pirmin Schwegler,Eintracht Frankfurt,23,M(C),25,25,2162,3,2,3,7.26,2009-10,GER Bundesliga
9,Clemens Fritz,Werder Bremen,30,"D(R),DMC",30,30,2596,1,4,0,7.24,2009-10,GER Bundesliga
0,Javier Pinola,Nuernberg,27,D(CL),33,33,2962,0,0,2,7.24,2009-10,GER Bundesliga
1,Sebastian Mielitz,Werder Bremen,21,GK,2,2,180,0,0,0,7.24,2009-10,GER Bundesliga
2,Per Mertesacker,Werder Bremen,26,D(C),33,33,2970,5,1,2,7.22,2009-10,GER Bundesliga
3,Chinedu Obasi,Hoffenheim,24,"M(R),FW",23,21,1749,7,2,1,7.22,2009-10,GER Bundesliga
4,Andreas Luthe,Bochum,23,GK,3,3,270,0,0,0,7.22,2009-10,GER Bundesliga
5,Christian Gentner,Wolfsburg,25,M(CLR),34,34,2795,4,7,0,7.22,2009-10,GER Bundesliga
6,Jakub Blaszczykowski,Borussia Dortmund,25,"D(R),M(CR)",32,30,2407,1,4,2,7.22,2009-10,GER Bundesliga
7,Radoslav Zabavník,Mainz,30,D(L),12,11,991,0,2,1,7.21,2009-10,GER Bundesliga
8,Christian Träsch,Stuttgart,23,"D(R),M(C)",29,28,2540,3,2,2,7.21,2009-10,GER Bundesliga
9,Patrick Owomoyela,Borussia Dortmund,31,D(R),33,33,2936,1,3,0,7.21,2009-10,GER Bundesliga
0,Mladen Petric,Hamburg,30,FW,26,25,2141,8,1,3,7.21,2009-10,GER Bundesliga
1,Mark van Bommel,Bayern,33,"D(C),DMC,M(R)",25,25,2175,1,4,0,7.20,2009-10,GER Bundesliga
2,Daniel Van Buyten,Bayern,32,D(C),31,31,2636,6,0,2,7.20,2009-10,GER Bundesliga
3,Sebastian Boenisch,Werder Bremen,23,D(CL),17,16,1434,0,3,0,7.20,2009-10,GER Bundesliga
4,Mohamed Zidan,Borussia Dortmund,29,"AM(C),FW",27,24,1783,6,6,1,7.19,2009-10,GER Bundesliga
5,Franck Ribéry,Bayern,27,"AM(CL),FW",19,10,1091,4,5,1,7.19,2009-10,GER Bundesliga
6,Adrián Ramos,Hertha Berlin,24,FW,29,23,2232,10,3,2,7.18,2009-10,GER Bundesliga
7,Sami Hyypiä,Leverkusen,37,"D(C),DMC",32,32,2865,2,2,1,7.18,2009-10,GER Bundesliga
8,Torsten Frings,Werder Bremen,34,"D(C),M(CR)",30,29,2534,6,2,2,7.17,2009-10,GER Bundesliga
9,Cacau,Stuttgart,29,FW,25,19,1744,13,5,6,7.17,2009-10,GER Bundesliga
0,Philipp Lahm,Bayern,27,"D(R),DMC",34,34,3060,0,6,0,7.16,2009-10,GER Bundesliga
1,Roman Hubnik,Hertha Berlin,26,D(C),7,7,602,0,0,0,7.15,2009-10,GER Bundesliga
2,Josué,Wolfsburg,31,M(C),31,31,2703,1,0,1,7.15,2009-10,GER Bundesliga
3,Aaron Hunt,Werder Bremen,24,"M(CLR),FW",32,26,2313,9,5,3,7.15,2009-10,GER Bundesliga
4,Thomas Kessler,FC Koln,24,GK,3,3,270,0,0,0,7.15,2009-10,GER Bundesliga
5,Petit,FC Koln,34,"D(C),M(CR)",32,32,2822,1,3,0,7.15,2009-10,GER Bundesliga
6,Marcell Jansen,Hamburg,25,"D(L),M(L)",18,15,1391,6,4,0,7.15,2009-10,GER Bundesliga
7,Cícero,Hertha Berlin,26,M(CLR),30,28,2531,3,5,2,7.15,2009-10,GER Bundesliga
8,Rafinha,Schalke,25,"D(CLR),M(R)",31,30,2672,1,6,3,7.14,2009-10,GER Bundesliga
9,Martín Demichelis,Bayern,30,D(C),21,17,1575,1,0,1,7.14,2009-10,GER Bundesliga
0,Alexander Meier,Eintracht Frankfurt,27,"M(C),FW",34,34,3014,10,5,2,7.14,2009-10,GER Bundesliga
1,Eren Derdiyok,Leverkusen,22,FW,33,32,2621,12,3,1,7.14,2009-10,GER Bundesliga
2,Marco Reus,Borussia M.Gladbach,21,"M(CLR),FW",33,27,2471,8,3,3,7.14,2009-10,GER Bundesliga
3,Boubacar Sanogo,Werder Bremen,28,"AM(L),FW",2,2,180,1,0,0,7.14,2009-10,GER Bundesliga
4,Ivica Olic,Bayern,31,"AM(LR),FW",29,23,1799,11,6,2,7.13,2009-10,GER Bundesliga
5,Levan Kobiashvili,Hertha Berlin,33,D(C),16,16,1440,0,0,0,7.12,2009-10,GER Bundesliga
6,Neven Subotic,Borussia Dortmund,22,D(C),34,34,3060,3,0,1,7.12,2009-10,GER Bundesliga
7,Benedikt Höwedes,Schalke,22,D(CLR),33,32,2832,3,1,2,7.12,2009-10,GER Bundesliga
8,Sebastian Kehl,Borussia Dortmund,30,M(C),6,5,382,1,0,0,7.11,2009-10,GER Bundesliga
9,Juan Arango,Borussia M.Gladbach,30,AM(L),34,33,2916,2,9,2,7.11,2009-10,GER Bundesliga
0,Adam Matuschyk,FC Koln,21,M(C),9,9,758,2,1,1,7.10,2009-10,GER Bundesliga
1,Breno,Nuernberg,21,D(C),7,7,575,0,0,0,7.10,2009-10,GER Bundesliga
2,Zoran Tosic,FC Koln,23,M(LR),13,9,871,5,2,2,7.09,2009-10,GER Bundesliga
3,Chris,Eintracht Frankfurt,32,"D(CL),M(R)",29,29,2578,1,2,1,7.09,2009-10,GER Bundesliga
4,Demba Ba,Hoffenheim,25,"AM(C),FW",17,12,1213,5,0,0,7.08,2009-10,GER Bundesliga
5,Sami Khedira,Stuttgart,23,M(C),25,24,2104,2,5,2,7.08,2009-10,GER Bundesliga
6,Malik Fathi,Mainz,27,D(CL),14,14,1260,1,0,0,7.08,2009-10,GER Bundesliga
7,Grafite,Wolfsburg,31,FW,30,27,2466,11,3,1,7.08,2009-10,GER Bundesliga
8,Mario Gomez,Bayern,25,FW,29,21,1938,10,3,2,7.07,2009-10,GER Bundesliga
9,Geromel,FC Koln,25,D(C),29,29,2610,1,1,2,7.06,2009-10,GER Bundesliga
0,Andreas Ibertsberger,Hoffenheim,28,D(CR),23,23,1971,1,0,1,7.06,2009-10,GER Bundesliga
1,Sejad Salihovic,Hoffenheim,26,"D(L),M(CL)",32,31,2825,4,4,0,7.05,2009-10,GER Bundesliga
2,Piotr Trochowski,Hamburg,26,M(CL),33,25,2235,4,6,1,7.05,2009-10,GER Bundesliga
3,Ricardo Costa,Wolfsburg,29,D(C),11,10,901,1,0,1,7.05,2009-10,GER Bundesliga
4,Arthur Boka,Stuttgart,27,"D(L),M(C)",14,12,1100,0,2,1,7.04,2009-10,GER Bundesliga
5,Patrick Ochs,Eintracht Frankfurt,26,D(R),28,28,2469,1,8,1,7.04,2009-10,GER Bundesliga
6,Timo Gebhart,Stuttgart,21,M(CL),28,23,1855,2,2,1,7.04,2009-10,GER Bundesliga
7,Marcel Risse,Nuernberg,21,"D(R),M(CLR)",20,10,1120,0,6,2,7.04,2009-10,GER Bundesliga
8,Cristian Molinaro,Stuttgart,27,"D(L),M(L)",17,17,1530,0,2,0,7.03,2009-10,GER Bundesliga
9,Ivan Rakitic,Schalke,22,M(C),29,25,2131,7,2,1,7.03,2009-10,GER Bundesliga
0,Heinz Müller,Mainz,32,GK,30,30,2647,0,0,2,7.03,2009-10,GER Bundesliga
1,Ciprian Marica,Stuttgart,25,FW,25,18,1522,10,2,3,7.03,2009-10,GER Bundesliga
2,Jackson Mendy,Freiburg,23,D(C),6,6,540,0,0,1,7.03,2009-10,GER Bundesliga
3,Adil Chihi,FC Koln,22,"D(C),M(C)",15,12,1054,3,3,1,7.03,2009-10,GER Bundesliga
4,Aristide Bancé,Mainz,26,FW,30,28,2483,10,1,5,7.03,2009-10,GER Bundesliga
5,Josip Simunic,Hoffenheim,32,D(C),31,31,2723,1,1,0,7.03,2009-10,GER Bundesliga
6,Marcelo Bordon,Schalke,35,"D(C),DMC",30,30,2700,0,1,1,7.02,2009-10,GER Bundesliga
7,Didier Ya Konan,Hannover,26,"M(R),FW",25,24,2019,9,2,1,7.01,2009-10,GER Bundesliga
8,Ivica Banovic,Freiburg,30,"DMC,M(R)",25,22,1885,4,2,2,7.01,2009-10,GER Bundesliga
9,Manuel Friedrich,Leverkusen,31,D(C),31,31,2776,3,1,0,7.00,2009-10,GER Bundesliga
0,Philipp Bargfrede,Werder Bremen,21,"D(C),M(C)",23,20,1670,0,3,0,7.00,2009-10,GER Bundesliga
1,Tim Hoogland,Mainz,25,"D(CR),M(C)",21,19,1576,6,0,1,6.99,2009-10,GER Bundesliga
2,Thorben Marx,Borussia M.Gladbach,29,DMC,28,28,2406,0,2,1,6.99,2009-10,GER Bundesliga
3,Oliver Baumann,Freiburg,20,GK,1,1,90,0,0,0,6.99,2009-10,GER Bundesliga
4,Christofer Heimeroth,Borussia M.Gladbach,29,GK,5,5,450,0,0,0,6.98,2009-10,GER Bundesliga
5,Heiko Westermann,Schalke,27,D(CLR),27,27,2430,2,2,1,6.98,2009-10,GER Bundesliga
6,Tobias Levels,Borussia M.Gladbach,24,D(R),32,32,2859,0,3,0,6.98,2009-10,GER Bundesliga
7,Renato Augusto,Leverkusen,22,"M(CLR),FW",17,11,954,0,4,0,6.98,2009-10,GER Bundesliga
8,Fabian Lustenberger,Hertha Berlin,22,"D(C),M(C)",23,23,1957,0,1,0,6.97,2009-10,GER Bundesliga
9,Elkin Soto,Mainz,30,M(C),30,28,2341,1,1,3,6.97,2009-10,GER Bundesliga
0,Carlos Zambrano,Schalke,21,D(C),16,14,1284,0,0,0,6.97,2009-10,GER Bundesliga
1,Dante,Borussia M.Gladbach,27,D(C),32,32,2850,3,0,2,6.97,2009-10,GER Bundesliga
2,Tomás Rincón,Hamburg,22,M(CR),17,14,1241,0,0,0,6.97,2009-10,GER Bundesliga
3,Andreas Beck,Hoffenheim,23,"D(LR),M(R)",25,24,2071,0,2,0,6.96,2009-10,GER Bundesliga
4,Maik Franz,Eintracht Frankfurt,29,D(CLR),27,25,2240,6,0,0,6.96,2009-10,GER Bundesliga
5,Maicosuel,Hoffenheim,24,AM(CLR),27,17,1590,3,5,1,6.96,2009-10,GER Bundesliga
6,Jaroslav Drobny,Hertha Berlin,31,GK,30,30,2700,0,1,3,6.96,2009-10,GER Bundesliga
7,Gonzalo Castro,Leverkusen,23,"D(L),M(CR)",29,27,2144,1,1,1,6.95,2009-10,GER Bundesliga
8,Raphael Schäfer,Nuernberg,31,GK,30,30,2700,0,0,1,6.95,2009-10,GER Bundesliga
9,Matthieu Delpierre,Stuttgart,29,D(C),27,27,2430,0,1,0,6.95,2009-10,GER Bundesliga
0,Lukas Schmitz,Schalke,22,"D(L),M(CL)",29,27,2323,2,5,0,6.95,2009-10,GER Bundesliga
1,Stefan Reinartz,Leverkusen,22,M(C),27,23,2057,2,2,1,6.94,2009-10,GER Bundesliga
2,Sascha Riether,Wolfsburg,27,D(R),33,33,2965,1,6,0,6.94,2009-10,GER Bundesliga
3,Diego Benaglio,Wolfsburg,27,GK,22,22,1924,0,0,2,6.94,2009-10,GER Bundesliga
4,André Schürrle,Mainz,20,"M(CLR),FW",33,25,2304,5,2,3,6.94,2009-10,GER Bundesliga
5,Khalid Boulahrouz,Stuttgart,29,D(CR),6,5,495,0,0,0,6.94,2009-10,GER Bundesliga
6,Hanno Balitsch,Hannover,30,"D(R),M(C)",27,25,2273,2,3,0,6.93,2009-10,GER Bundesliga
7,Simon Pouplin,Freiburg,25,GK,30,30,2700,0,0,1,6.93,2009-10,GER Bundesliga
8,Nikolce Noveski,Mainz,31,D(C),33,33,2902,0,0,0,6.93,2009-10,GER Bundesliga
9,Diego Contento,Bayern,20,"D(L),M(L)",9,8,748,0,1,0,6.92,2009-10,GER Bundesliga
0,Kevin Großkreutz,Borussia Dortmund,22,"D(LR),M(CLR)",32,21,2021,5,3,1,6.92,2009-10,GER Bundesliga
1,Nelson Haedo Valdez,Borussia Dortmund,27,"AM(R),FW",28,18,1704,5,2,2,6.92,2009-10,GER Bundesliga
2,Pavel Pogrebnyak,Stuttgart,27,FW,28,22,2041,6,4,1,6.92,2009-10,GER Bundesliga
3,Jörg Butt,Bayern,36,GK,31,31,2746,0,0,2,6.91,2009-10,GER Bundesliga
4,Dennis Aogo,Hamburg,23,"D(L),M(CL)",31,31,2669,0,3,1,6.91,2009-10,GER Bundesliga
5,Élson,Hannover,29,FW,7,7,600,1,1,1,6.91,2009-10,GER Bundesliga
6,Jérôme Boateng,Hamburg,22,D(CR),27,26,2156,0,1,2,6.91,2009-10,GER Bundesliga
7,Holger Badstuber,Bayern,21,D(CL),33,33,2926,1,2,0,6.91,2009-10,GER Bundesliga
8,Marvin Compper,Hoffenheim,25,D(C),32,32,2738,1,1,3,6.90,2009-10,GER Bundesliga
9,Theofanis Gekas,Hertha Berlin,30,FW,17,15,1317,6,1,1,6.90,2009-10,GER Bundesliga
0,Christian Fuchs,Bochum,24,"D(CL),M(L)",31,29,2594,4,3,2,6.90,2009-10,GER Bundesliga
1,Roel Brouwers,Borussia M.Gladbach,29,D(C),34,34,3060,8,0,2,6.90,2009-10,GER Bundesliga
2,Aliaksandr Hleb,Stuttgart,29,M(C),27,24,1850,0,4,0,6.89,2009-10,GER Bundesliga
3,Marco Russ,Eintracht Frankfurt,25,"D(C),DMC",30,30,2620,4,2,1,6.89,2009-10,GER Bundesliga
4,Lewis Holtby,Bochum,20,M(CLR),14,11,1095,2,2,0,6.89,2009-10,GER Bundesliga
5,Sven Bender,Borussia Dortmund,21,"D(C),M(C)",19,17,1491,0,1,0,6.89,2009-10,GER Bundesliga
6,Lukasz Piszczek,Hertha Berlin,25,"D(CR),M(R)",31,28,2430,2,1,0,6.88,2009-10,GER Bundesliga
7,Ruud van Nistelrooij,Hamburg,34,"AM(L),FW",11,7,610,5,0,0,6.88,2009-10,GER Bundesliga
8,Aleksandar Vasoski,Eintracht Frankfurt,31,D(L),7,7,630,0,0,1,6.88,2009-10,GER Bundesliga
9,Arne Friedrich,Hertha Berlin,31,"D(CL),DMC",31,31,2790,1,3,1,6.87,2009-10,GER Bundesliga
0,Albert Bunjaku,Nuernberg,27,"AM(CL),FW",28,25,2171,12,0,3,6.87,2009-10,GER Bundesliga
1,Taner Yalcin,FC Koln,20,AM(C),7,6,449,0,1,0,6.86,2009-10,GER Bundesliga
2,Karim Haggui,Hannover,26,D(C),30,30,2700,2,0,0,6.86,2009-10,GER Bundesliga
3,Vedad Ibisevic,Hoffenheim,26,FW,34,30,2587,12,4,2,6.86,2009-10,GER Bundesliga
4,Philipp Heerwagen,Bochum,27,GK,30,30,2700,0,0,2,6.86,2009-10,GER Bundesliga
5,Daniel Schwaab,Leverkusen,22,"D(CR),DMC",27,24,1987,0,1,0,6.86,2009-10,GER Bundesliga
6,Dennis Diekmeier,Nuernberg,21,"D(R),M(R)",30,30,2583,0,3,0,6.86,2009-10,GER Bundesliga
7,Dominic Maroh,Nuernberg,23,D(C),27,24,2265,1,0,0,6.85,2009-10,GER Bundesliga
8,Benjamin Köhler,Eintracht Frankfurt,30,"D(C),M(CR),FW",31,21,1929,4,5,2,6.85,2009-10,GER Bundesliga
9,Marwin Hitz,Wolfsburg,23,GK,5,5,450,0,0,0,6.85,2009-10,GER Bundesliga
0,Ioannis Amanatidis,Eintracht Frankfurt,29,FW,8,7,564,3,0,1,6.85,2009-10,GER Bundesliga
1,Sérgio Pinto,Hannover,30,M(C),26,20,1762,4,2,2,6.85,2009-10,GER Bundesliga
2,Raúl Bobadilla,Borussia M.Gladbach,23,"AM(R),FW",30,25,2072,4,5,1,6.85,2009-10,GER Bundesliga
3,Petri Pasanen,Werder Bremen,30,"D(CLR),DMC",19,16,1499,0,2,0,6.84,2009-10,GER Bundesliga
4,Mike Frantz,Nuernberg,24,"M(CLR),FW",24,20,1585,3,3,1,6.84,2009-10,GER Bundesliga
5,Miso Brecko,FC Koln,26,D(R),32,31,2712,0,0,0,6.84,2009-10,GER Bundesliga
6,Jan Rosenthal,Hannover,24,"M(C),FW",16,13,1157,1,2,1,6.84,2009-10,GER Bundesliga
7,Karim Matmour,Borussia M.Gladbach,25,"M(CR),FW",25,18,1613,1,1,0,6.84,2009-10,GER Bundesliga
8,Guy Demel,Hamburg,29,D(R),26,22,1980,1,2,0,6.83,2009-10,GER Bundesliga
9,Luiz Gustavo,Hoffenheim,23,"D(C),M(C)",27,26,2090,0,0,0,6.83,2009-10,GER Bundesliga
0,Yacine Abdessadki,Freiburg,30,"D(C),M(CR),FW",23,20,1808,2,2,0,6.83,2009-10,GER Bundesliga
1,Marcel Schmelzer,Borussia Dortmund,22,"D(CL),M(L)",28,24,2300,0,1,0,6.83,2009-10,GER Bundesliga
2,Thomas Hitzlsperger,Stuttgart,28,AM(C),12,11,906,1,0,0,6.82,2009-10,GER Bundesliga
3,Christian Eichner,Hoffenheim,28,D(C),25,22,1859,1,2,0,6.82,2009-10,GER Bundesliga
4,Onur Ayik,Werder Bremen,20,AM(LR),1,0,24,0,0,0,6.82,2009-10,GER Bundesliga
5,Ricardo Clark,Eintracht Frankfurt,27,M(C),3,3,270,0,0,0,6.82,2009-10,GER Bundesliga
6,Pierre Wome,FC Koln,31,D(C),11,11,926,0,1,0,6.81,2009-10,GER Bundesliga
7,Halil Altintop,Eintracht Frankfurt,28,"AM(C),FW",15,15,1303,3,2,0,6.81,2009-10,GER Bundesliga
8,Joël Matip,Schalke,19,D(C),20,17,1392,3,0,2,6.80,2009-10,GER Bundesliga
9,Steven Cherundolo,Hannover,31,D(R),26,23,2099,1,1,1,6.80,2009-10,GER Bundesliga
0,Michael Bradley,Borussia M.Gladbach,23,"D(C),M(C)",29,28,2462,2,1,0,6.80,2009-10,GER Bundesliga
1,Constant Djakpa,Hannover,24,D(L),24,20,1737,0,2,0,6.80,2009-10,GER Bundesliga
2,Manuel Neuer,Schalke,24,GK,34,34,3060,0,0,1,6.80,2009-10,GER Bundesliga
3,Philipp Bönig,Bochum,30,D(C),10,10,820,0,0,0,6.80,2009-10,GER Bundesliga
4,Arnold Bruggink,Hannover,33,FW,26,21,1870,3,6,2,6.80,2009-10,GER Bundesliga
5,Serdar Tasci,Stuttgart,23,D(C),27,27,2430,2,1,0,6.80,2009-10,GER Bundesliga
6,Frank Rost,Hamburg,37,GK,34,34,3016,0,0,0,6.80,2009-10,GER Bundesliga
7,Ümit Korkmaz,Eintracht Frankfurt,25,AM(L),18,10,974,2,3,0,6.80,2009-10,GER Bundesliga
8,Makoto Hasebe,Wolfsburg,26,"D(CR),M(CR)",24,19,1592,1,5,0,6.79,2009-10,GER Bundesliga
9,Christian Schulz,Hannover,27,"D(CL),DMC",33,33,2827,2,3,0,6.79,2009-10,GER Bundesliga
0,Pavel Krmas,Freiburg,30,D(C),17,15,1347,0,0,0,6.79,2009-10,GER Bundesliga
1,Joris Mathijsen,Hamburg,30,D(C),33,33,2970,1,0,0,6.79,2009-10,GER Bundesliga
2,Youssef Mohamad,FC Koln,30,DMC,31,31,2757,2,0,0,6.79,2009-10,GER Bundesliga
3,Gojko Kacar,Hertha Berlin,23,"D(C),M(C)",22,18,1553,3,1,1,6.79,2009-10,GER Bundesliga
4,Andreas Ottl,Nuernberg,25,M(C),17,17,1515,1,1,1,6.78,2009-10,GER Bundesliga
5,Isaac Vorsah,Hoffenheim,22,"D(L),DMC",16,11,1015,0,0,2,6.78,2009-10,GER Bundesliga
6,Manuel Schmiedebach,Hannover,22,M(C),14,11,938,0,4,0,6.78,2009-10,GER Bundesliga
7,Arouna Koné,Hannover,27,"AM(LR),FW",8,8,662,2,0,0,6.77,2009-10,GER Bundesliga
8,Papiss Cissé,Freiburg,25,"AM(R),FW",16,13,1187,6,1,1,6.77,2009-10,GER Bundesliga
9,Danijel Pranjic,Bayern,29,"D(L),M(C)",20,14,1209,1,3,0,6.77,2009-10,GER Bundesliga
0,Christopher Schorch,FC Koln,21,D(R),17,13,1168,1,0,0,6.77,2009-10,GER Bundesliga
1,Peer Kluge,Nuernberg,30,"D(C),M(CR)",17,17,1419,2,1,0,6.77,2009-10,GER Bundesliga
2,Christoph Dabrowski,Bochum,32,"D(C),M(CR)",29,26,2269,1,1,0,6.76,2009-10,GER Bundesliga
3,Eugen Polanski,Mainz,24,M(C),21,14,1311,1,0,0,6.76,2009-10,GER Bundesliga
4,Robert Enke,Hannover,33,GK,6,6,540,0,0,0,6.76,2009-10,GER Bundesliga
5,Mergim Mavraj,Bochum,24,D(C),27,24,2229,0,1,1,6.76,2009-10,GER Bundesliga
6,Hugo Almeida,Werder Bremen,26,FW,26,13,1347,7,1,0,6.75,2009-10,GER Bundesliga
7,Andreas Ivanschitz,Mainz,27,AM(CL),27,24,1859,6,6,0,6.75,2009-10,GER Bundesliga
8,Ricardo Osorio,Stuttgart,30,D(R),7,6,397,0,0,0,6.75,2009-10,GER Bundesliga
9,Niko Bungert,Mainz,24,D(C),27,21,1975,1,0,1,6.75,2009-10,GER Bundesliga
0,Romeo Castelen,Hamburg,27,"AM(R),FW",2,0,31,1,0,0,6.75,2009-10,GER Bundesliga
1,Heiko Butscher,Freiburg,30,"D(C),DMC",29,29,2595,1,2,0,6.75,2009-10,GER Bundesliga
2,Caio Cesar,Eintracht Frankfurt,24,"AM(C),FW",26,15,1355,4,1,2,6.75,2009-10,GER Bundesliga
3,Kevin Pezzoni,FC Koln,21,M(CR),21,18,1638,1,0,0,6.74,2009-10,GER Bundesliga
4,Obafemi Martins,Wolfsburg,26,FW,16,7,709,6,0,1,6.74,2009-10,GER Bundesliga
5,Zdravko Kuzmanovic,Stuttgart,23,M(C),26,14,1462,3,2,0,6.73,2009-10,GER Bundesliga
6,Mickaël Tavares,Nuernberg,28,DMC,11,9,783,1,0,0,6.73,2009-10,GER Bundesliga
7,Dedê,Borussia Dortmund,32,D(C),16,11,927,0,1,1,6.73,2009-10,GER Bundesliga
8,Ilkay Gündogan,Nuernberg,20,M(C),22,19,1615,1,2,0,6.73,2009-10,GER Bundesliga
9,Roberto Hilbert,Stuttgart,26,"D(R),M(R)",23,12,1131,2,2,0,6.72,2009-10,GER Bundesliga
0,Faryd Mondragón,FC Koln,39,GK,32,32,2880,0,0,1,6.72,2009-10,GER Bundesliga
1,André Lenz,Wolfsburg,37,GK,8,7,686,0,0,0,6.72,2009-10,GER Bundesliga
2,Martin Lanig,Stuttgart,26,M(C),1,1,46,0,0,0,6.72,2009-10,GER Bundesliga
3,Florian Kringe,Hertha Berlin,28,M(C),12,10,798,0,0,0,6.72,2009-10,GER Bundesliga
4,Tim Wiese,Werder Bremen,29,GK,31,31,2762,0,0,0,6.71,2009-10,GER Bundesliga
5,Tunay Torun,Hamburg,20,M(CLR),19,12,983,2,1,0,6.71,2009-10,GER Bundesliga
6,Lukas Podolski,FC Koln,25,"AM(CLR),FW",27,27,2360,2,4,1,6.71,2009-10,GER Bundesliga
7,Marcel Schäfer,Wolfsburg,26,"D(L),M(L)",32,32,2731,0,4,0,6.71,2009-10,GER Bundesliga
8,Jens Lehmann,Stuttgart,41,GK,31,31,2787,0,0,0,6.71,2009-10,GER Bundesliga
9,Jiri Stajner,Hannover,34,"AM(C),FW",30,26,2186,6,0,1,6.70,2009-10,GER Bundesliga
0,Eric Choupo-Moting,Nuernberg,21,"M(CLR),FW",25,13,1419,5,0,1,6.70,2009-10,GER Bundesliga
1,Bo Svensson,Mainz,31,D(C),26,20,1792,1,0,1,6.70,2009-10,GER Bundesliga
2,Andrea Barzagli,Wolfsburg,29,D(CR),24,24,2070,1,0,0,6.70,2009-10,GER Bundesliga
3,Felipe Santana,Borussia Dortmund,24,"D(C),DMC",25,13,1275,0,0,0,6.70,2009-10,GER Bundesliga
4,Michal Kadlec,Leverkusen,26,D(CL),23,17,1703,1,1,0,6.70,2009-10,GER Bundesliga
5,Logan Bailly,Borussia M.Gladbach,25,GK,29,29,2610,0,1,1,6.70,2009-10,GER Bundesliga
6,Andreas Wolf,Nuernberg,28,"D(CL),DMC",29,29,2475,0,1,1,6.70,2009-10,GER Bundesliga
7,Fabian Giefer,Leverkusen,20,GK,3,3,270,0,0,0,6.70,2009-10,GER Bundesliga
8,Peter Pekarík,Wolfsburg,24,"D(LR),M(R)",16,10,999,0,1,0,6.69,2009-10,GER Bundesliga
9,Christoph Moritz,Schalke,20,M(CR),28,18,1680,1,1,0,6.69,2009-10,GER Bundesliga
0,Florian Heller,Mainz,28,D(R),30,26,2216,0,3,0,6.69,2009-10,GER Bundesliga
1,Mimoun Azaouagh,Bochum,28,AM(C),17,12,1100,3,1,1,6.69,2009-10,GER Bundesliga
