,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
9,Nick Bätzner,Oostende,21,AM(CLR),19,10,883,0,1,0,6.28,2020-21,BEL Pro League
0,Saido Berahino,Sporting Charleroi,28,"AM(CLR),FW",16,5,592,2,0,0,6.28,2020-21,BEL Pro League
1,Harlem-Eddy Gnohere,Royal Excel Mouscron,33,FW,21,8,834,2,0,1,6.28,2020-21,BEL Pro League
2,Zakaria Bakkali,Beerschot,25,AM(LR),4,1,155,0,0,0,6.28,2020-21,BEL Pro League
3,Matisse Samoise,Gent,20,M(R),5,0,33,1,0,0,6.27,2020-21,BEL Pro League
4,Ko Matsubara,St.Truiden,25,"D(L),M(L)",7,5,472,0,1,0,6.27,2020-21,BEL Pro League
5,Evangelos Patoulidis,Oostende,20,M(CLR),3,1,95,0,0,0,6.27,2020-21,BEL Pro League
6,Yannick Aguemon,OH Leuven,29,FW,6,2,228,0,0,0,6.27,2020-21,BEL Pro League
7,Jenthe Mertens,SK Beveren,22,D(R),14,6,598,0,0,0,6.27,2020-21,BEL Pro League
8,Steven Defour,KV Mechelen,33,DMC,15,8,715,0,0,0,6.26,2020-21,BEL Pro League
9,Cristian Benavente,Sporting Charleroi,27,AM(C),3,1,103,0,0,0,6.26,2020-21,BEL Pro League
0,Indy Boonen,Oostende,23,AM(C),10,2,264,0,0,0,6.25,2020-21,BEL Pro League
1,Tatsuya Ito,St.Truiden,24,AM(L),7,0,122,0,0,0,6.25,2020-21,BEL Pro League
2,Kouadio-Yves Dabila,Royal Excel Mouscron,25,D(C),7,6,497,0,0,0,6.25,2020-21,BEL Pro League
3,Ayrton Mboko,Beerschot,24,D(CLR),4,3,267,0,0,0,6.24,2020-21,BEL Pro League
4,Blessing Eleke,Beerschot,25,FW,20,5,628,1,0,0,6.24,2020-21,BEL Pro League
5,Daniel Pérez,Club Bruges,19,FW,7,0,154,1,0,0,6.23,2020-21,BEL Pro League
6,Alexis De Sart,Royal Antwerp,25,M(C),8,3,350,0,0,0,6.23,2020-21,BEL Pro League
7,Abdoulay Diaby,Anderlecht,30,"AM(CLR),FW",9,2,235,1,0,0,6.23,2020-21,BEL Pro League
8,Edo Kayembe,Anderlecht,23,DMC,2,0,12,0,0,0,6.23,2020-21,BEL Pro League
9,Abdoulaye Sissako,Zulte Waregem,23,DMC,20,7,629,0,1,0,6.22,2020-21,BEL Pro League
0,Mamadou Thiam,Oostende,26,"AM(R),FW",16,2,376,0,0,0,6.22,2020-21,BEL Pro League
1,Gaetan Coucke,KV Mechelen,23,GK,16,16,1440,0,0,0,6.22,2020-21,BEL Pro League
2,Virgiliu Postolachi,Royal Excel Mouscron,21,FW,6,4,291,0,0,0,6.22,2020-21,BEL Pro League
3,Luca Oyen,Genk,18,AM(L),20,4,572,0,1,0,6.22,2020-21,BEL Pro League
4,Mustapha Bundu,Anderlecht,24,AM(R),9,5,402,0,0,0,6.22,2020-21,BEL Pro League
5,Christophe Lepoint,Kortrijk,37,"D(C),DMC",7,3,241,0,1,0,6.22,2020-21,BEL Pro League
6,Mohammed Dauda,Anderlecht,23,FW,17,0,243,1,0,0,6.21,2020-21,BEL Pro League
7,Keito Nakamura,St.Truiden,21,AM(L),5,2,157,1,0,0,6.21,2020-21,BEL Pro League
8,Kévin Denkey,Cercle Bruges,21,FW,13,1,190,2,0,0,6.21,2020-21,BEL Pro League
9,Víctor Vázquez,Eupen,34,"AM(CL),FW",1,0,13,0,0,0,6.21,2020-21,BEL Pro League
0,Stan Van Dessel,St.Truiden,20,M(C),6,2,241,0,0,0,6.21,2020-21,BEL Pro League
1,David Henen,Sporting Charleroi,25,FW,2,0,9,0,0,0,6.21,2020-21,BEL Pro League
2,Louis Verstraete,Royal Antwerp,22,M(C),3,1,118,0,0,0,6.20,2020-21,BEL Pro League
3,Oliver Myny,OH Leuven,27,M(CLR),17,3,263,0,1,0,6.20,2020-21,BEL Pro League
4,Carlos Embaló,Eupen,27,AM(R),8,3,279,0,0,0,6.19,2020-21,BEL Pro League
5,Abdoul Tapsoba,Standard Liege,20,FW,18,4,556,0,0,0,6.18,2020-21,BEL Pro League
6,Eden Shamir,Standard Liege,26,M(C),13,5,410,0,0,0,6.18,2020-21,BEL Pro League
7,Jhonny Lucas,St.Truiden,21,DMC,3,1,95,0,0,0,6.18,2020-21,BEL Pro League
8,Mats Dæhli,Genk,26,"AM(CLR),FW",5,3,202,0,0,0,6.17,2020-21,BEL Pro League
9,Darly Nlandu,Royal Excel Mouscron,21,AM(C),11,5,462,0,0,0,6.17,2020-21,BEL Pro League
0,Muhamed Badamosi,Kortrijk,24,FW,8,0,162,0,0,0,6.17,2020-21,BEL Pro League
1,Beni Badibanga,Royal Excel Mouscron,25,AM(L),26,11,991,0,0,0,6.17,2020-21,BEL Pro League
2,Mario Stroeykens,Anderlecht,17,M(CLR),3,0,16,0,0,0,6.16,2020-21,BEL Pro League
3,Onur Kaya,KV Mechelen,35,AM(C),26,3,510,0,0,0,6.16,2020-21,BEL Pro League
4,Thomas Van den Keybus,Club Bruges,20,M(CLR),2,0,32,0,0,0,6.16,2020-21,BEL Pro League
5,Jeremy Cijntje,SK Beveren,24,FW,4,0,106,0,0,0,6.16,2020-21,BEL Pro League
6,Francois Marquet,Oostende,26,M(CLR),12,3,304,0,0,0,6.15,2020-21,BEL Pro League
7,Din Sula,SK Beveren,23,FW,6,0,104,1,0,0,6.15,2020-21,BEL Pro League
8,Victor Wernersson,KV Mechelen,26,D(L),8,7,583,0,0,0,6.15,2020-21,BEL Pro League
9,Frank Tsadjout,Sporting Charleroi,22,FW,3,0,21,0,0,0,6.14,2020-21,BEL Pro League
0,Pierre Dwomoh,Genk,17,M(C),2,0,8,0,0,0,6.14,2020-21,BEL Pro League
1,Nelson Balongo,St.Truiden,22,FW,7,0,68,1,0,0,6.13,2020-21,BEL Pro League
2,Nabil Dirar,Club Bruges,35,"D(LR),M(CR)",2,0,25,0,0,0,6.13,2020-21,BEL Pro League
3,Eike Bansen,Zulte Waregem,23,GK,6,6,540,0,0,0,6.13,2020-21,BEL Pro League
4,Thibo Somers,Cercle Bruges,22,"M(LR),FW",21,2,379,1,0,0,6.13,2020-21,BEL Pro League
5,Muhammed Badamosi,Kortrijk,23,FW,2,0,26,0,0,0,6.13,2020-21,BEL Pro League
6,Jovan Stojanovic,Kortrijk,29,FW,21,1,294,0,0,0,6.11,2020-21,BEL Pro League
7,Yonas Malede,Gent,22,FW,5,0,68,0,0,0,6.11,2020-21,BEL Pro League
8,Andreas Beck,Eupen,34,"D(LR),M(R)",19,1,303,0,0,0,6.11,2020-21,BEL Pro League
9,Yani Van Den Bossche,Kortrijk,20,M(CLR),8,0,72,0,0,0,6.10,2020-21,BEL Pro League
0,Anthony Descotte,Sporting Charleroi,18,FW,1,0,14,0,0,0,6.10,2020-21,BEL Pro League
1,Luqman Hakim,Kortrijk,19,FW,1,0,16,0,0,0,6.10,2020-21,BEL Pro League
2,Benjamin Van Durmen,Royal Excel Mouscron,24,M(CLR),7,4,398,0,0,0,6.09,2020-21,BEL Pro League
3,Benjamin Nygren,Genk,20,AM(R),3,1,82,0,0,0,6.08,2020-21,BEL Pro League
4,Alexander Maes,Beerschot,29,M(CLR),1,0,12,0,0,0,6.08,2020-21,BEL Pro League
5,Jarne Steuckers,St.Truiden,19,M(CLR),6,1,203,0,0,0,6.08,2020-21,BEL Pro League
6,Denzel Jubitana,SK Beveren,22,M(CLR),5,0,37,0,0,0,6.07,2020-21,BEL Pro League
7,Djihad Bizimana,SK Beveren,25,M(CLR),6,3,311,0,0,0,6.07,2020-21,BEL Pro League
8,Abdul Ajagun,Kortrijk,28,AM(CR),3,0,50,0,0,0,6.07,2020-21,BEL Pro League
9,Cedric Omoigui,Royal Excel Mouscron,27,FW,1,0,6,0,0,0,6.07,2020-21,BEL Pro League
0,Lukasz Teodorczyk,Sporting Charleroi,30,FW,15,0,288,0,0,0,6.07,2020-21,BEL Pro League
1,Grégory Grisez,Beerschot,32,D(CLR),2,0,20,0,0,0,6.07,2020-21,BEL Pro League
2,Enes Saglik,Royal Excel Mouscron,30,M(CLR),2,0,22,0,0,0,6.06,2020-21,BEL Pro League
3,Eddy Sylvestre,Standard Liege,22,AM(R),1,1,54,0,0,0,6.06,2020-21,BEL Pro League
4,Felipe Avenatti,Royal Antwerp,28,FW,4,0,23,0,0,0,6.06,2020-21,BEL Pro League
5,Daan Vekemans,OH Leuven,21,FW,14,2,254,0,0,0,6.05,2020-21,BEL Pro League
6,Aboubakar Keita,OH Leuven,24,DMC,3,0,49,0,0,0,6.05,2020-21,BEL Pro League
7,Arne Cassaert,Cercle Bruges,21,D(CLR),2,1,91,0,0,0,6.05,2020-21,BEL Pro League
8,Maximiliano Caufriez,SK Beveren,24,D(CR),4,4,360,0,0,0,6.04,2020-21,BEL Pro League
9,Bryan Limbombe,Genk,20,FW,4,0,41,0,0,0,6.04,2020-21,BEL Pro League
0,Stefan Milosevic,SK Beveren,25,FW,3,1,82,0,0,0,6.04,2020-21,BEL Pro League
1,Ken Nkuba,Sporting Charleroi,19,M(R),11,1,87,0,0,0,6.04,2020-21,BEL Pro League
2,Alimami Gory,Cercle Bruges,25,FW,2,0,32,0,0,0,6.04,2020-21,BEL Pro League
3,Capita,Royal Excel Mouscron,20,FW,3,0,48,0,0,0,6.02,2020-21,BEL Pro League
4,Andy King,OH Leuven,33,"D(C),M(C)",1,0,18,0,0,0,6.02,2020-21,BEL Pro League
5,Gary Magnée,Eupen,22,M(CR),2,1,71,0,0,0,6.02,2020-21,BEL Pro League
6,Kristian Arnstad,Anderlecht,18,M(CR),2,1,116,0,0,0,6.02,2020-21,BEL Pro League
7,Levi Malangu,Sporting Charleroi,19,D(CLR),1,0,13,0,0,0,6.02,2020-21,BEL Pro League
8,Christophe Diandy,Sporting Charleroi,31,M(CLR),1,0,3,0,0,0,6.01,2020-21,BEL Pro League
9,Charles-Andreas Brym,Royal Excel Mouscron,23,FW,7,2,198,0,0,0,6.01,2020-21,BEL Pro League
0,Isaac Asante,OH Leuven,19,M(CLR),5,3,198,0,0,0,6.00,2020-21,BEL Pro League
1,Emmanuel Sowah,Eupen,23,D(CLR),2,0,2,0,0,0,6.00,2020-21,BEL Pro League
2,Éulogé Mèmè Placca Fessou,Beerschot,27,FW,1,0,1,0,0,0,6.00,2020-21,BEL Pro League
3,Nick Gillekens,Royal Excel Mouscron,26,GK,1,1,1,0,0,0,6.00,2020-21,BEL Pro League
4,Reda Akbib,Sporting Charleroi,20,D(CLR),1,0,3,0,0,0,6.00,2020-21,BEL Pro League
5,Ivan Goranov,Sporting Charleroi,29,D(CLR),2,0,3,0,0,0,6.00,2020-21,BEL Pro League
6,Antoine Colassin,Anderlecht,20,FW,7,1,167,0,0,0,5.99,2020-21,BEL Pro League
7,Calvin Dekuyper,Cercle Bruges,21,M(CLR),2,0,36,0,0,0,5.99,2020-21,BEL Pro League
8,Jérémy Perbet,OH Leuven,37,FW,2,0,42,0,0,0,5.99,2020-21,BEL Pro League
9,David Mukuna-Trouet,Beerschot,20,FW,7,0,53,0,0,0,5.98,2020-21,BEL Pro League
0,Idrissa Sylla,Zulte Waregem,31,FW,2,0,15,0,0,0,5.98,2020-21,BEL Pro League
1,Sindrit Guri,Oostende,28,FW,3,0,26,0,0,0,5.98,2020-21,BEL Pro League
2,Antoine Colassin,Zulte Waregem,20,FW,10,0,151,0,0,0,5.97,2020-21,BEL Pro League
3,Daam Foulon,SK Beveren,22,D(L),1,0,17,0,0,0,5.97,2020-21,BEL Pro League
4,Tom Van Hyfte,OH Leuven,35,M(CL),1,0,49,0,0,0,5.97,2020-21,BEL Pro League
5,Youssuf Sylla,Zulte Waregem,19,FW,3,1,80,0,0,0,5.96,2020-21,BEL Pro League
6,Aldom Deuro,Cercle Bruges,21,M(CLR),1,0,1,0,0,0,5.96,2020-21,BEL Pro League
7,Elias Sierra-Cappelleti,Genk,20,M(CLR),1,0,9,0,0,0,5.96,2020-21,BEL Pro League
8,Jonathan Bolingi,Royal Antwerp,27,FW,1,0,16,0,0,0,5.96,2020-21,BEL Pro League
9,Tom Reyners,SK Beveren,21,M(CLR),1,0,27,0,0,0,5.95,2020-21,BEL Pro League
0,Rocky Bushiri,Eupen,22,D(C),1,1,73,0,0,0,5.93,2020-21,BEL Pro League
1,William Bianda,Zulte Waregem,21,D(C),7,6,488,0,0,0,5.92,2020-21,BEL Pro League
2,George Broadbent,Beerschot,21,M(C),2,0,6,0,0,0,5.92,2020-21,BEL Pro League
3,Guy Mbenza,Royal Antwerp,21,forward,1,0,20,0,0,0,5.91,2020-21,BEL Pro League
4,Brent Gabriël,SK Beveren,22,GK,2,2,180,0,0,0,5.90,2020-21,BEL Pro League
5,Kawin Thamsatchanan,OH Leuven,31,GK,1,0,45,0,0,0,5.85,2020-21,BEL Pro League
6,El Hadji Arfang Gueye,Royal Excel Mouscron,22,D(CLR),3,2,134,0,0,0,5.76,2020-21,BEL Pro League
7,Rocky Bushiri,KV Mechelen,22,D(C),6,6,512,0,0,0,5.73,2020-21,BEL Pro League
8,Mikael Soisalo,Zulte Waregem,23,FW,2,1,63,0,0,0,5.65,2020-21,BEL Pro League
0,Andreas Skov Olsen,Club Bruges,23,M(CR),9,8,742,5,6,2,7.91,2021-22,BEL Pro League
1,Vakoun Issouf Bayo,Sporting Charleroi,26,FW,4,4,347,4,1,2,7.90,2021-22,BEL Pro League
2,Davy Roef,Gent,28,GK,5,5,450,0,0,2,7.53,2021-22,BEL Pro League
3,Deniz Undav,Union St.Gilloise,26,FW,33,33,2895,25,9,8,7.52,2021-22,BEL Pro League
4,Michael Ngadeu,Gent,32,D(C),5,5,450,3,0,0,7.43,2021-22,BEL Pro League
5,Charles De Ketelaere,Club Bruges,21,"M(CLR),FW",33,31,2731,14,8,7,7.42,2021-22,BEL Pro League
6,Junya Ito,Genk,29,"AM(LR),FW",5,5,435,0,3,0,7.40,2021-22,BEL Pro League
7,Teddy Teuma,Union St.Gilloise,29,AM(C),32,31,2729,6,9,1,7.35,2021-22,BEL Pro League
8,Hans Vanaken,Club Bruges,30,AM(CL),33,30,2746,9,9,1,7.29,2021-22,BEL Pro League
9,Casper Nielsen,Union St.Gilloise,28,M(C),33,33,2945,7,6,3,7.28,2021-22,BEL Pro League
0,Faïz Selemani,Kortrijk,29,"M(CLR),FW",29,28,2516,13,5,8,7.26,2021-22,BEL Pro League
1,Christian Burgess,Union St.Gilloise,31,D(C),28,27,2454,4,0,1,7.17,2021-22,BEL Pro League
2,Loïc Lapoussin,Union St.Gilloise,26,"DMC,M(L)",32,29,2532,2,3,2,7.16,2021-22,BEL Pro League
3,Christian Kouamé,Anderlecht,25,"AM(LR),FW",25,24,2017,8,3,3,7.16,2021-22,BEL Pro League
4,Noa Lang,Club Bruges,23,"AM(LR),FW",31,27,2354,7,11,4,7.15,2021-22,BEL Pro League
5,Vinicius Souza,KV Mechelen,23,DMC,5,5,410,0,0,0,7.14,2021-22,BEL Pro League
6,Björn Engels,Royal Antwerp,28,D(C),16,16,1334,2,0,0,7.13,2021-22,BEL Pro League
7,Dante Vanzeir,Union St.Gilloise,24,FW,29,29,2486,13,10,1,7.12,2021-22,BEL Pro League
8,Bryan Heynen,Genk,25,DMC,6,6,540,0,0,0,7.12,2021-22,BEL Pro League
9,Sergio Gómez,Anderlecht,22,D(L),34,34,2980,5,11,4,7.12,2021-22,BEL Pro League
0,Michael Frey,Royal Antwerp,28,FW,33,31,2528,22,4,4,7.11,2021-22,BEL Pro League
1,Sven Kums,Gent,34,M(C),6,6,534,0,2,0,7.11,2021-22,BEL Pro League
2,Dries Wouters,KV Mechelen,25,DMC,2,2,180,0,0,1,7.10,2021-22,BEL Pro League
3,Kaoru Mitoma,Union St.Gilloise,25,M(L),21,11,1189,5,3,2,7.09,2021-22,BEL Pro League
4,Hugo Cuypers,KV Mechelen,25,FW,5,5,438,0,2,0,7.09,2021-22,BEL Pro League
5,Denis Odoi,Club Bruges,34,"D(CLR),DMC",8,8,634,1,0,0,7.09,2021-22,BEL Pro League
6,Christian Brüls,St.Truiden,34,AM(CLR),33,29,2540,7,7,4,7.09,2021-22,BEL Pro League
7,Ruud Vormer,Club Bruges,34,M(CR),26,22,1859,5,5,2,7.08,2021-22,BEL Pro League
8,Mory Konaté,St.Truiden,29,DMC,23,22,2020,3,1,2,7.08,2021-22,BEL Pro League
9,Jean Butez,Royal Antwerp,27,GK,34,34,3060,0,0,4,7.07,2021-22,BEL Pro League
0,Celestin De Schrevel,Gent,20,GK,1,0,45,0,0,0,7.07,2021-22,BEL Pro League
1,Sargis Adamyan,Club Bruges,29,"AM(CLR),FW",9,5,479,5,0,1,7.06,2021-22,BEL Pro League
2,Joshua Zirkzee,Anderlecht,21,FW,32,28,2095,15,7,3,7.04,2021-22,BEL Pro League
3,Antoine Lejoly,Beerschot,24,GK,4,3,271,0,0,1,7.04,2021-22,BEL Pro League
4,Dino Hotic,Cercle Bruges,27,AM(CR),33,27,2363,7,10,6,7.03,2021-22,BEL Pro League
5,Lior Refaelov,Anderlecht,36,"AM(CLR),FW",32,28,2170,12,1,3,7.03,2021-22,BEL Pro League
6,Josh Cullen,Anderlecht,26,DMC,34,34,3038,0,0,1,7.02,2021-22,BEL Pro League
7,Tajon Buchanan,Club Bruges,23,"D(R),M(CLR)",9,8,731,0,1,0,7.02,2021-22,BEL Pro League
8,Xavier Mercier,OH Leuven,33,"AM(CLR),FW",32,32,2852,3,14,4,7.01,2021-22,BEL Pro League
9,Ryota Morioka,Sporting Charleroi,31,"M(C),FW",6,5,451,0,4,0,7.01,2021-22,BEL Pro League
0,Angelo Preciado,Genk,24,"D(R),M(R)",3,3,254,0,0,0,6.97,2021-22,BEL Pro League
1,Kristian Thorstvedt,Genk,23,M(C),6,4,367,1,1,1,6.97,2021-22,BEL Pro League
2,Zinho Gano,Zulte Waregem,29,FW,33,29,2716,13,1,3,6.97,2021-22,BEL Pro League
3,Mathieu Cafaro,Standard Liege,25,AM(CLR),12,12,982,2,2,2,6.94,2021-22,BEL Pro League
4,Alessio Castro-Montes,Gent,25,"D(R),M(CLR)",6,6,512,0,2,0,6.94,2021-22,BEL Pro League
5,Ken Nkuba,Sporting Charleroi,20,M(R),6,6,508,1,2,0,6.94,2021-22,BEL Pro League
6,Youssef Maziz,RFC Seraing,24,"AM(CL),FW",33,33,2815,8,8,4,6.92,2021-22,BEL Pro League
7,Viktor Fischer,Royal Antwerp,28,"AM(CLR),FW",18,13,1113,3,6,1,6.91,2021-22,BEL Pro League
8,Sammy Bossut,Zulte Waregem,37,GK,24,24,2160,0,1,0,6.91,2021-22,BEL Pro League
9,Brandon Mechele,Club Bruges,29,D(C),32,28,2586,0,0,1,6.91,2021-22,BEL Pro League
0,Geoffry Hairemans,KV Mechelen,31,AM(CLR),6,4,357,2,2,0,6.91,2021-22,BEL Pro League
1,Taichi Hara,St.Truiden,23,FW,28,20,1965,8,2,3,6.90,2021-22,BEL Pro League
2,Stanley Nsoki,Club Bruges,23,D(CL),26,25,2091,0,0,0,6.90,2021-22,BEL Pro League
3,Joseph Okumu,Gent,25,D(C),4,2,252,1,0,0,6.89,2021-22,BEL Pro League
4,Maxime D'Arpino,Oostende,26,M(C),29,29,2350,3,1,3,6.89,2021-22,BEL Pro League
5,Daan Heymans,Sporting Charleroi,23,"AM(CR),FW",6,4,404,2,0,0,6.89,2021-22,BEL Pro League
6,Edo Kayembe,Eupen,24,DMC,17,17,1467,4,1,1,6.89,2021-22,BEL Pro League
7,Jelle Vossen,Zulte Waregem,33,"AM(CLR),FW",30,27,2225,17,0,5,6.89,2021-22,BEL Pro League
8,Mathieu Maertens,OH Leuven,27,M(CLR),30,27,2349,9,3,2,6.89,2021-22,BEL Pro League
9,Jean-Luc Dompé,Zulte Waregem,27,M(CL),32,29,2637,3,12,4,6.88,2021-22,BEL Pro League
0,Michel-Ange Balikwisha,Royal Antwerp,21,"AM(CLR),FW",26,20,1765,4,3,4,6.88,2021-22,BEL Pro League
1,Rabbi Matondo,Cercle Bruges,22,"AM(LR),FW",26,23,2029,9,2,4,6.88,2021-22,BEL Pro League
2,Hervé Koffi,Sporting Charleroi,26,GK,6,6,540,0,0,2,6.88,2021-22,BEL Pro League
3,Mats Rits,Club Bruges,29,DMC,31,24,2209,7,5,1,6.88,2021-22,BEL Pro League
4,Bart Nieuwkoop,Union St.Gilloise,26,"D(R),M(R)",33,28,2482,3,3,1,6.88,2021-22,BEL Pro League
5,Senna Miangue,Cercle Bruges,25,"D(CL),M(L)",19,18,1537,3,1,0,6.88,2021-22,BEL Pro League
6,Stef Peeters,Eupen,30,M(C),30,30,2594,2,8,2,6.88,2021-22,BEL Pro League
7,Rob Schoofs,KV Mechelen,28,M(C),6,5,495,1,0,0,6.88,2021-22,BEL Pro League
8,Tarik Tissoudali,Gent,29,"AM(CL),FW",5,4,376,2,1,1,6.88,2021-22,BEL Pro League
9,Radja Nainggolan,Royal Antwerp,34,M(C),27,27,2177,2,3,0,6.87,2021-22,BEL Pro League
0,Birger Verstraete,Royal Antwerp,28,DMC,30,29,2477,2,1,2,6.87,2021-22,BEL Pro League
1,Noë Dussenne,Standard Liege,30,D(C),20,20,1732,1,0,0,6.86,2021-22,BEL Pro League
2,Leonardo Lopes,Cercle Bruges,24,M(C),31,27,2401,1,0,1,6.86,2021-22,BEL Pro League
3,Wesley Hoedt,Anderlecht,28,D(C),32,32,2815,1,0,1,6.86,2021-22,BEL Pro League
4,Toon Raemaekers,OH Leuven,22,D(C),1,1,90,0,0,0,6.86,2021-22,BEL Pro League
5,Dimitar Velkovski,Cercle Bruges,27,"D(L),M(L)",18,14,1299,0,3,1,6.86,2021-22,BEL Pro League
6,Siebe Van der Heyden,Union St.Gilloise,24,D(C),25,22,2011,0,0,0,6.86,2021-22,BEL Pro League
7,Selim Amallah,Standard Liege,26,"AM(CL),FW",19,16,1326,3,2,2,6.85,2021-22,BEL Pro League
8,Timothy Derijck,Kortrijk,35,"D(C),DMC",5,4,376,0,0,0,6.85,2021-22,BEL Pro League
9,Aleksandar Radovanovic,Kortrijk,29,D(C),26,26,2325,0,1,0,6.84,2021-22,BEL Pro League
0,Siebe Schrijvers,OH Leuven,26,"AM(CLR),FW",32,26,2380,4,2,1,6.84,2021-22,BEL Pro League
1,Jonathan Heris,Eupen,32,D(CR),28,28,2389,2,0,1,6.84,2021-22,BEL Pro League
2,Darko Lemajic,Gent,29,FW,5,5,342,2,0,1,6.84,2021-22,BEL Pro League
3,Clinton Mata,Club Bruges,30,"D(CR),M(R)",33,33,2913,1,2,0,6.84,2021-22,BEL Pro League
4,Hendrik Van Crombrugge,Anderlecht,29,GK,34,34,3060,0,0,1,6.83,2021-22,BEL Pro League
5,Rafael Romo,OH Leuven,32,GK,17,16,1486,0,0,2,6.83,2021-22,BEL Pro League
6,Konstantinos Laifis,Standard Liege,29,D(C),17,17,1524,2,0,2,6.83,2021-22,BEL Pro League
7,Ritchie De Laet,Royal Antwerp,34,D(CLR),28,28,2413,1,2,1,6.82,2021-22,BEL Pro League
8,Felipe Avenatti,Beerschot,29,FW,9,9,780,1,1,0,6.82,2021-22,BEL Pro League
9,Daniel Muñoz,Genk,26,"D(CR),DMC",3,3,270,1,0,0,6.82,2021-22,BEL Pro League
0,Jhon Lucumí,Genk,24,D(C),5,4,362,0,0,0,6.81,2021-22,BEL Pro League
1,Osaze Urhoghide,Oostende,22,D(CR),7,7,586,0,0,0,6.81,2021-22,BEL Pro League
2,Thierry Ambrose,Oostende,25,"AM(LR),FW",32,25,2259,6,3,2,6.81,2021-22,BEL Pro League
3,Jack Hendry,Oostende,27,D(C),6,6,540,0,0,1,6.81,2021-22,BEL Pro League
4,Trent Sainsbury,Kortrijk,31,D(C),28,28,2476,4,0,1,6.80,2021-22,BEL Pro League
5,Anthony Moris,Union St.Gilloise,32,GK,33,33,2970,0,0,1,6.80,2021-22,BEL Pro League
6,Benson Manuel,Royal Antwerp,25,"AM(LR),FW",28,19,1708,5,5,1,6.80,2021-22,BEL Pro League
7,Dimitri Lavalée,St.Truiden,26,"D(C),DMC",30,29,2524,1,0,1,6.80,2021-22,BEL Pro League
8,Gilles Dewaele,Standard Liege,26,"D(R),M(R)",8,8,701,0,0,1,6.80,2021-22,BEL Pro League
9,Cenk Özkacar,OH Leuven,22,D(C),32,32,2836,2,0,2,6.80,2021-22,BEL Pro League
0,Edgaras Utkus,Cercle Bruges,22,D(C),24,20,1775,3,1,1,6.79,2021-22,BEL Pro League
1,Ilias Sebaoui,Beerschot,21,M(L),10,7,642,3,0,1,6.79,2021-22,BEL Pro League
2,Hugo Siquet,Standard Liege,20,"D(R),M(R)",17,17,1445,0,1,1,6.79,2021-22,BEL Pro League
3,Nicolas Gavory,Standard Liege,27,"D(CL),DMC,M(L)",11,10,882,1,0,0,6.78,2021-22,BEL Pro League
4,Julien De Sart,Gent,28,DMC,5,3,338,0,0,0,6.78,2021-22,BEL Pro League
5,Yari Verschaeren,Anderlecht,21,AM(CR),32,27,2187,7,4,3,6.78,2021-22,BEL Pro League
6,Ismaël Kandouss,Union St.Gilloise,25,D(C),31,28,2501,1,0,0,6.78,2021-22,BEL Pro League
7,Paul Onuachu,Genk,28,FW,6,5,463,2,0,0,6.78,2021-22,BEL Pro League
8,Senne Lynen,Union St.Gilloise,23,M(C),10,7,510,1,3,0,6.77,2021-22,BEL Pro League
9,Marko Ilic,Kortrijk,24,GK,32,32,2880,0,0,2,6.77,2021-22,BEL Pro League
0,Joseph Paintsil,Genk,24,"AM(LR),FW",6,3,280,1,2,0,6.77,2021-22,BEL Pro League
1,Koki Machida,Union St.Gilloise,25,D(C),6,4,375,0,1,0,6.77,2021-22,BEL Pro League
2,Joren Dom,Beerschot,33,"D(CR),DMC,M(R)",27,26,2240,5,0,1,6.77,2021-22,BEL Pro League
3,Emmanuel Agbadou,Eupen,25,"D(C),DMC",33,32,2885,5,0,3,6.77,2021-22,BEL Pro League
4,Michael Murillo,Anderlecht,26,"D(CR),M(R)",29,27,2402,2,4,0,6.77,2021-22,BEL Pro League
5,Toni Leistner,St.Truiden,32,D(C),25,25,2237,1,2,1,6.76,2021-22,BEL Pro League
6,Maxim Deman,Kortrijk,21,GK,1,1,90,0,0,0,6.76,2021-22,BEL Pro League
7,Alhassan Yusuf,Royal Antwerp,22,DMC,26,22,1787,3,1,1,6.76,2021-22,BEL Pro League
8,Bas Dost,Club Bruges,33,FW,25,11,1098,12,0,2,6.76,2021-22,BEL Pro League
9,Smail Prevljak,Eupen,27,FW,30,29,2452,9,5,2,6.76,2021-22,BEL Pro League
0,Daiki Hashioka,St.Truiden,23,"D(R),M(R)",30,28,2315,0,4,0,6.75,2021-22,BEL Pro League
1,Eduard Sobol,Club Bruges,27,"D(L),M(L)",23,18,1601,1,2,1,6.75,2021-22,BEL Pro League
2,Jelle Bataille,Royal Antwerp,23,"D(LR),M(R)",26,17,1624,0,1,1,6.75,2021-22,BEL Pro League
3,Ablie Jallow,RFC Seraing,24,AM(R),23,22,1873,5,1,0,6.74,2021-22,BEL Pro League
4,Mousa Al Tamari,OH Leuven,25,M(R),31,24,2206,3,1,1,6.73,2021-22,BEL Pro League
5,Abdelkahar Kadri,Kortrijk,22,AM(C),22,19,1452,1,6,0,6.73,2021-22,BEL Pro League
6,Gaetan Coucke,KV Mechelen,24,GK,5,5,450,0,0,0,6.73,2021-22,BEL Pro League
7,Kévin Vandendriessche,Kortrijk,33,DMC,26,26,2257,2,1,1,6.73,2021-22,BEL Pro League
8,Laurent Henkinet,Standard Liege,30,GK,8,8,720,0,0,0,6.73,2021-22,BEL Pro League
