,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
9,Éder Balanta,Club Bruges,29,"D(C),DMC",24,18,1540,1,1,1,6.73,2021-22,BEL Pro League
0,Stipe Radic,Beerschot,22,D(C),30,29,2611,1,0,2,6.73,2021-22,BEL Pro League
1,Dorian Dessoleil,Royal Antwerp,30,D(C),19,19,1664,0,0,0,6.72,2021-22,BEL Pro League
2,Warleson,Cercle Bruges,26,GK,5,5,450,0,0,0,6.72,2021-22,BEL Pro League
3,Yuma Suzuki,St.Truiden,26,FW,11,11,963,2,1,0,6.72,2021-22,BEL Pro League
4,Carlos Cuesta,Genk,23,D(C),3,2,181,1,0,0,6.72,2021-22,BEL Pro League
5,Robert Bauer,St.Truiden,27,"D(CLR),DMC,M(LR)",22,21,1865,1,0,0,6.72,2021-22,BEL Pro League
6,Marlos Moreno,Kortrijk,26,AM(LR),32,26,2056,2,0,2,6.71,2021-22,BEL Pro League
7,Hannes Van der Bruggen,Cercle Bruges,29,DMC,29,25,2210,0,2,0,6.71,2021-22,BEL Pro League
8,Thomas Henry,OH Leuven,28,FW,4,4,360,3,0,1,6.71,2021-22,BEL Pro League
9,Jordi Vanlerberghe,KV Mechelen,26,"D(C),DMC",6,6,496,1,0,1,6.70,2021-22,BEL Pro League
0,Sandy Walsh,KV Mechelen,27,D(CR),3,3,226,0,0,0,6.70,2021-22,BEL Pro League
1,Lisandro Magallán,Anderlecht,29,D(C),21,17,1551,0,1,0,6.70,2021-22,BEL Pro League
2,Laurens De Bock,Zulte Waregem,30,D(CL),28,27,2458,0,2,0,6.70,2021-22,BEL Pro League
3,Núrio Fortuna,Gent,27,"D(C),M(L)",5,4,362,0,0,0,6.70,2021-22,BEL Pro League
4,Abdoulaye Seck,Royal Antwerp,30,D(C),19,15,1356,1,0,1,6.70,2021-22,BEL Pro League
5,Klauss,Standard Liege,25,FW,20,16,1459,2,3,0,6.70,2021-22,BEL Pro League
6,Jack Hendry,Club Bruges,27,D(C),19,16,1537,0,0,0,6.70,2021-22,BEL Pro League
7,Jordan Torunarigha,Gent,25,D(CL),3,3,209,0,0,0,6.69,2021-22,BEL Pro League
8,Frederik Jäkel,Oostende,21,D(C),25,25,2206,3,1,0,6.69,2021-22,BEL Pro League
9,Kristoffer Olsson,Anderlecht,27,M(C),30,24,2040,0,4,1,6.68,2021-22,BEL Pro League
0,Júnior Pius,St.Truiden,27,D(C),10,10,836,0,0,0,6.67,2021-22,BEL Pro League
1,Alessandro Ciranni,Zulte Waregem,26,"D(R),M(R)",24,21,1874,1,2,1,6.67,2021-22,BEL Pro League
2,Pape Guèye,Kortrijk,23,FW,16,12,1011,5,1,0,6.67,2021-22,BEL Pro League
3,Sébastien Dewaest,OH Leuven,31,D(C),28,28,2487,0,0,0,6.67,2021-22,BEL Pro League
4,Théo Bongonda,Genk,27,AM(LR),5,3,210,2,0,1,6.66,2021-22,BEL Pro League
5,Jens Cools,Eupen,32,DMC,24,19,1602,1,0,0,6.66,2021-22,BEL Pro League
6,Aboubakary Koita,St.Truiden,24,"M(CL),FW",24,12,1155,3,0,2,6.66,2021-22,BEL Pro League
7,Ante Palaversa,Kortrijk,22,DMC,30,29,2342,1,3,1,6.66,2021-22,BEL Pro League
8,Tibo Persyn,Club Bruges,20,M(CLR),2,1,82,1,0,0,6.65,2021-22,BEL Pro League
9,Boris Lambert,Eupen,22,"D(C),DMC",30,21,1888,2,2,2,6.65,2021-22,BEL Pro League
0,Aurélio Buta,Royal Antwerp,25,"D(R),M(R)",17,11,1046,0,3,0,6.65,2021-22,BEL Pro League
1,Réda Halaimia,Beerschot,26,"D(R),M(R)",25,20,1692,0,1,1,6.64,2021-22,BEL Pro League
2,Gérald Kilota,RFC Seraing,29,M(CL),33,31,2703,1,2,0,6.64,2021-22,BEL Pro League
3,Louis Patris,OH Leuven,21,D(CR),6,6,475,0,1,1,6.64,2021-22,BEL Pro League
4,Ilombe Mboyo,St.Truiden,35,FW,6,6,516,1,1,0,6.64,2021-22,BEL Pro League
5,Matisse Samoise,Gent,21,M(R),5,4,380,0,0,0,6.64,2021-22,BEL Pro League
6,Boris Popovic,Cercle Bruges,22,D(C),19,16,1535,2,1,0,6.64,2021-22,BEL Pro League
7,Daniel Schmidt,St.Truiden,30,GK,31,31,2790,0,0,1,6.64,2021-22,BEL Pro League
8,Lucas Rougeaux,Kortrijk,28,D(CR),20,12,1111,1,3,0,6.64,2021-22,BEL Pro League
9,Niels Nkounkou,Standard Liege,22,"D(L),M(L)",23,18,1572,0,0,1,6.64,2021-22,BEL Pro League
0,Georges Mikautadze,RFC Seraing,22,FW,28,26,2303,9,1,3,6.63,2021-22,BEL Pro League
1,Merveille Bokadi,Standard Liege,26,"D(C),DMC",19,17,1474,1,0,1,6.63,2021-22,BEL Pro League
2,Guillaume Hubert,Oostende,29,GK,26,26,2340,0,0,0,6.63,2021-22,BEL Pro League
3,Jesper Daland,Cercle Bruges,23,D(C),32,32,2735,2,0,0,6.63,2021-22,BEL Pro League
4,Bruno Godeau,Gent,30,D(C),6,4,382,0,1,0,6.63,2021-22,BEL Pro League
5,Frank Boya,Zulte Waregem,26,"D(C),DMC",17,13,1058,0,0,2,6.63,2021-22,BEL Pro League
6,Yahya Nadrani,RFC Seraing,25,D(C),32,32,2828,1,0,1,6.63,2021-22,BEL Pro League
7,Casper De Norre,OH Leuven,25,"D(L),DMC,M(L)",32,32,2779,2,4,0,6.63,2021-22,BEL Pro League
8,Thibo Somers,Cercle Bruges,23,"M(LR),FW",24,17,1520,5,0,2,6.63,2021-22,BEL Pro League
9,Zech Medley,Oostende,22,D(C),18,15,1296,1,0,1,6.62,2021-22,BEL Pro League
0,Ibrahima Cissé,RFC Seraing,28,DMC,31,30,2593,0,1,0,6.62,2021-22,BEL Pro League
1,Sofian Chakla,OH Leuven,29,D(C),17,17,1482,0,2,0,6.62,2021-22,BEL Pro League
2,Teddy Chevalier,Kortrijk,35,"AM(R),FW",6,6,438,2,0,1,6.62,2021-22,BEL Pro League
3,Adem Zorgane,Sporting Charleroi,23,M(C),6,5,417,1,0,0,6.62,2021-22,BEL Pro League
4,Mike Vanhamel,Beerschot,33,GK,23,23,2070,0,1,2,6.62,2021-22,BEL Pro League
5,Ryan Sanusi,Beerschot,31,DMC,13,13,1110,1,0,0,6.62,2021-22,BEL Pro League
6,Pieter Gerkens,Royal Antwerp,27,M(CR),24,14,1247,2,2,0,6.62,2021-22,BEL Pro League
7,Rúnar Rúnarsson,OH Leuven,27,GK,17,17,1485,0,0,0,6.62,2021-22,BEL Pro League
8,András Németh,Genk,20,FW,2,0,11,1,0,0,6.62,2021-22,BEL Pro League
9,Ameen Al Dakhil,St.Truiden,20,D(C),9,6,560,0,0,1,6.61,2021-22,BEL Pro League
0,Federico Ricca,Club Bruges,28,D(CL),9,4,452,1,0,0,6.61,2021-22,BEL Pro League
1,Sory Kaba,OH Leuven,27,FW,26,19,1778,10,1,0,6.61,2021-22,BEL Pro League
2,Abdul Nurudeen,Eupen,23,GK,20,20,1800,0,0,0,6.61,2021-22,BEL Pro League
3,Kamal Sowah,Club Bruges,23,"AM(CLR),FW",9,5,408,0,1,0,6.60,2021-22,BEL Pro League
4,Gary Magnée,Eupen,23,M(CR),16,12,1122,1,0,0,6.60,2021-22,BEL Pro League
5,Kristof D'Haene,Kortrijk,32,"D(L),M(L)",28,28,2473,3,2,0,6.59,2021-22,BEL Pro League
6,Sam Vines,Royal Antwerp,23,"D(L),M(L)",18,16,1423,0,0,0,6.59,2021-22,BEL Pro League
7,Dinis Almeida,Royal Antwerp,27,D(C),19,12,1348,0,0,0,6.59,2021-22,BEL Pro League
8,Moussa Sissako,Standard Liege,22,D(C),19,17,1461,1,0,0,6.59,2021-22,BEL Pro League
9,Ibrahima Seck,Zulte Waregem,33,DMC,25,18,1627,0,0,1,6.59,2021-22,BEL Pro League
0,Elisha Owusu,Gent,25,DMC,5,3,285,0,0,0,6.59,2021-22,BEL Pro League
1,Simon Mignolet,Club Bruges,34,GK,33,33,2970,0,0,2,6.59,2021-22,BEL Pro League
2,Robin Himmelmann,Eupen,33,GK,14,14,1260,0,0,1,6.58,2021-22,BEL Pro League
3,Louis Bostyn,Zulte Waregem,29,GK,10,10,900,0,0,0,6.58,2021-22,BEL Pro League
4,Brecht Capon,Oostende,34,"D(CR),M(R)",24,20,1791,1,2,1,6.58,2021-22,BEL Pro League
5,Gilles Dewaele,Kortrijk,26,"D(R),M(R)",18,16,1499,0,0,0,6.58,2021-22,BEL Pro League
6,Nikola Storm,KV Mechelen,28,AM(L),6,5,411,0,0,0,6.58,2021-22,BEL Pro League
7,Tom Pietermaat,Beerschot,30,DMC,27,24,2046,0,0,0,6.58,2021-22,BEL Pro League
8,Tatsuhiro Sakamoto,Oostende,26,M(LR),12,11,939,0,1,0,6.58,2021-22,BEL Pro League
9,Nicolas Raskin,Standard Liege,21,DMC,29,28,2393,1,4,0,6.58,2021-22,BEL Pro League
0,Kenny Steppe,St.Truiden,34,GK,1,1,90,0,0,0,6.58,2021-22,BEL Pro League
1,Tobe Leysen,Genk,20,GK,2,2,180,0,0,0,6.58,2021-22,BEL Pro League
2,Matej Mitrovic,Club Bruges,29,D(C),4,3,274,0,0,0,6.58,2021-22,BEL Pro League
3,Stefan Knezevic,Sporting Charleroi,26,D(C),6,6,535,0,0,0,6.57,2021-22,BEL Pro League
4,Zeno Debast,Anderlecht,19,D(C),5,4,392,0,0,0,6.57,2021-22,BEL Pro League
5,Mike Trésor,Genk,23,AM(CL),2,0,61,0,0,0,6.57,2021-22,BEL Pro League
6,Alessandro Albanese,Oostende,23,M(CLR),8,3,319,1,0,0,6.57,2021-22,BEL Pro League
7,Kévin Denkey,Cercle Bruges,22,FW,28,13,1281,6,0,0,6.57,2021-22,BEL Pro League
8,Muhammed Badamosi,Kortrijk,24,FW,22,14,1203,1,1,0,6.57,2021-22,BEL Pro League
9,Jan Van den Bergh,Beerschot,28,"D(CL),M(L)",26,25,2157,2,0,0,6.57,2021-22,BEL Pro League
0,Valentine Ozornwafor,Sporting Charleroi,23,D(C),4,4,345,0,0,0,6.57,2021-22,BEL Pro League
1,Lawrence Shankland,Beerschot,27,FW,26,20,1800,5,3,1,6.56,2021-22,BEL Pro League
2,Abdoul Tapsoba,Standard Liege,21,FW,15,8,717,2,1,0,6.56,2021-22,BEL Pro League
3,Arnaud Bodart,Standard Liege,24,GK,26,26,2340,0,0,2,6.56,2021-22,BEL Pro League
4,Vitinho,Cercle Bruges,23,"D(LR),M(LR)",32,21,2050,1,1,0,6.56,2021-22,BEL Pro League
5,Tsuyoshi Watanabe,Kortrijk,25,D(C),7,7,630,0,0,0,6.55,2021-22,BEL Pro League
6,Abdoulaye Sissako,Zulte Waregem,24,DMC,18,15,1281,2,2,0,6.55,2021-22,BEL Pro League
7,Ali Gholizadeh,Sporting Charleroi,26,"AM(CLR),FW",6,5,445,1,1,0,6.55,2021-22,BEL Pro League
8,Simen Juklerød,Genk,28,"D(L),M(LR)",2,2,143,0,0,0,6.55,2021-22,BEL Pro League
9,Makhtar Gueye,Oostende,25,FW,31,24,2197,12,0,1,6.55,2021-22,BEL Pro League
0,Issa Soumaré,Beerschot,22,FW,11,7,650,1,0,0,6.55,2021-22,BEL Pro League
1,Taylor Harwood-Bellis,Anderlecht,20,D(C),16,12,1095,0,1,0,6.55,2021-22,BEL Pro League
2,Liberato Cacace,St.Truiden,22,"D(L),M(L)",23,16,1483,0,0,0,6.55,2021-22,BEL Pro League
3,Lucas Pirard,Union St.Gilloise,27,GK,2,2,91,0,0,0,6.55,2021-22,BEL Pro League
4,Maarten Vandevoordt,Genk,20,GK,4,4,360,0,0,0,6.55,2021-22,BEL Pro League
5,Ewoud Pletinckx,Zulte Waregem,22,D(C),27,25,2231,1,0,0,6.54,2021-22,BEL Pro League
6,Bryan Reynolds,Kortrijk,21,D(R),9,8,680,1,0,0,6.53,2021-22,BEL Pro League
7,Olivier Deman,Cercle Bruges,22,"AM(CLR),FW",32,24,1891,2,1,0,6.53,2021-22,BEL Pro League
8,Wagane Faye,RFC Seraing,29,D(C),18,10,1045,0,0,1,6.53,2021-22,BEL Pro League
9,Gerardo Arteaga,Genk,24,"D(L),M(L)",6,4,397,0,0,0,6.53,2021-22,BEL Pro League
0,Steven Fortès,Oostende,30,D(C),17,17,1469,0,0,0,6.53,2021-22,BEL Pro League
1,Raphael Holzhauser,Beerschot,29,"M(CLR),FW",30,24,2092,3,7,0,6.53,2021-22,BEL Pro League
2,Dereck Kutesa,Zulte Waregem,25,AM(LR),29,19,1665,3,3,0,6.52,2021-22,BEL Pro League
3,Klauss,St.Truiden,25,FW,8,3,319,2,0,1,6.52,2021-22,BEL Pro League
4,Arnaud Dony,St.Truiden,18,D(CLR),3,3,176,0,0,0,6.52,2021-22,BEL Pro League
5,Aziz Ouattara,Genk,22,DMC,6,6,356,0,0,0,6.52,2021-22,BEL Pro League
6,Joris Kayembe,Sporting Charleroi,28,"D(CL),M(L)",5,4,320,0,0,0,6.52,2021-22,BEL Pro League
7,Mauricio Lemos,Beerschot,27,D(C),15,11,1000,1,0,0,6.52,2021-22,BEL Pro League
8,Kouadio-Yves Dabila,RFC Seraing,26,D(C),12,12,1024,0,0,0,6.52,2021-22,BEL Pro League
9,Charles Vanhoutte,Cercle Bruges,24,DMC,31,17,1588,1,0,0,6.52,2021-22,BEL Pro League
0,Benito Raman,Anderlecht,28,"AM(LR),FW",32,11,1212,9,5,0,6.51,2021-22,BEL Pro League
1,Kenny Rocha Santos,Oostende,23,AM(C),27,23,2129,1,4,1,6.51,2021-22,BEL Pro League
2,Alexandro Calut,Standard Liege,19,D(L),8,8,670,0,0,0,6.51,2021-22,BEL Pro League
3,Jonas Bager,Union St.Gilloise,26,D(C),26,20,1630,0,2,0,6.51,2021-22,BEL Pro League
4,Francis Amuzu,Anderlecht,23,M(LR),31,8,1130,5,3,0,6.51,2021-22,BEL Pro League
5,Marco Ilaimaharitra,Sporting Charleroi,27,DMC,4,3,266,1,0,0,6.51,2021-22,BEL Pro League
6,Mark McKenzie,Genk,23,D(C),4,4,360,0,0,0,6.51,2021-22,BEL Pro League
7,Aron Dønnum,Standard Liege,24,M(LR),25,16,1439,2,2,1,6.50,2021-22,BEL Pro League
8,Franck Kanouté,Cercle Bruges,24,M(C),6,3,235,1,0,0,6.50,2021-22,BEL Pro League
9,Luca Oyen,Genk,19,AM(L),6,2,310,0,0,0,6.50,2021-22,BEL Pro League
0,Antoine Bernier,RFC Seraing,25,"M(CLR),FW",29,23,1881,1,2,0,6.50,2021-22,BEL Pro League
1,Jesse Sekidika,OH Leuven,26,AM(LR),2,0,26,1,0,0,6.50,2021-22,BEL Pro League
2,Majeed Ashimeru,Anderlecht,25,AM(CR),31,10,1112,3,3,2,6.49,2021-22,BEL Pro League
3,Lazare Amani,Union St.Gilloise,24,M(C),28,14,1264,2,2,0,6.49,2021-22,BEL Pro League
4,Jorge Teixeira,St.Truiden,36,D(C),26,20,1746,0,0,0,6.49,2021-22,BEL Pro League
5,Marian Shved,KV Mechelen,25,AM(R),6,2,223,0,0,0,6.49,2021-22,BEL Pro League
6,Christopher Operi,Gent,25,M(L),1,0,14,0,0,0,6.49,2021-22,BEL Pro League
7,Renaud Emond,Standard Liege,31,FW,11,11,847,2,0,0,6.49,2021-22,BEL Pro League
8,Wolke Janssens,St.Truiden,28,D(CR),11,5,484,0,1,0,6.49,2021-22,BEL Pro League
9,Billal Messaoudi,Kortrijk,25,"AM(R),FW",17,11,1014,1,1,0,6.49,2021-22,BEL Pro League
0,Moisés Caicedo,Beerschot,21,DMC,12,10,758,1,0,0,6.49,2021-22,BEL Pro League
1,Ismaila Coulibaly,Beerschot,22,DMC,20,12,1070,0,3,0,6.48,2021-22,BEL Pro League
2,Jonathan Buatu,St.Truiden,29,D(C),9,4,487,0,0,0,6.48,2021-22,BEL Pro League
3,Shinji Kagawa,St.Truiden,33,M(CL),6,1,176,0,1,0,6.48,2021-22,BEL Pro League
4,Denis Dragus,Standard Liege,23,"AM(L),FW",28,12,1171,6,2,1,6.48,2021-22,BEL Pro League
5,Bassem Srarfi,Zulte Waregem,25,"D(L),M(LR)",14,6,577,0,2,0,6.48,2021-22,BEL Pro League
6,Hannes Delcroix,Anderlecht,23,D(C),5,3,294,0,0,0,6.48,2021-22,BEL Pro League
7,Sambou Sissoko,Kortrijk,22,DMC,10,8,699,0,0,0,6.48,2021-22,BEL Pro League
8,Mujaid Sadick,Genk,22,D(C),3,2,160,0,0,0,6.47,2021-22,BEL Pro League
9,Andreas Beck,Eupen,35,"D(LR),M(R)",31,29,2420,1,0,0,6.47,2021-22,BEL Pro League
0,Maximiliano Caufriez,St.Truiden,25,D(CR),5,4,356,0,0,0,6.47,2021-22,BEL Pro League
1,Elias Spago,RFC Seraing,21,D(CLR),6,2,220,0,0,0,6.47,2021-22,BEL Pro League
2,Koji Miyoshi,Royal Antwerp,25,M(CLR),21,12,1077,1,2,0,6.47,2021-22,BEL Pro League
3,Stélios Andreou,Sporting Charleroi,20,D(C),3,3,270,0,0,0,6.47,2021-22,BEL Pro League
4,Nayel Mehssatou,Kortrijk,20,D(CLR),5,5,450,0,2,0,6.46,2021-22,BEL Pro League
5,Guillaume Dietsch,RFC Seraing,21,GK,33,33,2962,0,0,1,6.46,2021-22,BEL Pro League
6,Jackson Muleka,Standard Liege,23,"AM(R),FW",19,12,1024,2,0,0,6.46,2021-22,BEL Pro League
7,Andreas Hanche-Olsen,Gent,25,D(CR),4,4,337,0,0,0,6.46,2021-22,BEL Pro League
8,Lucas Noubi,Standard Liege,17,D(CLR),2,2,154,0,0,0,6.46,2021-22,BEL Pro League
9,Daichi Hayashi,St.Truiden,25,FW,25,23,1836,7,1,0,6.45,2021-22,BEL Pro League
0,Sousa,Cercle Bruges,21,D(C),17,7,817,1,1,0,6.45,2021-22,BEL Pro League
1,Mbwana Samatta,Royal Antwerp,30,FW,27,10,1165,5,4,0,6.45,2021-22,BEL Pro League
2,Robbe Decostere,Cercle Bruges,24,D(R),20,15,1234,0,1,0,6.45,2021-22,BEL Pro League
3,Thomas Didillon,Cercle Bruges,27,GK,29,29,2610,0,0,1,6.45,2021-22,BEL Pro League
4,Bas Van den Eynden,KV Mechelen,21,M(CLR),2,1,98,0,0,0,6.45,2021-22,BEL Pro League
5,James Jeggo,Eupen,30,DMC,9,8,744,0,0,0,6.45,2021-22,BEL Pro League
6,Rachid Alioui,Kortrijk,30,FW,6,1,160,1,1,0,6.45,2021-22,BEL Pro League
7,Pierre Dwomoh,Royal Antwerp,18,M(C),5,2,206,0,0,0,6.45,2021-22,BEL Pro League
8,Cameron McGeehan,Oostende,27,M(C),13,12,1094,0,2,0,6.45,2021-22,BEL Pro League
9,Morgan Poaty,RFC Seraing,25,"D(L),M(L)",31,25,2090,0,1,0,6.44,2021-22,BEL Pro League
0,Bohdan Mykhailichenko,Anderlecht,25,D(L),14,4,515,0,0,0,6.44,2021-22,BEL Pro League
1,Dion De Neve,Zulte Waregem,21,M(CLR),17,7,734,2,1,0,6.44,2021-22,BEL Pro League
2,Mandela Keita,OH Leuven,20,M(C),25,18,1586,0,1,0,6.44,2021-22,BEL Pro League
3,Nick Bätzner,Oostende,22,AM(CLR),30,20,1927,2,4,1,6.44,2021-22,BEL Pro League
4,Bruny Nsimba,Royal Antwerp,22,FW,1,0,9,0,0,0,6.44,2021-22,BEL Pro League
5,Lucas Bijker,KV Mechelen,29,D(CL),2,2,169,0,0,0,6.44,2021-22,BEL Pro League
6,Faitout Maouassa,Club Bruges,24,"D(L),M(LR)",7,4,266,0,0,0,6.44,2021-22,BEL Pro League
7,Jordi Amat,Eupen,30,"D(CL),DMC",27,27,2281,0,2,0,6.44,2021-22,BEL Pro League
8,Timothy Derijck,Zulte Waregem,35,"D(C),DMC",12,12,1017,0,0,0,6.44,2021-22,BEL Pro League
9,Thibault Peyre,KV Mechelen,30,D(C),4,4,360,0,0,0,6.44,2021-22,BEL Pro League
0,Loïc Bessilé,Sporting Charleroi,23,D(C),4,4,360,0,0,0,6.43,2021-22,BEL Pro League
1,Amine Benchaib,Kortrijk,24,AM(C),5,1,164,2,0,0,6.43,2021-22,BEL Pro League
2,Konan N’Dri,Eupen,22,"M(LR),FW",31,16,1515,1,2,2,6.43,2021-22,BEL Pro League
3,Bent Sørmo,Zulte Waregem,26,D(C),10,9,793,0,0,0,6.43,2021-22,BEL Pro League
4,Marko Kvasina,Oostende,26,FW,17,8,754,1,2,0,6.43,2021-22,BEL Pro League
5,Dion-Johan Cools,Zulte Waregem,26,D(R),11,7,643,0,1,0,6.42,2021-22,BEL Pro League
6,Patrik Hrosovsky,Genk,30,DMC,5,2,233,0,0,0,6.42,2021-22,BEL Pro League
7,Yannick Thoelen,KV Mechelen,32,GK,1,1,90,0,0,0,6.42,2021-22,BEL Pro League
8,Rocco Reitz,St.Truiden,20,M(C),23,5,798,2,1,0,6.42,2021-22,BEL Pro League
9,Daouda Peeters,Standard Liege,23,M(CLR),5,2,204,0,0,0,6.42,2021-22,BEL Pro League
0,Daniel Opare,RFC Seraing,32,"D(CLR),M(R)",12,11,779,0,0,0,6.41,2021-22,BEL Pro League
1,Anouar Ait El Hadj,Anderlecht,20,AM(CLR),23,8,865,2,0,0,6.41,2021-22,BEL Pro League
2,Alfons Amade,Oostende,23,M(C),18,13,1110,2,0,0,6.41,2021-22,BEL Pro League
3,Victor Torp,Kortrijk,23,M(CLR),9,4,395,0,0,0,6.41,2021-22,BEL Pro League
4,Dario Del Fabro,RFC Seraing,27,D(C),14,9,831,1,0,0,6.41,2021-22,BEL Pro League
5,Gustav Engvall,KV Mechelen,26,FW,6,2,213,2,0,0,6.41,2021-22,BEL Pro League
6,Isaac Nuhu,Eupen,21,"AM(L),FW",24,15,1491,2,2,1,6.41,2021-22,BEL Pro League
7,Alec Van Hoorenbeeck,KV Mechelen,24,D(CL),4,4,360,0,0,0,6.41,2021-22,BEL Pro League
8,Fabrice Sambu,RFC Seraing,26,"D(R),M(R)",26,15,1505,1,1,1,6.41,2021-22,BEL Pro League
9,Alieu Fadera,Zulte Waregem,21,AM(LR),18,6,645,0,0,0,6.40,2021-22,BEL Pro League
0,Indy Boonen,Oostende,24,AM(C),5,3,248,0,0,0,6.40,2021-22,BEL Pro League
1,Kristiyan Malinov,OH Leuven,28,DMC,18,18,1460,0,0,0,6.40,2021-22,BEL Pro League
2,Pierre Bourdin,Beerschot,29,"D(CL),M(L)",25,23,1984,0,2,0,6.39,2021-22,BEL Pro League
3,Cisse Sandra,Club Bruges,19,M(CLR),7,2,217,1,0,0,6.39,2021-22,BEL Pro League
4,Pierre-Yves Ngawa,OH Leuven,30,D(C),20,14,1296,0,0,0,6.38,2021-22,BEL Pro League
5,Chris Durkin,St.Truiden,22,"DMC,M(R)",27,17,1506,0,2,0,6.38,2021-22,BEL Pro League
6,Noah Mbamba-Muanda,Club Bruges,18,D(CLR),14,3,446,0,0,0,6.38,2021-22,BEL Pro League
7,Kristian Arnstad,Anderlecht,19,M(CR),1,0,16,0,0,0,6.38,2021-22,BEL Pro League
8,Idrissa Doumbia,Zulte Waregem,24,DMC,19,12,1191,0,0,0,6.37,2021-22,BEL Pro League
9,Eric Ocansey,Kortrijk,25,"D(L),M(L)",5,0,134,1,0,0,6.37,2021-22,BEL Pro League
0,Ko Matsubara,St.Truiden,26,"D(L),M(L)",7,5,413,0,1,0,6.37,2021-22,BEL Pro League
1,Steve De Ridder,St.Truiden,35,"AM(C),FW",12,11,729,1,1,1,6.37,2021-22,BEL Pro League
2,Robbe Quirynen,Royal Antwerp,21,D(R),2,2,119,0,0,0,6.37,2021-22,BEL Pro League
3,Ameen Al Dakhil,Standard Liege,20,D(C),13,11,923,0,0,0,6.36,2021-22,BEL Pro League
4,Anton Tanghe,Oostende,23,D(C),21,16,1468,0,0,0,6.36,2021-22,BEL Pro League
5,Álex Millán,Cercle Bruges,23,FW,18,12,1032,3,2,0,6.36,2021-22,BEL Pro League
6,Levan Shengelia,OH Leuven,27,AM(R),22,4,598,3,2,0,6.36,2021-22,BEL Pro League
7,Isaac Kiese Thelin,Anderlecht,30,FW,5,1,135,1,0,0,6.36,2021-22,BEL Pro League
8,Kjell Scherpen,Oostende,22,GK,7,7,630,0,0,0,6.35,2021-22,BEL Pro League
9,Mehdi Carcela-González,Standard Liege,33,"AM(CLR),FW",23,3,603,1,2,0,6.35,2021-22,BEL Pro League
0,Ramiro Vaca,Beerschot,23,AM(CL),26,15,1569,0,3,0,6.35,2021-22,BEL Pro League
1,Dylan Mbayo,Kortrijk,21,AM(R),28,12,1254,2,1,0,6.35,2021-22,BEL Pro League
2,Yannick Aguemon,OH Leuven,30,FW,3,1,126,0,0,0,6.35,2021-22,BEL Pro League
3,Marius Noubissi,Beerschot,26,FW,21,7,786,4,1,1,6.35,2021-22,BEL Pro League
4,David Hubert,Zulte Waregem,34,"D(C),DMC",19,16,1350,0,1,0,6.35,2021-22,BEL Pro League
5,Vadis Odjidja-Ofoe,Gent,33,AM(CR),5,5,334,1,0,0,6.34,2021-22,BEL Pro League
6,Samuel Bastien,Standard Liege,26,M(CL),28,19,1804,1,0,0,6.34,2021-22,BEL Pro League
7,Abdoulie Sanyang,Beerschot,23,AM(R),11,3,399,1,0,0,6.34,2021-22,BEL Pro League
8,Mikael Dyrestam,RFC Seraing,31,D(CR),6,6,540,0,0,0,6.34,2021-22,BEL Pro League
9,Jordy Schelfhout,Oostende,21,GK,1,1,90,0,0,0,6.34,2021-22,BEL Pro League
0,Damien Marcq,Union St.Gilloise,34,M(C),29,12,1135,0,0,0,6.34,2021-22,BEL Pro League
1,Julien Ngoy,Eupen,25,"AM(L),FW",24,18,1484,4,2,0,6.34,2021-22,BEL Pro League
2,Nathan Ngoy,Standard Liege,19,D(C),11,6,614,0,0,0,6.33,2021-22,BEL Pro League
3,Benjamin Boulenger,RFC Seraing,32,D(CL),24,21,1732,0,0,0,6.33,2021-22,BEL Pro League
4,Alexis De Sart,OH Leuven,26,M(C),21,9,884,2,0,0,6.33,2021-22,BEL Pro League
5,Bilal El Khannouss,Genk,18,AM(C),1,0,17,0,0,0,6.33,2021-22,BEL Pro League
6,Jannes Van Hecke,KV Mechelen,20,M(C),4,3,300,0,0,0,6.33,2021-22,BEL Pro League
7,Cameron Humphreys,Zulte Waregem,24,D(C),26,23,2109,0,1,0,6.33,2021-22,BEL Pro League
8,Dante Rigo,Beerschot,24,DMC,7,3,360,0,0,0,6.33,2021-22,BEL Pro League
9,Kacper Kozlowski,Union St.Gilloise,19,M(C),6,2,196,0,0,0,6.33,2021-22,BEL Pro League
0,Damjan Pavlovic,Standard Liege,21,M(CLR),20,7,580,0,0,0,6.32,2021-22,BEL Pro League
1,Sami Lahssaini,RFC Seraing,24,M(C),15,7,705,0,0,0,6.32,2021-22,BEL Pro League
2,Guillaume François,Union St.Gilloise,32,M(R),20,8,632,0,2,0,6.32,2021-22,BEL Pro League
3,Lasse Vigen,Zulte Waregem,28,M(CLR),20,12,1077,0,1,0,6.31,2021-22,BEL Pro League
4,Gojko Cimirot,Standard Liege,30,"D(C),DMC",24,19,1547,0,1,0,6.31,2021-22,BEL Pro League
5,Kyle Duncan,Oostende,25,"D(LR),M(R)",7,7,532,0,0,0,6.31,2021-22,BEL Pro League
6,Molla Wagué,RFC Seraing,31,D(C),4,3,271,0,0,0,6.30,2021-22,BEL Pro League
7,Barnabás Bese,OH Leuven,28,M(R),5,4,257,0,0,0,6.30,2021-22,BEL Pro League
8,Waldo Rubio,Cercle Bruges,27,AM(L),11,2,310,2,1,0,6.30,2021-22,BEL Pro League
