,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
7,Yasir Al Shahrani,Saudi Arabia,26,D(CLR),3,3,270,0,0,0,6.55,2017-18,FIFA World Cup
8,Duje Caleta-Car,Croatia,22,D(C),1,1,90,0,0,0,6.55,2017-18,FIFA World Cup
9,Morteza Pouraliganji,Iran,26,D(C),3,3,270,0,0,0,6.55,2017-18,FIFA World Cup
0,Farouk Ben Mustapha,Tunisia,29,GK,2,1,166,0,0,0,6.55,2017-18,FIFA World Cup
1,Mark Milligan,Australia,33,"D(C),DMC",3,3,270,0,0,0,6.54,2017-18,FIFA World Cup
2,Vedran Corluka,Croatia,32,D(C),4,1,119,0,0,0,6.54,2017-18,FIFA World Cup
3,Sami Khedira,Germany,31,M(C),2,2,118,0,0,0,6.54,2017-18,FIFA World Cup
4,Ehsan Hajisafi,Iran,28,"D(L),M(CL)",3,3,215,0,0,0,6.53,2017-18,FIFA World Cup
5,Edson Álvarez,Mexico,21,"D(C),DMC",4,3,267,0,0,0,6.53,2017-18,FIFA World Cup
6,Aron Gunnarsson,Iceland,29,M(C),3,3,253,0,0,0,6.53,2017-18,FIFA World Cup
7,Francis Uzoho,Nigeria,20,GK,3,3,270,0,0,0,6.53,2017-18,FIFA World Cup
8,Hárold Cummings,Panama,26,D(C),1,0,45,0,0,0,6.53,2017-18,FIFA World Cup
9,Ilkay Gündogan,Germany,28,M(C),1,0,59,0,0,0,6.53,2017-18,FIFA World Cup
0,Jón Bödvarsson,Iceland,26,"AM(L),FW",1,1,71,0,0,0,6.53,2017-18,FIFA World Cup
1,Naïm Sliti,Tunisia,26,AM(CL),3,2,182,0,0,0,6.53,2017-18,FIFA World Cup
2,Omid Ebrahimi,Iran,31,M(CLR),3,3,260,0,0,0,6.53,2017-18,FIFA World Cup
3,Fabian Delph,England,29,"D(L),M(CL)",4,2,220,0,0,0,6.53,2017-18,FIFA World Cup
4,Gonçalo Guedes,Portugal,22,"AM(CLR),FW",4,3,245,0,1,0,6.53,2017-18,FIFA World Cup
5,Gustav Svensson,Sweden,31,"D(C),DMC",3,1,132,0,0,0,6.53,2017-18,FIFA World Cup
6,Ragnar Sigurdsson,Iceland,32,D(C),3,3,226,0,0,0,6.53,2017-18,FIFA World Cup
7,Steven Nzonzi,France,30,M(C),5,1,141,0,0,1,6.53,2017-18,FIFA World Cup
8,Idrissa Gueye,Senegal,29,M(C),3,3,270,0,0,0,6.52,2017-18,FIFA World Cup
9,Brian Idowu,Nigeria,26,"D(CLR),M(CLR)",3,3,226,0,0,0,6.52,2017-18,FIFA World Cup
0,Ellyes Skhiri,Tunisia,23,DMC,3,3,270,0,0,0,6.52,2017-18,FIFA World Cup
1,Renato Augusto,Brazil,30,"M(CLR),FW",3,0,50,1,0,0,6.52,2017-18,FIFA World Cup
2,Eiji Kawashima,Japan,35,GK,4,4,360,0,0,0,6.52,2017-18,FIFA World Cup
3,Ju Se-Jong,South Korea,28,Substitute,2,1,85,0,1,0,6.52,2017-18,FIFA World Cup
4,Ismaïla Sarr,Senegal,20,"AM(CLR),FW",3,3,270,0,0,0,6.51,2017-18,FIFA World Cup
5,Paolo Hurtado,Peru,28,"AM(C),FW",1,0,27,0,0,0,6.51,2017-18,FIFA World Cup
6,Roberto Firmino,Brazil,27,"M(CLR),FW",4,0,82,1,0,0,6.51,2017-18,FIFA World Cup
7,Moubarak Boussoufa,Morocco,34,M(C),3,3,270,0,0,0,6.51,2017-18,FIFA World Cup
8,Marco Reus,Germany,29,"M(CLR),FW",3,2,211,1,1,0,6.51,2017-18,FIFA World Cup
9,Bryan Oviedo,Costa Rica,28,"D(L),M(L)",2,2,180,0,0,0,6.50,2017-18,FIFA World Cup
0,Hördur Magnússon,Iceland,25,D(CL),3,3,270,0,0,0,6.50,2017-18,FIFA World Cup
1,Josip Pivaric,Croatia,29,D(L),4,1,200,0,0,0,6.50,2017-18,FIFA World Cup
2,Héctor Moreno,Mexico,30,D(CL),3,3,270,0,0,0,6.50,2017-18,FIFA World Cup
3,Mohamed Shafy,Egypt,33,D(CLR),3,3,270,0,0,0,6.49,2017-18,FIFA World Cup
4,Andrej Kramaric,Croatia,27,"AM(CLR),FW",7,3,332,1,0,0,6.49,2017-18,FIFA World Cup
5,Thiago Cionek,Poland,32,D(CR),1,1,90,0,0,0,6.49,2017-18,FIFA World Cup
6,David Guzmán,Costa Rica,28,DMC,3,3,246,0,0,0,6.49,2017-18,FIFA World Cup
7,Mario Gomez,Germany,33,FW,3,0,88,0,1,0,6.49,2017-18,FIFA World Cup
8,Amr Warda,Egypt,25,M(CLR),3,1,147,0,0,0,6.49,2017-18,FIFA World Cup
9,Sverrir Ingason,Iceland,25,D(C),2,1,115,0,0,0,6.49,2017-18,FIFA World Cup
0,Kamil Glik,Poland,30,D(C),2,1,100,0,0,0,6.48,2017-18,FIFA World Cup
1,Phil Jones,England,26,"D(CR),DMC",2,2,180,0,0,0,6.48,2017-18,FIFA World Cup
2,Kelechi Iheanacho,Nigeria,22,"AM(C),FW",3,2,148,0,0,0,6.48,2017-18,FIFA World Cup
3,Francisco Calvo,Costa Rica,26,D(CL),2,1,106,0,0,0,6.48,2017-18,FIFA World Cup
4,Marwan Mohsen,Egypt,29,FW,3,3,209,0,0,0,6.47,2017-18,FIFA World Cup
5,Kamil Grosicki,Poland,30,AM(LR),3,2,213,0,1,0,6.47,2017-18,FIFA World Cup
6,Piotr Zielinski,Poland,24,M(CLR),3,3,259,0,0,0,6.47,2017-18,FIFA World Cup
7,William Kvist,Denmark,33,DMC,1,1,36,0,0,0,6.47,2017-18,FIFA World Cup
8,Josip Drmic,Switzerland,26,"AM(LR),FW",3,1,112,1,0,0,6.46,2017-18,FIFA World Cup
9,Kalidou Koulibaly,Senegal,27,D(C),3,3,270,0,0,0,6.46,2017-18,FIFA World Cup
0,Danijel Subasic,Croatia,34,GK,6,6,630,0,0,0,6.45,2017-18,FIFA World Cup
1,Mathew Ryan,Australia,26,GK,3,3,270,0,0,0,6.45,2017-18,FIFA World Cup
2,Rui Patrício,Portugal,30,GK,4,4,360,0,0,0,6.45,2017-18,FIFA World Cup
3,Ahmed Fathy,Egypt,34,M(CLR),3,3,270,0,0,0,6.45,2017-18,FIFA World Cup
4,Birkir Saevarsson,Iceland,34,D(R),3,3,270,0,0,0,6.45,2017-18,FIFA World Cup
5,Jang Hyun-Soo,South Korea,27,D(C),3,3,270,0,0,0,6.45,2017-18,FIFA World Cup
6,Mohammed Al Burayk,Saudi Arabia,26,D(CLR),3,3,270,0,0,0,6.45,2017-18,FIFA World Cup
7,Robert Lewandowski,Poland,30,FW,3,3,270,0,0,0,6.44,2017-18,FIFA World Cup
8,Sebastian Larsson,Sweden,33,M(CR),4,4,318,0,0,0,6.44,2017-18,FIFA World Cup
9,Abdiel Arroyo,Panama,25,FW,2,0,30,0,0,0,6.44,2017-18,FIFA World Cup
0,Daniel Colindres,Costa Rica,34,Substitute,2,1,98,0,0,0,6.44,2017-18,FIFA World Cup
1,Fernando Muslera,Uruguay,32,GK,5,5,450,0,0,0,6.43,2017-18,FIFA World Cup
2,Park Joo-Ho,South Korea,31,"D(L),DMC",1,1,28,0,0,0,6.43,2017-18,FIFA World Cup
3,Sam Morsy,Egypt,27,M(C),1,0,40,0,0,0,6.43,2017-18,FIFA World Cup
4,Osama Hawsawi,Saudi Arabia,34,D(CLR),3,3,270,0,0,0,6.43,2017-18,FIFA World Cup
5,Antonio Rukavina,Serbia,34,"D(LR),M(R)",2,1,97,0,0,0,6.43,2017-18,FIFA World Cup
6,Jonas Knudsen,Denmark,26,"D(CL),M(L)",1,1,120,0,0,0,6.42,2017-18,FIFA World Cup
7,Luis Ovalle,Panama,30,D(CLR),1,1,90,0,0,0,6.42,2017-18,FIFA World Cup
8,Corentin Tolisso,France,24,"D(R),M(CR)",5,2,195,0,1,0,6.42,2017-18,FIFA World Cup
9,Birkir Bjarnason,Iceland,30,M(CLR),3,3,270,0,0,0,6.42,2017-18,FIFA World Cup
0,Christian Cueva,Peru,27,AM(CLR),3,3,262,0,0,0,6.41,2017-18,FIFA World Cup
1,Moon Seon-Min,South Korea,26,M(R),2,2,146,0,0,0,6.41,2017-18,FIFA World Cup
2,Julian Brandt,Germany,22,"M(CLR),FW",3,0,19,0,0,0,6.41,2017-18,FIFA World Cup
3,Manuel Fernandes,Portugal,32,M(CL),1,0,5,0,0,0,6.40,2017-18,FIFA World Cup
4,Mousa Dembélé,Belgium,31,M(CR),4,2,178,0,0,0,6.40,2017-18,FIFA World Cup
5,Alisson,Brazil,26,GK,5,5,450,0,0,0,6.40,2017-18,FIFA World Cup
6,Jérôme Boateng,Germany,30,D(CR),2,2,172,0,0,0,6.40,2017-18,FIFA World Cup
7,Koo Ja-Cheol,South Korea,29,M(CLR),2,2,128,0,0,0,6.39,2017-18,FIFA World Cup
8,Takashi Usami,Japan,26,AM(LR),2,1,68,0,0,0,6.39,2017-18,FIFA World Cup
9,Mohamed El Shenawy,Egypt,30,GK,2,2,180,0,0,0,6.39,2017-18,FIFA World Cup
0,Tarek Hamed,Egypt,30,DMC,3,3,230,0,0,0,6.38,2017-18,FIFA World Cup
1,Daler Kuzyaev,Russia,25,"D(R),M(CLR)",5,2,304,0,0,0,6.38,2017-18,FIFA World Cup
2,Filip Kostic,Serbia,26,"M(LR),FW",3,2,167,0,0,0,6.38,2017-18,FIFA World Cup
3,Yassine Meriah,Tunisia,25,D(C),3,3,270,0,0,0,6.38,2017-18,FIFA World Cup
4,Josh Risdon,Australia,26,D(CLR),3,3,270,0,0,0,6.37,2017-18,FIFA World Cup
5,Go Yo-Han,South Korea,30,D(CLR),1,0,11,0,0,0,6.37,2017-18,FIFA World Cup
6,Ousmane Dembélé,France,21,"AM(CLR),FW",4,2,166,0,0,0,6.37,2017-18,FIFA World Cup
7,Anice Badri,Tunisia,28,forward,3,2,225,0,0,0,6.36,2017-18,FIFA World Cup
8,Youssouf Sabaly,Senegal,25,"D(LR),M(R)",3,3,254,0,0,0,6.36,2017-18,FIFA World Cup
9,Andrew Nabbout,Australia,26,forward,2,2,139,0,0,0,6.36,2017-18,FIFA World Cup
0,Adem Ljajic,Serbia,27,"AM(CLR),FW",3,2,170,0,0,0,6.35,2017-18,FIFA World Cup
1,Yoel Bárcenas,Panama,25,FW,3,3,222,0,0,0,6.35,2017-18,FIFA World Cup
2,Tyronne Ebuehi,Nigeria,23,D(LR),1,0,45,0,0,0,6.35,2017-18,FIFA World Cup
3,Yoshinori Muto,Japan,26,FW,1,1,82,0,0,0,6.35,2017-18,FIFA World Cup
4,Yotún,Peru,28,"D(L),M(CLR)",3,3,182,0,0,0,6.35,2017-18,FIFA World Cup
5,Alberto Rodríguez,Peru,34,DMC,2,2,136,0,0,0,6.35,2017-18,FIFA World Cup
6,Rafael Márquez,Mexico,39,D(C),3,1,84,0,0,0,6.34,2017-18,FIFA World Cup
7,Eric Dier,England,24,"D(CR),DMC",6,2,249,0,0,0,6.33,2017-18,FIFA World Cup
8,Thomas Vermaelen,Belgium,33,D(CL),3,1,132,0,0,0,6.33,2017-18,FIFA World Cup
9,Yann Sommer,Switzerland,30,GK,4,4,360,0,0,0,6.33,2017-18,FIFA World Cup
0,Bryan Ruiz,Costa Rica,33,"M(CLR),FW",3,3,270,0,0,0,6.33,2017-18,FIFA World Cup
1,Iago Aspas,Spain,31,"AM(CR),FW",3,0,70,1,0,0,6.33,2017-18,FIFA World Cup
2,Manuel da Costa,Morocco,32,D(C),3,2,188,0,0,0,6.32,2017-18,FIFA World Cup
3,Tin Jedvaj,Croatia,23,D(CLR),1,1,90,0,0,0,6.32,2017-18,FIFA World Cup
4,Manuel Neuer,Germany,32,GK,3,3,270,0,0,0,6.32,2017-18,FIFA World Cup
5,Fedor Smolov,Russia,28,"AM(CL),FW",5,1,221,0,0,0,6.32,2017-18,FIFA World Cup
6,Mame Diouf,Senegal,31,"M(LR),FW",2,1,66,0,0,0,6.32,2017-18,FIFA World Cup
7,Karim El Ahmadi,Morocco,33,DMC,3,3,266,0,0,0,6.31,2017-18,FIFA World Cup
8,Majid Hosseini,Iran,22,D(C),3,2,190,0,0,0,6.31,2017-18,FIFA World Cup
9,Fernandinho,Brazil,33,"D(CR),DMC",5,1,156,0,0,0,6.31,2017-18,FIFA World Cup
0,Motaz Hawsawi,Saudi Arabia,26,D(CLR),1,1,90,0,0,0,6.31,2017-18,FIFA World Cup
1,Nicolás Tagliafico,Argentina,26,"D(CL),M(L)",4,4,350,0,0,0,6.31,2017-18,FIFA World Cup
2,Syam Ben Youssef,Tunisia,29,D(C),2,2,131,0,0,0,6.31,2017-18,FIFA World Cup
3,Khadim N'Diaye,Senegal,33,GK,3,3,270,0,0,0,6.30,2017-18,FIFA World Cup
4,Gelson Martins,Portugal,23,M(LR),1,0,31,0,0,0,6.30,2017-18,FIFA World Cup
5,José Izquierdo,Colombia,26,AM(L),1,1,70,0,0,0,6.30,2017-18,FIFA World Cup
6,Mohammed Kanno,Saudi Arabia,24,Substitute,1,0,16,0,0,0,6.30,2017-18,FIFA World Cup
7,Marco Asensio,Spain,22,"AM(CLR),FW",3,1,130,0,0,0,6.30,2017-18,FIFA World Cup
8,Marcus Rashford,England,21,"AM(CLR),FW",6,1,212,0,0,0,6.30,2017-18,FIFA World Cup
9,Timo Werner,Germany,22,"AM(CLR),FW",3,3,266,0,0,0,6.30,2017-18,FIFA World Cup
0,Cheikhou Kouyaté,Senegal,29,"D(CR),DMC",3,1,118,0,0,0,6.29,2017-18,FIFA World Cup
1,Tim Cahill,Australia,39,"M(C),FW",1,0,37,0,0,0,6.29,2017-18,FIFA World Cup
2,William Troost-Ekong,Nigeria,25,D(C),3,3,270,0,0,0,6.29,2017-18,FIFA World Cup
3,Makoto Hasebe,Japan,34,"D(CR),M(CR)",4,3,278,0,0,0,6.28,2017-18,FIFA World Cup
4,Vladimir Granat,Russia,31,D(CL),1,0,76,0,0,0,6.28,2017-18,FIFA World Cup
5,Johan Venegas,Costa Rica,30,AM(CR),2,2,150,0,0,0,6.28,2017-18,FIFA World Cup
6,Fayçal Fajr,Morocco,30,M(CLR),2,0,31,0,1,0,6.28,2017-18,FIFA World Cup
7,Odion Ighalo,Nigeria,29,"AM(C),FW",3,1,123,0,0,0,6.27,2017-18,FIFA World Cup
8,Marvin Plattenhardt,Germany,26,"D(L),M(L)",1,1,79,0,0,0,6.27,2017-18,FIFA World Cup
9,Saîf-Eddine Khaoui,Tunisia,23,AM(CR),1,1,90,0,0,0,6.27,2017-18,FIFA World Cup
0,Sebastian Rudy,Germany,28,"D(R),M(CR)",1,1,31,0,0,0,6.27,2017-18,FIFA World Cup
1,Blas Pérez,Panama,37,FW,2,2,163,0,0,0,6.27,2017-18,FIFA World Cup
2,Cristian Rodríguez,Uruguay,33,AM(CL),5,1,165,0,0,0,6.26,2017-18,FIFA World Cup
3,Nabil Fekir,France,25,"AM(CLR),FW",6,0,69,0,0,0,6.25,2017-18,FIFA World Cup
4,Emil Krafth,Sweden,24,D(CR),2,1,93,0,0,0,6.24,2017-18,FIFA World Cup
5,Martin Braithwaite,Denmark,27,"AM(CLR),FW",4,2,250,0,0,0,6.24,2017-18,FIFA World Cup
6,Ferjani Sassi,Tunisia,26,DMC,3,3,195,1,0,0,6.24,2017-18,FIFA World Cup
7,Danny Rose,England,28,"D(L),M(L)",5,2,205,0,0,0,6.24,2017-18,FIFA World Cup
8,Shinji Okazaki,Japan,32,"AM(CLR),FW",3,1,68,0,0,0,6.24,2017-18,FIFA World Cup
9,Emil Hallfredsson,Iceland,34,AM(C),2,2,180,0,0,0,6.24,2017-18,FIFA World Cup
0,Abel Aguilar,Colombia,34,M(C),1,1,32,0,0,0,6.23,2017-18,FIFA World Cup
1,Ayoub El Kaabi,Morocco,25,"AM(LR),FW",2,1,98,0,0,0,6.23,2017-18,FIFA World Cup
2,Lucas Biglia,Argentina,32,DMC,1,1,54,0,0,0,6.23,2017-18,FIFA World Cup
3,Lucas Vázquez,Spain,27,"D(R),M(R)",2,1,84,0,0,0,6.23,2017-18,FIFA World Cup
4,Rúrik Gíslason,Iceland,30,"M(CLR),FW",2,1,117,0,0,0,6.23,2017-18,FIFA World Cup
5,Adrien Silva,Portugal,29,M(C),3,2,156,0,1,0,6.23,2017-18,FIFA World Cup
6,Jefferson Lerma,Colombia,24,"D(R),DMC",4,2,176,0,0,0,6.22,2017-18,FIFA World Cup
7,Jonathan dos Santos,Mexico,28,M(CR),1,0,35,0,0,0,6.22,2017-18,FIFA World Cup
8,Lukasz Teodorczyk,Poland,27,FW,2,0,29,0,0,0,6.22,2017-18,FIFA World Cup
9,Marcos Acuña,Argentina,27,"D(CL),M(CL)",1,1,90,0,0,0,6.22,2017-18,FIFA World Cup
0,Rodrigo,Spain,27,"M(CLR),FW",3,0,24,0,0,0,6.22,2017-18,FIFA World Cup
1,Dawid Kownacki,Poland,21,"AM(CLR),FW",2,1,74,0,0,0,6.22,2017-18,FIFA World Cup
2,Denis Zakaria,Switzerland,22,"D(C),DMC",2,0,50,0,1,0,6.21,2017-18,FIFA World Cup
3,Marco Ureña,Costa Rica,28,FW,2,2,121,0,0,0,6.21,2017-18,FIFA World Cup
4,Jackson Irvine,Australia,25,M(CL),3,0,44,0,0,0,6.20,2017-18,FIFA World Cup
5,Abdullahi Shehu,Nigeria,25,"D(R),M(C)",1,1,90,0,0,0,6.19,2017-18,FIFA World Cup
6,Ahmed Khalil,Tunisia,24,D(CLR),1,0,13,0,0,0,6.19,2017-18,FIFA World Cup
7,Aleksandr Erokhin,Russia,29,"M(CLR),FW",2,0,90,0,0,0,6.18,2017-18,FIFA World Cup
8,Benjamin Mendy,France,24,"D(L),DMC,M(L)",1,0,40,0,0,0,6.18,2017-18,FIFA World Cup
9,Filip Bradaric,Croatia,27,DMC,1,0,25,0,0,0,6.18,2017-18,FIFA World Cup
0,Robbie Kruse,Australia,30,"AM(CLR),FW",3,3,210,0,0,0,6.18,2017-18,FIFA World Cup
1,Daniel Arzani,Australia,20,M(CLR),3,0,60,0,0,0,6.18,2017-18,FIFA World Cup
2,Cheikh N'Doye,Senegal,32,M(C),2,0,37,0,0,0,6.18,2017-18,FIFA World Cup
3,Jamie Vardy,England,32,"AM(L),FW",4,1,158,0,0,0,6.17,2017-18,FIFA World Cup
4,José Luis Rodríguez,Panama,20,AM(R),3,3,243,0,0,0,6.17,2017-18,FIFA World Cup
5,Gonzalo Higuaín,Argentina,31,FW,3,1,132,0,0,0,6.16,2017-18,FIFA World Cup
6,Jesús Corona,Mexico,26,"D(R),M(CLR),FW",2,0,35,0,0,0,6.16,2017-18,FIFA World Cup
7,Aleksey Miranchuk,Russia,23,"M(CR),FW",1,1,60,0,0,0,6.15,2017-18,FIFA World Cup
8,Hattan Bahbri,Saudi Arabia,26,midfielder,3,2,156,0,0,0,6.15,2017-18,FIFA World Cup
9,Johnny Acosta,Costa Rica,35,D(CLR),3,3,270,0,0,0,6.15,2017-18,FIFA World Cup
0,Haris Seferovic,Switzerland,26,"AM(LR),FW",3,2,143,0,0,0,6.15,2017-18,FIFA World Cup
1,Lukasz Piszczek,Poland,33,"D(CR),M(R)",2,2,173,0,0,0,6.15,2017-18,FIFA World Cup
2,Danny Welbeck,England,28,"AM(CLR),FW",1,0,11,0,0,0,6.14,2017-18,FIFA World Cup
3,Gabriel Gómez,Panama,34,M(CLR),3,3,249,0,0,0,6.14,2017-18,FIFA World Cup
4,Nemanja Radonjic,Serbia,22,M(CLR),2,0,17,0,0,0,6.14,2017-18,FIFA World Cup
5,Ali Gabr,Egypt,30,D(CLR),3,3,270,0,0,0,6.13,2017-18,FIFA World Cup
6,Andrija Zivkovic,Serbia,22,M(CLR),1,0,16,0,0,0,6.13,2017-18,FIFA World Cup
7,Fedor Kudryashov,Russia,31,"D(CL),M(L)",4,3,335,0,0,0,6.13,2017-18,FIFA World Cup
8,Enzo Pérez,Argentina,32,M(CR),3,3,195,0,0,0,6.13,2017-18,FIFA World Cup
9,Federico Fazio,Argentina,31,D(C),1,0,45,0,0,0,6.12,2017-18,FIFA World Cup
0,Jonathan Urretaviscaya,Uruguay,28,DMC,1,0,17,0,0,0,6.12,2017-18,FIFA World Cup
1,Marko Pjaca,Croatia,23,"AM(CL),FW",3,1,82,0,0,0,6.12,2017-18,FIFA World Cup
2,Muhannad Abu Radiyah,Saudi Arabia,32,forward,2,0,30,0,0,0,6.12,2017-18,FIFA World Cup
3,Ali Al Bulayhi,Saudi Arabia,29,D(CLR),1,1,90,0,0,0,6.10,2017-18,FIFA World Cup
4,Marco Fabián,Mexico,29,"AM(CR),FW",1,0,25,0,0,0,6.10,2017-18,FIFA World Cup
5,Munir Mohamedi,Morocco,29,GK,3,3,270,0,0,0,6.10,2017-18,FIFA World Cup
6,Isaac Kiese Thelin,Sweden,26,FW,4,0,37,0,0,0,6.10,2017-18,FIFA World Cup
7,Martin Olsson,Sweden,30,"D(L),M(L)",2,0,33,0,0,0,6.10,2017-18,FIFA World Cup
8,Aziz Behich,Australia,28,"D(LR),M(L)",3,3,270,0,0,0,6.09,2017-18,FIFA World Cup
9,Mohamed Elneny,Egypt,26,DMC,3,3,244,0,0,0,6.09,2017-18,FIFA World Cup
0,Oscar Hiljemark,Sweden,26,M(C),2,0,29,0,0,0,6.09,2017-18,FIFA World Cup
1,Wilder Cartagena,Peru,24,DMC,1,0,11,0,0,0,6.09,2017-18,FIFA World Cup
2,Mehdi Carcela-González,Morocco,29,"AM(CLR),FW",1,0,16,0,0,0,6.08,2017-18,FIFA World Cup
3,Mohamed Ben Amor,Tunisia,26,M(CLR),1,0,16,0,0,0,6.08,2017-18,FIFA World Cup
4,Alex Iwobi,Nigeria,22,M(CLR),3,1,64,0,0,0,6.08,2017-18,FIFA World Cup
5,Saman Ghoddos,Iran,25,"M(CLR),FW",3,0,29,0,0,0,6.07,2017-18,FIFA World Cup
6,Cristhian Stuani,Uruguay,32,"AM(CLR),FW",2,1,75,0,0,0,6.07,2017-18,FIFA World Cup
7,Lee Seung-Woo,South Korea,21,AM(L),2,0,44,0,0,0,6.06,2017-18,FIFA World Cup
8,André Silva,Portugal,23,FW,3,1,116,0,0,0,6.06,2017-18,FIFA World Cup
9,Cristian Pavón,Argentina,22,"AM(LR),FW",4,1,154,0,0,0,6.06,2017-18,FIFA World Cup
0,Gabriel Torres,Panama,30,"AM(LR),FW",2,1,73,0,0,0,6.06,2017-18,FIFA World Cup
1,Jaime Penedo,Panama,37,GK,3,3,270,0,0,0,6.05,2017-18,FIFA World Cup
2,Maximiliano Gómez,Uruguay,22,FW,2,0,32,0,0,0,6.05,2017-18,FIFA World Cup
3,Ari Freyr Skúlason,Iceland,31,"D(L),M(L)",2,0,17,0,0,0,6.05,2017-18,FIFA World Cup
4,Bassem Srarfi,Tunisia,21,"D(L),M(LR)",1,0,1,0,0,0,6.04,2017-18,FIFA World Cup
5,Bruno Fernandes,Portugal,24,M(CLR),2,1,88,0,0,0,6.04,2017-18,FIFA World Cup
6,Moussa Konaté,Senegal,25,"AM(R),FW",2,0,26,0,0,0,6.04,2017-18,FIFA World Cup
7,Björn Sigurdarson,Iceland,27,"AM(C),FW",3,0,39,0,0,0,6.03,2017-18,FIFA World Cup
8,Michael Krohn-Dehli,Denmark,35,M(CLR),1,0,22,0,0,0,6.03,2017-18,FIFA World Cup
9,Christian Bolaños,Costa Rica,34,M(CLR),2,0,67,0,0,0,6.03,2017-18,FIFA World Cup
0,Raúl Ruidíaz,Peru,28,FW,2,0,13,0,0,0,6.03,2017-18,FIFA World Cup
1,Carlos Bacca,Colombia,32,FW,3,0,91,0,0,0,6.02,2017-18,FIFA World Cup
2,Ramadan Sobhi,Egypt,21,AM(CL),3,0,56,0,0,0,6.02,2017-18,FIFA World Cup
3,John Guidetti,Sweden,26,FW,2,0,37,0,0,0,6.02,2017-18,FIFA World Cup
4,Raúl Jiménez,Mexico,27,FW,2,0,55,0,0,0,6.02,2017-18,FIFA World Cup
5,Jimmy Durmaz,Sweden,29,M(CLR),1,0,16,0,0,0,6.01,2017-18,FIFA World Cup
6,Kim Min-Woo,South Korea,28,Substitute,2,1,146,0,0,0,6.01,2017-18,FIFA World Cup
7,Kim Shin-Wook,South Korea,30,FW,1,1,66,0,0,0,6.01,2017-18,FIFA World Cup
8,Hotaru Yamaguchi,Japan,28,DMC,3,1,109,0,0,0,6.01,2017-18,FIFA World Cup
9,Simy,Nigeria,26,FW,2,0,3,0,0,0,6.01,2017-18,FIFA World Cup
0,Aleksandar Prijovic,Serbia,28,FW,1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
1,Arnór Traustason,Iceland,25,"AM(CLR),FW",1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
2,Cristián Zapata,Colombia,32,D(C),1,0,5,0,0,0,6.00,2017-18,FIFA World Cup
3,Ian Smith,Costa Rica,20,D(CLR),1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
4,Luka Jovic,Serbia,21,FW,1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
5,Lukas Lerager,Denmark,25,M(CR),1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
6,Marquinhos,Brazil,24,"D(CR),DMC",1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
7,Randall Azofeifa,Costa Rica,34,M(CLR),1,0,1,0,0,0,6.00,2017-18,FIFA World Cup
8,Gotoku Sakai,Japan,27,"D(LR),DMC,M(R)",1,1,90,0,0,0,5.99,2017-18,FIFA World Cup
9,Armando Cooper,Panama,31,M(C),2,2,180,0,0,0,5.99,2017-18,FIFA World Cup
0,Fidel Escobar,Panama,24,D(C),3,3,270,0,0,0,5.98,2017-18,FIFA World Cup
1,Miguel Borja,Colombia,25,FW,1,0,1,0,0,0,5.98,2017-18,FIFA World Cup
2,Rodney Wallace,Costa Rica,30,"D(L),M(L)",1,0,9,0,0,0,5.98,2017-18,FIFA World Cup
3,Viktor Fischer,Denmark,24,"AM(CLR),FW",1,0,31,0,0,0,5.98,2017-18,FIFA World Cup
4,Slawomir Peszko,Poland,33,M(R),1,0,10,0,0,0,5.96,2017-18,FIFA World Cup
5,Tomi Juric,Australia,27,FW,3,1,95,0,0,0,5.96,2017-18,FIFA World Cup
6,Giovani dos Santos,Mexico,29,"AM(CLR),FW",1,0,13,0,0,0,5.95,2017-18,FIFA World Cup
7,Milos Veljkovic,Serbia,23,"D(C),DMC",1,1,90,0,0,0,5.95,2017-18,FIFA World Cup
8,Kahraba,Egypt,24,M(CLR),3,0,44,0,0,0,5.95,2017-18,FIFA World Cup
9,Diafra Sakho,Senegal,29,FW,1,0,4,0,0,0,5.94,2017-18,FIFA World Cup
0,Oribe Peralta,Mexico,35,FW,1,0,1,0,0,0,5.94,2017-18,FIFA World Cup
1,Ricardo Pereira,Portugal,25,"D(LR),M(R)",1,1,90,0,0,0,5.94,2017-18,FIFA World Cup
2,Román Torres,Panama,32,D(C),3,3,236,0,0,0,5.94,2017-18,FIFA World Cup
3,Sofyan Amrabat,Morocco,22,DMC,1,0,14,0,0,0,5.93,2017-18,FIFA World Cup
4,Omar Hawsawi,Saudi Arabia,33,D(CLR),1,1,90,0,0,0,5.92,2017-18,FIFA World Cup
5,Kasper Dolberg,Denmark,21,FW,1,0,16,0,0,0,5.91,2017-18,FIFA World Cup
6,Mohammed Al-Sahlawi,Saudi Arabia,32,FW,2,1,97,0,0,0,5.91,2017-18,FIFA World Cup
7,Jakub Blaszczykowski,Poland,33,"D(R),M(CR)",1,1,46,0,0,0,5.90,2017-18,FIFA World Cup
8,Yasser Al Mosailem,Saudi Arabia,34,GK,1,1,90,0,0,0,5.89,2017-18,FIFA World Cup
