,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
0,Bas Dost,2016-17,28,FW,Sporting,31,30,2710,34,4,11,7.73,POR Primeira Liga
1,João Mário,2016-17,24,M(CLR),Sporting,1,1,90,0,1,0,7.71,POR Primeira Liga
2,Mika,2016-17,26,GK,Boavista,3,3,270,0,0,1,7.70,POR Primeira Liga
3,Bruno Wilson,2016-17,21,D(C),Braga,1,1,90,0,0,0,7.65,POR Primeira Liga
4,Alejandro Grimaldo,2016-17,22,"D(L),M(L)",Benfica,14,14,1253,2,3,1,7.59,POR Primeira Liga
5,Pizzi,2016-17,28,M(CLR),Benfica,33,33,2848,10,8,7,7.57,POR Primeira Liga
6,Jonas,2016-17,33,"AM(CLR),FW",Benfica,19,15,1333,13,4,5,7.54,POR Primeira Liga
7,Yacine Brahimi,2016-17,27,M(CLR),Porto,22,16,1416,6,3,3,7.49,POR Primeira Liga
8,Danilo Pereira,2016-17,26,"D(C),DMC",Porto,28,27,2423,4,1,3,7.49,POR Primeira Liga
9,Tiquinho Soares,2016-17,26,FW,Porto,15,15,1256,12,0,2,7.47,POR Primeira Liga
0,Alex Telles,2016-17,25,"D(L),M(L)",Porto,32,32,2855,1,8,2,7.45,POR Primeira Liga
1,Wilson Eduardo,2016-17,27,"AM(LR),FW",Braga,18,15,1315,6,8,4,7.39,POR Primeira Liga
2,Nélson Semedo,2016-17,24,"D(LR),M(R)",Benfica,31,31,2781,1,6,1,7.37,POR Primeira Liga
3,Lisandro López,2016-17,28,D(C),Benfica,8,6,677,3,1,2,7.36,POR Primeira Liga
4,Felipe,2016-17,28,D(C),Porto,32,32,2880,2,1,0,7.36,POR Primeira Liga
5,Bruno Teles,2016-17,31,D(L),Rio Ave,1,0,69,0,0,0,7.35,POR Primeira Liga
6,Thiago Carleto,2016-17,28,"D(L),M(L)",Arouca,2,2,180,0,0,0,7.35,POR Primeira Liga
7,Gelson Martins,2016-17,22,M(LR),Sporting,32,32,2771,6,9,1,7.31,POR Primeira Liga
8,Moussa Marega,2016-17,26,"AM(LR),FW",Vitoria de Guimaraes,25,23,2034,13,6,7,7.29,POR Primeira Liga
9,Rodrigo Battaglia,2016-17,26,M(C),Chaves,14,14,1260,3,0,2,7.28,POR Primeira Liga
0,Raúl Silva,2016-17,28,D(C),Maritimo,29,29,2595,7,0,4,7.28,POR Primeira Liga
1,Iván Marcano,2016-17,30,D(CL),Porto,32,32,2880,4,1,2,7.24,POR Primeira Liga
2,João Palhinha,2016-17,22,DMC,B-SAD,13,13,1170,1,0,1,7.24,POR Primeira Liga
3,Aílton,2016-17,22,D(L),Estoril,18,14,1330,0,1,4,7.24,POR Primeira Liga
4,Sebastián Coates,2016-17,27,D(C),Sporting,33,33,2970,3,1,0,7.23,POR Primeira Liga
5,Eduardo Salvio,2016-17,27,M(CR),Benfica,29,26,2010,4,6,2,7.22,POR Primeira Liga
6,André Silva,2016-17,22,FW,Porto,32,28,2456,16,5,3,7.22,POR Primeira Liga
7,Ljubomir Fejsa,2016-17,29,DMC,Benfica,25,25,2157,0,0,0,7.19,POR Primeira Liga
8,Beto,2016-17,35,GK,Sporting,3,3,270,0,0,1,7.18,POR Primeira Liga
9,Douglas,2016-17,30,D(C),Sporting,2,1,135,0,0,0,7.18,POR Primeira Liga
0,Víctor García,2016-17,23,D(R),Nacional,22,22,1906,0,3,3,7.17,POR Primeira Liga
1,Nuno Sequeira,2016-17,27,"D(CL),M(L)",Nacional,29,29,2549,0,0,3,7.16,POR Primeira Liga
2,Miguel Layún,2016-17,29,"D(LR),M(CLR)",Porto,16,12,1079,1,3,1,7.14,POR Primeira Liga
3,Branimir Kalaica,2016-17,19,D(CLR),Benfica,1,1,90,1,0,0,7.13,POR Primeira Liga
4,Willy Boly,2016-17,26,D(C),Braga,3,3,270,0,0,0,7.13,POR Primeira Liga
5,Pedro Santos,2016-17,29,"D(L),M(CLR)",Braga,27,25,2026,6,7,3,7.11,POR Primeira Liga
6,Adrien Silva,2016-17,28,M(C),Sporting,27,26,2160,4,2,2,7.11,POR Primeira Liga
7,Radosav Petrovic,2016-17,28,M(C),Rio Ave,13,13,1170,0,0,0,7.11,POR Primeira Liga
8,Rui Fonte,2016-17,27,"M(R),FW",Braga,26,24,2211,11,1,3,7.10,POR Primeira Liga
9,Gil Dias,2016-17,21,"D(L),M(LR)",Rio Ave,34,30,2578,6,4,5,7.10,POR Primeira Liga
0,Maurides,2016-17,23,FW,B-SAD,12,10,930,6,2,2,7.10,POR Primeira Liga
1,Jorginho,2016-17,22,AM(R),Arouca,10,9,797,5,2,2,7.09,POR Primeira Liga
2,Baiano,2016-17,30,D(R),Braga,26,25,2267,1,0,0,7.09,POR Primeira Liga
3,Luisão,2016-17,36,D(C),Benfica,28,28,2339,0,0,1,7.09,POR Primeira Liga
4,Konstantinos Mitroglou,2016-17,29,FW,Benfica,28,26,2243,16,1,3,7.09,POR Primeira Liga
5,André Pinto,2016-17,28,D(C),Braga,10,10,882,2,0,0,7.08,POR Primeira Liga
6,Maurício Antônio,2016-17,25,D(C),Maritimo,28,28,2497,3,1,2,7.08,POR Primeira Liga
7,Djavan,2016-17,30,D(L),Braga,16,13,1183,0,0,1,7.08,POR Primeira Liga
8,Rafa Soares,2016-17,22,D(L),Rio Ave,32,32,2880,3,4,3,7.08,POR Primeira Liga
9,Anderson Esiti,2016-17,23,DMC,Estoril,2,2,180,0,0,0,7.08,POR Primeira Liga
0,Nuno Pinto,2016-17,31,D(L),Vitoria de Setubal,31,31,2722,0,4,3,7.07,POR Primeira Liga
1,João Jaquité,2016-17,21,DMC,Tondela,1,1,90,0,0,0,7.07,POR Primeira Liga
2,William Carvalho,2016-17,25,DMC,Sporting,32,31,2810,2,3,2,7.07,POR Primeira Liga
3,Gonçalo Guedes,2016-17,21,"AM(CLR),FW",Benfica,16,14,1195,2,2,1,7.07,POR Primeira Liga
4,Ezequiel Schelotto,2016-17,28,"D(R),M(LR)",Sporting,23,22,1945,0,5,0,7.07,POR Primeira Liga
5,Renan Bressan,2016-17,29,M(C),Chaves,15,14,1210,4,0,0,7.06,POR Primeira Liga
6,Maxi Pereira,2016-17,33,D(R),Porto,24,23,2058,2,2,0,7.06,POR Primeira Liga
7,Rodrigo Battaglia,2016-17,26,M(C),Braga,16,16,1440,1,0,0,7.06,POR Primeira Liga
8,Eliseu,2016-17,34,"D(L),M(L)",Benfica,12,12,997,0,2,1,7.05,POR Primeira Liga
9,Willy Boly,2016-17,26,D(C),Porto,4,4,360,0,0,0,7.05,POR Primeira Liga
0,Dyego Sousa,2016-17,28,FW,Maritimo,15,13,1205,5,1,3,7.05,POR Primeira Liga
1,Erdem Sen,2016-17,29,DMC,Maritimo,27,27,2403,2,0,4,7.05,POR Primeira Liga
2,Jesús Corona,2016-17,25,"D(R),M(CLR),FW",Porto,29,20,1652,3,5,1,7.04,POR Primeira Liga
3,Iuri Medeiros,2016-17,23,"AM(CR),FW",Boavista,27,26,2295,7,8,3,7.04,POR Primeira Liga
4,Ghislain Konan,2016-17,22,"D(L),M(L)",Vitoria de Guimaraes,20,20,1800,0,0,1,7.04,POR Primeira Liga
5,Victor Lindelöf,2016-17,23,D(CR),Benfica,32,32,2880,1,0,0,7.03,POR Primeira Liga
6,Nuno Henrique,2016-17,31,D(C),Boavista,12,10,904,2,0,0,7.02,POR Primeira Liga
7,Tiquinho Soares,2016-17,26,FW,Vitoria de Guimaraes,16,16,1440,7,1,2,7.02,POR Primeira Liga
8,João Talocha,2016-17,28,"D(L),M(L)",Boavista,32,32,2833,0,1,2,7.02,POR Primeira Liga
9,Óliver Torres,2016-17,23,M(CLR),Porto,29,24,1995,3,3,1,7.01,POR Primeira Liga
0,Lucas,2016-17,27,D(C),Boavista,31,31,2790,3,0,2,7.01,POR Primeira Liga
1,Mikel Agu,2016-17,24,DMC,Vitoria de Setubal,27,25,2194,0,0,1,7.00,POR Primeira Liga
2,Cauê,2016-17,28,DMC,Moreirense,33,32,2903,2,1,2,7.00,POR Primeira Liga
3,Fábio Pacheco,2016-17,29,"D(C),DMC",Vitoria de Setubal,17,15,1347,1,0,1,7.00,POR Primeira Liga
4,Marvin Zeegelaar,2016-17,27,"D(CL),M(L)",Sporting,20,18,1519,0,2,1,7.00,POR Primeira Liga
5,Vaná,2016-17,26,GK,Feirense,25,25,2250,0,0,6,7.00,POR Primeira Liga
6,Hernâni,2016-17,26,AM(LR),Vitoria de Guimaraes,27,21,1789,8,5,2,6.99,POR Primeira Liga
7,Diogo Jota,2016-17,21,"AM(CLR),FW",Porto,27,15,1455,8,5,1,6.98,POR Primeira Liga
8,Marcelo,2016-17,28,D(C),Rio Ave,31,31,2726,1,1,1,6.97,POR Primeira Liga
9,Patrick,2016-17,26,D(R),Maritimo,30,29,2555,1,6,1,6.97,POR Primeira Liga
0,João Pereira,2016-17,33,D(R),Sporting,9,8,761,0,1,0,6.97,POR Primeira Liga
1,Héctor Herrera,2016-17,27,M(C),Porto,23,14,1282,2,3,2,6.97,POR Primeira Liga
2,Filipe Augusto,2016-17,24,DMC,Rio Ave,8,6,567,2,1,1,6.96,POR Primeira Liga
3,Daniel Podence,2016-17,22,"AM(CLR),FW",Moreirense,14,14,1114,4,2,2,6.96,POR Primeira Liga
4,Ricardo,2016-17,37,D(C),Pacos de Ferreira,14,14,1260,0,0,0,6.96,POR Primeira Liga
5,Rui Vieira,2016-17,26,GK,Rio Ave,2,1,167,0,0,0,6.96,POR Primeira Liga
6,Marafona,2016-17,30,GK,Braga,29,29,2554,0,0,3,6.95,POR Primeira Liga
7,Idris,2016-17,33,DMC,Boavista,28,28,2449,3,0,1,6.95,POR Primeira Liga
8,Diego Ivo,2016-17,28,D(C),Moreirense,10,10,841,0,0,1,6.95,POR Primeira Liga
9,Marco Baixinho,2016-17,28,"D(C),DMC",Pacos de Ferreira,23,23,2040,1,1,3,6.95,POR Primeira Liga
0,Gegé,2016-17,29,D(C),Pacos de Ferreira,14,14,1260,0,0,0,6.94,POR Primeira Liga
1,Mattheus Oliveira,2016-17,23,M(CL),Estoril,26,25,2098,2,2,1,6.94,POR Primeira Liga
2,Otávio,2016-17,22,"AM(CLR),FW",Porto,23,16,1292,1,6,1,6.94,POR Primeira Liga
3,Felipe,2016-17,30,D(C),Chaves,6,6,508,0,0,0,6.94,POR Primeira Liga
4,Frederico Venâncio,2016-17,24,D(C),Vitoria de Setubal,26,26,2235,3,1,4,6.93,POR Primeira Liga
5,Roderick Miranda,2016-17,26,D(C),Rio Ave,33,33,2970,3,2,2,6.93,POR Primeira Liga
6,Welthon,2016-17,25,FW,Pacos de Ferreira,28,28,2452,11,5,4,6.93,POR Primeira Liga
7,Vagner,2016-17,31,GK,Boavista,14,14,1260,0,0,1,6.92,POR Primeira Liga
8,Andrija Zivkovic,2016-17,21,M(CLR),Benfica,15,10,928,0,3,2,6.92,POR Primeira Liga
9,André Pereira,2016-17,28,D(C),Moreirense,19,19,1710,1,0,0,6.92,POR Primeira Liga
0,Pedro Tiba,2016-17,29,DMC,Chaves,14,13,1193,2,3,0,6.92,POR Primeira Liga
1,Eduardo Gottardi,2016-17,32,GK,Maritimo,16,16,1440,0,0,0,6.92,POR Primeira Liga
2,Bryan Ruiz,2016-17,32,"M(CLR),FW",Sporting,32,23,2089,2,5,1,6.91,POR Primeira Liga
3,Fede Cartabia,2016-17,24,AM(CLR),Braga,11,7,613,3,2,0,6.91,POR Primeira Liga
4,Filipe Ferreira,2016-17,27,"D(CL),M(L)",Pacos de Ferreira,23,23,2052,0,1,1,6.91,POR Primeira Liga
5,Filip Krovinovic,2016-17,22,M(CL),Rio Ave,26,18,1656,5,3,3,6.91,POR Primeira Liga
6,Rúben Semedo,2016-17,23,D(C),Sporting,24,24,2091,0,0,1,6.91,POR Primeira Liga
7,André André,2016-17,28,M(C),Porto,25,19,1766,1,2,1,6.90,POR Primeira Liga
8,João Afonso,2016-17,27,D(C),Estoril,27,27,2430,0,1,0,6.90,POR Primeira Liga
9,Alan Ruiz,2016-17,24,"AM(CR),FW",Sporting,23,19,1434,6,3,0,6.90,POR Primeira Liga
0,Koka,2016-17,24,FW,Braga,14,10,965,2,2,0,6.90,POR Primeira Liga
1,Luis Martins,2016-17,25,"D(L),M(L)",Maritimo,13,13,1111,0,0,0,6.90,POR Primeira Liga
2,Lionn,2016-17,28,D(R),Rio Ave,15,13,962,0,1,0,6.89,POR Primeira Liga
3,André Almeida,2016-17,27,"D(CLR),DMC",Benfica,15,11,948,1,0,0,6.89,POR Primeira Liga
4,Pierre Sagna,2016-17,27,"D(R),M(R)",Moreirense,30,29,2594,0,1,1,6.89,POR Primeira Liga
5,Marcelo Goiano,2016-17,30,D(LR),Braga,26,22,2000,0,2,2,6.89,POR Primeira Liga
6,Rafael Miranda,2016-17,33,DMC,Vitoria de Guimaraes,19,17,1546,2,1,0,6.89,POR Primeira Liga
7,Carlinhos,2016-17,23,M(CR),Estoril,11,10,801,3,2,0,6.88,POR Primeira Liga
8,Paulinho,2016-17,26,"D(R),M(R)",Chaves,14,14,1260,0,2,0,6.88,POR Primeira Liga
9,Fransérgio,2016-17,27,"M(C),FW",Maritimo,30,30,2695,4,4,3,6.88,POR Primeira Liga
0,Jubal,2016-17,24,D(C),Arouca,32,32,2870,0,1,0,6.88,POR Primeira Liga
1,Rafael Assis,2016-17,27,DMC,Braga,7,7,630,0,0,0,6.87,POR Primeira Liga
2,Allano,2016-17,22,AM(LR),Estoril,10,9,700,1,3,0,6.87,POR Primeira Liga
3,Bongani Zungu,2016-17,25,DMC,Vitoria de Guimaraes,16,15,1314,0,0,0,6.86,POR Primeira Liga
4,Fernando Alexandre,2016-17,32,M(C),Moreirense,6,6,540,0,1,1,6.86,POR Primeira Liga
5,Diogo Amado,2016-17,27,DMC,Estoril,29,28,2554,1,0,0,6.86,POR Primeira Liga
6,Philipe Sampaio,2016-17,23,D(C),Boavista,25,23,2081,1,0,1,6.86,POR Primeira Liga
7,Douglas,2016-17,34,GK,Vitoria de Guimaraes,30,30,2700,0,0,2,6.86,POR Primeira Liga
8,Franco Cervi,2016-17,23,AM(CL),Benfica,26,16,1411,2,2,0,6.85,POR Primeira Liga
9,Ederson,2016-17,24,GK,Benfica,27,27,2381,0,1,0,6.85,POR Primeira Liga
0,Matheus Pereira,2016-17,21,AM(CLR),Sporting,7,5,339,1,2,0,6.85,POR Primeira Liga
1,Joel Pereira,2016-17,21,GK,B-SAD,8,8,720,0,0,1,6.84,POR Primeira Liga
2,André Claro,2016-17,26,"AM(CL),FW",Estoril,9,5,527,2,3,0,6.84,POR Primeira Liga
3,Miguel Vieira,2016-17,27,D(C),Pacos de Ferreira,14,13,1154,1,0,0,6.84,POR Primeira Liga
4,Ricardo Horta,2016-17,23,"AM(CLR),FW",Braga,32,22,1994,6,4,2,6.84,POR Primeira Liga
5,Mano,2016-17,30,D(LR),Estoril,20,18,1576,0,0,1,6.83,POR Primeira Liga
6,Nuno Coelho,2016-17,30,"D(C),DMC",Arouca,28,27,2330,1,0,1,6.83,POR Primeira Liga
7,Nélson Lenho,2016-17,33,D(L),Chaves,34,34,3060,0,5,0,6.83,POR Primeira Liga
8,Dirceu,2016-17,30,D(CLR),Maritimo,2,2,180,0,0,0,6.83,POR Primeira Liga
9,Islam Slimani,2016-17,29,FW,Sporting,2,2,180,1,0,0,6.83,POR Primeira Liga
0,Bruno César,2016-17,29,"D(L),M(CLR)",Sporting,31,22,1995,3,4,1,6.83,POR Primeira Liga
1,Charles,2016-17,23,GK,Maritimo,18,18,1620,0,0,2,6.82,POR Primeira Liga
2,Alhassan Wakaso,2016-17,26,DMC,Rio Ave,14,13,1136,1,1,1,6.82,POR Primeira Liga
3,Bruno Santos,2016-17,24,D(R),Pacos de Ferreira,29,28,2474,0,1,0,6.82,POR Primeira Liga
4,Xeka,2016-17,23,M(C),Braga,11,11,886,0,1,0,6.82,POR Primeira Liga
5,Ângelo Neto,2016-17,26,M(C),Moreirense,23,22,1750,0,2,0,6.82,POR Primeira Liga
6,Matheus,2016-17,25,GK,Braga,6,5,506,0,0,0,6.82,POR Primeira Liga
7,Pedro Henrique,2016-17,25,D(C),Vitoria de Guimaraes,33,33,2970,0,2,1,6.81,POR Primeira Liga
8,João Pedro,2016-17,24,M(C),Vitoria de Guimaraes,17,17,1394,1,0,1,6.81,POR Primeira Liga
9,Rui Silva,2016-17,23,GK,Nacional,18,18,1620,0,0,1,6.81,POR Primeira Liga
0,Fábio Martins,2016-17,24,AM(CLR),Chaves,29,27,2081,6,2,1,6.81,POR Primeira Liga
1,Fábio Cardoso,2016-17,23,D(C),Vitoria de Setubal,23,21,1984,0,2,1,6.81,POR Primeira Liga
2,Gonçalo Silva,2016-17,26,D(CR),B-SAD,22,21,1909,2,0,2,6.81,POR Primeira Liga
3,Yordan Osorio,2016-17,23,D(C),Tondela,15,14,1208,3,0,1,6.80,POR Primeira Liga
4,Anderson Luis,2016-17,29,D(R),Arouca,31,31,2742,0,2,0,6.80,POR Primeira Liga
5,Carlos Ponck,2016-17,23,D(C),Chaves,27,25,2267,0,0,0,6.80,POR Primeira Liga
6,Vasco Rocha,2016-17,28,M(CR),Pacos de Ferreira,22,20,1680,1,0,0,6.80,POR Primeira Liga
7,João Aurélio,2016-17,29,"D(R),DMC",Vitoria de Guimaraes,25,16,1637,0,5,0,6.80,POR Primeira Liga
8,Ousmane Dramé,2016-17,25,AM(L),Moreirense,24,21,1550,2,0,2,6.79,POR Primeira Liga
9,Edson,2016-17,26,"D(R),M(LR)",Feirense,11,7,651,1,0,0,6.79,POR Primeira Liga
0,Kléber,2016-17,27,FW,Estoril,26,18,1807,8,3,1,6.79,POR Primeira Liga
1,Dankler,2016-17,25,D(CR),Estoril,28,22,2050,1,0,0,6.79,POR Primeira Liga
2,Vítor Bruno,2016-17,28,"D(L),M(L)",Feirense,30,30,2646,1,3,0,6.79,POR Primeira Liga
3,Jefferson,2016-17,29,D(L),Sporting,10,8,679,0,0,0,6.79,POR Primeira Liga
4,Rafa,2016-17,24,"AM(CLR),FW",Benfica,20,12,1104,2,4,0,6.78,POR Primeira Liga
5,Florent Hanin,2016-17,27,"D(L),M(L)",B-SAD,34,34,3028,0,2,1,6.78,POR Primeira Liga
6,Edgar Ié,2016-17,23,D(CR),B-SAD,12,12,988,0,0,0,6.78,POR Primeira Liga
7,Edu Machado,2016-17,27,D(R),Boavista,24,22,2017,0,0,0,6.78,POR Primeira Liga
8,Lazar Rosic,2016-17,24,D(C),Braga,23,20,1797,2,0,1,6.77,POR Primeira Liga
9,Pedrinho,2016-17,32,D(R),Rio Ave,15,13,1177,0,1,0,6.77,POR Primeira Liga
0,Zainadine Júnior,2016-17,29,D(C),Maritimo,15,11,1043,1,0,0,6.77,POR Primeira Liga
1,Vasco Fernandes,2016-17,31,D(CLR),Vitoria de Setubal,31,30,2632,2,0,1,6.77,POR Primeira Liga
2,António Filipe,2016-17,32,GK,Chaves,10,10,893,0,0,1,6.76,POR Primeira Liga
3,Paolo Hurtado,2016-17,27,"AM(C),FW",Vitoria de Guimaraes,31,29,2173,6,3,2,6.76,POR Primeira Liga
4,Dinis Almeida,2016-17,22,D(C),B-SAD,6,5,489,1,0,0,6.76,POR Primeira Liga
5,Ricardo Ferreira,2016-17,25,D(C),Braga,12,12,1036,1,0,0,6.76,POR Primeira Liga
6,Afonso Taira,2016-17,25,DMC,Estoril,20,19,1521,0,0,0,6.76,POR Primeira Liga
7,Rúben Neves,2016-17,20,DMC,Porto,13,6,626,1,0,1,6.75,POR Primeira Liga
8,Paulo Oliveira,2016-17,26,D(C),Sporting,13,10,918,0,0,0,6.75,POR Primeira Liga
9,Raphinha,2016-17,21,"AM(LR),FW",Vitoria de Guimaraes,32,18,1707,4,6,0,6.75,POR Primeira Liga
0,Sérgio Oliveira,2016-17,25,DMC,Porto,1,0,20,0,0,0,6.75,POR Primeira Liga
1,Ricardo Nunes,2016-17,35,GK,Chaves,24,24,2160,0,0,2,6.75,POR Primeira Liga
2,Nikola Vukcevic,2016-17,26,DMC,Braga,25,21,1859,0,1,0,6.75,POR Primeira Liga
3,Rafael Assis,2016-17,27,DMC,Chaves,17,17,1530,0,0,0,6.75,POR Primeira Liga
4,Freire,2016-17,28,D(C),Chaves,18,18,1620,0,0,0,6.75,POR Primeira Liga
5,Hassan Yebda,2016-17,33,M(C),B-SAD,18,15,1151,0,0,0,6.74,POR Primeira Liga
6,Fernando Ferreira,2016-17,31,DMC,Tondela,22,17,1335,0,1,1,6.74,POR Primeira Liga
7,Bruno Gaspar,2016-17,24,"D(R),M(R)",Vitoria de Guimaraes,28,26,2269,0,4,1,6.74,POR Primeira Liga
8,Cássio,2016-17,37,GK,Rio Ave,33,33,2890,0,0,0,6.74,POR Primeira Liga
9,André Vilas Boas,2016-17,34,M(CLR),Rio Ave,1,1,90,0,0,0,6.74,POR Primeira Liga
0,Pedro Rebocho,2016-17,22,D(L),Moreirense,29,29,2596,0,4,0,6.74,POR Primeira Liga
1,Emmanuel Boateng,2016-17,21,"AM(LR),FW",Moreirense,26,16,1637,7,4,2,6.73,POR Primeira Liga
2,Mauro,2016-17,27,DMC,Braga,9,9,768,0,0,0,6.73,POR Primeira Liga
3,Sérgio Semedo,2016-17,29,DMC,Feirense,12,11,912,0,0,0,6.73,POR Primeira Liga
4,Bruno Braga,2016-17,34,"AM(C),FW",Chaves,32,31,2588,3,2,2,6.73,POR Primeira Liga
5,Adriano Facchini,2016-17,34,GK,Nacional,15,15,1326,0,0,1,6.73,POR Primeira Liga
6,José Moreira,2016-17,35,GK,Estoril,28,28,2520,0,0,0,6.73,POR Primeira Liga
7,Tarantini,2016-17,34,M(C),Rio Ave,32,30,2499,5,1,0,6.73,POR Primeira Liga
8,Andreas Samaris,2016-17,28,"D(C),DMC",Benfica,19,10,954,0,1,0,6.73,POR Primeira Liga
9,Nélson Monte,2016-17,22,D(CR),Rio Ave,10,9,792,0,0,0,6.73,POR Primeira Liga
0,João Amaral,2016-17,26,"AM(CLR),FW",Vitoria de Setubal,33,28,2281,5,2,1,6.73,POR Primeira Liga
1,Pedro Nuno,2016-17,23,"AM(CLR),FW",Tondela,16,14,1058,2,3,1,6.72,POR Primeira Liga
2,Joel Campbell,2016-17,25,"AM(CLR),FW",Sporting,19,7,765,3,4,2,6.72,POR Primeira Liga
3,Edgar Costa,2016-17,30,"AM(CLR),FW",Maritimo,27,24,2057,1,5,0,6.72,POR Primeira Liga
4,João Diogo,2016-17,29,"D(R),M(R)",B-SAD,31,31,2750,2,1,2,6.72,POR Primeira Liga
5,Raúl Jiménez,2016-17,26,FW,Benfica,19,6,774,7,1,0,6.72,POR Primeira Liga
6,Iker Casillas,2016-17,36,GK,Porto,33,33,2970,0,1,0,6.72,POR Primeira Liga
7,Alhassane Keita,2016-17,25,FW,Maritimo,11,10,900,3,0,0,6.71,POR Primeira Liga
8,Fábio Sturgeon,2016-17,23,AM(CLR),B-SAD,17,14,1260,2,1,1,6.71,POR Primeira Liga
9,Rubén Ribeiro,2016-17,30,M(CL),Rio Ave,31,27,2266,0,2,0,6.71,POR Primeira Liga
0,Filipe Melo,2016-17,28,DMC,Pacos de Ferreira,16,13,1222,0,0,1,6.71,POR Primeira Liga
1,Fábio China,2016-17,25,"D(L),M(L)",Maritimo,12,12,1052,0,0,0,6.70,POR Primeira Liga
2,Hélder Guedes,2016-17,30,FW,Rio Ave,31,23,1930,8,2,2,6.70,POR Primeira Liga
3,André Geraldes,2016-17,26,D(R),Vitoria de Setubal,14,14,1260,0,0,0,6.70,POR Primeira Liga
4,Pedrinho,2016-17,25,M(CR),Pacos de Ferreira,31,28,2544,5,1,1,6.70,POR Primeira Liga
5,Anderson Correia,2016-17,26,D(CLR),Boavista,4,3,250,0,0,0,6.70,POR Primeira Liga
6,Domingos Duarte,2016-17,22,D(C),B-SAD,28,28,2500,1,0,0,6.70,POR Primeira Liga
7,Mamadu Cande,2016-17,27,D(L),Tondela,12,12,1020,1,0,0,6.69,POR Primeira Liga
8,André Horta,2016-17,21,M(C),Benfica,10,7,645,1,1,0,6.69,POR Primeira Liga
9,Josué Sá,2016-17,25,"D(C),DMC",Vitoria de Guimaraes,30,30,2700,1,1,0,6.69,POR Primeira Liga
0,Pedro Neto,2016-17,17,"AM(CLR),FW",Braga,2,0,47,1,0,0,6.69,POR Primeira Liga
1,Emiliano Velázquez,2016-17,23,D(C),Braga,6,6,461,0,0,0,6.68,POR Primeira Liga
2,Vitali Lystsov,2016-17,22,D(C),Tondela,6,4,324,1,0,1,6.68,POR Primeira Liga
3,Anderson Carvalho,2016-17,27,M(C),Boavista,28,23,1920,1,1,1,6.68,POR Primeira Liga
4,Adilson Goiano,2016-17,29,M(C),Arouca,27,24,2076,3,1,1,6.67,POR Primeira Liga
5,Tomané,2016-17,25,FW,Arouca,17,15,1382,3,2,0,6.67,POR Primeira Liga
6,Mateus da Silva,2016-17,26,DMC,Pacos de Ferreira,21,17,1429,1,0,2,6.67,POR Primeira Liga
7,Francisco Geraldes,2016-17,22,M(CLR),Moreirense,15,15,1141,1,2,1,6.67,POR Primeira Liga
8,Rúben Ferreira,2016-17,27,D(L),Vitoria de Guimaraes,15,14,1267,0,0,0,6.67,POR Primeira Liga
9,Lucas Farias,2016-17,23,D(R),Estoril,9,7,657,0,0,0,6.67,POR Primeira Liga
0,Ivo Rodrigues,2016-17,22,M(LR),Pacos de Ferreira,26,17,1629,0,3,0,6.67,POR Primeira Liga
1,Edinho,2016-17,35,FW,Vitoria de Setubal,26,18,1699,8,0,2,6.66,POR Primeira Liga
2,Perdigão,2016-17,26,AM(LR),Chaves,31,28,2251,3,3,0,6.66,POR Primeira Liga
3,Thiago Cardoso,2016-17,26,D(C),Estoril,6,5,384,0,0,0,6.66,POR Primeira Liga
4,Flávio Ramos,2016-17,23,D(C),Feirense,22,20,1824,0,0,0,6.66,POR Primeira Liga
5,Okacha Hamzaoui,2016-17,27,FW,Nacional,20,14,1294,5,1,2,6.66,POR Primeira Liga
6,Vítor Gomes,2016-17,30,M(C),B-SAD,28,25,2267,0,2,0,6.65,POR Primeira Liga
7,Nuno Coelho,2016-17,32,D(C),Chaves,13,12,1091,0,0,0,6.65,POR Primeira Liga
8,Daniel Podence,2016-17,22,"AM(CLR),FW",Sporting,13,4,475,0,1,0,6.65,POR Primeira Liga
9,Kaká,2016-17,36,D(C),Tondela,25,24,2156,2,0,1,6.65,POR Primeira Liga
0,William Tchuameni,2016-17,21,FW,Feirense,3,1,104,1,0,1,6.65,POR Primeira Liga
1,Costinha,2016-17,25,"M(CLR),FW",Vitoria de Setubal,32,32,2794,1,1,0,6.65,POR Primeira Liga
2,Marcelo Oliveira,2016-17,36,D(C),Moreirense,8,8,715,1,0,0,6.65,POR Primeira Liga
3,Giorgi Makaridze,2016-17,27,GK,Moreirense,33,33,2970,0,0,0,6.64,POR Primeira Liga
4,Nildo Petrolina,2016-17,31,"D(L),M(LR)",Moreirense,30,20,1744,2,5,1,6.64,POR Primeira Liga
5,Fábio Espinho,2016-17,32,"M(C),FW",Boavista,30,29,2496,4,5,1,6.64,POR Primeira Liga
6,Rafael Amorim,2016-17,30,D(C),Tondela,17,16,1478,0,0,0,6.64,POR Primeira Liga
7,Nuno Campos,2016-17,24,D(LR),Nacional,10,9,830,0,0,0,6.63,POR Primeira Liga
8,Tobias Figueiredo,2016-17,23,D(C),Nacional,22,20,1841,1,0,0,6.63,POR Primeira Liga
9,Jaílson,2016-17,26,D(R),Tondela,24,24,2160,3,1,0,6.63,POR Primeira Liga
0,César Martins,2016-17,25,D(C),Nacional,27,27,2309,1,0,0,6.62,POR Primeira Liga
