,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
9,Kyogo Furuhashi,Celtic,27,FW,15,12,964,8,0,0,7.07,2021-22,SCO Premiership
0,Jak Alnwick,St. Mirren,29,GK,5,5,450,0,0,1,7.07,2021-22,SCO Premiership
1,Jackson Longridge,Livingston,27,D(L),2,1,126,0,0,0,7.06,2021-22,SCO Premiership
2,Ryan Sweeney,Dundee FC,25,D(C),5,5,450,0,0,0,7.05,2021-22,SCO Premiership
3,Josip Juranovic,Celtic,27,D(LR),26,23,2062,3,1,1,7.04,2021-22,SCO Premiership
4,Morgan Boyes,Livingston,21,D(C),4,4,353,0,0,1,7.04,2021-22,SCO Premiership
5,Stephen Welsh,Celtic,22,D(C),9,9,775,0,1,0,7.03,2021-22,SCO Premiership
6,Greg Kiltie,St. Mirren,25,"AM(CLR),FW",4,4,344,1,0,0,7.02,2021-22,SCO Premiership
7,Charlie Mulgrew,Dundee United,36,"D(C),DMC,M(L)",26,26,2283,2,1,2,7.00,2021-22,SCO Premiership
8,Tomas Rogic,Celtic,30,AM(C),27,19,1527,6,6,1,7.00,2021-22,SCO Premiership
9,Greg Taylor,Celtic,25,"D(L),M(L)",19,17,1449,0,2,0,7.00,2021-22,SCO Premiership
0,Ianis Hagi,Rangers,24,AM(CLR),15,15,1159,2,0,0,6.99,2021-22,SCO Premiership
1,Barrie McKay,Hearts,28,"AM(CLR),FW",29,26,2285,2,9,2,6.98,2021-22,SCO Premiership
2,Cameron Devlin,Hearts,24,DMC,23,22,1812,1,2,2,6.98,2021-22,SCO Premiership
3,Robby McCrorie,Rangers,24,GK,1,1,90,0,0,0,6.98,2021-22,SCO Premiership
4,Ryan Edwards,Dundee United,29,D(C),31,31,2732,3,2,2,6.98,2021-22,SCO Premiership
5,Glen Kamara,Rangers,27,M(C),28,26,2256,3,3,0,6.96,2021-22,SCO Premiership
6,Jamie McCart,St. Johnstone,25,D(C),5,5,450,0,0,0,6.96,2021-22,SCO Premiership
7,Murray Davidson,St. Johnstone,34,M(C),4,4,345,0,0,0,6.95,2021-22,SCO Premiership
8,Andrew Shinnie,Livingston,33,"AM(CLR),FW",4,4,325,1,1,0,6.95,2021-22,SCO Premiership
9,Leon Balogun,Rangers,34,D(CR),18,15,1323,0,0,0,6.95,2021-22,SCO Premiership
0,Declan Gallagher,Aberdeen,31,D(C),5,4,382,0,1,0,6.94,2021-22,SCO Premiership
1,Blair Spittal,Ross County,27,M(CLR),29,22,2029,4,3,1,6.94,2021-22,SCO Premiership
2,Connor Barron,Aberdeen,20,DMC,5,5,445,0,0,0,6.93,2021-22,SCO Premiership
3,Craig Gordon,Hearts,40,GK,32,32,2880,0,0,3,6.93,2021-22,SCO Premiership
4,Liam Scales,Celtic,24,D(CL),5,4,328,1,1,0,6.92,2021-22,SCO Premiership
5,Shaun Rooney,St. Johnstone,26,"D(CR),M(R)",5,5,436,1,0,1,6.92,2021-22,SCO Premiership
6,Ian Harkes,Dundee United,27,M(C),28,27,2467,3,2,1,6.91,2021-22,SCO Premiership
7,Nathaniel Atkinson,Hearts,23,"D(R),M(R)",10,9,769,1,1,0,6.91,2021-22,SCO Premiership
8,Liel Abada,Celtic,21,AM(R),32,23,2053,10,6,1,6.91,2021-22,SCO Premiership
9,Ricki Lamie,Motherwell,29,D(CL),20,15,1444,2,2,1,6.91,2021-22,SCO Premiership
0,Boli Bolingoli-Mbombo,Celtic,27,"D(L),M(L)",2,2,180,0,0,0,6.90,2021-22,SCO Premiership
1,Cammy Kerr,Dundee FC,27,D(LR),5,5,449,0,0,0,6.90,2021-22,SCO Premiership
2,Niall McGinn,Dundee FC,35,AM(CLR),5,4,354,1,0,1,6.88,2021-22,SCO Premiership
3,Fashion Sakala,Rangers,25,"AM(LR),FW",26,10,1169,7,1,2,6.88,2021-22,SCO Premiership
4,Tony Watt,Dundee United,29,"AM(L),FW",12,11,914,1,1,1,6.87,2021-22,SCO Premiership
5,Alexandros Gogic,St. Mirren,28,"D(C),DMC",4,4,360,0,0,1,6.87,2021-22,SCO Premiership
6,Ellis Simms,Hearts,22,FW,12,9,906,3,0,0,6.86,2021-22,SCO Premiership
7,Josh Mulligan,Dundee FC,20,M(C),5,2,256,2,0,1,6.86,2021-22,SCO Premiership
8,Liam Smith,Dundee United,26,"D(CR),M(R)",15,14,1249,2,0,1,6.85,2021-22,SCO Premiership
9,Giorgos Giakoumakis,Celtic,28,FW,16,10,862,9,1,2,6.85,2021-22,SCO Premiership
0,Paul Hanlon,Hibernian,32,D(C),3,3,268,0,0,0,6.85,2021-22,SCO Premiership
1,Matt Macey,Hibernian,28,GK,5,5,450,0,0,0,6.84,2021-22,SCO Premiership
2,Juhani Ojala,Motherwell,33,D(C),17,14,1157,1,1,1,6.84,2021-22,SCO Premiership
3,Ewan Henderson,Hibernian,22,AM(C),5,5,407,1,0,0,6.84,2021-22,SCO Premiership
4,Harry Clarke,Ross County,21,"D(CR),M(R)",17,15,1419,3,2,2,6.84,2021-22,SCO Premiership
5,Lewis Stevenson,Hibernian,35,"D(CL),M(L)",5,4,353,0,0,0,6.84,2021-22,SCO Premiership
6,Ross Laidlaw,Ross County,30,GK,16,16,1440,0,0,0,6.83,2021-22,SCO Premiership
7,Michael Smith,Hearts,34,"D(R),M(R)",18,18,1454,2,1,1,6.83,2021-22,SCO Premiership
8,Beni Baningime,Hearts,24,DMC,24,23,1997,1,1,0,6.83,2021-22,SCO Premiership
9,James Brown,St. Johnstone,25,"D(C),M(LR)",2,1,122,0,1,0,6.83,2021-22,SCO Premiership
0,Jordan McGhee,Dundee FC,26,"D(C),DMC",5,5,450,0,0,0,6.83,2021-22,SCO Premiership
1,Jack Baldwin,Ross County,29,"D(C),DMC",27,24,2232,2,1,3,6.83,2021-22,SCO Premiership
2,Jason Holt,Livingston,29,M(C),4,4,343,1,0,0,6.82,2021-22,SCO Premiership
3,Jake Doyle-Hayes,Hibernian,24,DMC,4,3,286,0,0,0,6.82,2021-22,SCO Premiership
4,Scott McMann,Dundee United,26,"D(CL),M(L)",24,21,1846,0,2,2,6.82,2021-22,SCO Premiership
5,Joe Newell,Hibernian,29,M(CL),5,5,450,0,1,0,6.81,2021-22,SCO Premiership
6,Jordan Marshall,Dundee FC,26,D(L),5,5,436,1,1,0,6.81,2021-22,SCO Premiership
7,Dylan Levitt,Dundee United,22,DMC,20,18,1581,2,1,2,6.81,2021-22,SCO Premiership
8,Calvin Ramsay,Aberdeen,19,D(R),2,1,94,0,0,0,6.80,2021-22,SCO Premiership
9,Ryan Porteous,Hibernian,23,D(C),3,3,241,0,0,0,6.80,2021-22,SCO Premiership
0,Calvin Bassey,Rangers,23,D(CL),26,26,2340,0,2,0,6.79,2021-22,SCO Premiership
1,Odin Bailey,Livingston,23,"AM(CLR),FW",5,4,333,0,1,0,6.78,2021-22,SCO Premiership
2,Josh Doig,Hibernian,20,"D(CL),M(L)",5,4,429,0,1,0,6.78,2021-22,SCO Premiership
3,Max Stryjek,Livingston,26,GK,2,2,165,0,0,0,6.77,2021-22,SCO Premiership
4,Regan Charles-Cook,Ross County,25,M(LR),32,32,2640,13,2,1,6.76,2021-22,SCO Premiership
5,Kemar Roofe,Rangers,30,"AM(CLR),FW",21,9,997,10,1,1,6.76,2021-22,SCO Premiership
6,Calum Butcher,Dundee United,31,"D(C),DMC",17,14,1257,0,0,0,6.75,2021-22,SCO Premiership
7,Kevin van Veen,Motherwell,31,"AM(L),FW",29,24,2171,8,4,3,6.75,2021-22,SCO Premiership
8,Alex Iacovitti,Ross County,25,D(CL),27,27,2332,2,2,1,6.74,2021-22,SCO Premiership
9,Sean Kelly,Livingston,29,"D(C),DMC",4,4,325,0,0,0,6.73,2021-22,SCO Premiership
0,Bevis Mugabi,Motherwell,27,D(CR),27,26,2403,2,1,0,6.73,2021-22,SCO Premiership
1,Ethan Erhahon,St. Mirren,21,DMC,4,4,312,0,0,0,6.73,2021-22,SCO Premiership
2,Jordan White,Ross County,30,FW,33,27,2498,4,6,2,6.72,2021-22,SCO Premiership
3,Glenn Middleton,St. Johnstone,23,"AM(CLR),FW",4,2,232,1,1,0,6.72,2021-22,SCO Premiership
4,Joe Lewis,Aberdeen,35,GK,5,5,450,0,0,0,6.72,2021-22,SCO Premiership
5,Dean Cornelius,Motherwell,21,M(C),8,7,613,2,0,0,6.71,2021-22,SCO Premiership
6,Alex Lowry,Rangers,19,M(CLR),1,1,90,0,0,0,6.71,2021-22,SCO Premiership
7,Scott Wright,Rangers,25,AM(CLR),15,6,698,2,1,1,6.71,2021-22,SCO Premiership
8,Sean Goss,Motherwell,27,M(C),24,21,1880,1,4,1,6.71,2021-22,SCO Premiership
9,Kevin McDonald,Dundee United,34,M(C),6,5,453,0,0,0,6.70,2021-22,SCO Premiership
0,Aaron Ramsey,Rangers,32,M(CLR),5,3,225,2,0,0,6.69,2021-22,SCO Premiership
1,Trevor Carson,Dundee United,34,GK,4,4,360,0,0,0,6.69,2021-22,SCO Premiership
2,Sondre Johansen,Motherwell,27,D(C),22,21,1809,0,1,1,6.68,2021-22,SCO Premiership
3,Steven Davis,Rangers,38,M(CLR),13,9,872,0,1,0,6.68,2021-22,SCO Premiership
4,Melker Hallberg,St. Johnstone,27,M(CL),4,4,355,0,1,0,6.68,2021-22,SCO Premiership
5,John Lundstram,Rangers,28,"D(C),DMC",25,16,1375,1,0,0,6.67,2021-22,SCO Premiership
6,Jack MacKenzie,Aberdeen,22,D(L),5,5,435,0,0,0,6.67,2021-22,SCO Premiership
7,Benjamin Siegrist,Dundee United,30,GK,29,29,2610,0,0,1,6.66,2021-22,SCO Premiership
8,Dante Polvara,Aberdeen,22,M(CLR),3,3,181,0,0,0,6.66,2021-22,SCO Premiership
9,Mark Connolly,Dundee United,31,D(C),1,0,12,0,0,0,6.66,2021-22,SCO Premiership
0,Joe Hart,Celtic,35,GK,30,30,2700,0,0,0,6.65,2021-22,SCO Premiership
1,Charlie Adam,Dundee FC,37,M(C),5,3,246,1,0,0,6.65,2021-22,SCO Premiership
2,Joel Nouble,Livingston,26,"AM(L),FW",5,4,391,0,0,0,6.65,2021-22,SCO Premiership
3,Andrew Halliday,Hearts,31,"D(L),DMC,M(L)",24,14,1356,4,0,1,6.65,2021-22,SCO Premiership
4,Callum Slattery,Motherwell,23,M(C),26,23,1991,2,0,0,6.65,2021-22,SCO Premiership
5,Tim Akinola,Dundee United,21,M(CLR),1,1,46,0,0,0,6.64,2021-22,SCO Premiership
6,Joseph Hungbo,Ross County,22,AM(R),28,19,1575,7,3,0,6.64,2021-22,SCO Premiership
7,Kaiyne Woolery,Motherwell,28,"AM(LR),FW",29,23,2021,2,3,1,6.63,2021-22,SCO Premiership
8,Alex Cochrane,Hearts,22,"D(CL),M(L)",26,20,1921,2,1,1,6.63,2021-22,SCO Premiership
9,Nathan McGinley,Motherwell,26,"D(CL),M(L)",24,22,1988,0,0,0,6.63,2021-22,SCO Premiership
0,Nir Bitton,Celtic,31,"D(C),DMC",22,11,1195,1,1,0,6.63,2021-22,SCO Premiership
1,Ivan Konovalov,Livingston,28,GK,3,3,270,0,0,0,6.62,2021-22,SCO Premiership
2,Alan Forrest,Livingston,26,M(CLR),4,1,144,1,1,0,6.62,2021-22,SCO Premiership
3,Liam Gordon,St. Johnstone,26,D(C),5,4,374,0,0,0,6.62,2021-22,SCO Premiership
4,Max Anderson,Dundee FC,21,DMC,5,4,332,0,0,0,6.62,2021-22,SCO Premiership
5,Connor Ronan,St. Mirren,24,M(CL),2,2,180,0,0,0,6.62,2021-22,SCO Premiership
6,Connor Randall,Ross County,27,D(LR),25,23,2063,0,1,1,6.61,2021-22,SCO Premiership
7,Ayo Obileye,Livingston,28,D(C),4,3,279,0,0,0,6.61,2021-22,SCO Premiership
8,Ross Callachan,Ross County,29,M(C),31,29,2569,4,1,2,6.61,2021-22,SCO Premiership
9,Jake Carroll,Motherwell,31,"D(CL),M(L)",20,14,1240,0,4,0,6.61,2021-22,SCO Premiership
0,Andrew Considine,Aberdeen,35,D(C),2,1,49,0,0,0,6.61,2021-22,SCO Premiership
1,Michael Johnston,Celtic,23,AM(L),12,3,443,0,0,0,6.61,2021-22,SCO Premiership
2,Steven Lawless,Motherwell,31,AM(C),2,0,25,0,1,0,6.61,2021-22,SCO Premiership
3,Alex Greive,St. Mirren,23,FW,5,4,401,1,1,0,6.60,2021-22,SCO Premiership
4,Juninho Bacuna,Rangers,25,"D(R),M(CLR)",6,1,159,1,1,0,6.60,2021-22,SCO Premiership
5,Rocky Bushiri,Hibernian,23,D(C),2,1,92,0,0,0,6.60,2021-22,SCO Premiership
6,Scott Bain,Celtic,31,GK,2,2,180,0,0,0,6.60,2021-22,SCO Premiership
7,Mark O'Hara,Motherwell,27,"D(C),DMC",15,12,1101,1,0,1,6.59,2021-22,SCO Premiership
8,Jeando Fuchs,Dundee United,25,DMC,18,16,1444,0,0,1,6.59,2021-22,SCO Premiership
9,James Sands,Rangers,22,"D(C),DMC",4,3,258,0,0,0,6.59,2021-22,SCO Premiership
0,Scott Arfield,Rangers,34,M(CLR),24,14,1324,4,0,0,6.59,2021-22,SCO Premiership
1,Daniel Cleary,St. Johnstone,26,D(C),4,4,316,0,0,0,6.59,2021-22,SCO Premiership
2,Ashley Maynard-Brewer,Ross County,23,GK,17,17,1530,0,0,1,6.58,2021-22,SCO Premiership
3,Jack Simpson,Rangers,26,D(C),3,1,115,0,1,0,6.58,2021-22,SCO Premiership
4,Ilmari Niskanen,Dundee United,25,M(LR),28,23,2025,1,4,0,6.58,2021-22,SCO Premiership
5,Filip Helander,Rangers,29,D(C),6,6,422,1,0,1,6.57,2021-22,SCO Premiership
6,Jacob Butterfield,St. Johnstone,32,M(CR),2,2,166,0,0,0,6.57,2021-22,SCO Premiership
7,Ian Lawlor,Dundee FC,28,GK,1,1,90,0,0,0,6.56,2021-22,SCO Premiership
8,Jonny Hayes,Aberdeen,35,"D(L),M(LR)",5,4,354,0,0,0,6.55,2021-22,SCO Premiership
9,Jon McLaughlin,Rangers,35,GK,6,6,540,0,0,1,6.55,2021-22,SCO Premiership
0,Peter Haring,Hearts,29,DMC,26,15,1590,0,2,0,6.55,2021-22,SCO Premiership
1,Ryan Jack,Rangers,30,DMC,8,4,397,0,0,0,6.55,2021-22,SCO Premiership
2,Taylor Moore,Hearts,25,"D(CR),DMC,M(R)",18,12,1193,0,1,0,6.54,2021-22,SCO Premiership
3,Scott Pittman,Livingston,30,M(C),5,4,372,1,0,0,6.54,2021-22,SCO Premiership
4,Richard Tait,St. Mirren,33,"D(LR),M(LR)",4,4,242,0,0,0,6.54,2021-22,SCO Premiership
5,Harrison Paton,Ross County,24,M(CR),28,22,1847,0,3,0,6.53,2021-22,SCO Premiership
6,Adrián Spörle,Dundee United,27,"D(L),M(L)",13,6,715,0,0,0,6.53,2021-22,SCO Premiership
7,Nicky Clark,Dundee United,31,"AM(C),FW",32,23,2141,6,2,0,6.53,2021-22,SCO Premiership
8,James Forrest,Celtic,31,M(LR),16,8,726,1,1,0,6.53,2021-22,SCO Premiership
9,Jordan Tillson,Ross County,29,M(CR),28,25,2221,0,0,0,6.53,2021-22,SCO Premiership
0,Nathan Patterson,Rangers,21,"D(R),M(R)",6,2,231,0,1,0,6.53,2021-22,SCO Premiership
1,Shaun Byrne,Dundee FC,29,DMC,4,3,249,0,0,0,6.52,2021-22,SCO Premiership
2,Harrison Sharp,Dundee FC,21,GK,4,4,360,0,0,0,6.52,2021-22,SCO Premiership
3,Jake Vokins,Ross County,22,D(L),15,14,1303,0,0,0,6.51,2021-22,SCO Premiership
4,Jamie Walker,Hearts,29,AM(C),4,0,107,1,0,0,6.51,2021-22,SCO Premiership
5,Peter Pawlett,Dundee United,31,AM(CR),22,19,1653,2,0,0,6.51,2021-22,SCO Premiership
6,Leon King,Rangers,18,D(C),1,0,45,0,0,0,6.50,2021-22,SCO Premiership
7,Declan Glass,Dundee United,22,M(C),10,6,435,1,1,0,6.50,2021-22,SCO Premiership
8,Callum Booth,St. Johnstone,31,M(L),3,3,238,0,0,0,6.50,2021-22,SCO Premiership
9,Liam Kelly,Motherwell,26,GK,33,33,2970,0,0,1,6.49,2021-22,SCO Premiership
0,Alan Power,St. Mirren,34,DMC,4,2,201,0,0,0,6.49,2021-22,SCO Premiership
1,Coll Donaldson,Ross County,27,D(C),2,2,136,0,0,0,6.49,2021-22,SCO Premiership
2,Allan McGregor,Rangers,40,GK,26,26,2340,0,0,1,6.47,2021-22,SCO Premiership
3,Alister Crawford,St. Johnstone,31,AM(C),2,2,124,0,0,0,6.47,2021-22,SCO Premiership
4,Albian Ajeti,Celtic,25,FW,7,3,300,2,0,0,6.47,2021-22,SCO Premiership
5,David Cancola,Ross County,26,DMC,14,10,726,1,0,0,6.47,2021-22,SCO Premiership
6,Adam Montgomery,Celtic,20,"D(L),M(L)",8,2,337,0,1,0,6.47,2021-22,SCO Premiership
7,Matthew Millar,St. Mirren,26,M(R),1,0,39,0,0,0,6.46,2021-22,SCO Premiership
8,Justin Amaluzor,Motherwell,26,FW,9,2,251,0,1,0,6.46,2021-22,SCO Premiership
9,Gary Mackay-Steven,Hearts,32,M(LR),27,15,1152,2,4,0,6.46,2021-22,SCO Premiership
0,Matthew Wright,Ross County,20,FW,2,0,14,1,0,0,6.46,2021-22,SCO Premiership
1,Ben Woodburn,Hearts,23,AM(CL),24,14,1106,3,1,1,6.44,2021-22,SCO Premiership
2,Vicente Besuijen,Aberdeen,21,AM(CLR),5,5,450,0,0,0,6.43,2021-22,SCO Premiership
3,Caleb Chukwuemeka,Livingston,20,FW,2,1,76,0,0,0,6.43,2021-22,SCO Premiership
4,Barry Maguire,Motherwell,24,DMC,13,11,922,0,0,1,6.42,2021-22,SCO Premiership
5,Craig Moore,Dundee United,17,M(CLR),1,1,70,0,0,0,6.42,2021-22,SCO Premiership
6,Armand Gnanduillet,Hearts,30,FW,14,3,460,1,0,0,6.42,2021-22,SCO Premiership
7,Keith Watson,Ross County,33,D(CR),20,10,1035,0,0,0,6.42,2021-22,SCO Premiership
8,James McCarthy,Celtic,32,M(C),9,4,354,0,0,0,6.40,2021-22,SCO Premiership
9,Aaron McEneff,Hearts,27,M(CLR),13,6,504,1,0,0,6.40,2021-22,SCO Premiership
0,Gary Maley,Livingston,40,GK,1,0,16,0,0,0,6.39,2021-22,SCO Premiership
1,Marley Watkins,Aberdeen,32,"AM(LR),FW",4,4,300,0,0,0,6.39,2021-22,SCO Premiership
2,Luke McCowan,Dundee FC,25,AM(LR),5,1,194,0,1,0,6.38,2021-22,SCO Premiership
3,Liam Shaw,Motherwell,21,DMC,5,2,182,0,0,0,6.38,2021-22,SCO Premiership
4,Liam Donnelly,Motherwell,26,DMC,19,14,1272,0,0,0,6.38,2021-22,SCO Premiership
5,Kieran Freeman,Dundee United,22,"D(R),M(R)",20,15,1276,1,1,0,6.37,2021-22,SCO Premiership
6,Declan Drysdale,Ross County,23,"D(C),DMC",4,2,188,0,0,0,6.37,2021-22,SCO Premiership
7,Christian Ramírez,Aberdeen,31,FW,3,1,114,0,0,0,6.37,2021-22,SCO Premiership
8,Florent Hoti,Dundee United,22,M(CLR),5,2,267,0,0,0,6.37,2021-22,SCO Premiership
9,Stéphane Oméonga,Livingston,26,M(C),2,1,107,0,0,0,6.37,2021-22,SCO Premiership
0,Archie Meekison,Dundee United,20,M(C),4,3,263,0,0,0,6.35,2021-22,SCO Premiership
1,Toby Sibbick,Hearts,23,"D(CR),DMC",9,6,621,0,0,0,6.35,2021-22,SCO Premiership
2,Jordan Roberts,Motherwell,29,"AM(CLR),FW",18,7,724,2,0,0,6.34,2021-22,SCO Premiership
3,Stephen O'Donnell,Motherwell,30,"D(LR),M(R)",25,23,2089,0,0,0,6.34,2021-22,SCO Premiership
4,Paul McGowan,Dundee FC,35,AM(CL),3,3,231,0,1,0,6.33,2021-22,SCO Premiership
5,Matthew Kennedy,Aberdeen,28,M(CLR),2,0,35,0,0,0,6.32,2021-22,SCO Premiership
6,Liam Grimshaw,Motherwell,27,"D(R),DMC",14,10,817,1,0,0,6.32,2021-22,SCO Premiership
7,Amad Diallo,Rangers,20,AM(R),5,2,161,1,0,0,6.32,2021-22,SCO Premiership
8,Lewis Neilson,Dundee United,19,D(C),4,3,294,0,0,0,6.31,2021-22,SCO Premiership
9,Zander Clark,St. Johnstone,30,GK,4,4,360,0,0,0,6.30,2021-22,SCO Premiership
0,Louis Appéré,Dundee United,23,"AM(L),FW",13,4,452,1,0,0,6.30,2021-22,SCO Premiership
1,Marc McNulty,Dundee United,30,FW,17,15,1329,2,0,0,6.29,2021-22,SCO Premiership
2,Dominic Samuel,Ross County,28,"AM(CR),FW",24,8,925,1,0,0,6.28,2021-22,SCO Premiership
3,Jacob Blaney,Hibernian,18,D(CLR),1,0,5,0,0,0,6.28,2021-22,SCO Premiership
4,Ryan Flynn,St. Mirren,34,"DMC,M(R)",5,1,114,0,0,0,6.28,2021-22,SCO Premiership
5,Logan Chalmers,Dundee United,22,AM(R),5,2,176,0,0,0,6.28,2021-22,SCO Premiership
6,Josh Ginnelly,Hearts,25,"AM(R),FW",26,12,1193,3,2,0,6.28,2021-22,SCO Premiership
7,Oli Shaw,Ross County,24,FW,1,0,25,0,0,0,6.27,2021-22,SCO Premiership
8,Oscar MacIntyre,Hibernian,18,D(CLR),1,0,13,0,0,0,6.27,2021-22,SCO Premiership
9,Cameron MacPherson,St. Johnstone,24,AM(C),5,2,241,0,0,0,6.27,2021-22,SCO Premiership
0,Jack Burroughs,Ross County,21,M(CLR),16,6,669,0,0,0,6.27,2021-22,SCO Premiership
1,Kayne Ramsay,Ross County,22,"D(R),M(R)",8,5,388,1,0,0,6.27,2021-22,SCO Premiership
2,John Mahon,St. Johnstone,23,D(CLR),1,1,57,0,0,0,6.26,2021-22,SCO Premiership
3,Jordan Jones,St. Mirren,28,AM(CLR),1,0,5,0,0,0,6.26,2021-22,SCO Premiership
4,Ismaila Soro,Celtic,24,DMC,8,1,224,0,0,0,6.25,2021-22,SCO Premiership
5,Ben Paton,Ross County,22,M(CLR),8,5,514,0,0,0,6.25,2021-22,SCO Premiership
6,Ross Tierney,Motherwell,21,AM(C),9,2,330,1,0,0,6.24,2021-22,SCO Premiership
7,Connor Shields,Motherwell,25,"AM(LR),FW",20,12,1026,2,2,1,6.23,2021-22,SCO Premiership
8,Darren Watson,Dundee United,19,FW,6,2,233,0,0,0,6.22,2021-22,SCO Premiership
9,Joseph Efford,Motherwell,26,"AM(LR),FW",9,7,598,1,1,0,6.22,2021-22,SCO Premiership
0,Chris Mochrie,Dundee United,19,M(CLR),6,3,273,0,0,0,6.21,2021-22,SCO Premiership
1,Chris Cadden,Hibernian,26,"D(R),M(R)",1,1,21,0,0,0,6.21,2021-22,SCO Premiership
2,Yosuke Ideguchi,Celtic,26,M(C),2,0,19,0,0,0,6.21,2021-22,SCO Premiership
3,Murray Aiken,Hibernian,18,M(CLR),1,0,23,0,0,0,6.20,2021-22,SCO Premiership
4,Daniel Mullen,Dundee FC,27,FW,4,3,296,0,0,0,6.20,2021-22,SCO Premiership
5,Owen Moffat,Celtic,21,M(CLR),2,1,88,0,0,0,6.20,2021-22,SCO Premiership
6,Nadir Çiftçi,St. Johnstone,30,"AM(R),FW",3,3,246,0,0,0,6.19,2021-22,SCO Premiership
7,Paul McMullan,Dundee FC,26,AM(LR),5,4,278,0,0,0,6.18,2021-22,SCO Premiership
8,Elias Melkersen,Hibernian,20,FW,5,4,323,0,1,0,6.17,2021-22,SCO Premiership
9,Teddy Jenks,Aberdeen,20,AM(C),2,0,32,0,0,0,6.17,2021-22,SCO Premiership
0,Stevie May,St. Johnstone,30,FW,3,1,94,0,0,0,6.16,2021-22,SCO Premiership
1,Adam Montgomery,Aberdeen,20,"D(L),M(L)",3,1,84,0,0,0,6.15,2021-22,SCO Premiership
2,Cedric Itten,Rangers,26,FW,4,2,130,0,0,0,6.15,2021-22,SCO Premiership
3,Alex Samuel,Ross County,27,FW,5,3,190,0,0,0,6.14,2021-22,SCO Premiership
4,Vasilios Barkas,Celtic,28,GK,1,1,90,0,0,0,6.14,2021-22,SCO Premiership
5,Vontae Campbell,Dundee FC,21,D(R),2,0,15,0,0,0,6.14,2021-22,SCO Premiership
6,Tom Sang,St. Johnstone,23,"D(R),M(R)",3,2,195,0,0,0,6.14,2021-22,SCO Premiership
7,Funso Ojo,Aberdeen,31,"D(R),M(CR)",4,2,235,0,0,0,6.13,2021-22,SCO Premiership
8,Zak Rudden,Dundee FC,22,FW,5,3,266,0,0,0,6.13,2021-22,SCO Premiership
9,Cristian Montaño,Livingston,31,"D(L),M(L)",2,1,76,0,0,0,6.13,2021-22,SCO Premiership
0,Allan Delferriere,Hibernian,20,D(CLR),1,0,5,0,0,0,6.12,2021-22,SCO Premiership
1,Josh Campbell,Hibernian,22,AM(C),3,2,145,0,0,0,6.12,2021-22,SCO Premiership
2,Ross McCrorie,Aberdeen,24,"D(CR),DMC",3,3,258,0,0,0,6.12,2021-22,SCO Premiership
3,Alex Robertson,Ross County,19,M(CLR),3,0,74,0,0,0,6.11,2021-22,SCO Premiership
4,Joey Dawson,Celtic,19,FW,1,0,76,0,0,0,6.10,2021-22,SCO Premiership
5,Liam Harvey,Aberdeen,17,M(CLR),2,0,47,0,0,0,6.10,2021-22,SCO Premiership
6,Miller Thomson,Dundee United,18,M(CLR),1,1,46,0,0,0,6.10,2021-22,SCO Premiership
7,Robbie Hamilton,Hibernian,18,M(CLR),1,0,14,0,0,0,6.09,2021-22,SCO Premiership
8,Kerr Smith,Dundee United,18,D(CLR),5,3,288,0,0,0,6.09,2021-22,SCO Premiership
9,Theo Bair,St. Johnstone,23,"AM(R),FW",2,0,21,0,0,0,6.09,2021-22,SCO Premiership
0,Craig Sibbald,Livingston,27,M(CLR),3,1,84,0,0,0,6.08,2021-22,SCO Premiership
1,Liam Shaw,Celtic,21,DMC,1,0,10,0,0,0,6.08,2021-22,SCO Premiership
2,Eamonn Brophy,St. Mirren,26,FW,4,1,90,0,0,0,6.07,2021-22,SCO Premiership
3,Euan Henderson,Hearts,22,FW,2,0,2,0,0,0,6.07,2021-22,SCO Premiership
4,Ben Doak,Celtic,17,FW,2,0,24,0,0,0,6.06,2021-22,SCO Premiership
5,Jack McMillan,Livingston,25,DMC,2,1,85,0,0,0,6.06,2021-22,SCO Premiership
6,Dylan McGeouch,Aberdeen,29,DMC,1,0,5,0,0,0,6.05,2021-22,SCO Premiership
7,Demetri Mitchell,Hibernian,26,"D(L),M(LR)",1,0,9,0,0,0,6.04,2021-22,SCO Premiership
8,Maxime Biamou,Dundee United,32,FW,3,0,55,0,0,0,6.04,2021-22,SCO Premiership
9,Jermain Defoe,Rangers,40,"AM(R),FW",2,0,9,0,0,0,6.04,2021-22,SCO Premiership
0,Liam Craig,St. Johnstone,36,DMC,2,0,15,0,0,0,6.04,2021-22,SCO Premiership
1,Jay Henderson,St. Mirren,20,AM(R),4,1,145,0,0,0,6.02,2021-22,SCO Premiership
2,Mathew Anim Cudjoe,Dundee United,19,M(CLR),1,0,11,0,0,0,6.02,2021-22,SCO Premiership
3,Sebastian Soto,Livingston,22,FW,5,1,102,0,0,0,6.02,2021-22,SCO Premiership
4,Adam Mackinnon,Ross County,19,M(CLR),1,0,1,0,0,0,6.00,2021-22,SCO Premiership
5,Aiden Gilmartin,St. Mirren,17,FW,1,0,1,0,0,0,6.00,2021-22,SCO Premiership
6,Darragh O'Connor,Motherwell,23,D(CLR),1,0,1,0,0,0,6.00,2021-22,SCO Premiership
7,Liam Fontaine,Dundee FC,37,D(C),1,0,1,0,0,0,6.00,2021-22,SCO Premiership
