,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
6,Hannes Halldórsson,NEC Nijmegen,32,GK,8,8,720,0,0,0,6.89,2015-16,NED Eredivisie
7,Etiënne Reijnen,Cambuur,29,D(CR),1,1,90,0,0,0,6.89,2015-16,NED Eredivisie
8,Renato Tapia,Twente,21,"D(C),DMC",14,10,851,1,0,1,6.89,2015-16,NED Eredivisie
9,Sergio Rochet,AZ Alkmaar,23,GK,23,23,2070,0,0,2,6.89,2015-16,NED Eredivisie
0,Marco van Duin,NEC Nijmegen,29,GK,3,3,270,0,0,0,6.89,2015-16,NED Eredivisie
1,Joey Pelupessy,Heracles,23,DMC,38,38,3419,1,2,0,6.89,2015-16,NED Eredivisie
2,Jeroen Zoet,PSV Eindhoven,26,GK,34,34,3060,0,0,1,6.88,2015-16,NED Eredivisie
3,Thomas Lam,PEC Zwolle,23,"D(C),DMC",35,35,2971,2,1,2,6.88,2015-16,NED Eredivisie
4,Ron Vlaar,AZ Alkmaar,31,D(C),17,17,1515,1,0,0,6.88,2015-16,NED Eredivisie
5,Tom Muyters,Excelsior,32,GK,25,23,2160,0,0,1,6.88,2015-16,NED Eredivisie
6,Luigi Bruins,Excelsior,29,AM(CL),18,17,1426,0,0,0,6.87,2015-16,NED Eredivisie
7,Kevin Begois,PEC Zwolle,34,GK,17,17,1473,0,0,0,6.87,2015-16,NED Eredivisie
8,Eloy Room,Vitesse,27,GK,34,34,3060,0,0,0,6.86,2015-16,NED Eredivisie
9,Ruud Boymans,FC Utrecht,27,FW,19,7,868,10,0,2,6.86,2015-16,NED Eredivisie
0,Miquel Nelom,Feyenoord,26,D(L),16,12,1185,0,1,0,6.86,2015-16,NED Eredivisie
1,Tom van Weert,Excelsior,26,FW,32,31,2740,11,2,4,6.86,2015-16,NED Eredivisie
2,Joris van Overeem,AZ Alkmaar,22,M(CLR),33,31,2498,4,9,0,6.85,2015-16,NED Eredivisie
3,Simon Gustafson,Feyenoord,22,"AM(CR),FW",15,12,1023,3,5,1,6.85,2015-16,NED Eredivisie
4,Danny Bakker,ADO Den Haag,21,"D(C),DMC",33,32,2773,3,2,1,6.85,2015-16,NED Eredivisie
5,Sam Hendriks,Ajax,21,FW,1,0,9,0,1,0,6.85,2015-16,NED Eredivisie
6,Farshad Noor,Roda,22,AM(C),12,11,927,0,1,0,6.85,2015-16,NED Eredivisie
7,Maxime Lestienne,PSV Eindhoven,24,M(CLR),14,6,673,1,6,0,6.85,2015-16,NED Eredivisie
8,Bart Ramselaar,FC Utrecht,20,AM(CL),37,35,3140,5,6,1,6.85,2015-16,NED Eredivisie
9,Michael de Leeuw,FC Groningen,30,"AM(CLR),FW",30,28,2474,9,2,2,6.84,2015-16,NED Eredivisie
0,Karim Tarfi,De Graafschap,23,AM(C),17,13,1197,2,0,1,6.84,2015-16,NED Eredivisie
1,Anco Jansen,Roda,27,"AM(L),FW",3,3,223,0,2,0,6.84,2015-16,NED Eredivisie
2,Mark van der Maarel,FC Utrecht,27,D(CLR),36,36,3189,1,1,2,6.84,2015-16,NED Eredivisie
3,Janio Bikel,NEC Nijmegen,21,"D(R),DMC",32,32,2507,2,0,1,6.84,2015-16,NED Eredivisie
4,Albert Rusnák,FC Groningen,22,"M(CLR),FW",32,29,2452,5,1,2,6.84,2015-16,NED Eredivisie
5,Rostyn Griffiths,Roda,28,DMC,18,17,1365,2,0,1,6.83,2015-16,NED Eredivisie
6,Vito Wormgoor,ADO Den Haag,28,D(C),23,23,1991,2,0,0,6.83,2015-16,NED Eredivisie
7,Václav Cerny,Ajax,19,AM(R),7,2,267,1,1,0,6.83,2015-16,NED Eredivisie
8,Joachim Andersen,Twente,20,D(C),18,18,1620,1,0,1,6.82,2015-16,NED Eredivisie
9,Dario Dumic,NEC Nijmegen,24,D(C),16,16,1429,1,0,0,6.82,2015-16,NED Eredivisie
0,Bryan Linssen,FC Groningen,26,"AM(CLR),FW",30,19,1757,3,4,3,6.82,2015-16,NED Eredivisie
1,Erik Falkenburg,Willem II,28,"AM(CL),FW",34,34,2847,11,3,3,6.82,2015-16,NED Eredivisie
2,Arjan Swinkels,Roda,32,D(C),31,31,2705,0,0,1,6.82,2015-16,NED Eredivisie
3,Willem Janssen,FC Utrecht,30,"D(C),M(C)",23,17,1613,3,3,1,6.81,2015-16,NED Eredivisie
4,Derrick Luckassen,AZ Alkmaar,21,"D(CR),DMC",21,13,1277,1,0,0,6.81,2015-16,NED Eredivisie
5,Martin Milec,Roda,25,D(R),12,12,1023,0,0,0,6.81,2015-16,NED Eredivisie
6,Ard van Peppen,Roda,31,D(L),28,26,2252,0,2,2,6.81,2015-16,NED Eredivisie
7,Kosuke Ota,Vitesse,29,D(L),16,15,1415,0,2,0,6.81,2015-16,NED Eredivisie
8,Lorenzo Burnet,FC Groningen,26,D(L),22,22,1738,1,1,0,6.81,2015-16,NED Eredivisie
9,Jasper Cillessen,Ajax,27,GK,33,33,2970,0,0,0,6.81,2015-16,NED Eredivisie
0,Giovanni Troupée,FC Utrecht,18,D(R),7,4,451,1,0,0,6.80,2015-16,NED Eredivisie
1,Bart Straalman,De Graafschap,20,D(CR),19,17,1515,2,1,0,6.80,2015-16,NED Eredivisie
2,Tom Van Hyfte,Roda,30,M(CL),33,33,2934,8,2,0,6.80,2015-16,NED Eredivisie
3,Joey van den Berg,SC Heerenveen,30,"D(C),M(C)",26,26,2168,2,2,1,6.80,2015-16,NED Eredivisie
4,Benjamin van Leer,Roda,24,GK,34,34,3060,0,1,1,6.80,2015-16,NED Eredivisie
5,Dries Wuytens,Willem II,25,D(C),33,33,2959,4,0,1,6.80,2015-16,NED Eredivisie
6,Bruno Uvini,Twente,25,D(C),33,32,2884,2,0,1,6.80,2015-16,NED Eredivisie
7,Dion Malone,ADO Den Haag,27,"D(R),DMC",25,21,1894,1,1,0,6.80,2015-16,NED Eredivisie
8,Jens Toornstra,Feyenoord,27,M(CLR),21,16,1405,2,5,0,6.80,2015-16,NED Eredivisie
9,Viktor Fischer,Ajax,22,"AM(CLR),FW",28,10,1191,8,3,2,6.80,2015-16,NED Eredivisie
0,Vincent Vermeij,De Graafschap,22,FW,33,21,2177,9,1,0,6.80,2015-16,NED Eredivisie
1,Hans Hateboer,FC Groningen,23,"D(R),M(R)",33,33,3000,1,1,0,6.79,2015-16,NED Eredivisie
2,Gianni Zuiverloon,ADO Den Haag,30,D(CR),22,18,1569,2,1,0,6.79,2015-16,NED Eredivisie
3,Wout Brama,PEC Zwolle,30,DMC,27,25,2260,2,5,0,6.79,2015-16,NED Eredivisie
4,Brandley Kuwas,Excelsior,24,"AM(CR),FW",34,29,2522,4,2,1,6.79,2015-16,NED Eredivisie
5,Khalid Karami,Excelsior,27,D(LR),30,30,2694,0,1,1,6.79,2015-16,NED Eredivisie
6,Jeroen van der Lely,Twente,20,D(LR),21,12,1363,0,1,0,6.79,2015-16,NED Eredivisie
7,Jaroslav Navrátil,Heracles,25,AM(LR),28,21,1950,5,5,0,6.78,2015-16,NED Eredivisie
8,Marlon Pereira,Cambuur,29,D(LR),5,5,406,0,1,0,6.78,2015-16,NED Eredivisie
9,Filip Bednarek,FC Utrecht,24,GK,9,9,810,0,0,0,6.78,2015-16,NED Eredivisie
0,Robbert Schilder,Twente,30,"D(L),DMC",23,21,1698,0,1,0,6.78,2015-16,NED Eredivisie
1,Hidde Jurjus,De Graafschap,22,GK,34,34,3060,0,0,2,6.78,2015-16,NED Eredivisie
2,Nicolas Isimat-Mirin,PSV Eindhoven,25,D(C),17,12,1127,0,0,0,6.78,2015-16,NED Eredivisie
3,Pele van Anholt,SC Heerenveen,25,"D(LR),DMC",22,22,1980,0,1,0,6.78,2015-16,NED Eredivisie
4,Konstantinos Lamprou,Willem II,25,GK,34,34,3060,0,0,2,6.77,2015-16,NED Eredivisie
5,Bas Kuipers,Excelsior,22,D(L),24,24,2136,0,2,0,6.77,2015-16,NED Eredivisie
6,Bart Schenkeveld,PEC Zwolle,25,D(CLR),12,8,702,0,1,0,6.77,2015-16,NED Eredivisie
7,Ugur Inceman,Roda,35,M(C),16,16,1409,1,1,0,6.77,2015-16,NED Eredivisie
8,Luciano Slagveer,SC Heerenveen,23,"AM(LR),FW",30,21,1957,5,5,2,6.76,2015-16,NED Eredivisie
9,Ramon Leeuwin,FC Utrecht,29,D(C),31,23,2038,1,0,1,6.76,2015-16,NED Eredivisie
0,Sheraldo Becker,PEC Zwolle,21,"AM(CLR),FW",25,16,1727,4,5,2,6.76,2015-16,NED Eredivisie
1,Sjoerd Overgoor,Cambuur,28,DMC,22,21,1677,2,0,1,6.76,2015-16,NED Eredivisie
2,Jordy Buijs,Roda,28,"D(C),DMC",17,17,1523,1,2,0,6.76,2015-16,NED Eredivisie
3,Vytautas Andriuskevicius,Cambuur,26,D(L),25,25,2003,0,0,0,6.75,2015-16,NED Eredivisie
4,Jack Byrne,Cambuur,20,AM(C),27,25,2105,4,3,2,6.75,2015-16,NED Eredivisie
5,Thomas Ouwejan,AZ Alkmaar,20,"D(L),M(L)",3,2,184,0,0,0,6.75,2015-16,NED Eredivisie
6,Bilal Basacikoglu,Feyenoord,21,AM(LR),28,12,1262,3,4,0,6.75,2015-16,NED Eredivisie
7,Sofyan Amrabat,FC Utrecht,20,DMC,11,6,640,0,2,0,6.75,2015-16,NED Eredivisie
8,Filip Kurto,Excelsior,25,GK,11,11,900,0,0,1,6.75,2015-16,NED Eredivisie
9,Benjamin Kirsten,NEC Nijmegen,29,GK,6,6,540,0,0,0,6.75,2015-16,NED Eredivisie
0,Renato Ibarra,Vitesse,25,AM(R),16,8,885,0,1,0,6.75,2015-16,NED Eredivisie
1,Kevin Jansen,ADO Den Haag,24,AM(C),28,24,2158,5,1,2,6.75,2015-16,NED Eredivisie
2,Robin Pröpper,De Graafschap,23,"D(C),DMC",31,28,2509,2,0,0,6.75,2015-16,NED Eredivisie
3,Henk Dijkhuizen,Roda,24,D(R),23,23,1908,0,0,0,6.75,2015-16,NED Eredivisie
4,Robbin Ruiter,FC Utrecht,29,GK,29,29,2610,0,0,0,6.75,2015-16,NED Eredivisie
5,Todd Kane,NEC Nijmegen,23,"D(R),M(LR)",31,29,2620,1,2,0,6.75,2015-16,NED Eredivisie
6,Dominic Solanke,Vitesse,19,FW,25,21,1813,7,1,1,6.74,2015-16,NED Eredivisie
7,Andrew Driver,De Graafschap,29,AM(CL),27,25,2058,4,4,1,6.74,2015-16,NED Eredivisie
8,Oussama Idrissi,FC Groningen,20,AM(LR),18,9,961,3,4,1,6.74,2015-16,NED Eredivisie
9,Kingsley Ehizibue,PEC Zwolle,21,"D(R),M(R)",28,17,1669,4,2,1,6.74,2015-16,NED Eredivisie
0,Simon Poulsen,PSV Eindhoven,32,D(L),2,1,100,0,0,0,6.74,2015-16,NED Eredivisie
1,Denys Olinyk,Vitesse,29,AM(L),25,18,1595,5,2,0,6.73,2015-16,NED Eredivisie
2,Bartholomew Ogbeche,Willem II,32,"AM(LR),FW",4,4,352,1,0,0,6.73,2015-16,NED Eredivisie
3,Rajko Brezancic,AZ Alkmaar,27,D(L),8,7,595,1,0,0,6.73,2015-16,NED Eredivisie
4,Marcos Gullón,Roda,27,"D(C),M(C)",15,11,1073,1,1,0,6.72,2015-16,NED Eredivisie
5,Tolgahan Cicek,De Graafschap,21,D(L),14,13,1147,0,0,0,6.72,2015-16,NED Eredivisie
6,Arbër Zeneli,SC Heerenveen,21,"AM(LR),FW",17,17,1370,4,0,0,6.72,2015-16,NED Eredivisie
7,Rick Kruys,Excelsior,31,DMC,32,31,2562,1,2,0,6.71,2015-16,NED Eredivisie
8,Thomas Kristensen,ADO Den Haag,33,DMC,18,14,1143,1,0,1,6.71,2015-16,NED Eredivisie
9,Martin Hansen,ADO Den Haag,26,GK,33,33,2970,1,0,1,6.71,2015-16,NED Eredivisie
0,Nathaniel Will,De Graafschap,27,D(R),28,26,2343,1,2,0,6.70,2015-16,NED Eredivisie
1,Jesús Corona,Twente,24,"D(R),M(CLR),FW",4,2,222,0,0,0,6.70,2015-16,NED Eredivisie
2,Rick Dekker,PEC Zwolle,21,"D(C),DMC",27,21,1821,1,2,1,6.70,2015-16,NED Eredivisie
3,Stef Nijland,PEC Zwolle,28,"AM(CL),FW",26,11,1247,6,2,1,6.69,2015-16,NED Eredivisie
4,Mitchell te Vrede,SC Heerenveen,25,FW,28,21,1788,10,0,0,6.69,2015-16,NED Eredivisie
5,Justin Hoogma,Heracles,18,D(C),3,1,149,0,0,0,6.69,2015-16,NED Eredivisie
6,Hedwiges Maduro,FC Groningen,31,DMC,30,27,2329,1,0,0,6.69,2015-16,NED Eredivisie
7,Mike van Duinen,Roda,25,"AM(LR),FW",13,11,915,2,1,0,6.68,2015-16,NED Eredivisie
8,Peet Bijen,Twente,21,D(C),18,16,1464,1,0,1,6.68,2015-16,NED Eredivisie
9,Noureddine Boutzamar,Cambuur,22,M(CLR),1,0,45,0,0,0,6.67,2015-16,NED Eredivisie
0,Kenneth Vermeer,Feyenoord,31,GK,34,34,3060,0,0,0,6.67,2015-16,NED Eredivisie
1,Brahim Darri,Heracles,22,AM(L),34,22,1892,2,5,1,6.67,2015-16,NED Eredivisie
2,Kenny Otigba,SC Heerenveen,24,D(C),31,23,2274,3,0,0,6.66,2015-16,NED Eredivisie
3,Julian Lelieveld,Vitesse,19,D(R),1,1,90,0,0,0,6.66,2015-16,NED Eredivisie
4,Frank van der Struijk,Willem II,31,D(R),30,30,2681,0,1,0,6.66,2015-16,NED Eredivisie
5,Thom Haye,AZ Alkmaar,21,M(CLR),25,10,1073,1,2,0,6.65,2015-16,NED Eredivisie
6,Chinedu Ede,Twente,29,AM(CLR),27,25,1992,6,5,0,6.65,2015-16,NED Eredivisie
7,Jeff Stans,Excelsior,26,AM(C),32,28,2398,6,3,0,6.65,2015-16,NED Eredivisie
8,Gibril Sankoh,Roda,33,D(C),17,17,1480,0,0,0,6.64,2015-16,NED Eredivisie
9,Dico Koppers,Willem II,24,"D(L),M(L)",23,18,1603,0,0,0,6.64,2015-16,NED Eredivisie
0,Mark Diemers,De Graafschap,23,"M(CL),FW",13,11,917,1,0,0,6.64,2015-16,NED Eredivisie
1,Stefano Marzo,SC Heerenveen,25,"D(R),DMC",29,21,1994,0,1,0,6.63,2015-16,NED Eredivisie
2,Andreas Ludwig,FC Utrecht,26,M(C),28,15,1463,3,5,0,6.63,2015-16,NED Eredivisie
3,Wessel Dammers,Cambuur,21,D(C),19,14,1313,0,0,1,6.63,2015-16,NED Eredivisie
4,Robbie Haemhouts,Willem II,33,M(C),16,12,1045,1,1,0,6.63,2015-16,NED Eredivisie
5,Ruben Schaken,ADO Den Haag,34,"AM(R),FW",29,27,2215,2,2,2,6.63,2015-16,NED Eredivisie
6,Kristoffer Peterson,Roda,22,AM(CLR),14,9,834,1,3,0,6.62,2015-16,NED Eredivisie
7,Mimoun Mahi,FC Groningen,22,"AM(CLR),FW",13,4,515,5,0,1,6.62,2015-16,NED Eredivisie
8,Erwin Mulder,SC Heerenveen,27,GK,34,34,3060,0,0,0,6.62,2015-16,NED Eredivisie
9,Nick Marsman,Twente,26,GK,23,23,2009,0,0,1,6.62,2015-16,NED Eredivisie
0,Nick van der Velden,Willem II,35,"AM(CR),FW",25,21,1802,3,3,0,6.61,2015-16,NED Eredivisie
1,Queensy Menig,PEC Zwolle,21,"AM(LR),FW",35,29,2514,6,0,0,6.61,2015-16,NED Eredivisie
2,Morten Thorsby,SC Heerenveen,20,M(CLR),25,20,1705,1,1,0,6.61,2015-16,NED Eredivisie
3,Patrick Joosten,FC Utrecht,20,"AM(CLR),FW",22,16,1325,1,2,0,6.60,2015-16,NED Eredivisie
4,Anouar Kali,Willem II,25,DMC,2,1,97,0,0,0,6.60,2015-16,NED Eredivisie
5,Branco van den Boomen,SC Heerenveen,21,DMC,23,16,1423,1,3,1,6.60,2015-16,NED Eredivisie
6,Freek Heerkens,Willem II,27,"D(CLR),DMC",10,8,694,0,0,0,6.60,2015-16,NED Eredivisie
7,Zakaria El Azzouzi,Twente,20,FW,13,12,960,4,0,0,6.59,2015-16,NED Eredivisie
8,Henk Veerman,SC Heerenveen,25,FW,26,14,1352,6,3,0,6.59,2015-16,NED Eredivisie
9,Cas Peters,De Graafschap,23,FW,29,28,2265,5,1,0,6.59,2015-16,NED Eredivisie
0,Simon Tibbling,FC Groningen,22,"DMC,M(LR)",32,30,2633,0,4,1,6.59,2015-16,NED Eredivisie
1,Anass Achahbar,Feyenoord,23,FW,7,1,205,2,0,0,6.59,2015-16,NED Eredivisie
2,Lucas Bijker,SC Heerenveen,23,D(CL),28,21,1851,0,2,0,6.59,2015-16,NED Eredivisie
3,Trent Sainsbury,PEC Zwolle,25,D(C),9,8,667,1,0,0,6.58,2015-16,NED Eredivisie
4,Calvin Mac-Intosch,Cambuur,27,D(CR),14,12,1111,2,1,2,6.58,2015-16,NED Eredivisie
5,Mickey van der Hart,PEC Zwolle,22,GK,18,18,1596,0,0,0,6.57,2015-16,NED Eredivisie
6,Jari Oosterwijk,Twente,21,FW,14,11,1009,3,1,0,6.57,2015-16,NED Eredivisie
7,Marcel Ritzmaier,NEC Nijmegen,23,"D(L),M(CL)",20,13,1156,1,2,0,6.57,2015-16,NED Eredivisie
8,Martijn van der Laan,Cambuur,28,D(C),21,18,1492,0,0,1,6.57,2015-16,NED Eredivisie
9,Tyronne Ebuehi,ADO Den Haag,21,D(LR),14,14,1231,0,0,0,6.57,2015-16,NED Eredivisie
0,Bryan Smeets,De Graafschap,24,M(CL),28,27,2328,1,4,0,6.56,2015-16,NED Eredivisie
1,Simon Thern,SC Heerenveen,24,AM(C),14,9,846,3,0,1,6.56,2015-16,NED Eredivisie
2,Martijn Barto,Cambuur,32,"AM(C),FW",28,20,1940,4,1,1,6.56,2015-16,NED Eredivisie
3,Henrico Drost,Excelsior,29,D(C),13,11,1041,0,0,0,6.56,2015-16,NED Eredivisie
4,Frenkie de Jong,Willem II,19,"D(C),DMC",1,0,20,0,0,0,6.56,2015-16,NED Eredivisie
5,Sander van de Streek,Cambuur,23,"AM(CLR),FW",32,29,2540,4,2,0,6.55,2015-16,NED Eredivisie
6,Adam Maher,PSV Eindhoven,23,M(CR),14,8,699,2,2,0,6.55,2015-16,NED Eredivisie
7,Kevin Conboy,FC Utrecht,29,"D(L),DMC",8,6,559,0,0,0,6.55,2015-16,NED Eredivisie
8,Mounir El Hamdaoui,AZ Alkmaar,32,FW,7,7,576,1,0,0,6.55,2015-16,NED Eredivisie
9,Tom Hiariej,FC Groningen,28,"D(R),DMC",4,4,323,0,0,0,6.54,2015-16,NED Eredivisie
0,Abel Tamata,FC Groningen,26,D(L),15,9,885,0,0,0,6.54,2015-16,NED Eredivisie
1,Jan-Arie van der Heijden,Feyenoord,28,D(C),19,14,1294,0,0,0,6.53,2015-16,NED Eredivisie
2,Donny van de Beek,Ajax,19,M(C),8,4,348,0,0,0,6.53,2015-16,NED Eredivisie
3,Thulani Serero,Ajax,26,DMC,14,6,574,1,0,0,6.52,2015-16,NED Eredivisie
4,Muamer Tankovic,AZ Alkmaar,21,"AM(L),FW",19,6,690,3,1,1,6.52,2015-16,NED Eredivisie
5,Tomi Juric,Roda,25,FW,17,12,1012,4,1,0,6.52,2015-16,NED Eredivisie
6,Guus Hupperts,AZ Alkmaar,24,AM(LR),13,4,521,1,2,0,6.52,2015-16,NED Eredivisie
7,Desevio Payne,FC Groningen,21,D(LR),9,5,500,0,0,0,6.52,2015-16,NED Eredivisie
8,Jeroen Tesselaar,De Graafschap,27,D(L),21,18,1587,0,1,0,6.52,2015-16,NED Eredivisie
9,Jesper Drost,FC Groningen,24,AM(CLR),31,24,2259,1,3,0,6.51,2015-16,NED Eredivisie
0,Isaiah Brown,Vitesse,20,"AM(CL),FW",22,12,1032,1,1,0,6.51,2015-16,NED Eredivisie
1,Darryl Lachman,Cambuur,27,D(C),15,15,1350,0,0,0,6.51,2015-16,NED Eredivisie
2,Robert Muric,Ajax,20,AM(R),2,0,28,0,1,0,6.51,2015-16,NED Eredivisie
3,Nathan,Vitesse,20,M(CL),18,4,545,2,0,0,6.50,2015-16,NED Eredivisie
4,Kasper Larsen,FC Groningen,23,D(C),14,7,687,0,0,0,6.50,2015-16,NED Eredivisie
5,Terell Ondaan,Willem II,23,"AM(LR),FW",11,7,619,1,0,1,6.50,2015-16,NED Eredivisie
6,Edwin Gyasi,Roda,25,"AM(R),FW",18,14,1209,1,1,0,6.49,2015-16,NED Eredivisie
7,Levi Opdam,AZ Alkmaar,20,D(CLR),1,1,29,0,0,0,6.48,2015-16,NED Eredivisie
8,Pantelis Hatzidiakos,AZ Alkmaar,19,D(CR),4,1,175,0,0,0,6.47,2015-16,NED Eredivisie
9,Jarchinio Antonia,FC Groningen,26,AM(LR),17,9,798,0,3,0,6.47,2015-16,NED Eredivisie
0,Tim Breukers,Heracles,29,D(LR),7,2,265,0,1,0,6.47,2015-16,NED Eredivisie
1,Danilho Doekhi,Excelsior,18,D(C),1,0,9,0,0,0,6.47,2015-16,NED Eredivisie
2,Furdjel Robby Narsingh,Cambuur,28,"AM(LR),FW",26,19,1737,1,4,0,6.47,2015-16,NED Eredivisie
3,Marcel Appiah,NEC Nijmegen,28,"D(R),M(R)",23,17,1546,0,0,0,6.47,2015-16,NED Eredivisie
4,Jamiro Monteiro,Cambuur,23,M(CL),20,17,1466,2,1,0,6.46,2015-16,NED Eredivisie
5,Gino Coutinho,AZ Alkmaar,34,GK,11,11,990,0,0,0,6.46,2015-16,NED Eredivisie
6,Wouter Marinus,PEC Zwolle,21,AM(C),31,22,1909,3,2,0,6.46,2015-16,NED Eredivisie
7,Paul Gladon,Heracles,24,FW,24,3,622,4,3,0,6.46,2015-16,NED Eredivisie
8,Celso Ortíz,AZ Alkmaar,27,DMC,18,6,668,0,0,0,6.46,2015-16,NED Eredivisie
9,Thomas Agyepong,Twente,20,AM(R),14,6,561,1,1,0,6.46,2015-16,NED Eredivisie
0,Mark Diemers,FC Utrecht,23,"M(CL),FW",6,2,174,0,1,0,6.46,2015-16,NED Eredivisie
1,Erik Bakker,Cambuur,26,DMC,25,22,2060,1,2,0,6.45,2015-16,NED Eredivisie
2,Abiola Dauda,Vitesse,28,FW,11,4,404,3,0,0,6.45,2015-16,NED Eredivisie
3,Leonard Nienhuis,Cambuur,26,GK,29,28,2440,0,0,0,6.45,2015-16,NED Eredivisie
4,Ricardo van Rhijn,Ajax,25,D(CR),12,2,372,0,0,0,6.44,2015-16,NED Eredivisie
5,Roland Alberg,ADO Den Haag,26,AM(CL),13,8,684,1,1,0,6.44,2015-16,NED Eredivisie
6,Lion Kaak,De Graafschap,25,DMC,14,9,856,0,0,0,6.43,2015-16,NED Eredivisie
7,Louis Nganioni,FC Utrecht,21,D(L),11,8,655,0,0,0,6.43,2015-16,NED Eredivisie
8,Bruno Andrade,Willem II,27,"AM(LR),FW",11,6,531,1,2,0,6.43,2015-16,NED Eredivisie
9,Daryl Werker,Roda,22,D(C),5,2,269,0,0,0,6.43,2015-16,NED Eredivisie
0,Dennis van der Heijden,ADO Den Haag,19,FW,9,1,135,2,0,0,6.42,2015-16,NED Eredivisie
1,Richmond Boakye,Roda,23,FW,9,7,629,0,1,0,6.41,2015-16,NED Eredivisie
2,Juninho Bacuna,FC Groningen,19,"D(R),M(CLR)",16,11,970,0,1,0,6.41,2015-16,NED Eredivisie
3,Richairo Zivkovic,Willem II,20,"AM(R),FW",16,13,951,2,1,0,6.40,2015-16,NED Eredivisie
4,Martijn Monteyne,Roda,32,D(CLR),3,2,225,0,0,0,6.40,2015-16,NED Eredivisie
5,Michael Olaitan,Twente,24,"AM(R),FW",15,11,922,0,0,0,6.39,2015-16,NED Eredivisie
6,Jelle van der Heyden,Twente,21,M(C),11,5,448,0,1,0,6.39,2015-16,NED Eredivisie
7,Stijn Schaars,PSV Eindhoven,33,DMC,12,2,334,0,0,0,6.39,2015-16,NED Eredivisie
8,Willem Huizing,SC Heerenveen,21,D(CLR),2,0,24,0,0,0,6.39,2015-16,NED Eredivisie
9,Gonzalo García,Heracles,33,M(CLR),8,3,274,0,2,0,6.38,2015-16,NED Eredivisie
0,Dario Vujicevic,Heracles,26,DMC,5,2,212,0,0,0,6.38,2015-16,NED Eredivisie
1,Marc Höcher,Roda,32,AM(L),1,0,4,0,0,0,6.38,2015-16,NED Eredivisie
2,Guus Hupperts,Willem II,24,AM(LR),13,9,766,0,0,0,6.38,2015-16,NED Eredivisie
3,Ludcinio Marengo,ADO Den Haag,25,AM(L),21,3,655,0,0,0,6.37,2015-16,NED Eredivisie
4,Peter van Ooijen,Heracles,24,AM(CLR),27,6,784,0,2,0,6.37,2015-16,NED Eredivisie
5,Lex Immers,Feyenoord,30,"AM(C),FW",6,2,219,0,0,0,6.37,2015-16,NED Eredivisie
6,Jergé Hoefdraad,Cambuur,30,M(CLR),8,4,351,1,0,0,6.37,2015-16,NED Eredivisie
7,Ruben Ligeon,Willem II,24,D(LR),5,2,188,0,0,0,6.36,2015-16,NED Eredivisie
8,Ron Janzen,Cambuur,23,D(CLR),1,0,26,0,0,0,6.36,2015-16,NED Eredivisie
9,Jan Lammers,De Graafschap,21,D(CLR),5,4,349,0,0,0,6.35,2015-16,NED Eredivisie
0,Kevin van Veen,Cambuur,25,"AM(L),FW",12,5,495,1,0,0,6.35,2015-16,NED Eredivisie
1,Alexander Sørloth,FC Groningen,21,"AM(R),FW",15,8,788,2,1,0,6.35,2015-16,NED Eredivisie
2,Kristopher Vida,De Graafschap,21,M(C),21,12,1199,1,1,0,6.35,2015-16,NED Eredivisie
3,Youssef El Jebli,De Graafschap,24,AM(CL),31,18,1574,1,3,0,6.34,2015-16,NED Eredivisie
4,Stanley Elbers,Excelsior,24,AM(LR),18,8,862,0,2,0,6.34,2015-16,NED Eredivisie
5,Kristjan Emilsson,NEC Nijmegen,23,FW,3,1,91,0,0,0,6.34,2015-16,NED Eredivisie
6,Lesly de Sa,Willem II,23,AM(LR),18,6,721,0,0,0,6.34,2015-16,NED Eredivisie
7,Djavan Anderson,Cambuur,21,"D(R),M(R)",9,8,697,0,1,0,6.34,2015-16,NED Eredivisie
8,Mikhail Rosheuvel,Cambuur,26,"AM(CLR),FW",20,12,1113,0,1,0,6.34,2015-16,NED Eredivisie
9,Adam Nemec,Willem II,31,FW,10,3,375,0,0,0,6.34,2015-16,NED Eredivisie
0,Danny Hoesen,FC Groningen,25,"AM(LR),FW",26,9,931,5,2,1,6.34,2015-16,NED Eredivisie
1,Kenji Gorré,ADO Den Haag,22,AM(CL),5,1,123,0,1,0,6.33,2015-16,NED Eredivisie
2,Xander Houtkoop,Cambuur,27,AM(L),20,8,883,0,3,0,6.31,2015-16,NED Eredivisie
3,Renato Tapia,Feyenoord,21,"D(C),DMC",3,2,144,0,0,0,6.31,2015-16,NED Eredivisie
4,Yaya Sanogo,Ajax,23,FW,3,0,47,0,0,0,6.31,2015-16,NED Eredivisie
5,Daryl van Mieghem,Excelsior,27,"AM(LR),FW",29,14,1278,3,2,1,6.30,2015-16,NED Eredivisie
6,Nathan Rutjes,Roda,33,M(CLR),15,3,405,0,1,0,6.30,2015-16,NED Eredivisie
7,Kai Heerings,Cambuur,27,D(C),5,3,298,0,0,0,6.30,2015-16,NED Eredivisie
8,Kevin van Diermen,Excelsior,27,D(C),4,4,336,0,0,0,6.30,2015-16,NED Eredivisie
9,Maecky Ngombo,Roda,21,FW,17,0,282,4,0,0,6.29,2015-16,NED Eredivisie
0,Nigel Hasselbaink,Excelsior,26,"AM(L),FW",17,6,648,1,0,0,6.29,2015-16,NED Eredivisie
