,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
0,Christian Eriksen,Ajax,22,"M(CLR),FW",4,4,360,2,3,1,7.99,2013-14,NED Eredivisie
1,Graziano Pellè,Feyenoord,29,FW,28,28,2505,23,6,9,7.97,2013-14,NED Eredivisie
2,Dusan Tadic,Twente,26,"AM(CLR),FW",33,33,2970,16,14,10,7.81,2013-14,NED Eredivisie
3,Memphis Depay,PSV Eindhoven,20,"AM(CL),FW",32,32,2705,12,7,6,7.74,2013-14,NED Eredivisie
4,Youness Mokhtar,PEC Zwolle,23,AM(LR),4,4,356,1,3,1,7.70,2013-14,NED Eredivisie
5,Joël Veltman,Ajax,22,"D(CR),M(R)",25,24,2158,2,2,7,7.68,2013-14,NED Eredivisie
6,Lex Immers,Feyenoord,28,"AM(C),FW",32,32,2820,12,5,6,7.64,2013-14,NED Eredivisie
7,Eric Botteghin,FC Groningen,27,D(C),38,38,3391,2,4,3,7.55,2013-14,NED Eredivisie
8,Alfred Finnbogason,SC Heerenveen,25,FW,32,32,2835,29,9,7,7.54,2013-14,NED Eredivisie
9,Quincy Promes,Twente,23,"M(CLR),FW",31,31,2732,11,8,1,7.54,2013-14,NED Eredivisie
0,Jordy van der Winden,FC Utrecht,20,D(CLR),2,2,136,0,0,0,7.52,2013-14,NED Eredivisie
1,Jetro Willems,PSV Eindhoven,20,"D(L),DMC,M(L)",28,28,2378,4,3,3,7.50,2013-14,NED Eredivisie
2,Filip Kostic,FC Groningen,22,"M(LR),FW",38,37,3297,11,7,7,7.47,2013-14,NED Eredivisie
3,Jean-Paul Boëtius,Feyenoord,20,"AM(CL),FW",29,24,2068,10,9,3,7.43,2013-14,NED Eredivisie
4,Lasse Schöne,Ajax,28,M(CLR),29,25,2152,9,8,4,7.39,2013-14,NED Eredivisie
5,Bilal Basacikoglu,SC Heerenveen,19,AM(LR),24,23,1991,6,4,2,7.39,2013-14,NED Eredivisie
6,Daley Blind,Ajax,24,"D(CL),DMC,M(L)",29,29,2533,1,1,2,7.38,2013-14,NED Eredivisie
7,Din Mori,Vitesse,26,D(C),6,5,495,1,0,1,7.37,2013-14,NED Eredivisie
8,Jeffrey Bruma,PSV Eindhoven,23,D(C),31,31,2757,4,1,2,7.37,2013-14,NED Eredivisie
9,Hakim Ziyech,SC Heerenveen,21,M(CLR),33,28,2467,9,9,4,7.35,2013-14,NED Eredivisie
0,Jordy Clasie,Feyenoord,23,"D(C),DMC",32,32,2840,1,7,1,7.34,2013-14,NED Eredivisie
1,Niklas Moisander,Ajax,29,D(C),23,22,1985,1,2,0,7.34,2013-14,NED Eredivisie
2,Guram Kashia,Vitesse,27,D(C),33,33,2869,2,3,4,7.34,2013-14,NED Eredivisie
3,Davy Klaassen,Ajax,21,M(CL),26,23,2102,10,3,3,7.33,2013-14,NED Eredivisie
4,Stefan de Vrij,Feyenoord,22,D(C),32,32,2843,4,1,2,7.32,2013-14,NED Eredivisie
5,Lucas Piazón,Vitesse,20,"AM(CLR),FW",29,24,2110,11,8,6,7.32,2013-14,NED Eredivisie
6,Joost van Aken,SC Heerenveen,20,D(CL),8,6,542,2,0,1,7.31,2013-14,NED Eredivisie
7,Felipe Gutiérrez,Twente,24,M(C),33,33,2951,3,3,1,7.30,2013-14,NED Eredivisie
8,Marten de Roon,SC Heerenveen,23,"D(C),DMC",32,31,2803,3,1,2,7.30,2013-14,NED Eredivisie
9,Jeroen Veldmate,Heracles,26,D(C),19,17,1459,1,1,2,7.29,2013-14,NED Eredivisie
0,Jan Seda,RKC Waalwijk,29,GK,23,23,2026,0,0,6,7.28,2013-14,NED Eredivisie
1,Lerin Duarte,Heracles,24,"D(L),M(CR)",5,4,405,2,0,1,7.26,2013-14,NED Eredivisie
2,Roberto Rosales,Twente,26,"D(R),M(R)",30,30,2700,1,2,0,7.25,2013-14,NED Eredivisie
3,Christian Atsu,Vitesse,23,AM(CLR),28,27,2307,5,6,0,7.24,2013-14,NED Eredivisie
4,Theo Janssen,Vitesse,33,DMC,9,9,798,1,5,0,7.24,2013-14,NED Eredivisie
5,Jeffrey Gouweleeuw,AZ Alkmaar,23,D(C),37,37,3330,1,0,0,7.23,2013-14,NED Eredivisie
6,Daryl Janmaat,Feyenoord,25,"D(CR),M(R)",30,30,2641,2,5,1,7.22,2013-14,NED Eredivisie
7,Ramon Leeuwin,Cambuur,27,D(C),32,32,2785,3,0,3,7.22,2013-14,NED Eredivisie
8,Christian Kum,SC Heerenveen,29,D(CLR),23,22,1949,0,0,1,7.22,2013-14,NED Eredivisie
9,Stijn Schaars,PSV Eindhoven,31,DMC,27,26,2129,0,6,1,7.22,2013-14,NED Eredivisie
0,Mattias Johansson,AZ Alkmaar,22,D(R),31,30,2738,4,2,2,7.21,2013-14,NED Eredivisie
1,Celso Ortíz,AZ Alkmaar,25,DMC,31,29,2320,1,1,2,7.20,2013-14,NED Eredivisie
2,Bryan Ruiz,PSV Eindhoven,29,"M(CLR),FW",14,13,1129,5,2,1,7.20,2013-14,NED Eredivisie
3,Robbin Ruiter,FC Utrecht,27,GK,30,30,2700,0,0,4,7.20,2013-14,NED Eredivisie
4,Andreas Bjelland,Twente,26,D(CL),33,33,2930,0,2,1,7.19,2013-14,NED Eredivisie
5,Evander Sno,RKC Waalwijk,27,M(C),23,23,1951,4,1,2,7.19,2013-14,NED Eredivisie
6,Tonny Vilhena,Feyenoord,20,"D(L),M(CL)",32,29,2604,6,7,2,7.19,2013-14,NED Eredivisie
7,Jan-Arie van der Heijden,Vitesse,26,D(C),34,34,3025,0,2,1,7.18,2013-14,NED Eredivisie
8,Michael Higdon,NEC Nijmegen,31,FW,32,28,2525,14,7,2,7.18,2013-14,NED Eredivisie
9,Roy Beerens,AZ Alkmaar,27,"AM(CLR),FW",33,33,2714,5,5,1,7.16,2013-14,NED Eredivisie
0,Sander Duits,RKC Waalwijk,31,DMC,30,30,2628,6,2,2,7.16,2013-14,NED Eredivisie
1,Doke Schmidt,Go Ahead Eagles,22,D(CLR),27,27,2422,2,0,4,7.15,2013-14,NED Eredivisie
2,Kees Kwakman,NAC Breda,31,"D(C),DMC",28,26,2356,3,1,1,7.15,2013-14,NED Eredivisie
3,Uros Matic,NAC Breda,24,DMC,14,14,1247,0,0,1,7.14,2013-14,NED Eredivisie
4,Diederik Boer,PEC Zwolle,34,GK,21,21,1816,0,0,3,7.14,2013-14,NED Eredivisie
5,Kevin Conboy,NEC Nijmegen,27,"D(L),DMC",33,33,2907,4,3,3,7.14,2013-14,NED Eredivisie
6,Jordy Buijs,NAC Breda,26,"D(C),DMC",32,32,2870,6,4,3,7.14,2013-14,NED Eredivisie
7,Kamohelo Mokotjo,PEC Zwolle,23,DMC,27,27,2316,2,1,1,7.14,2013-14,NED Eredivisie
8,Steven Berghuis,AZ Alkmaar,23,"AM(CR),FW",29,19,1719,9,6,2,7.13,2013-14,NED Eredivisie
9,Jop van der Linden,Go Ahead Eagles,24,D(C),31,31,2747,4,2,2,7.13,2013-14,NED Eredivisie
0,Santiago Arias,PSV Eindhoven,23,D(R),25,25,2181,1,3,1,7.12,2013-14,NED Eredivisie
1,Prince-Désir Gouano,RKC Waalwijk,21,D(C),20,20,1733,0,0,0,7.12,2013-14,NED Eredivisie
2,Jasper Cillessen,Ajax,25,GK,25,24,2205,0,0,1,7.12,2013-14,NED Eredivisie
3,Jukka Raitala,SC Heerenveen,26,"D(CLR),M(L)",2,2,147,0,0,0,7.12,2013-14,NED Eredivisie
4,Tom Beugelsdijk,ADO Den Haag,24,D(C),30,29,2601,4,3,1,7.12,2013-14,NED Eredivisie
5,Patrick van Aanholt,Vitesse,24,"D(L),M(L)",29,29,2536,4,3,1,7.11,2013-14,NED Eredivisie
6,Rémy Amieux,RKC Waalwijk,28,D(L),34,34,3028,2,2,1,7.11,2013-14,NED Eredivisie
7,Stefano Denswil,Ajax,21,D(CL),17,15,1350,1,0,2,7.11,2013-14,NED Eredivisie
8,Thulani Serero,Ajax,24,DMC,29,25,2279,3,5,1,7.11,2013-14,NED Eredivisie
9,Simon Poulsen,AZ Alkmaar,30,D(L),13,10,874,0,0,0,7.11,2013-14,NED Eredivisie
0,Yassin Ayoub,FC Utrecht,20,M(C),26,24,2054,3,0,0,7.11,2013-14,NED Eredivisie
1,Luc Castaignos,Twente,22,FW,31,31,2640,14,5,2,7.10,2013-14,NED Eredivisie
2,Kelvin Leerdam,Vitesse,24,"D(CLR),DMC,M(R)",28,27,2393,8,1,0,7.10,2013-14,NED Eredivisie
3,Jason Davidson,Heracles,23,D(CL),30,30,2671,2,3,0,7.09,2013-14,NED Eredivisie
4,Magnus Wolff Eikrem,SC Heerenveen,24,AM(CLR),13,10,893,2,2,0,7.09,2013-14,NED Eredivisie
5,Marco Bizot,FC Groningen,23,GK,38,38,3420,0,0,2,7.09,2013-14,NED Eredivisie
6,Matthieu Delpierre,FC Utrecht,33,D(C),14,14,1223,0,1,1,7.08,2013-14,NED Eredivisie
7,Davy Pröpper,Vitesse,23,M(C),35,34,3061,7,5,0,7.08,2013-14,NED Eredivisie
8,Nicolai Boilesen,Ajax,22,D(L),20,17,1445,1,2,0,7.07,2013-14,NED Eredivisie
9,Bryan Linssen,Heracles,24,"AM(CLR),FW",31,31,2702,11,0,2,7.07,2013-14,NED Eredivisie
0,Mateusz Klich,PEC Zwolle,24,M(C),30,28,2473,4,7,2,7.07,2013-14,NED Eredivisie
1,Terence Kongolo,Feyenoord,20,D(CL),17,15,1348,0,1,0,7.07,2013-14,NED Eredivisie
2,Kenny van Hoevelen,RKC Waalwijk,31,D(C),26,26,2246,1,1,1,7.07,2013-14,NED Eredivisie
3,Mark-Jan Fledderus,Roda,32,"D(L),M(CL)",23,21,1793,5,2,1,7.06,2013-14,NED Eredivisie
4,Nick Viergever,AZ Alkmaar,25,"D(CL),DMC",37,37,3252,3,2,1,7.06,2013-14,NED Eredivisie
5,Renato Ibarra,Vitesse,23,AM(R),33,30,2596,1,4,0,7.06,2013-14,NED Eredivisie
6,Joshua Brenet,PSV Eindhoven,20,"D(LR),M(R)",12,10,1009,0,0,0,7.06,2013-14,NED Eredivisie
7,Joris Mathijsen,Feyenoord,34,D(C),20,19,1641,1,1,0,7.06,2013-14,NED Eredivisie
8,Georginio Wijnaldum,PSV Eindhoven,24,M(CLR),11,9,876,4,0,0,7.06,2013-14,NED Eredivisie
9,Nick van der Velden,FC Groningen,33,"AM(CR),FW",23,21,1737,6,8,1,7.05,2013-14,NED Eredivisie
0,Stefano Magnasco,FC Groningen,22,D(R),12,11,999,0,1,0,7.05,2013-14,NED Eredivisie
1,Marko Vejinovic,Vitesse,24,DMC,32,26,2313,2,3,2,7.05,2013-14,NED Eredivisie
2,Viktor Elm,AZ Alkmaar,29,"D(C),DMC",33,27,2275,3,0,1,7.05,2013-14,NED Eredivisie
3,Karim Rekik,PSV Eindhoven,20,D(CL),25,25,2202,1,0,0,7.04,2013-14,NED Eredivisie
4,Danny Holla,ADO Den Haag,27,DMC,26,26,2267,3,4,1,7.04,2013-14,NED Eredivisie
5,Tjaronn Chery,FC Groningen,26,"AM(CLR),FW",35,35,3060,10,7,4,7.04,2013-14,NED Eredivisie
6,Nemanja Gudelj,AZ Alkmaar,23,"D(C),M(C)",33,33,2815,6,3,3,7.04,2013-14,NED Eredivisie
7,Dave Bulthuis,FC Utrecht,24,D(CL),24,24,2149,4,1,1,7.04,2013-14,NED Eredivisie
8,Romeo Castelen,RKC Waalwijk,31,"AM(R),FW",29,28,2181,6,6,3,7.03,2013-14,NED Eredivisie
9,Ricardo van Rhijn,Ajax,23,D(CR),32,31,2787,2,3,2,7.03,2013-14,NED Eredivisie
0,Martijn van der Laan,Cambuur,26,D(C),31,31,2710,0,1,1,7.03,2013-14,NED Eredivisie
1,Konstantinos Lamprou,Feyenoord,23,GK,2,2,166,0,0,0,7.03,2013-14,NED Eredivisie
2,Henrico Drost,NAC Breda,27,D(C),33,33,2940,0,1,2,7.02,2013-14,NED Eredivisie
3,Johan Kappelhof,FC Groningen,24,"D(CR),DMC",36,36,3194,2,1,0,7.02,2013-14,NED Eredivisie
4,Bruno Martins Indi,Feyenoord,22,D(CL),26,26,2283,2,1,0,7.01,2013-14,NED Eredivisie
5,Esteban Alvarado,AZ Alkmaar,25,GK,38,38,3420,0,0,0,7.01,2013-14,NED Eredivisie
6,Jens Toornstra,FC Utrecht,25,M(CLR),34,34,3044,12,3,3,7.01,2013-14,NED Eredivisie
7,Przemyslaw Tyton,PSV Eindhoven,28,GK,6,5,488,0,0,0,7.01,2013-14,NED Eredivisie
8,Viktor Fischer,Ajax,20,"AM(CLR),FW",24,19,1636,3,2,0,7.00,2013-14,NED Eredivisie
9,Willem Janssen,FC Utrecht,28,"D(C),M(C)",5,5,364,1,0,0,7.00,2013-14,NED Eredivisie
0,Bart Biemans,Roda,26,D(C),24,24,2086,0,0,0,7.00,2013-14,NED Eredivisie
1,Ruben Schaken,Feyenoord,32,"AM(R),FW",32,25,2152,4,5,2,7.00,2013-14,NED Eredivisie
2,Aaron Meijers,ADO Den Haag,27,"D(L),DMC,M(L)",34,34,3060,1,4,1,7.00,2013-14,NED Eredivisie
3,Mohamed El Makrini,Cambuur,27,DMC,32,31,2785,1,2,1,6.99,2013-14,NED Eredivisie
4,Robert Zwinkels,ADO Den Haag,31,GK,6,6,540,0,0,0,6.99,2013-14,NED Eredivisie
5,Pele van Anholt,SC Heerenveen,23,"D(LR),DMC",33,33,2931,2,2,0,6.99,2013-14,NED Eredivisie
6,Etiënne Reijnen,AZ Alkmaar,27,D(CR),9,8,683,0,1,0,6.99,2013-14,NED Eredivisie
7,Ruud Vormer,Feyenoord,26,M(CR),17,8,763,3,6,0,6.99,2013-14,NED Eredivisie
8,Kenny Otigba,SC Heerenveen,22,D(C),25,22,2030,5,0,1,6.99,2013-14,NED Eredivisie
9,Arnold Kruiswijk,SC Heerenveen,30,D(CL),29,29,2555,0,0,0,6.97,2013-14,NED Eredivisie
0,Kevin Begois,PEC Zwolle,32,GK,13,12,1055,0,0,0,6.97,2013-14,NED Eredivisie
1,Anouar Kali,Roda,23,DMC,29,28,2523,1,1,0,6.96,2013-14,NED Eredivisie
2,Aron Jóhannsson,AZ Alkmaar,24,FW,34,31,2612,17,7,2,6.96,2013-14,NED Eredivisie
3,Daniel de Ridder,RKC Waalwijk,30,AM(L),10,4,524,2,1,0,6.95,2013-14,NED Eredivisie
4,Ruben Ligeon,Ajax,22,D(LR),5,4,351,0,1,0,6.95,2013-14,NED Eredivisie
5,Jeroen Zoet,PSV Eindhoven,24,GK,29,29,2572,0,0,1,6.95,2013-14,NED Eredivisie
6,Jarchinio Antonia,Go Ahead Eagles,24,AM(LR),33,31,2657,9,6,2,6.94,2013-14,NED Eredivisie
7,Timo Letschert,Roda,21,D(CLR),11,11,987,0,0,0,6.94,2013-14,NED Eredivisie
8,Bram van Polen,PEC Zwolle,29,D(CLR),27,26,2343,1,1,1,6.94,2013-14,NED Eredivisie
9,Mike Havenaar,Vitesse,27,FW,34,30,2625,10,4,2,6.94,2013-14,NED Eredivisie
0,Jody Lukoki,Cambuur,22,AM(R),32,31,2710,2,6,1,6.94,2013-14,NED Eredivisie
1,Søren Rieks,NEC Nijmegen,27,"D(L),M(CLR),FW",28,28,2390,7,6,1,6.94,2013-14,NED Eredivisie
2,Marnix Kolder,Go Ahead Eagles,33,FW,31,26,2266,7,4,2,6.93,2013-14,NED Eredivisie
3,Jelle ten Rouwelaar,NAC Breda,34,GK,34,34,3060,0,0,2,6.93,2013-14,NED Eredivisie
4,Siem de Jong,Ajax,25,"AM(CL),FW",19,16,1257,7,1,1,6.93,2013-14,NED Eredivisie
5,Toby Alderweireld,Ajax,25,D(CR),4,4,360,0,0,0,6.93,2013-14,NED Eredivisie
6,Marcel Ritzmaier,Cambuur,21,"D(L),M(CL)",31,29,2630,3,6,1,6.92,2013-14,NED Eredivisie
7,Joey van den Berg,SC Heerenveen,28,"D(C),M(C)",31,28,2395,4,3,1,6.92,2013-14,NED Eredivisie
8,Gianni Zuiverloon,ADO Den Haag,28,D(CR),26,25,2240,0,0,2,6.92,2013-14,NED Eredivisie
9,Ard van Peppen,Roda,29,D(L),31,31,2734,0,1,1,6.92,2013-14,NED Eredivisie
0,Lerin Duarte,Ajax,24,"D(L),M(CR)",14,6,655,3,0,1,6.92,2013-14,NED Eredivisie
1,Kenny van der Weg,NAC Breda,23,D(CL),22,20,1782,1,0,1,6.92,2013-14,NED Eredivisie
2,Jeroen Verhoeven,FC Utrecht,34,GK,4,4,360,0,0,0,6.92,2013-14,NED Eredivisie
3,Roland Alberg,ADO Den Haag,24,AM(CL),26,23,2111,7,3,2,6.91,2013-14,NED Eredivisie
4,Jan Wuytens,AZ Alkmaar,29,D(C),28,27,2386,0,1,0,6.91,2013-14,NED Eredivisie
5,Ben Rienstra,Heracles,24,"D(C),M(C)",32,32,2834,1,2,0,6.91,2013-14,NED Eredivisie
6,Jerson Cabral,ADO Den Haag,24,AM(LR),14,13,1067,0,0,0,6.91,2013-14,NED Eredivisie
7,Ricardo Kishna,Ajax,20,AM(LR),8,5,391,1,2,0,6.90,2013-14,NED Eredivisie
8,Hans Hateboer,FC Groningen,21,"D(R),M(R)",18,17,1523,1,3,0,6.89,2013-14,NED Eredivisie
9,Kristoffer Nordfeldt,SC Heerenveen,25,GK,35,35,3146,0,1,3,6.89,2013-14,NED Eredivisie
0,Jakob Jantscher,NEC Nijmegen,26,"AM(CLR),FW",26,22,1843,3,5,0,6.89,2013-14,NED Eredivisie
1,Lucas Bijker,Cambuur,21,D(CL),29,29,2491,0,0,1,6.89,2013-14,NED Eredivisie
2,Aurélien Joachim,RKC Waalwijk,28,"AM(L),FW",32,28,2485,6,3,2,6.89,2013-14,NED Eredivisie
3,Cuco Martina,Twente,25,D(CLR),16,10,1010,1,0,0,6.89,2013-14,NED Eredivisie
4,Bart Vriends,Go Ahead Eagles,23,D(C),32,32,2880,0,0,0,6.89,2013-14,NED Eredivisie
5,Bojan,Ajax,24,"AM(CLR),FW",24,17,1361,4,3,1,6.88,2013-14,NED Eredivisie
6,Wout Droste,Cambuur,25,D(CR),33,33,2970,1,1,1,6.88,2013-14,NED Eredivisie
7,Rajiv van La Parra,SC Heerenveen,23,"AM(LR),FW",32,19,1791,5,6,2,6.88,2013-14,NED Eredivisie
8,Erwin Mulder,Feyenoord,25,GK,32,32,2880,0,0,1,6.87,2013-14,NED Eredivisie
9,Darryl Lachman,PEC Zwolle,25,D(C),24,22,1971,0,1,0,6.87,2013-14,NED Eredivisie
0,Ryan Koolwijk,NEC Nijmegen,29,M(C),22,19,1543,1,5,0,6.87,2013-14,NED Eredivisie
1,Maikel van der Werff,PEC Zwolle,25,D(C),24,20,1844,1,1,2,6.87,2013-14,NED Eredivisie
2,Maarten Martens,AZ Alkmaar,30,AM(CL),17,12,1086,1,10,0,6.87,2013-14,NED Eredivisie
3,Kyle Ebecilio,Twente,20,DMC,34,33,2851,7,2,1,6.87,2013-14,NED Eredivisie
4,Mike van der Hoorn,Ajax,22,D(C),3,2,167,0,0,0,6.86,2013-14,NED Eredivisie
5,Gévero Markiet,FC Utrecht,23,D(CR),20,18,1661,1,0,1,6.86,2013-14,NED Eredivisie
6,Steve De Ridder,FC Utrecht,27,"AM(C),FW",32,31,2591,10,6,1,6.86,2013-14,NED Eredivisie
7,Tommy Oar,FC Utrecht,23,AM(CL),31,30,2510,1,5,2,6.86,2013-14,NED Eredivisie
8,Danny Bakker,ADO Den Haag,19,"D(C),DMC",23,19,1671,3,0,1,6.86,2013-14,NED Eredivisie
9,Arjan van Dijk,RKC Waalwijk,27,GK,12,11,1035,0,0,1,6.86,2013-14,NED Eredivisie
0,Youness Mokhtar,Twente,23,AM(LR),25,14,1372,3,5,1,6.85,2013-14,NED Eredivisie
1,Rochdi Achenteh,Vitesse,26,"D(L),DMC",7,6,533,0,2,0,6.85,2013-14,NED Eredivisie
2,Remko Pasveer,Heracles,31,GK,33,33,2970,0,0,1,6.85,2013-14,NED Eredivisie
3,Dico Koppers,Twente,22,"D(L),M(L)",23,20,1814,0,1,0,6.84,2013-14,NED Eredivisie
4,Park Ji-Sung,PSV Eindhoven,33,M(CLR),23,21,1767,2,5,1,6.84,2013-14,NED Eredivisie
5,Dion Malone,ADO Den Haag,25,"D(R),DMC",32,32,2813,1,5,0,6.83,2013-14,NED Eredivisie
6,Elroy Pappot,FC Utrecht,21,FW,4,4,305,0,1,0,6.83,2013-14,NED Eredivisie
7,Elvis Manu,Cambuur,21,"AM(L),FW",15,15,1212,5,2,2,6.83,2013-14,NED Eredivisie
8,Mats Seuntjens,NAC Breda,22,"M(CLR),FW",27,19,1787,1,3,3,6.83,2013-14,NED Eredivisie
9,Christian Poulsen,Ajax,34,M(C),29,14,1524,1,3,0,6.83,2013-14,NED Eredivisie
0,Leonard Nienhuis,Cambuur,24,GK,31,31,2774,0,0,1,6.83,2013-14,NED Eredivisie
1,Henk Dijkhuizen,Roda,22,D(R),22,22,1888,2,2,0,6.82,2013-14,NED Eredivisie
2,Kolbeinn Sigthorsson,Ajax,24,FW,30,20,1932,10,2,0,6.82,2013-14,NED Eredivisie
3,Juan Agudelo,FC Utrecht,22,"M(CLR),FW",14,8,884,3,3,2,6.82,2013-14,NED Eredivisie
4,Lorenzo Burnet,FC Groningen,24,D(L),24,19,1741,1,1,1,6.82,2013-14,NED Eredivisie
5,Nick Marsman,Twente,24,GK,34,34,3060,0,0,0,6.82,2013-14,NED Eredivisie
6,Sjoerd Overgoor,Go Ahead Eagles,26,DMC,34,34,2759,0,3,1,6.82,2013-14,NED Eredivisie
7,Boldizsár Bodor,NAC Breda,32,D(L),17,15,1366,0,1,0,6.81,2013-14,NED Eredivisie
8,Mustafa Saymak,PEC Zwolle,21,M(CLR),30,29,2359,6,6,1,6.81,2013-14,NED Eredivisie
9,Simon Cziommer,Heracles,34,M(C),25,16,1502,2,4,1,6.80,2013-14,NED Eredivisie
0,Oscar Hiljemark,PSV Eindhoven,22,M(C),27,21,1899,2,1,0,6.80,2013-14,NED Eredivisie
1,Deniz Türüç,Go Ahead Eagles,21,M(CLR),31,31,2532,3,2,2,6.80,2013-14,NED Eredivisie
2,Michiel Kramer,ADO Den Haag,26,FW,26,15,1459,7,4,1,6.80,2013-14,NED Eredivisie
3,Jürgen Locadia,PSV Eindhoven,21,"AM(LR),FW",31,26,2306,13,5,0,6.80,2013-14,NED Eredivisie
4,Rasmus Bengtsson,Twente,28,D(C),28,27,2353,4,1,1,6.79,2013-14,NED Eredivisie
5,Jorrit Hendrix,PSV Eindhoven,19,"D(C),DMC",20,13,1194,0,2,0,6.79,2013-14,NED Eredivisie
6,Mikhail Rosheuvel,Heracles,24,"AM(CLR),FW",34,31,2642,4,5,1,6.79,2013-14,NED Eredivisie
7,Arnaud Djoum,Roda,25,DMC,22,19,1608,0,0,1,6.79,2013-14,NED Eredivisie
8,Rens van Eijden,NEC Nijmegen,26,D(C),29,29,2588,3,0,3,6.79,2013-14,NED Eredivisie
9,Mark van der Maarel,FC Utrecht,25,D(CLR),29,29,2579,0,1,0,6.79,2013-14,NED Eredivisie
0,Erik Falkenburg,Go Ahead Eagles,26,"AM(CL),FW",31,30,2628,9,2,1,6.79,2013-14,NED Eredivisie
1,Stefano Marzo,SC Heerenveen,23,"D(R),DMC",16,13,1238,0,1,0,6.78,2013-14,NED Eredivisie
2,Rydell Poepon,NAC Breda,27,FW,29,28,2295,9,2,1,6.78,2013-14,NED Eredivisie
3,Miquel Nelom,Feyenoord,24,D(L),18,12,1174,2,3,0,6.78,2013-14,NED Eredivisie
4,Jacob Mulenga,FC Utrecht,30,FW,16,10,966,5,1,0,6.78,2013-14,NED Eredivisie
5,Mike te Wierik,Heracles,22,D(CR),28,27,2449,2,0,0,6.78,2013-14,NED Eredivisie
6,Filip Kurto,Roda,23,GK,34,34,3060,0,0,2,6.78,2013-14,NED Eredivisie
7,Guyon Fernandez,PEC Zwolle,28,FW,24,15,1389,10,0,1,6.78,2013-14,NED Eredivisie
8,Kai Heerings,FC Utrecht,25,D(C),28,28,2463,1,1,0,6.77,2013-14,NED Eredivisie
9,Joost Broerse,PEC Zwolle,35,D(C),27,24,2054,2,0,0,6.77,2013-14,NED Eredivisie
0,Bart Schenkeveld,Heracles,23,D(CLR),31,29,2541,0,1,1,6.77,2013-14,NED Eredivisie
1,Harm Zeinstra,Cambuur,25,GK,4,3,286,0,0,0,6.77,2013-14,NED Eredivisie
2,Martijn Barto,Cambuur,30,"AM(C),FW",24,15,1350,8,2,2,6.76,2013-14,NED Eredivisie
3,Xander Houtkoop,Go Ahead Eagles,25,AM(L),33,30,2546,3,5,0,6.76,2013-14,NED Eredivisie
4,Mitchell te Vrede,Feyenoord,23,FW,14,5,517,4,0,1,6.76,2013-14,NED Eredivisie
5,Shadrach Eghan,Twente,20,AM(C),24,17,1244,5,2,1,6.75,2013-14,NED Eredivisie
6,Guus Hupperts,Roda,22,AM(LR),34,31,2660,9,6,2,6.75,2013-14,NED Eredivisie
7,Zakaria Labyad,Vitesse,21,"AM(CLR),FW",18,11,1058,3,0,0,6.75,2013-14,NED Eredivisie
8,Mark Uth,Heracles,23,"AM(CR),FW",28,26,2147,8,3,1,6.75,2013-14,NED Eredivisie
9,Leon de Kogel,FC Utrecht,23,FW,1,1,64,0,0,0,6.75,2013-14,NED Eredivisie
0,Johan Mårtensson,FC Utrecht,25,DMC,16,14,1175,1,0,0,6.75,2013-14,NED Eredivisie
1,Piet Velthuizen,Vitesse,28,GK,36,36,3240,0,0,0,6.74,2013-14,NED Eredivisie
2,Michael Lamey,RKC Waalwijk,35,D(R),15,11,990,1,0,0,6.74,2013-14,NED Eredivisie
3,Vito Wormgoor,ADO Den Haag,26,D(C),25,22,1961,0,0,0,6.74,2013-14,NED Eredivisie
4,Jóhann Gudmundsson,AZ Alkmaar,24,AM(CLR),35,22,2086,3,1,1,6.74,2013-14,NED Eredivisie
5,Alireza Jahanbakhsh,NEC Nijmegen,21,AM(CLR),27,11,1289,5,4,1,6.74,2013-14,NED Eredivisie
6,Giliano Wijnaldum,FC Groningen,22,D(CL),27,23,2157,1,0,0,6.74,2013-14,NED Eredivisie
7,Guy Ramos,Roda,29,D(C),11,9,792,0,0,0,6.74,2013-14,NED Eredivisie
8,Lasse Nielsen,NEC Nijmegen,27,D(C),13,12,1053,1,0,0,6.73,2013-14,NED Eredivisie
9,Kees Luijckx,Roda,28,D(C),28,26,2327,2,0,1,6.73,2013-14,NED Eredivisie
0,Eloy Room,Go Ahead Eagles,25,GK,20,20,1800,0,0,0,6.73,2013-14,NED Eredivisie
1,Wout Brama,Twente,28,DMC,5,2,209,1,0,0,6.73,2013-14,NED Eredivisie
2,Adam Maher,PSV Eindhoven,21,M(CR),26,20,1757,3,1,1,6.73,2013-14,NED Eredivisie
3,Samuel Armenteros,Feyenoord,24,"AM(R),FW",19,11,952,1,2,0,6.72,2013-14,NED Eredivisie
4,Jesper Drost,PEC Zwolle,22,AM(CLR),24,23,1946,3,5,0,6.72,2013-14,NED Eredivisie
5,Mike van Duinen,ADO Den Haag,23,"AM(LR),FW",33,33,2937,8,2,0,6.72,2013-14,NED Eredivisie
6,Jeffrey Sarpong,NAC Breda,26,AM(CLR),30,25,2303,2,4,0,6.71,2013-14,NED Eredivisie
7,Marnick Vermijl,NEC Nijmegen,23,"D(R),M(R)",28,28,2417,3,1,0,6.71,2013-14,NED Eredivisie
8,Xandro Schenk,Go Ahead Eagles,21,D(CL),30,29,2508,3,1,1,6.70,2013-14,NED Eredivisie
9,Bartholomew Ogbeche,Cambuur,30,"AM(LR),FW",10,5,486,2,1,0,6.70,2013-14,NED Eredivisie
