,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
6,Nabil Fekir,Lyon,23,"AM(CLR),FW",9,5,464,4,1,1,7.04,2015-16,FRA Ligue 1
7,Abdelaziz Barrada,Marseille,27,M(CR),24,17,1455,1,6,3,7.03,2015-16,FRA Ligue 1
8,Sébastien Corchia,Lille,26,"D(R),M(R)",33,30,2632,2,2,2,7.03,2015-16,FRA Ligue 1
9,Jean-Daniel Akpa Akpro,Toulouse,24,"D(R),M(CLR)",33,29,2557,1,4,1,7.03,2015-16,FRA Ligue 1
0,Nicolas Nkoulou,Marseille,26,D(C),33,33,2940,0,0,2,7.03,2015-16,FRA Ligue 1
1,Moustapha Bayal Sall,Saint-Etienne,31,D(C),28,27,2359,3,0,1,7.03,2015-16,FRA Ligue 1
2,Billy Ketkeophomphone,Angers,26,"AM(LR),FW",35,31,2697,5,7,2,7.03,2015-16,FRA Ligue 1
3,Fábio Coentrão,Monaco,28,"D(L),M(LR)",15,13,1085,3,2,1,7.02,2015-16,FRA Ligue 1
4,Fallou Diagne,Rennes,27,"D(CR),DMC",22,21,1860,5,0,1,7.02,2015-16,FRA Ligue 1
5,Thiago Motta,PSG,34,M(C),32,26,2348,1,1,0,7.02,2015-16,FRA Ligue 1
6,Yannis Salibur,Guingamp,25,"AM(CLR),FW",30,28,2340,7,6,3,7.02,2015-16,FRA Ligue 1
7,Thiago Xavier,Troyes,33,DMC,16,13,1061,2,0,0,7.01,2015-16,FRA Ligue 1
8,Jean Michaël Seri,Nice,25,M(C),38,35,3113,3,6,0,7.01,2015-16,FRA Ligue 1
9,Rémy Cabella,Marseille,26,"M(CLR),FW",34,30,2566,5,3,1,7.01,2015-16,FRA Ligue 1
0,Mario Lemina,Marseille,23,DMC,4,4,335,0,0,0,7.01,2015-16,FRA Ligue 1
1,Koffi Djidji,Nantes,24,D(CL),22,20,1794,0,0,1,7.01,2015-16,FRA Ligue 1
2,Dennis Appiah,Caen,24,"D(CLR),M(R)",38,38,3420,1,1,0,7.01,2015-16,FRA Ligue 1
3,Jaroslav Plasil,Bordeaux,35,M(C),27,25,2200,3,3,2,7.01,2015-16,FRA Ligue 1
4,Zargo Touré,Lorient,27,D(C),29,29,2557,4,0,2,7.00,2015-16,FRA Ligue 1
5,Aïssa Mandi,Reims,25,D(CLR),32,32,2860,5,1,3,7.00,2015-16,FRA Ligue 1
6,Morgan Amalfitano,Lille,31,M(CLR),15,10,958,2,0,2,7.00,2015-16,FRA Ligue 1
7,Lamine Koné,Lorient,27,D(C),18,17,1552,0,0,1,7.00,2015-16,FRA Ligue 1
8,Romain Thomas,Angers,28,D(C),36,36,3220,2,0,2,7.00,2015-16,FRA Ligue 1
9,Bernardo Silva,Monaco,22,"M(CLR),FW",32,22,2240,7,1,4,7.00,2015-16,FRA Ligue 1
0,Ellyes Skhiri,Montpellier,21,DMC,12,9,814,2,0,0,7.00,2015-16,FRA Ligue 1
1,Charles Traoré,Troyes,25,"D(L),M(L)",5,5,450,0,0,0,7.00,2015-16,FRA Ligue 1
2,Mounir Obbadi,Lille,33,M(C),30,25,2303,1,4,0,7.00,2015-16,FRA Ligue 1
3,Paul Andre Guerin,GFC Ajaccio,19,GK,2,1,139,0,0,0,7.00,2015-16,FRA Ligue 1
4,Cédric Yambéré,Bordeaux,26,"D(C),DMC",27,24,2254,3,0,2,6.99,2015-16,FRA Ligue 1
5,Mauricio Isla,Marseille,28,"D(R),M(CR)",23,20,1801,2,1,2,6.99,2015-16,FRA Ligue 1
6,Cheikh M'Bengue,Rennes,28,"D(CL),M(L)",23,21,1897,0,0,0,6.99,2015-16,FRA Ligue 1
7,Adama Soumaoro,Lille,24,D(CR),28,25,2320,1,0,1,6.99,2015-16,FRA Ligue 1
8,Marcel Tisserand,Toulouse,24,"D(CLR),M(R)",33,32,2844,1,0,1,6.99,2015-16,FRA Ligue 1
9,Jaba Kankava,Reims,30,DMC,27,27,2338,0,1,1,6.99,2015-16,FRA Ligue 1
0,Maxime Le Marchand,Nice,27,D(CL),26,26,2197,1,0,1,6.99,2015-16,FRA Ligue 1
1,Paul-Georges Ntep,Rennes,24,"AM(LR),FW",14,11,927,2,3,1,6.98,2015-16,FRA Ligue 1
2,Adrien Thomasson,Nantes,23,M(CLR),34,30,2529,2,5,1,6.98,2015-16,FRA Ligue 1
3,Mapou Yanga-Mbiwa,Lyon,27,D(CR),27,27,2353,2,0,1,6.98,2015-16,FRA Ligue 1
4,Óscar Trejo,Toulouse,28,"M(CLR),FW",34,23,2177,4,4,2,6.98,2015-16,FRA Ligue 1
5,Abdoul Camara,Angers,26,AM(LR),17,17,1460,2,0,0,6.98,2015-16,FRA Ligue 1
6,Ronaël Pierre-Gabriel,Saint-Etienne,18,"D(CLR),M(R)",5,4,329,0,0,1,6.98,2015-16,FRA Ligue 1
7,Romain Genevois,Nice,29,D(CR),14,10,1007,1,0,1,6.97,2015-16,FRA Ligue 1
8,Vincent Koziello,Nice,21,M(C),35,32,2717,3,6,1,6.97,2015-16,FRA Ligue 1
9,Christophe Kerbrat,Guingamp,30,D(C),29,29,2590,0,0,0,6.97,2015-16,FRA Ligue 1
0,Milan Bisevac,Lyon,33,D(C),6,6,457,0,0,1,6.97,2015-16,FRA Ligue 1
1,Nicolas Maurice-Belay,Bordeaux,31,"M(CL),FW",18,15,1288,1,2,0,6.97,2015-16,FRA Ligue 1
2,Robin Maulun,Bordeaux,20,M(C),1,0,50,0,0,0,6.96,2015-16,FRA Ligue 1
3,Wissam Ben Yedder,Toulouse,26,"AM(C),FW",35,34,2896,17,5,4,6.96,2015-16,FRA Ligue 1
4,Florentin Pogba,Saint-Etienne,26,D(CL),24,21,1947,0,1,0,6.96,2015-16,FRA Ligue 1
5,Cheick Diabaté,Bordeaux,28,FW,22,17,1446,10,4,2,6.95,2015-16,FRA Ligue 1
6,Jimmy Cabot,Troyes,22,M(LR),15,7,723,3,1,3,6.95,2015-16,FRA Ligue 1
7,Mamadou Samassa,Guingamp,26,GK,1,1,90,0,0,0,6.95,2015-16,FRA Ligue 1
8,João Moutinho,Monaco,30,M(C),26,24,2123,1,2,1,6.95,2015-16,FRA Ligue 1
9,Somália,Toulouse,28,"D(R),M(CR)",27,24,2095,0,2,1,6.95,2015-16,FRA Ligue 1
0,Anthony Weber,Reims,29,D(C),19,19,1596,1,0,0,6.94,2015-16,FRA Ligue 1
1,Moustapha Diallo,Guingamp,30,M(C),30,21,1914,1,2,0,6.94,2015-16,FRA Ligue 1
2,Jérôme Roussillon,Montpellier,24,"D(L),M(L)",33,31,2668,3,3,0,6.94,2015-16,FRA Ligue 1
3,Michy Batshuayi,Marseille,23,FW,36,32,2938,17,9,0,6.94,2015-16,FRA Ligue 1
4,Sadio Diallo,SC Bastia,26,"M(CL),FW",15,9,716,2,2,2,6.94,2015-16,FRA Ligue 1
5,Thomas Vincensini,SC Bastia,23,GK,2,1,118,0,0,0,6.94,2015-16,FRA Ligue 1
6,Jacques François Moubandje,Toulouse,26,"D(CL),M(L)",23,20,1872,0,0,1,6.93,2015-16,FRA Ligue 1
7,Tongo Doumbia,Toulouse,27,M(C),25,22,1896,1,1,1,6.93,2015-16,FRA Ligue 1
8,Frédéric Guilbert,Bordeaux,22,"D(CLR),M(R)",30,29,2507,0,0,0,6.93,2015-16,FRA Ligue 1
9,Raphaël Guerreiro,Lorient,23,"D(L),M(CL)",34,27,2506,3,2,0,6.93,2015-16,FRA Ligue 1
0,Julien Féret,Caen,34,M(C),38,37,3275,4,8,5,6.93,2015-16,FRA Ligue 1
1,Chaker Alhadhur,Caen,25,D(LR),10,8,786,0,0,0,6.92,2015-16,FRA Ligue 1
2,Marquinhos,PSG,22,"D(CR),DMC",29,20,1920,1,0,0,6.92,2015-16,FRA Ligue 1
3,Georges-Kévin Nkoudou,Marseille,21,AM(LR),28,22,2077,5,3,1,6.92,2015-16,FRA Ligue 1
4,Kévin Théophile-Catherine,Saint-Etienne,27,D(CLR),22,22,1980,1,1,2,6.92,2015-16,FRA Ligue 1
5,Adam Ounas,Bordeaux,20,"AM(CLR),FW",24,16,1315,5,2,0,6.92,2015-16,FRA Ligue 1
6,Rafael,Lyon,26,"D(LR),M(R)",21,18,1454,1,2,0,6.92,2015-16,FRA Ligue 1
7,Sébastien Squillaci,SC Bastia,36,D(C),31,29,2667,2,2,2,6.92,2015-16,FRA Ligue 1
8,Ludovic Butelle,Angers,33,GK,19,19,1710,0,0,0,6.92,2015-16,FRA Ligue 1
9,Geoffrey Jourdren,Montpellier,30,GK,7,7,630,0,0,0,6.92,2015-16,FRA Ligue 1
0,Yoann Andreu,Angers,27,D(LR),31,31,2724,0,1,1,6.91,2015-16,FRA Ligue 1
1,Matthieu Dreyer,Troyes,27,GK,15,15,1350,0,0,1,6.91,2015-16,FRA Ligue 1
2,Karim Rekik,Marseille,22,D(CL),24,23,2034,1,1,1,6.91,2015-16,FRA Ligue 1
3,Roderic Filippi,GFC Ajaccio,27,D(C),26,21,1919,2,1,2,6.91,2015-16,FRA Ligue 1
4,Jules Goda,GFC Ajaccio,27,GK,3,3,221,0,0,1,6.91,2015-16,FRA Ligue 1
5,Mickaël Le Bihan,Nice,26,FW,3,1,137,1,1,0,6.91,2015-16,FRA Ligue 1
6,Oussama Tannane,Saint-Etienne,22,"AM(CLR),FW",10,7,607,2,1,0,6.91,2015-16,FRA Ligue 1
7,Jérémy Clément,Saint-Etienne,32,M(C),27,25,2224,0,1,0,6.91,2015-16,FRA Ligue 1
8,Jérémy Morel,Lyon,32,D(CL),31,27,2511,0,1,0,6.91,2015-16,FRA Ligue 1
9,André Biyogo Poko,Bordeaux,24,"D(R),M(CR)",25,19,1873,0,1,0,6.91,2015-16,FRA Ligue 1
0,Emmanuel Imorou,Caen,28,D(L),15,15,1203,1,1,2,6.91,2015-16,FRA Ligue 1
1,Thomas Mangani,Angers,29,M(C),33,31,2499,5,4,3,6.90,2015-16,FRA Ligue 1
2,Lucas Tousart,Lyon,19,DMC,1,1,61,0,0,0,6.90,2015-16,FRA Ligue 1
3,Jérémy Sorbon,Guingamp,33,D(C),34,34,3031,2,0,1,6.90,2015-16,FRA Ligue 1
4,Pablo,Bordeaux,25,D(C),16,16,1338,1,0,0,6.90,2015-16,FRA Ligue 1
5,Yannick Cahuzac,SC Bastia,31,DMC,31,29,2548,2,1,0,6.90,2015-16,FRA Ligue 1
6,Thibault Giresse,Guingamp,35,AM(CL),25,20,1706,4,4,3,6.90,2015-16,FRA Ligue 1
7,Benjamin Stambouli,PSG,26,"D(CR),M(C)",27,18,1500,0,0,0,6.90,2015-16,FRA Ligue 1
8,Majeed Waris,Lorient,25,"AM(LR),FW",21,20,1656,11,3,0,6.90,2015-16,FRA Ligue 1
9,Birama Touré,Nantes,24,DMC,23,21,1818,0,2,0,6.89,2015-16,FRA Ligue 1
0,Wallace,Monaco,22,D(C),26,25,2251,1,0,1,6.89,2015-16,FRA Ligue 1
1,Johan Martial,Troyes,25,D(C),8,7,570,0,0,0,6.89,2015-16,FRA Ligue 1
2,Didier Ndong,Lorient,22,DMC,34,34,3056,2,1,0,6.88,2015-16,FRA Ligue 1
3,Issa Diop,Toulouse,20,D(C),21,21,1890,1,0,0,6.88,2015-16,FRA Ligue 1
4,Paul Bernardoni,Troyes,19,GK,14,14,1260,0,0,1,6.88,2015-16,FRA Ligue 1
5,Éric Bauthéac,Lille,29,AM(LR),28,25,2168,2,1,1,6.88,2015-16,FRA Ligue 1
6,Alexis Blin,Toulouse,20,DMC,24,15,1404,0,0,0,6.87,2015-16,FRA Ligue 1
7,Sylvain Armand,Rennes,36,D(CL),34,33,2991,1,1,0,6.87,2015-16,FRA Ligue 1
8,Gelson Fernandes,Rennes,30,DMC,33,33,2902,1,1,0,6.87,2015-16,FRA Ligue 1
9,Jordan Ferri,Lyon,24,M(C),34,26,2449,2,5,0,6.86,2015-16,FRA Ligue 1
0,Anthony Lopes,Lyon,26,GK,37,37,3330,0,0,0,6.86,2015-16,FRA Ligue 1
1,Vincent Enyeama,Lille,34,GK,35,35,3129,0,0,0,6.86,2015-16,FRA Ligue 1
2,Wilfried Moimbé,Nantes,28,D(L),15,15,1324,0,1,0,6.86,2015-16,FRA Ligue 1
3,Franck Signorino,Reims,35,"D(L),M(L)",29,29,2561,0,2,0,6.86,2015-16,FRA Ligue 1
4,Rolando,Marseille,31,D(C),19,18,1631,1,0,1,6.86,2015-16,FRA Ligue 1
5,Francois Clerc,Saint-Etienne,33,D(R),10,10,872,0,1,0,6.86,2015-16,FRA Ligue 1
6,Mohamed Larbi,GFC Ajaccio,29,AM(C),30,26,2289,8,3,3,6.85,2015-16,FRA Ligue 1
7,Pablo Martinez,GFC Ajaccio,27,D(CL),28,26,2206,0,1,0,6.85,2015-16,FRA Ligue 1
8,Walid Mesloub,Lorient,31,AM(C),29,23,2121,1,4,0,6.84,2015-16,FRA Ligue 1
9,Elderson Echiéjilé,Monaco,28,D(L),20,18,1568,0,1,0,6.84,2015-16,FRA Ligue 1
0,Olivier Boscagli,Nice,19,"D(CL),DMC",11,8,773,1,0,0,6.84,2015-16,FRA Ligue 1
1,Kader Mangane,GFC Ajaccio,33,"D(C),DMC",31,28,2553,1,1,0,6.84,2015-16,FRA Ligue 1
2,Pedro Mendes,Rennes,26,D(CR),22,21,1853,0,0,0,6.84,2015-16,FRA Ligue 1
3,Nampalys Mendy,Nice,24,M(C),38,38,3392,1,2,0,6.84,2015-16,FRA Ligue 1
4,Yacouba Sylla,Rennes,26,DMC,20,18,1500,0,1,0,6.84,2015-16,FRA Ligue 1
5,Alassane Toure,GFC Ajaccio,27,D(R),13,11,951,1,0,0,6.84,2015-16,FRA Ligue 1
6,Steven Fletcher,Marseille,29,FW,12,9,754,2,2,1,6.84,2015-16,FRA Ligue 1
7,Jonas Lössl,Guingamp,27,GK,37,37,3330,0,0,2,6.83,2015-16,FRA Ligue 1
8,Alexandre Coeff,GFC Ajaccio,24,D(CR),24,22,1997,0,2,0,6.83,2015-16,FRA Ligue 1
9,Vincent Pajot,Saint-Etienne,26,M(C),28,19,1750,1,1,1,6.83,2015-16,FRA Ligue 1
0,Étienne Didot,Toulouse,33,M(C),23,21,1660,0,2,1,6.83,2015-16,FRA Ligue 1
1,Valentín Vada,Bordeaux,20,M(C),16,10,935,0,2,0,6.82,2015-16,FRA Ligue 1
2,Ricardo Carvalho,Monaco,38,D(C),33,33,2903,2,0,0,6.82,2015-16,FRA Ligue 1
3,Jean-Louis Leca,SC Bastia,31,GK,34,34,2990,0,0,1,6.82,2015-16,FRA Ligue 1
4,Romain Danzé,Rennes,30,"D(R),M(CR)",21,19,1617,0,3,0,6.82,2015-16,FRA Ligue 1
5,Pape Paye,Lorient,26,D(R),10,8,685,0,0,0,6.82,2015-16,FRA Ligue 1
6,Floyd Ayité,SC Bastia,28,"M(CLR),FW",32,30,2628,8,3,2,6.82,2015-16,FRA Ligue 1
7,Benoit Assou-Ekotto,Saint-Etienne,32,D(L),20,19,1704,0,0,0,6.82,2015-16,FRA Ligue 1
8,Anthony Mounier,Montpellier,29,AM(CLR),3,3,270,0,0,0,6.81,2015-16,FRA Ligue 1
9,Casimir Ninga,Montpellier,23,"AM(LR),FW",26,20,1983,7,4,4,6.81,2015-16,FRA Ligue 1
0,Mathieu Bodmer,Nice,34,"D(C),M(C)",19,16,1357,1,1,0,6.81,2015-16,FRA Ligue 1
1,Antoine Devaux,Reims,31,M(C),33,33,2819,1,1,1,6.80,2015-16,FRA Ligue 1
2,Lucas Deaux,Nantes,28,"D(C),DMC",16,13,1184,0,0,1,6.80,2015-16,FRA Ligue 1
3,William Matheus,Toulouse,26,"D(L),M(L)",14,14,1247,0,1,0,6.80,2015-16,FRA Ligue 1
4,Diego Rolan,Bordeaux,23,"AM(CLR),FW",31,22,2125,7,4,2,6.80,2015-16,FRA Ligue 1
5,Christopher Nkunku,PSG,19,"M(CLR),FW",5,4,329,0,0,0,6.80,2015-16,FRA Ligue 1
6,Lamine Gassama,Lorient,27,D(R),31,31,2709,0,1,1,6.79,2015-16,FRA Ligue 1
7,Mathieu Peybernes,SC Bastia,26,D(C),25,23,2043,0,0,0,6.79,2015-16,FRA Ligue 1
8,Ramy Bensebaïni,Montpellier,21,"D(CL),DMC,M(L)",22,15,1348,2,0,0,6.79,2015-16,FRA Ligue 1
9,Alaeddine Yahia,Caen,35,D(C),26,26,2214,1,0,0,6.79,2015-16,FRA Ligue 1
0,Alexandre Letellier,Angers,26,GK,17,17,1530,0,0,1,6.79,2015-16,FRA Ligue 1
1,Thomas Ayasse,Troyes,29,M(C),14,12,1018,1,0,0,6.79,2015-16,FRA Ligue 1
2,Stéphane Ruffier,Saint-Etienne,30,GK,38,38,3420,0,0,2,6.78,2015-16,FRA Ligue 1
3,Lorik Cana,Nantes,33,D(C),21,20,1759,0,0,0,6.78,2015-16,FRA Ligue 1
4,Seko Fofana,SC Bastia,21,M(C),32,25,2303,1,2,1,6.78,2015-16,FRA Ligue 1
5,Kevin Trapp,PSG,26,GK,35,35,3106,0,0,0,6.78,2015-16,FRA Ligue 1
6,Rémy Vercoutre,Caen,36,GK,38,38,3420,0,0,1,6.78,2015-16,FRA Ligue 1
7,Danijel Subasic,Monaco,32,GK,36,36,3240,0,0,1,6.78,2015-16,FRA Ligue 1
8,Mouez Hassen,Nice,21,GK,14,12,1075,0,0,0,6.77,2015-16,FRA Ligue 1
9,Benjamin Lecomte,Lorient,25,GK,37,37,3241,0,0,4,6.77,2015-16,FRA Ligue 1
0,Oswaldo Vizcarrondo,Nantes,32,D(C),30,29,2617,0,0,0,6.77,2015-16,FRA Ligue 1
1,Florian Marange,SC Bastia,30,D(CL),24,19,1667,0,1,1,6.77,2015-16,FRA Ligue 1
2,Franck Hery,Guingamp,23,D(CLR),3,3,270,0,0,0,6.77,2015-16,FRA Ligue 1
3,Martin Braithwaite,Toulouse,25,"AM(CLR),FW",36,33,2938,11,0,0,6.77,2015-16,FRA Ligue 1
4,Gaël Danic,SC Bastia,35,AM(CLR),37,32,2704,5,4,1,6.77,2015-16,FRA Ligue 1
5,Matthieu Saunier,Troyes,26,D(C),28,28,2419,0,0,1,6.76,2015-16,FRA Ligue 1
6,Francois Modesto,SC Bastia,38,"D(C),DMC",29,27,2423,0,0,1,6.76,2015-16,FRA Ligue 1
7,Gael Angoula,Angers,34,D(R),13,10,1011,0,0,0,6.76,2015-16,FRA Ligue 1
8,Abdoulaye Doucouré,Rennes,24,M(C),16,11,944,2,2,1,6.76,2015-16,FRA Ligue 1
9,Ludovic Baal,Rennes,30,"D(L),M(L)",22,18,1521,0,3,0,6.76,2015-16,FRA Ligue 1
0,Benjamin Moukandjo,Lorient,28,"M(LR),FW",31,26,2231,13,1,1,6.75,2015-16,FRA Ligue 1
1,Jimmy Briand,Guingamp,31,"M(LR),FW",35,33,2938,7,7,3,6.75,2015-16,FRA Ligue 1
2,Jonathan Martins Pereira,Troyes,30,D(R),11,11,902,0,2,0,6.75,2015-16,FRA Ligue 1
3,Adryan,Nantes,22,AM(CL),26,19,1432,3,2,1,6.75,2015-16,FRA Ligue 1
4,Vágner Love,Monaco,32,FW,12,9,786,4,0,0,6.75,2015-16,FRA Ligue 1
5,Claudio Beauvue,Lyon,28,"AM(CLR),FW",19,15,1281,5,2,0,6.75,2015-16,FRA Ligue 1
6,Yann Jouffre,Lorient,32,"M(CR),FW",27,21,1787,2,5,1,6.74,2015-16,FRA Ligue 1
7,Léo Dubois,Nantes,22,"D(LR),M(R)",24,22,1981,0,0,1,6.74,2015-16,FRA Ligue 1
8,Jeremie Bréchet,GFC Ajaccio,37,D(C),23,23,1938,0,0,0,6.74,2015-16,FRA Ligue 1
9,Sergi Darder,Lyon,23,M(CL),26,18,1488,2,1,0,6.74,2015-16,FRA Ligue 1
0,Abou Diaby,Marseille,30,M(C),3,2,135,0,0,0,6.74,2015-16,FRA Ligue 1
1,Abdoulaye Diallo,Rennes,24,GK,7,7,630,0,0,0,6.74,2015-16,FRA Ligue 1
2,Jessy Pi,Troyes,23,DMC,37,35,3178,3,0,0,6.74,2015-16,FRA Ligue 1
3,Renaud Cohade,Saint-Etienne,32,M(C),19,14,1149,0,2,2,6.73,2015-16,FRA Ligue 1
4,Romain Alessandrini,Marseille,27,"AM(CLR),FW",22,16,1253,5,4,3,6.73,2015-16,FRA Ligue 1
5,Laurent Pionnier,Montpellier,34,GK,25,25,2250,0,0,1,6.73,2015-16,FRA Ligue 1
6,Juan Quintero,Rennes,23,AM(C),12,9,817,1,2,2,6.73,2015-16,FRA Ligue 1
7,Diego Rigonato,Reims,28,AM(LR),23,15,1449,3,3,0,6.72,2015-16,FRA Ligue 1
8,Hamadou Karamoko,Lorient,22,D(CLR),3,3,270,0,0,0,6.72,2015-16,FRA Ligue 1
9,Ronny Rodelin,Lille,27,"AM(CLR),FW",1,1,68,0,0,0,6.72,2015-16,FRA Ligue 1
0,Vincent Bessat,Caen,31,"D(L),M(L)",35,32,2766,1,1,0,6.72,2015-16,FRA Ligue 1
1,Andrea Raggi,Monaco,32,D(CLR),31,29,2606,2,1,0,6.72,2015-16,FRA Ligue 1
2,Valentin Eysseric,Saint-Etienne,24,"M(CLR),FW",29,19,1728,6,4,1,6.72,2015-16,FRA Ligue 1
3,Kolbeinn Sigthorsson,Nantes,26,FW,26,19,1694,3,0,2,6.71,2015-16,FRA Ligue 1
4,Rony Lopes,Lille,21,"AM(CLR),FW",12,5,518,2,1,0,6.71,2015-16,FRA Ligue 1
5,Khalid Boutaïb,GFC Ajaccio,29,FW,31,22,1929,6,1,4,6.71,2015-16,FRA Ligue 1
6,Souleymane Camara,Montpellier,34,"M(R),FW",33,22,1997,7,6,2,6.71,2015-16,FRA Ligue 1
7,Quentin Othon,Troyes,28,"D(L),DMC",8,6,584,1,0,0,6.71,2015-16,FRA Ligue 1
8,Jean-Armel Kana-Biyik,Toulouse,27,D(C),18,17,1463,2,0,1,6.70,2015-16,FRA Ligue 1
9,Romain Hamouma,Saint-Etienne,29,"M(CLR),FW",24,17,1599,3,3,1,6.70,2015-16,FRA Ligue 1
0,Brice Dja Djédjé,Marseille,26,"D(R),DMC,M(R)",19,17,1479,0,0,0,6.70,2015-16,FRA Ligue 1
1,Pierre-Yves Polomat,Saint-Etienne,23,"D(L),M(L)",15,9,913,0,0,0,6.69,2015-16,FRA Ligue 1
2,Jimmy Cabot,Lorient,22,M(LR),13,8,749,1,3,1,6.69,2015-16,FRA Ligue 1
3,Rio Mavuba,Lille,32,M(C),35,31,2806,0,0,0,6.69,2015-16,FRA Ligue 1
4,Simon Pouplin,Nice,31,GK,1,1,37,0,0,0,6.69,2015-16,FRA Ligue 1
5,Antoine Conté,Reims,22,D(CR),11,11,920,0,0,0,6.69,2015-16,FRA Ligue 1
6,David Ducourtioux,GFC Ajaccio,38,M(CR),33,29,2655,0,3,0,6.68,2015-16,FRA Ligue 1
7,Emiliano Sala,Nantes,26,FW,31,22,1962,6,3,3,6.68,2015-16,FRA Ligue 1
8,Kévin Monnet-Paquet,Saint-Etienne,28,"M(CLR),FW",31,25,2279,2,2,1,6.68,2015-16,FRA Ligue 1
9,Steeve Yago,Toulouse,24,D(CLR),19,16,1447,0,0,0,6.68,2015-16,FRA Ligue 1
0,Ludovic Blas,Guingamp,19,"M(CLR),FW",14,6,640,1,2,0,6.68,2015-16,FRA Ligue 1
1,Mickaël Tacalfred,Reims,35,D(C),15,14,1166,0,0,0,6.68,2015-16,FRA Ligue 1
2,Abdelhamid El Kaoutari,Reims,26,D(CL),8,7,644,0,0,0,6.67,2015-16,FRA Ligue 1
3,Mexer,Rennes,28,D(C),16,16,1310,0,0,0,6.67,2015-16,FRA Ligue 1
4,Maxime Barthelme,Lorient,28,"D(L),M(LR)",24,16,1270,0,5,0,6.67,2015-16,FRA Ligue 1
5,Nolan Roux,Saint-Etienne,28,"AM(LR),FW",29,21,1968,9,2,1,6.67,2015-16,FRA Ligue 1
6,Jerome Le Moigne,GFC Ajaccio,33,DMC,31,27,2465,0,1,0,6.67,2015-16,FRA Ligue 1
7,Nicolas Seube,Caen,37,M(C),33,24,2176,0,1,1,6.67,2015-16,FRA Ligue 1
8,Mohamed Fofana,Reims,31,D(C),13,12,983,0,2,0,6.66,2015-16,FRA Ligue 1
9,Giovanni Sio,Rennes,27,"AM(LR),FW",34,28,2605,7,7,0,6.66,2015-16,FRA Ligue 1
0,Ismaël Traoré,Angers,30,D(CR),34,34,2960,1,0,0,6.66,2015-16,FRA Ligue 1
1,Pavle Ninkov,Toulouse,31,"D(R),M(R)",10,5,511,0,1,0,6.66,2015-16,FRA Ligue 1
2,Vincent Manceau,Angers,27,D(CLR),27,27,2386,0,1,0,6.66,2015-16,FRA Ligue 1
3,Pedro Henrique,Rennes,26,"AM(LR),FW",23,15,1217,3,1,1,6.66,2015-16,FRA Ligue 1
4,Steve Mandanda,Marseille,31,GK,36,36,3240,0,0,3,6.65,2015-16,FRA Ligue 1
5,Yoan Cardinale,Nice,22,GK,26,25,2306,0,0,1,6.65,2015-16,FRA Ligue 1
6,Rémy Riou,Nantes,29,GK,31,31,2790,0,0,0,6.65,2015-16,FRA Ligue 1
7,Mathieu Deplagne,Montpellier,25,D(CLR),25,21,1801,0,0,0,6.65,2015-16,FRA Ligue 1
8,Karim Azamoum,Troyes,26,M(CR),14,9,757,2,1,1,6.65,2015-16,FRA Ligue 1
9,Atila Turan,Reims,24,"D(L),M(L)",11,8,746,2,0,0,6.65,2015-16,FRA Ligue 1
0,Sloan Privat,Guingamp,27,FW,27,14,1251,7,1,0,6.65,2015-16,FRA Ligue 1
1,Mahamane Traoré,Nice,28,M(C),12,4,401,2,2,0,6.65,2015-16,FRA Ligue 1
2,Alejandro Bedoya,Nantes,29,"M(CR),FW",28,22,2055,3,3,0,6.65,2015-16,FRA Ligue 1
3,Adama Traoré,Monaco,21,M(CR),6,4,364,0,1,0,6.65,2015-16,FRA Ligue 1
4,Mory Kone,Troyes,22,D(CLR),3,3,239,0,1,0,6.64,2015-16,FRA Ligue 1
5,Alexis Peuget,Reims,26,DMC,12,8,668,0,0,0,6.64,2015-16,FRA Ligue 1
6,Clément Grenier,Lyon,26,M(CL),18,10,1013,2,3,0,6.64,2015-16,FRA Ligue 1
7,Ismaël Diomandé,Caen,24,"D(C),DMC",6,5,408,0,0,0,6.64,2015-16,FRA Ligue 1
8,Rony Lopes,Monaco,21,"AM(CLR),FW",2,2,115,0,0,0,6.64,2015-16,FRA Ligue 1
9,François Bellugou,Lorient,29,"D(C),DMC",33,27,2302,0,1,0,6.63,2015-16,FRA Ligue 1
0,Johny Placide,Reims,28,GK,19,17,1617,0,0,1,6.63,2015-16,FRA Ligue 1
1,Grégory Pujol,GFC Ajaccio,36,FW,19,12,1142,5,0,0,6.63,2015-16,FRA Ligue 1
2,Olivier Kemen,Lyon,20,AM(C),2,1,106,0,0,0,6.63,2015-16,FRA Ligue 1
3,Thievy Bifouma,Reims,24,"AM(CLR),FW",14,10,939,4,1,0,6.63,2015-16,FRA Ligue 1
4,Bouna Sarr,Marseille,24,"D(R),M(CLR)",25,9,990,2,1,0,6.63,2015-16,FRA Ligue 1
5,Ermir Lenjani,Nantes,27,"D(L),M(L)",20,15,1390,1,1,0,6.63,2015-16,FRA Ligue 1
6,Gaëtan Charbonnier,Reims,28,"AM(C),FW",22,16,1269,4,1,0,6.62,2015-16,FRA Ligue 1
7,Benoît Costil,Rennes,29,GK,31,31,2790,0,0,0,6.62,2015-16,FRA Ligue 1
8,Kamil Grosicki,Rennes,28,AM(LR),33,14,1525,9,3,0,6.62,2015-16,FRA Ligue 1
