,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
0,Jean-Louis Leca,Valenciennes,25,GK,1,1,90,0,0,0,8.18,2009-10,FRA Ligue 1
1,Anthony Mounier,Lyon,23,AM(CLR),1,1,90,0,1,0,7.96,2009-10,FRA Ligue 1
2,Nenê,Monaco,29,"AM(CLR),FW",34,34,2997,14,4,8,7.73,2009-10,FRA Ligue 1
3,Fabio Grosso,Lyon,33,D(CL),1,1,90,0,0,0,7.68,2009-10,FRA Ligue 1
4,Florian Bague,Boulogne,26,GK,1,1,90,0,0,0,7.67,2009-10,FRA Ligue 1
5,Laurent Koscielny,Lorient,25,D(C),35,35,3118,3,0,4,7.57,2009-10,FRA Ligue 1
6,Benoit Pedretti,Auxerre,30,M(C),36,36,3220,4,4,6,7.53,2009-10,FRA Ligue 1
7,Mamadou Niang,Marseille,31,"AM(CLR),FW",32,29,2494,18,6,4,7.50,2009-10,FRA Ligue 1
8,Yohan Cabaye,Lille,24,M(C),32,30,2557,13,7,6,7.50,2009-10,FRA Ligue 1
9,Yoann Gourcuff,Bordeaux,24,M(CL),29,26,2269,6,7,5,7.49,2009-10,FRA Ligue 1
0,Cris,Lyon,33,D(C),34,34,3060,4,1,5,7.47,2009-10,FRA Ligue 1
1,Abdoulaye Diallo,Rennes,18,GK,1,1,90,0,0,0,7.43,2009-10,FRA Ligue 1
2,Wendel,Bordeaux,28,M(CL),31,25,2205,11,6,3,7.42,2009-10,FRA Ligue 1
3,Hamdi Kasraoui,Lens,27,GK,6,6,540,0,0,1,7.39,2009-10,FRA Ligue 1
4,Gervinho,Lille,23,"M(LR),FW",32,28,2472,13,4,3,7.39,2009-10,FRA Ligue 1
5,Serge Aurier,Lens,18,"D(CLR),M(R)",5,5,450,0,0,0,7.36,2009-10,FRA Ligue 1
6,Lionel Letizi,Nice,37,GK,2,1,145,0,0,1,7.35,2009-10,FRA Ligue 1
7,Souleymane Diawara,Marseille,32,D(C),37,37,3330,4,1,1,7.34,2009-10,FRA Ligue 1
8,Mathieu Debuchy,Lille,25,"D(CR),M(R)",31,30,2674,1,1,0,7.34,2009-10,FRA Ligue 1
9,Julien Féret,Nancy,28,M(C),37,35,3155,5,9,4,7.34,2009-10,FRA Ligue 1
0,Lionel Cappone,Lorient,31,GK,3,3,270,0,0,1,7.33,2009-10,FRA Ligue 1
1,Rudy Mater,Valenciennes,30,D(R),28,28,2316,2,5,2,7.33,2009-10,FRA Ligue 1
2,Emir Spahic,Montpellier,30,D(C),34,34,3005,2,1,5,7.33,2009-10,FRA Ligue 1
3,Jean-Alain Boumsong,Lyon,31,"D(CL),DMC",19,19,1705,1,0,1,7.32,2009-10,FRA Ligue 1
4,Sylvain Marveaux,Rennes,24,"AM(CLR),FW",35,33,2724,10,5,5,7.31,2009-10,FRA Ligue 1
5,Benoit Cheyrou,Marseille,29,M(C),32,27,2408,5,5,3,7.31,2009-10,FRA Ligue 1
6,Stéphane Grichting,Auxerre,31,"D(CL),DMC",37,37,3217,0,0,1,7.30,2009-10,FRA Ligue 1
7,Lucho González,Marseille,29,M(C),32,28,2370,5,12,3,7.30,2009-10,FRA Ligue 1
8,Alou Diarra,Bordeaux,29,"D(C),M(C)",30,30,2554,1,0,0,7.29,2009-10,FRA Ligue 1
9,Michael Ciani,Bordeaux,26,D(C),30,29,2513,2,0,4,7.28,2009-10,FRA Ligue 1
0,Elinton Andrade,Marseille,31,GK,3,2,243,0,0,0,7.28,2009-10,FRA Ligue 1
1,Jérémy Toulalan,Lyon,27,"D(C),M(C)",31,27,2482,0,1,1,7.27,2009-10,FRA Ligue 1
2,Aurélien Chedjou,Lille,25,"D(C),DMC",31,28,2449,2,1,2,7.26,2009-10,FRA Ligue 1
3,Guy Ndy Assembé,Valenciennes,24,GK,17,17,1530,0,0,3,7.26,2009-10,FRA Ligue 1
4,Aly Cissokho,Lyon,23,"D(L),M(L)",31,31,2735,0,3,1,7.26,2009-10,FRA Ligue 1
5,Maxime Gonalons,Lyon,21,"D(C),M(C)",15,12,1073,1,0,0,7.26,2009-10,FRA Ligue 1
6,Loic Perrin,Saint-Etienne,25,D(C),18,15,1309,2,0,3,7.26,2009-10,FRA Ligue 1
7,Alberto Costa,Montpellier,26,M(C),31,31,2674,7,6,3,7.24,2009-10,FRA Ligue 1
8,Pascal Berenguer,Nancy,29,"D(C),M(CR)",30,29,2600,2,1,2,7.24,2009-10,FRA Ligue 1
9,Sylvain Marchal,Lorient,30,D(C),31,31,2704,1,0,2,7.24,2009-10,FRA Ligue 1
0,Adama Coulibaly,Auxerre,30,"D(CL),DMC",33,33,2960,1,2,3,7.24,2009-10,FRA Ligue 1
1,Rod Fanni,Rennes,29,D(CR),38,38,3420,0,3,2,7.22,2009-10,FRA Ligue 1
2,Taye Ismaila Taiwo,Marseille,25,D(CL),27,24,2165,3,2,2,7.22,2009-10,FRA Ligue 1
3,Gabriel Heinze,Marseille,32,"D(CL),DMC",27,26,2252,4,1,2,7.21,2009-10,FRA Ligue 1
4,Brandão,Marseille,30,FW,30,27,2452,8,5,4,7.21,2009-10,FRA Ligue 1
5,Eden Hazard,Lille,20,"M(CLR),FW",37,31,2696,5,8,3,7.20,2009-10,FRA Ligue 1
6,Stéphane Sessegnon,PSG,26,M(CLR),29,27,2358,4,5,1,7.20,2009-10,FRA Ligue 1
7,André-Pierre Gignac,Toulouse,25,FW,31,30,2718,8,4,2,7.20,2009-10,FRA Ligue 1
8,Abdoulaye Keita,Bordeaux,20,GK,1,0,56,0,0,0,7.20,2009-10,FRA Ligue 1
9,Habib Bellaid,Boulogne,24,D(L),9,9,805,0,0,2,7.20,2009-10,FRA Ligue 1
0,Cedric Hengbart,Auxerre,30,D(CR),37,37,3259,5,1,2,7.19,2009-10,FRA Ligue 1
1,Lamine Sané,Bordeaux,23,"D(C),M(C)",17,14,1313,1,0,1,7.19,2009-10,FRA Ligue 1
2,Arnaud Le Lan,Lorient,32,D(L),20,17,1517,0,2,0,7.19,2009-10,FRA Ligue 1
3,Dany Nounkeu,Toulouse,24,D(C),17,17,1530,0,0,1,7.18,2009-10,FRA Ligue 1
4,Anthony Loustallot,Toulouse,18,GK,1,1,90,0,0,0,7.18,2009-10,FRA Ligue 1
5,Kevin Gameiro,Lorient,23,FW,35,34,2995,17,7,4,7.18,2009-10,FRA Ligue 1
6,Guillaume Hoarau,PSG,26,FW,22,17,1546,6,3,3,7.17,2009-10,FRA Ligue 1
7,Dejan Lovren,Lyon,21,D(C),8,8,682,0,0,0,7.17,2009-10,FRA Ligue 1
8,Morgan Amalfitano,Lorient,25,M(CLR),37,37,3286,6,5,2,7.17,2009-10,FRA Ligue 1
9,Florent Balmont,Lille,30,DMC,35,35,3036,2,5,0,7.16,2009-10,FRA Ligue 1
0,Antony Lecointe,Boulogne,30,D(R),22,19,1773,0,3,1,7.16,2009-10,FRA Ligue 1
1,Cheikh M'Bengue,Toulouse,22,"D(CL),M(L)",30,30,2624,1,2,2,7.15,2009-10,FRA Ligue 1
2,Siaka Tiéné,Valenciennes,28,"D(L),M(L)",28,26,2274,1,1,1,7.15,2009-10,FRA Ligue 1
3,Kim Källström,Lyon,28,M(C),32,28,2293,4,6,3,7.15,2009-10,FRA Ligue 1
4,Christophe Jallet,PSG,27,"D(LR),M(L)",35,24,2365,3,7,3,7.14,2009-10,FRA Ligue 1
5,Anthony Le Tallec,Le Mans,26,FW,36,33,2968,8,5,3,7.14,2009-10,FRA Ligue 1
6,Marc Planus,Bordeaux,28,D(C),26,26,2193,1,1,1,7.13,2009-10,FRA Ligue 1
7,Dorian Lévêque,Boulogne,21,D(LR),6,6,540,0,0,0,7.13,2009-10,FRA Ligue 1
8,Franck Béria,Lille,27,D(CLR),33,31,2762,1,1,0,7.12,2009-10,FRA Ligue 1
9,Sébastien Puygrenier,Monaco,28,D(C),36,36,3235,2,2,4,7.12,2009-10,FRA Ligue 1
0,Ismaël Gace,Nice,24,D(C),20,19,1685,1,1,1,7.12,2009-10,FRA Ligue 1
1,Lisandro López,Lyon,27,"AM(CL),FW",33,27,2529,15,5,0,7.12,2009-10,FRA Ligue 1
2,Yohan Demont,Lens,32,"D(CR),DMC",37,37,3314,1,5,0,7.11,2009-10,FRA Ligue 1
3,Fabien Audard,Lorient,32,GK,35,35,3147,0,0,3,7.11,2009-10,FRA Ligue 1
4,Adil Rami,Lille,25,D(C),34,34,3020,3,0,1,7.10,2009-10,FRA Ligue 1
5,Stéphane Mbia,Marseille,24,"D(C),M(C)",27,26,2218,2,1,0,7.10,2009-10,FRA Ligue 1
6,Blaise Matuidi,Saint-Etienne,23,M(CL),36,35,3042,1,1,0,7.09,2009-10,FRA Ligue 1
7,Olivier Sorin,Auxerre,29,GK,35,35,3150,0,0,2,7.09,2009-10,FRA Ligue 1
8,Youssouf Hadji,Nancy,30,FW,26,24,2141,11,3,2,7.09,2009-10,FRA Ligue 1
9,Marouane Chamakh,Bordeaux,27,"AM(C),FW",38,32,2878,10,1,2,7.09,2009-10,FRA Ligue 1
0,Moussa Sissoko,Toulouse,21,M(CR),37,35,3190,7,3,3,7.08,2009-10,FRA Ligue 1
1,Eric Chelle,Lens,33,DMC,31,31,2759,0,1,1,7.08,2009-10,FRA Ligue 1
2,Jean Calvé,Grenoble,26,D(R),24,20,1852,0,1,1,7.08,2009-10,FRA Ligue 1
3,Jeremie Bréchet,Sochaux,31,D(C),33,33,2902,2,0,1,7.08,2009-10,FRA Ligue 1
4,Mouhamadou Dabo,Saint-Etienne,24,D(LR),25,23,1918,0,0,3,7.08,2009-10,FRA Ligue 1
5,Kader Mangane,Rennes,27,"D(C),DMC",34,34,2991,4,0,1,7.07,2009-10,FRA Ligue 1
6,Rémy Riou,Auxerre,23,GK,3,3,270,0,0,0,7.07,2009-10,FRA Ligue 1
7,Mevlüt Erdinç,PSG,23,FW,31,30,2429,15,2,4,7.07,2009-10,FRA Ligue 1
8,Marama Vahirua,Lorient,30,"AM(CL),FW",32,28,2302,8,9,3,7.07,2009-10,FRA Ligue 1
9,Samba Diakité,Nancy,21,M(C),3,2,180,0,0,1,7.07,2009-10,FRA Ligue 1
0,Franco Sosa,Lorient,29,D(R),29,29,2552,3,1,0,7.07,2009-10,FRA Ligue 1
1,Miralem Pjanic,Lyon,20,M(C),37,27,2450,6,10,4,7.07,2009-10,FRA Ligue 1
2,Hatem Ben Arfa,Marseille,23,"M(CR),FW",29,17,1538,3,3,2,7.07,2009-10,FRA Ligue 1
3,Guirane N'Daw,Saint-Etienne,26,M(C),34,29,2732,0,1,1,7.06,2009-10,FRA Ligue 1
4,Renaud Cohade,Valenciennes,26,M(C),32,28,2430,1,7,2,7.06,2009-10,FRA Ligue 1
5,Matthieu Chalmé,Bordeaux,30,D(R),33,33,2970,0,2,0,7.06,2009-10,FRA Ligue 1
6,Helton Dos Reis,Saint-Etienne,22,FW,4,2,299,0,0,0,7.06,2009-10,FRA Ligue 1
7,Hugo Lloris,Lyon,24,GK,36,36,3240,0,1,1,7.06,2009-10,FRA Ligue 1
8,Stéphane Dalmat,Sochaux,31,"M(CR),FW",29,29,2405,4,1,2,7.06,2009-10,FRA Ligue 1
9,Michel Bastos,Lyon,27,"D(L),M(CLR)",32,22,1978,10,1,6,7.06,2009-10,FRA Ligue 1
0,Diego Pérez,Monaco,30,M(C),23,20,1755,0,0,0,7.05,2009-10,FRA Ligue 1
1,Mathieu Valbuena,Marseille,26,M(CLR),31,19,1723,5,1,4,7.05,2009-10,FRA Ligue 1
2,Asamoah Gyan,Rennes,25,FW,29,27,2102,13,3,4,7.05,2009-10,FRA Ligue 1
3,Johan Audel,Valenciennes,27,"AM(L),FW",26,20,1771,7,4,3,7.05,2009-10,FRA Ligue 1
4,Pierre-Alain Frau,Lille,30,"AM(LR),FW",34,25,2133,13,2,2,7.04,2009-10,FRA Ligue 1
5,Jérémy Clément,PSG,26,M(C),34,33,2872,3,2,1,7.04,2009-10,FRA Ligue 1
6,Víctor Montaño,Montpellier,26,FW,36,33,3037,11,3,3,7.04,2009-10,FRA Ligue 1
7,Nenad Dzodic,Montpellier,34,D(L),17,17,1497,4,1,2,7.04,2009-10,FRA Ligue 1
8,Sylvain Armand,PSG,30,D(CL),33,33,2967,2,0,1,7.03,2009-10,FRA Ligue 1
9,Didier Digard,Nice,24,M(C),12,11,870,1,0,0,7.03,2009-10,FRA Ligue 1
0,Park Chu-Young,Monaco,25,FW,27,26,2104,8,3,1,7.03,2009-10,FRA Ligue 1
1,Boukary Dramé,Sochaux,25,"D(L),M(L)",23,22,1835,0,0,0,7.03,2009-10,FRA Ligue 1
2,Jérémy Morel,Lorient,26,D(CL),19,18,1599,0,1,0,7.03,2009-10,FRA Ligue 1
3,Adil Hermach,Lens,24,M(C),34,30,2671,0,1,0,7.02,2009-10,FRA Ligue 1
4,Nicolas Penneteau,Valenciennes,29,GK,19,19,1710,0,0,3,7.02,2009-10,FRA Ligue 1
5,Brice Maubleu,Grenoble,21,GK,2,2,180,0,0,0,7.02,2009-10,FRA Ligue 1
6,Jean Makoun,Lyon,27,M(C),28,25,2175,1,2,1,7.02,2009-10,FRA Ligue 1
7,Loïc Rémy,Nice,24,"M(LR),FW",34,33,2879,14,3,4,7.02,2009-10,FRA Ligue 1
8,Charles Kaboré,Marseille,22,M(C),25,17,1649,1,1,1,7.01,2009-10,FRA Ligue 1
9,Alaeddine Yahia,Lens,29,D(C),34,34,2982,0,1,1,7.00,2009-10,FRA Ligue 1
0,Etienne Capoue,Toulouse,22,"D(C),M(CL)",33,30,2746,0,0,0,7.00,2009-10,FRA Ligue 1
1,Anthony Réveillere,Lyon,31,D(LR),30,29,2626,0,0,0,7.00,2009-10,FRA Ligue 1
2,Gaëtan Bong,Valenciennes,22,D(L),29,20,2065,2,0,1,7.00,2009-10,FRA Ligue 1
3,Moustapha Bayal Sall,Saint-Etienne,25,D(C),9,8,708,0,1,0,7.00,2009-10,FRA Ligue 1
4,Yohan Benalouane,Saint-Etienne,23,D(CR),29,27,2464,1,0,2,7.00,2009-10,FRA Ligue 1
5,Mapou Yanga-Mbiwa,Montpellier,21,D(CR),36,36,3201,0,1,3,6.99,2009-10,FRA Ligue 1
6,Daniel Niculae,Auxerre,28,"AM(CLR),FW",33,28,2460,4,9,1,6.99,2009-10,FRA Ligue 1
7,David Ducourtioux,Valenciennes,32,M(CR),28,26,2277,3,2,1,6.99,2009-10,FRA Ligue 1
8,Marc Vidal,Toulouse,19,GK,1,1,90,0,0,0,6.99,2009-10,FRA Ligue 1
9,Olivier Kapo,Boulogne,30,"AM(C),FW",16,15,1201,2,0,1,6.99,2009-10,FRA Ligue 1
0,Thomas Mangani,Monaco,23,M(C),14,10,924,0,0,0,6.99,2009-10,FRA Ligue 1
1,Yohann Pelé,Toulouse,28,GK,18,18,1497,0,0,0,6.99,2009-10,FRA Ligue 1
2,Damien Perquis,Sochaux,26,D(C),34,34,2881,3,0,2,6.99,2009-10,FRA Ligue 1
3,Ireneusz Jelen,Auxerre,29,"AM(LR),FW",29,28,2428,14,1,4,6.99,2009-10,FRA Ligue 1
4,Sébastien Corchia,Le Mans,20,"D(R),M(R)",35,31,2855,2,2,3,6.98,2009-10,FRA Ligue 1
5,Dimitri Payet,Saint-Etienne,23,"M(CLR),FW",35,25,2437,2,6,1,6.98,2009-10,FRA Ligue 1
6,Rio Mavuba,Lille,26,M(C),35,34,2950,0,4,1,6.98,2009-10,FRA Ligue 1
7,Ludovic Baal,Le Mans,24,"D(L),M(L)",38,35,3178,0,1,2,6.97,2009-10,FRA Ligue 1
8,Stéphane Ruffier,Monaco,24,GK,37,37,3330,0,0,2,6.97,2009-10,FRA Ligue 1
9,Cedric Varrault,Saint-Etienne,30,D(C),23,23,1803,1,0,1,6.97,2009-10,FRA Ligue 1
0,Daisuke Matsui,Grenoble,29,"AM(C),FW",29,25,2164,4,4,3,6.97,2009-10,FRA Ligue 1
1,Milan Bisevac,Valenciennes,27,D(C),31,31,2750,2,0,0,6.97,2009-10,FRA Ligue 1
2,Jean-Pascal Mignot,Auxerre,29,D(C),32,28,2496,1,0,1,6.97,2009-10,FRA Ligue 1
3,Fernando Menegazzo,Bordeaux,29,"D(CL),M(CR)",29,20,2022,1,0,0,6.97,2009-10,FRA Ligue 1
4,Foued Kadir,Valenciennes,27,M(CLR),18,14,1243,1,3,2,6.97,2009-10,FRA Ligue 1
5,Teddy Richert,Sochaux,36,GK,31,31,2737,0,0,2,6.96,2009-10,FRA Ligue 1
6,Nicolas Nkoulou,Monaco,20,D(C),24,21,1962,0,0,1,6.96,2009-10,FRA Ligue 1
7,Adriano Pereira,Monaco,28,D(CLR),16,15,1315,0,0,1,6.96,2009-10,FRA Ligue 1
8,Francois Modesto,Monaco,32,"D(C),DMC",24,23,2083,0,2,0,6.96,2009-10,FRA Ligue 1
9,Rafael Schmitz,Valenciennes,30,M(C),8,8,677,1,0,1,6.96,2009-10,FRA Ligue 1
0,Ludovic Obraniak,Lille,26,M(CLR),29,17,1634,4,6,2,6.96,2009-10,FRA Ligue 1
1,Benoît Trémoulinas,Bordeaux,25,"D(L),M(L)",35,35,3150,2,7,2,6.95,2009-10,FRA Ligue 1
2,Jacques-Alaixys Romao,Grenoble,26,"D(C),M(C)",29,29,2584,0,2,0,6.95,2009-10,FRA Ligue 1
3,Daniel Congré,Toulouse,25,D(CLR),33,33,2925,0,1,0,6.95,2009-10,FRA Ligue 1
4,Renato Civelli,Nice,27,D(C),17,17,1530,1,0,0,6.95,2009-10,FRA Ligue 1
5,Sébastien Roudet,Lens,29,M(CL),30,28,2475,3,6,0,6.95,2009-10,FRA Ligue 1
6,Laurent Bonnart,Marseille,31,D(L),31,30,2600,0,1,0,6.95,2009-10,FRA Ligue 1
7,Pape Malickou Diakhaté,Saint-Etienne,26,D(C),18,18,1620,1,0,0,6.94,2009-10,FRA Ligue 1
8,Édouard Cissé,Marseille,32,"D(C),M(CR)",32,27,2424,1,1,0,6.94,2009-10,FRA Ligue 1
9,Arnold Mvuemba,Lorient,25,DMC,37,34,3019,2,3,1,6.94,2009-10,FRA Ligue 1
0,Ceará,PSG,30,D(LR),29,26,2319,0,1,1,6.93,2009-10,FRA Ligue 1
1,Jérémie Janot,Saint-Etienne,33,GK,38,38,3420,0,0,3,6.93,2009-10,FRA Ligue 1
2,Grégory Bourillon,Lorient,26,"D(C),DMC",10,8,708,1,0,0,6.93,2009-10,FRA Ligue 1
3,Fahid Ben Khalfallah,Valenciennes,28,M(R),36,24,2334,7,12,0,6.93,2009-10,FRA Ligue 1
4,Apoula Edel,PSG,24,GK,23,22,1985,0,0,0,6.93,2009-10,FRA Ligue 1
5,Henrique,Bordeaux,27,D(C),13,11,1071,1,0,0,6.92,2009-10,FRA Ligue 1
6,Issiar Dia,Nancy,23,M(R),33,28,2451,8,3,2,6.92,2009-10,FRA Ligue 1
7,Pierre Ducasse,Lorient,23,AM(CR),30,27,2218,1,2,0,6.92,2009-10,FRA Ligue 1
8,Maxime Baca,Lorient,27,D(LR),15,12,1169,0,0,0,6.92,2009-10,FRA Ligue 1
9,Rémi Gomis,Valenciennes,26,M(C),36,31,2822,0,0,0,6.92,2009-10,FRA Ligue 1
0,Drissa Diakité,Nice,25,"D(R),M(R)",31,28,2583,0,0,0,6.91,2009-10,FRA Ligue 1
1,Alejandro Alonso,Monaco,28,"D(C),M(CR)",27,27,2314,2,5,2,6.91,2009-10,FRA Ligue 1
2,Onyekachi Apam,Nice,24,D(C),23,23,2016,0,1,1,6.91,2009-10,FRA Ligue 1
3,Anthony Mounier,Nice,23,AM(CLR),31,23,2046,2,6,3,6.91,2009-10,FRA Ligue 1
4,Carlos Sánchez,Valenciennes,24,"D(C),M(C)",28,28,2520,5,1,0,6.91,2009-10,FRA Ligue 1
5,Yann M'Vila,Rennes,20,"D(C),M(C)",35,33,2961,0,0,0,6.91,2009-10,FRA Ligue 1
6,Étienne Didot,Toulouse,27,M(C),26,22,2023,1,1,2,6.90,2009-10,FRA Ligue 1
7,Benjamin Angoua,Valenciennes,24,D(CR),15,15,1350,1,0,0,6.90,2009-10,FRA Ligue 1
8,David Sauget,Grenoble,31,D(L),27,25,2249,0,0,1,6.89,2009-10,FRA Ligue 1
9,Mauro Cetto,Toulouse,28,D(C),16,16,1362,0,0,0,6.89,2009-10,FRA Ligue 1
0,Nenad Kovacevic,Lens,30,"D(C),M(CR)",26,24,2062,0,1,1,6.89,2009-10,FRA Ligue 1
1,Paulo Machado,Toulouse,24,M(C),32,27,2283,5,1,2,6.89,2009-10,FRA Ligue 1
2,Joris Marveaux,Montpellier,28,M(CR),31,31,2542,4,3,1,6.88,2009-10,FRA Ligue 1
3,Benjamin Genton,Lorient,30,D(CLR),8,3,409,0,0,1,6.88,2009-10,FRA Ligue 1
4,Lamine Gassama,Lyon,21,D(R),6,5,392,0,0,0,6.88,2009-10,FRA Ligue 1
5,Gregory Thil,Boulogne,30,"AM(L),FW",15,12,1099,4,3,1,6.88,2009-10,FRA Ligue 1
6,Nicolas Douchez,Rennes,30,GK,37,37,3330,0,0,1,6.88,2009-10,FRA Ligue 1
7,Emerse Faé,Nice,26,"D(C),M(C),FW",29,26,2343,4,4,1,6.88,2009-10,FRA Ligue 1
8,Franck Tabanou,Toulouse,21,"D(L),M(L)",33,26,2364,4,1,1,6.87,2009-10,FRA Ligue 1
9,Jérémy Berthod,Auxerre,26,D(C),19,13,1288,0,0,1,6.87,2009-10,FRA Ligue 1
0,Mathieu Coutadeur,Le Mans,24,M(C),4,4,360,1,0,0,6.87,2009-10,FRA Ligue 1
1,Joël Sami,Nancy,26,D(CR),23,19,1728,1,1,1,6.87,2009-10,FRA Ligue 1
2,Jonathan Brison,Nancy,27,D(LR),26,23,1972,2,2,0,6.87,2009-10,FRA Ligue 1
3,Damien Marcq,Boulogne,22,M(C),34,33,2870,1,3,1,6.87,2009-10,FRA Ligue 1
4,David Ospina,Nice,22,GK,37,37,3276,0,1,1,6.87,2009-10,FRA Ligue 1
5,Fabien Lemoine,Rennes,23,M(C),31,28,2346,0,2,0,6.87,2009-10,FRA Ligue 1
6,Mickaël Landreau,Lille,31,GK,28,28,2520,0,0,0,6.87,2009-10,FRA Ligue 1
7,Nicolas Maurice-Belay,Sochaux,25,"M(CL),FW",37,34,2917,0,1,1,6.86,2009-10,FRA Ligue 1
8,Petter Hansson,Rennes,34,"D(C),DMC",34,34,3060,1,0,0,6.86,2009-10,FRA Ligue 1
9,Laurent Agouazi,Boulogne,26,"D(C),M(C)",25,20,1706,1,2,2,6.86,2009-10,FRA Ligue 1
0,Reynald Lemaître,Nancy,27,D(L),25,22,1810,0,3,1,6.86,2009-10,FRA Ligue 1
1,Carlos Bocanegra,Rennes,31,D(C),26,24,2096,1,1,1,6.86,2009-10,FRA Ligue 1
2,Jimmy Briand,Rennes,25,"M(LR),FW",23,17,1619,5,10,1,6.86,2009-10,FRA Ligue 1
3,Mickaël Chrétien,Nancy,26,D(R),18,16,1402,0,1,0,6.85,2009-10,FRA Ligue 1
4,Dianbobo Balde,Valenciennes,35,DMC,10,6,607,1,0,1,6.85,2009-10,FRA Ligue 1
5,Didier Ovono,Le Mans,27,GK,32,32,2880,0,0,3,6.85,2009-10,FRA Ligue 1
6,Zargo Touré,Boulogne,21,D(C),14,13,1096,0,0,1,6.85,2009-10,FRA Ligue 1
7,Bruno Cheyrou,Rennes,32,DMC,8,5,506,0,1,0,6.85,2009-10,FRA Ligue 1
8,Jaroslav Plasil,Bordeaux,29,M(C),34,27,2370,2,3,0,6.85,2009-10,FRA Ligue 1
9,Mathieu Bodmer,Lyon,28,"D(C),M(C)",14,10,804,1,0,0,6.85,2009-10,FRA Ligue 1
0,Jerome Leroy,Rennes,36,"AM(C),FW",32,26,2324,5,6,0,6.85,2009-10,FRA Ligue 1
1,Olivier Thomert,Le Mans,30,AM(C),4,4,324,0,0,0,6.84,2009-10,FRA Ligue 1
2,Mamadou Sakho,PSG,20,D(C),32,32,2827,0,1,0,6.84,2009-10,FRA Ligue 1
3,Karim Aït Fana,Montpellier,21,AM(CL),33,24,2115,5,3,2,6.84,2009-10,FRA Ligue 1
4,Frédéric Duplus,Sochaux,20,D(L),10,8,779,0,0,1,6.84,2009-10,FRA Ligue 1
5,Sigamary Diarra,Lorient,27,"D(L),M(L)",38,33,2815,4,1,1,6.84,2009-10,FRA Ligue 1
6,Cyril Jeunechamp,Montpellier,35,D(CLR),28,28,2221,0,2,0,6.84,2009-10,FRA Ligue 1
7,Hilton,Marseille,33,D(C),12,9,853,1,1,1,6.84,2009-10,FRA Ligue 1
8,Sandy Paillot,Grenoble,23,"D(L),DMC",16,16,1355,0,0,0,6.84,2009-10,FRA Ligue 1
9,Yoann Lachor,Boulogne,34,"D(C),DMC",29,29,2576,0,1,1,6.84,2009-10,FRA Ligue 1
0,Kafoumba Coulibaly,Nice,25,"D(CR),M(CR)",27,24,2051,1,1,0,6.84,2009-10,FRA Ligue 1
1,Danijel Ljuboja,Grenoble,32,"AM(LR),FW",34,30,2630,10,3,3,6.84,2009-10,FRA Ligue 1
2,Marvin Martin,Sochaux,23,M(C),36,34,2916,2,4,1,6.83,2009-10,FRA Ligue 1
3,Zoumana Camara,PSG,31,D(C),23,22,1986,0,0,0,6.83,2009-10,FRA Ligue 1
4,Vincent Muratori,Monaco,23,D(L),16,12,963,0,1,1,6.83,2009-10,FRA Ligue 1
5,Bakary Sako,Saint-Etienne,22,"M(L),FW",30,17,1730,1,2,1,6.83,2009-10,FRA Ligue 1
6,Túlio de Melo,Lille,25,FW,20,9,959,6,1,2,6.83,2009-10,FRA Ligue 1
7,Djimi Traore,Monaco,30,D(C),29,28,2490,0,0,0,6.82,2009-10,FRA Ligue 1
8,Vedran Runje,Lens,34,GK,32,32,2880,0,0,1,6.82,2009-10,FRA Ligue 1
9,Larrys Mabiala,Nice,23,D(C),19,19,1560,0,0,0,6.82,2009-10,FRA Ligue 1
0,Modibo Maiga,Le Mans,23,FW,32,23,2060,7,2,1,6.82,2009-10,FRA Ligue 1
1,Mamadou Samassa,Valenciennes,24,"AM(CLR),FW",17,11,1010,7,0,0,6.82,2009-10,FRA Ligue 1
2,Claude Makelele,PSG,37,"D(C),M(CR)",31,31,2709,1,2,1,6.82,2009-10,FRA Ligue 1
3,Alexander Tettey,Rennes,24,M(C),24,20,1811,0,0,0,6.82,2009-10,FRA Ligue 1
4,Guillaume Borne,Boulogne,22,D(R),17,16,1316,0,0,0,6.82,2009-10,FRA Ligue 1
5,David Hellebuyck,Nice,31,"M(CR),FW",29,27,2378,2,0,0,6.81,2009-10,FRA Ligue 1
6,Valter Birsa,Auxerre,24,"M(CLR),FW",35,24,2117,3,2,1,6.81,2009-10,FRA Ligue 1
7,Kévin Monnet-Paquet,Lens,22,"M(CLR),FW",32,23,2136,4,3,0,6.81,2009-10,FRA Ligue 1
8,Bafétimbi Gomis,Lyon,25,FW,37,22,2081,10,4,1,6.81,2009-10,FRA Ligue 1
9,Chris Malonga,Nancy,23,AM(CL),25,17,1497,4,6,1,6.80,2009-10,FRA Ligue 1
0,Arnaud Souquet,Lille,18,"D(CR),M(R)",1,1,46,0,0,0,6.80,2009-10,FRA Ligue 1
1,Eduardo Costa,Monaco,28,AM(CR),15,14,1243,0,1,0,6.80,2009-10,FRA Ligue 1
2,Ryad Boudebouz,Sochaux,20,"M(CLR),FW",31,20,1802,3,0,2,6.80,2009-10,FRA Ligue 1
3,Gaël Danic,Valenciennes,29,AM(CLR),29,20,1789,2,2,0,6.80,2009-10,FRA Ligue 1
4,Gennaro Bracigliano,Nancy,30,GK,32,32,2880,0,0,3,6.80,2009-10,FRA Ligue 1
