,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
5,Vladimir Khozin,Ural,27,D(LR),14,9,913,0,0,0,6.64,2015-16,RUS Premier League
6,Sergei Narubin,FC Ufa,35,GK,7,6,543,0,0,0,6.64,2015-16,RUS Premier League
7,Ari,FC Krasnodar,31,"AM(R),FW",21,15,1292,5,3,1,6.64,2015-16,RUS Premier League
8,Yura Movsisyan,Spartak Moscow,29,FW,11,10,663,3,2,0,6.64,2015-16,RUS Premier League
9,Petar Skuletic,Lokomotiv Moscow,26,FW,18,12,946,6,0,0,6.64,2015-16,RUS Premier League
0,Ivan Paurevic,FC Ufa,25,"D(C),M(C)",28,28,2310,3,1,1,6.64,2015-16,RUS Premier League
1,Guilherme,Lokomotiv Moscow,31,GK,30,30,2700,0,0,2,6.63,2015-16,RUS Premier League
2,Vyacheslav Podberezkin,Ural,24,M(CLR),13,10,769,2,1,0,6.63,2015-16,RUS Premier League
3,Zaurbek Pliev,FK Akhmat,25,"D(CL),M(L)",9,7,618,0,0,0,6.63,2015-16,RUS Premier League
4,Aleksandr Sukhov,FC Ufa,31,"D(LR),M(LR)",17,16,1465,0,1,0,6.63,2015-16,RUS Premier League
5,Mijo Caktas,Rubin Kazan,24,M(C),11,8,689,1,2,1,6.63,2015-16,RUS Premier League
6,Andrey Eshchenko,Dinamo Moscow,32,"D(LR),M(R)",9,9,810,0,0,0,6.63,2015-16,RUS Premier League
7,Denys Kulakov,Ural,30,D(R),26,26,2259,0,3,0,6.62,2015-16,RUS Premier League
8,Aleksandr Dantsev,Ural,32,D(L),23,22,1954,0,0,0,6.62,2015-16,RUS Premier League
9,Sergey Samodin,Mordovia Saransk,31,FW,17,12,944,3,0,0,6.62,2015-16,RUS Premier League
0,Sebastian Holmén,Dinamo Moscow,24,D(CR),10,9,828,0,0,0,6.62,2015-16,RUS Premier League
1,Azamat Zaseev,FC Ufa,28,DMC,10,10,857,0,0,0,6.61,2015-16,RUS Premier League
2,Aleksandr Bukharov,FC Rostov,31,FW,25,13,1251,3,2,1,6.61,2015-16,RUS Premier League
3,Izunna Uzochukwu,Amkar-Perm,26,DMC,9,6,516,0,0,0,6.61,2015-16,RUS Premier League
4,Anton Sosnin,Dinamo Moscow,26,"D(LR),M(CL)",22,18,1608,0,0,0,6.60,2015-16,RUS Premier League
5,Ricardo Laborde,FC Krasnodar,28,AM(R),19,5,673,3,1,1,6.60,2015-16,RUS Premier League
6,Aleksandr Tashaev,Dinamo Moscow,22,AM(LR),25,21,1941,1,2,1,6.60,2015-16,RUS Premier League
7,Pavel Mogilevets,FC Rostov,23,DMC,26,19,1700,1,1,0,6.60,2015-16,RUS Premier League
8,Aleksandr Selikhov,Amkar-Perm,22,GK,23,23,2070,0,0,2,6.60,2015-16,RUS Premier League
9,Ali Gadzhibekov,Anzhi,27,D(CLR),19,19,1698,0,1,0,6.59,2015-16,RUS Premier League
0,Aleksandr Kokorin,Zenit,25,"AM(CLR),FW",10,3,340,2,0,0,6.59,2015-16,RUS Premier League
1,Luke Wilkshire,FK Akhmat,35,D(R),6,6,502,0,0,0,6.59,2015-16,RUS Premier League
2,Guillermo Cotugno,Rubin Kazan,21,D(CLR),23,20,1723,0,1,0,6.59,2015-16,RUS Premier League
3,Ivan Maevskiy,Anzhi,28,M(C),18,17,1501,0,0,0,6.58,2015-16,RUS Premier League
4,Vyacheslav Podberezkin,FC Krasnodar,24,M(CLR),8,4,345,1,0,0,6.58,2015-16,RUS Premier League
5,Aleksandr Filin,FC Ufa,20,D(C),1,1,65,0,0,0,6.58,2015-16,RUS Premier League
6,Moussa Doumbia,FC Rostov,22,"AM(CL),FW",12,3,395,3,0,1,6.58,2015-16,RUS Premier League
7,Darko Lazic,Anzhi,22,D(C),24,21,1828,2,0,0,6.57,2015-16,RUS Premier League
8,Rasim Tagirbekov,Anzhi,32,D(CL),9,9,810,0,1,0,6.57,2015-16,RUS Premier League
9,Facundo Píriz,FK Akhmat,26,DMC,11,8,673,1,0,0,6.57,2015-16,RUS Premier League
0,Aaron Samuel,CSKA Moscow,22,FW,7,3,300,2,0,0,6.56,2015-16,RUS Premier League
1,Pavel Komolov,Amkar-Perm,27,"AM(CLR),FW",17,12,1142,1,1,0,6.56,2015-16,RUS Premier League
2,Bernard Berisha,Anzhi,25,"M(CLR),FW",11,8,746,1,1,0,6.56,2015-16,RUS Premier League
3,Dmitri Korobov,Ural,22,M(CR),11,9,792,0,3,0,6.56,2015-16,RUS Premier League
4,Alikhan Shavaev,Amkar-Perm,24,M(C),17,9,840,4,0,1,6.56,2015-16,RUS Premier League
5,Evgeny Osipov,FC Ufa,30,D(C),13,8,805,0,0,0,6.55,2015-16,RUS Premier League
6,Maicon Bolt,Lokomotiv Moscow,26,"AM(LR),FW",14,3,450,3,1,0,6.55,2015-16,RUS Premier League
7,Karlen Mkrtchyan,Anzhi,28,DMC,20,15,1472,1,0,0,6.55,2015-16,RUS Premier League
8,Aleksej Kontsedalov,Krylya Sovetov Samara,26,D(C),13,11,962,0,0,0,6.55,2015-16,RUS Premier League
9,Yuri Zhevnov,Ural,35,GK,11,11,990,0,0,0,6.55,2015-16,RUS Premier League
0,Vladimir Zubarev,FC Ufa,24,DMC,11,11,869,1,0,0,6.55,2015-16,RUS Premier League
1,Joãozinho,FC Krasnodar,28,"M(CLR),FW",14,3,487,0,5,0,6.55,2015-16,RUS Premier League
2,Andrey Dikan,FC Krasnodar,39,GK,14,14,1260,0,0,0,6.55,2015-16,RUS Premier League
3,Marko Devic,Rubin Kazan,33,"AM(C),FW",19,11,1073,7,1,0,6.54,2015-16,RUS Premier League
4,Branko Jovicic,Amkar-Perm,23,M(CL),16,10,962,0,1,0,6.54,2015-16,RUS Premier League
5,Oleg Vlasov,Mordovia Saransk,32,"AM(CLR),FW",30,26,2104,1,2,0,6.54,2015-16,RUS Premier League
6,Evgeni Gorodov,FK Akhmat,31,GK,22,22,1948,0,0,0,6.54,2015-16,RUS Premier League
7,Andriy Pylyavskyi,Rubin Kazan,28,D(C),3,2,146,0,0,0,6.54,2015-16,RUS Premier League
8,Roman Gerus,Amkar-Perm,36,GK,7,7,630,0,0,1,6.54,2015-16,RUS Premier League
9,Vladislav Kulik,Kuban Krasnodar,31,M(CL),16,14,1220,0,5,0,6.53,2015-16,RUS Premier League
0,Amadou Moutari,Anzhi,22,AM(R),17,13,1084,0,1,0,6.53,2015-16,RUS Premier League
1,Yuri Lodygin,Zenit,26,GK,27,27,2430,0,0,0,6.53,2015-16,RUS Premier League
2,Dmitri Arapov,Ural,23,GK,9,9,810,0,0,0,6.53,2015-16,RUS Premier League
3,Nikolay Safronidi,FC Ufa,33,D(L),15,12,994,1,1,0,6.53,2015-16,RUS Premier League
4,Leonardo,Anzhi,24,AM(L),10,7,596,1,1,0,6.53,2015-16,RUS Premier League
5,Dmitri Wierchaucou,FC Ufa,30,D(C),9,6,608,0,0,1,6.52,2015-16,RUS Premier League
6,Alexander Kalyashin,Dinamo Moscow,21,D(CLR),1,0,72,0,0,0,6.52,2015-16,RUS Premier League
7,Yuri Bavin,Zenit,22,M(C),1,0,25,0,0,0,6.52,2015-16,RUS Premier League
8,Roman Bugayev,Kuban Krasnodar,27,D(L),21,21,1859,0,1,0,6.52,2015-16,RUS Premier League
9,Milad Mohammadi,FK Akhmat,23,"D(LR),M(L)",3,1,106,0,0,0,6.51,2015-16,RUS Premier League
0,Vyacheslav Krotov,FC Ufa,23,"D(R),M(CLR),FW",20,15,1160,2,0,0,6.51,2015-16,RUS Premier League
1,Delvin N'Dinga,Lokomotiv Moscow,28,M(C),24,15,1300,0,0,0,6.51,2015-16,RUS Premier League
2,Igor Portnyagin,Rubin Kazan,28,"AM(CL),FW",24,15,1443,4,3,0,6.50,2015-16,RUS Premier League
3,Milan Rodic,Krylya Sovetov Samara,25,"D(L),DMC,M(L)",16,10,870,1,0,0,6.50,2015-16,RUS Premier League
4,Mikhail Merkulov,Ural,22,D(L),4,2,198,0,0,0,6.50,2015-16,RUS Premier League
5,Aleksey Miranchuk,Lokomotiv Moscow,21,"M(CR),FW",27,16,1726,2,1,0,6.49,2015-16,RUS Premier League
6,Aleksandr Golovin,CSKA Moscow,20,M(CLR),17,6,621,1,0,0,6.49,2015-16,RUS Premier League
7,Fatos Beciraj,Dinamo Moscow,28,FW,12,12,982,2,0,0,6.49,2015-16,RUS Premier League
8,Sergey Parshivlyuk,Spartak Moscow,27,"D(R),M(R)",16,11,1041,0,0,0,6.49,2015-16,RUS Premier League
9,Lorenzo Melgarejo,Spartak Moscow,26,"D(L),M(CLR),FW",11,6,463,2,1,0,6.49,2015-16,RUS Premier League
0,Aslan Dudiev,Mordovia Saransk,26,"D(R),M(R)",26,24,2020,0,4,0,6.49,2015-16,RUS Premier League
1,Ruslan Navletov,Mordovia Saransk,23,FW,2,0,43,0,0,0,6.49,2015-16,RUS Premier League
2,Georgi Peev,Amkar-Perm,37,AM(CLR),20,15,1257,3,0,0,6.48,2015-16,RUS Premier League
3,Aleksandr Novikov,Ural,32,D(CR),7,6,492,0,0,0,6.48,2015-16,RUS Premier League
4,Adis Jahovic,Krylya Sovetov Samara,29,FW,16,12,1102,3,1,0,6.48,2015-16,RUS Premier League
5,Dmitri Bogaev,Zenit,22,D(CLR),5,2,205,0,0,0,6.47,2015-16,RUS Premier League
6,Vladislav Ignatjev,Lokomotiv Moscow,29,"D(LR),M(CLR)",7,2,230,1,0,0,6.46,2015-16,RUS Premier League
7,Ibrahima Baldé,Kuban Krasnodar,27,FW,21,10,1038,4,1,1,6.46,2015-16,RUS Premier League
8,Stanislav Dragun,Dinamo Moscow,28,M(C),9,8,631,0,0,0,6.46,2015-16,RUS Premier League
9,Manuel Fernandes,Lokomotiv Moscow,30,M(CL),4,2,172,0,0,0,6.45,2015-16,RUS Premier League
0,Denis Terentjev,FC Rostov,24,D(LR),14,6,654,0,1,1,6.45,2015-16,RUS Premier League
1,Alexander Zotov,Spartak Moscow,26,M(C),20,12,1106,0,2,0,6.44,2015-16,RUS Premier League
2,Marvin Pourié,FC Ufa,26,FW,11,5,526,1,1,0,6.44,2015-16,RUS Premier League
3,Anvar Gazimagomedov,Anzhi,28,M(CLR),5,3,228,0,1,0,6.44,2015-16,RUS Premier League
4,Kirill Panchenko,CSKA Moscow,27,"AM(CL),FW",14,3,367,2,1,0,6.44,2015-16,RUS Premier League
5,Georgi Zotov,Anzhi,27,"D(LR),M(LR)",4,2,245,0,0,0,6.43,2015-16,RUS Premier League
6,Diniyar Bilyaletdinov,Rubin Kazan,31,M(CLR),14,8,766,2,0,0,6.42,2015-16,RUS Premier League
7,Renat Yanbayev,Lokomotiv Moscow,32,D(LR),10,6,546,0,0,0,6.42,2015-16,RUS Premier League
8,Zaur Sadaev,FK Akhmat,27,FW,15,8,648,5,0,0,6.42,2015-16,RUS Premier League
9,Denis Tkachuk,Rubin Kazan,27,M(CL),10,7,600,1,0,0,6.42,2015-16,RUS Premier League
0,Dmitri Sysuev,FC Ufa,29,"AM(C),FW",11,7,596,2,1,0,6.42,2015-16,RUS Premier League
1,Aleksandr Salugin,Amkar-Perm,28,"AM(L),FW",20,8,873,3,2,0,6.42,2015-16,RUS Premier League
2,Georgi Milanov,CSKA Moscow,24,M(CLR),18,4,578,0,2,0,6.42,2015-16,RUS Premier League
3,Roland Gigolaev,Amkar-Perm,27,"D(L),M(L)",8,6,516,0,0,0,6.41,2015-16,RUS Premier League
4,Khoren Bayramyan,FC Rostov,25,"D(LR),M(CLR),FW",7,2,242,0,0,0,6.41,2015-16,RUS Premier League
5,Vladimir Lobkarev,Kuban Krasnodar,23,D(CLR),10,4,397,0,0,0,6.41,2015-16,RUS Premier League
6,Denis Kutin,Spartak Moscow,23,D(R),1,0,25,0,0,0,6.41,2015-16,RUS Premier League
7,Kamil Agalarov,Anzhi,28,"D(R),M(R)",10,8,723,0,1,0,6.41,2015-16,RUS Premier League
8,Magomed Mitrishev,FK Akhmat,24,"AM(CLR),FW",22,15,1200,4,1,0,6.41,2015-16,RUS Premier League
9,Aleksandr Prudnikov,Amkar-Perm,27,"AM(C),FW",29,20,1783,2,0,1,6.40,2015-16,RUS Premier League
0,Alan Chochiev,Krylya Sovetov Samara,25,AM(CR),19,12,1011,0,1,0,6.40,2015-16,RUS Premier League
1,Sheldon Bateau,Krylya Sovetov Samara,25,"D(CR),DMC",18,9,860,0,1,0,6.40,2015-16,RUS Premier League
2,Gheorghe Grozav,FK Akhmat,26,AM(CLR),18,9,756,2,0,1,6.40,2015-16,RUS Premier League
3,Nikita Burmistrov,Ural,27,"M(CLR),FW",12,6,630,0,1,0,6.39,2015-16,RUS Premier League
4,Artur Tlisov,Kuban Krasnodar,34,DMC,14,9,955,0,0,0,6.39,2015-16,RUS Premier League
5,Aleksandrs Cauna,CSKA Moscow,28,DMC,9,2,263,0,1,0,6.38,2015-16,RUS Premier League
6,Georgi Shelia,FC Ufa,28,GK,12,12,1077,0,0,0,6.38,2015-16,RUS Premier League
7,Sergey Tkachev,CSKA Moscow,27,M(CLR),8,2,231,0,0,0,6.38,2015-16,RUS Premier League
8,Semen Fomin,FC Ufa,28,M(C),13,4,530,1,0,1,6.38,2015-16,RUS Premier League
9,Anton Shunin,Dinamo Moscow,29,GK,7,7,630,0,0,0,6.38,2015-16,RUS Premier League
0,Yannick Djaló,Mordovia Saransk,30,AM(CLR),7,2,265,1,1,0,6.37,2015-16,RUS Premier League
1,Shamil Gasanov,Anzhi,23,"D(C),DMC",11,5,404,0,0,0,6.37,2015-16,RUS Premier League
2,Mitchell Donald,Mordovia Saransk,28,M(C),2,1,95,1,0,0,6.37,2015-16,RUS Premier League
3,Batraz Khadartsev,Anzhi,23,FW,15,10,854,0,1,0,6.37,2015-16,RUS Premier League
4,Ablaye Mbengue,FK Akhmat,24,FW,21,6,724,3,0,0,6.36,2015-16,RUS Premier League
5,Igor Lebedenko,FK Akhmat,33,"AM(CLR),FW",25,16,1448,2,2,0,6.35,2015-16,RUS Premier League
6,Robert Arzumanyan,Amkar-Perm,31,D(C),5,5,391,0,0,0,6.35,2015-16,RUS Premier League
7,Carlos Strandberg,Ural,20,FW,2,0,64,0,0,0,6.35,2015-16,RUS Premier League
8,Pavel Pogrebnyak,Dinamo Moscow,33,FW,16,14,1135,1,0,0,6.35,2015-16,RUS Premier League
9,Aleksandr Ryazantsev,Zenit,30,M(CLR),11,1,275,0,2,0,6.34,2015-16,RUS Premier League
0,Anatoli Katrich,Dinamo Moscow,22,AM(R),6,4,318,0,1,0,6.34,2015-16,RUS Premier League
1,Brian Idowu,Amkar-Perm,24,"D(CLR),M(CLR)",22,15,1413,0,0,0,6.33,2015-16,RUS Premier League
2,Gianni Bruno,Krylya Sovetov Samara,25,"AM(LR),FW",11,8,721,2,0,0,6.33,2015-16,RUS Premier League
3,Aleksandr Ryazantsev,Ural,30,M(CLR),11,6,590,0,1,0,6.33,2015-16,RUS Premier League
4,Maxim Grigoriev,Lokomotiv Moscow,26,"AM(LR),FW",5,1,139,0,0,0,6.33,2015-16,RUS Premier League
5,Douglas,Dinamo Moscow,29,D(C),2,0,30,0,0,0,6.32,2015-16,RUS Premier League
6,Maksim Batov,Rubin Kazan,24,M(CLR),3,2,202,0,0,0,6.31,2015-16,RUS Premier League
7,Denis Davydov,Spartak Moscow,21,FW,8,1,155,1,1,0,6.31,2015-16,RUS Premier League
8,Vladimir Bystrov,FC Krasnodar,32,AM(R),13,4,492,0,0,0,6.31,2015-16,RUS Premier League
9,Maxim Palienko,Zenit,22,M(CLR),2,0,18,0,0,0,6.31,2015-16,RUS Premier League
0,Egor Danilkin,Dinamo Moscow,21,D(C),2,2,180,0,0,0,6.31,2015-16,RUS Premier League
1,Pedro Ken,FK Akhmat,29,M(C),5,3,246,0,0,0,6.30,2015-16,RUS Premier League
2,Sergey Karetnik,Kuban Krasnodar,21,AM(C),12,6,545,1,0,0,6.30,2015-16,RUS Premier League
3,Ezekiel Henty,Lokomotiv Moscow,23,FW,10,5,552,0,1,0,6.30,2015-16,RUS Premier League
4,Roman Pavlyuchenko,Kuban Krasnodar,35,FW,10,4,400,2,0,0,6.29,2015-16,RUS Premier League
5,Roman Shirokov,CSKA Moscow,35,M(CR),8,2,287,0,1,0,6.29,2015-16,RUS Premier League
6,Marcinho,FC Ufa,30,"M(CLR),FW",17,13,1046,1,1,0,6.29,2015-16,RUS Premier League
7,Dmitri Zhivoglyadov,Dinamo Moscow,22,"D(CLR),M(R)",21,11,1057,0,1,1,6.29,2015-16,RUS Premier League
8,Vladimir Gabulov,Dinamo Moscow,33,GK,23,23,2070,0,0,0,6.29,2015-16,RUS Premier League
9,Aras Özbiliz,Spartak Moscow,26,AM(R),7,1,210,0,1,0,6.29,2015-16,RUS Premier League
0,Maksim Semakin,FC Ufa,33,M(C),3,1,190,0,0,0,6.28,2015-16,RUS Premier League
1,Aleksey Ivanov,Mordovia Saransk,35,AM(R),13,7,566,0,1,0,6.28,2015-16,RUS Premier League
2,Boris Rotenberg,FC Rostov,30,D(R),15,13,767,0,0,0,6.28,2015-16,RUS Premier League
3,Arseni Logashov,Lokomotiv Moscow,25,"D(CR),M(R)",8,4,442,0,0,0,6.28,2015-16,RUS Premier League
4,Andrey Arshavin,Kuban Krasnodar,35,AM(LR),8,4,357,0,0,0,6.27,2015-16,RUS Premier League
5,Roman Kontsedalov,Kuban Krasnodar,30,DMC,7,2,264,0,0,0,6.26,2015-16,RUS Premier League
6,Evgeny Pomazan,Anzhi,27,GK,9,9,766,0,0,0,6.26,2015-16,RUS Premier League
7,Sergey Pesjakov,Anzhi,28,GK,11,11,990,0,0,1,6.26,2015-16,RUS Premier League
8,Dmitriy Yatchenko,Krylya Sovetov Samara,30,D(LR),18,12,1086,0,0,0,6.25,2015-16,RUS Premier League
9,Berat Sadik,Krylya Sovetov Samara,30,FW,11,4,386,0,1,0,6.24,2015-16,RUS Premier League
0,David Dzakhov,Amkar-Perm,28,M(C),4,2,207,0,0,0,6.24,2015-16,RUS Premier League
1,Haris Handzic,FC Ufa,26,FW,19,9,1004,1,1,0,6.23,2015-16,RUS Premier League
2,Denis Dorozhkin,Ural,29,FW,9,3,305,1,1,0,6.23,2015-16,RUS Premier League
3,Dmitri Sysuev,Mordovia Saransk,29,"AM(C),FW",7,1,248,0,0,0,6.23,2015-16,RUS Premier League
4,Konstantin Yaroshenko,Ural,30,M(CL),9,3,289,0,0,0,6.22,2015-16,RUS Premier League
5,Diego Carlos,FC Ufa,28,"AM(L),FW",18,12,1088,0,1,0,6.22,2015-16,RUS Premier League
6,Elbeyi Guliyev,Ural,21,FW,1,0,12,0,0,0,6.21,2015-16,RUS Premier League
7,Moubarak Boussoufa,Lokomotiv Moscow,32,M(C),1,1,46,0,0,0,6.21,2015-16,RUS Premier League
8,Islamnur Abdulavov,Anzhi,22,FW,19,8,770,1,2,0,6.21,2015-16,RUS Premier League
9,Vladislav Levin,Dinamo Moscow,21,M(CLR),3,1,102,0,0,0,6.21,2015-16,RUS Premier League
0,Anton Terekhov,Dinamo Moscow,18,AM(CR),4,1,134,0,0,0,6.21,2015-16,RUS Premier League
1,Aleksandr Stavpets,Ural,27,AM(LR),19,5,503,0,0,0,6.20,2015-16,RUS Premier League
2,Byung-Soo Yoo,FC Rostov,28,FW,7,3,315,1,0,0,6.20,2015-16,RUS Premier League
3,Aleksandr Zuev,Spartak Moscow,20,"D(LR),M(CLR)",14,2,331,0,1,0,6.19,2015-16,RUS Premier League
4,Ilie Cebanu,Mordovia Saransk,30,GK,9,8,747,0,0,0,6.19,2015-16,RUS Premier League
5,Maksim Mayrovich,Kuban Krasnodar,20,FW,12,6,501,1,1,0,6.19,2015-16,RUS Premier League
6,Anton Bober,Mordovia Saransk,34,M(CLR),10,5,423,0,1,0,6.18,2015-16,RUS Premier League
7,Reziuan Mirzov,FK Akhmat,23,"AM(CL),FW",5,1,153,0,0,0,6.17,2015-16,RUS Premier League
8,Alisher Dzhalilov,Rubin Kazan,23,M(CLR),4,1,77,0,0,0,6.17,2015-16,RUS Premier League
9,Igor Bezdenezhnykh,FC Ufa,20,DMC,5,0,128,0,0,0,6.17,2015-16,RUS Premier League
0,Aleksandr Troshechkin,FC Rostov,20,"M(C),FW",1,0,8,0,0,0,6.16,2015-16,RUS Premier League
1,Ilzat Akhmetov,Rubin Kazan,19,M(CLR),3,0,50,0,0,0,6.16,2015-16,RUS Premier League
2,Evgeni Shipitsin,Mordovia Saransk,31,DMC,13,4,462,0,0,0,6.16,2015-16,RUS Premier League
3,Balázs Dzsudzsák,Dinamo Moscow,30,AM(LR),1,1,46,0,0,0,6.15,2015-16,RUS Premier League
4,Khalid Kadyrov,FK Akhmat,22,M(CLR),4,1,85,0,0,0,6.14,2015-16,RUS Premier League
5,Chuma Anene,Amkar-Perm,23,FW,14,5,554,1,0,0,6.13,2015-16,RUS Premier League
6,Vagiz Galiulin,FC Ufa,29,"D(R),M(LR)",9,1,218,0,0,0,6.13,2015-16,RUS Premier League
7,Dmitri Efremov,CSKA Moscow,21,M(LR),1,0,1,0,0,0,6.12,2015-16,RUS Premier League
8,Denis Tkachuk,Zenit,27,M(CL),7,0,80,0,0,0,6.12,2015-16,RUS Premier League
9,Emmanuel Frimpong,FC Ufa,25,M(C),8,5,425,0,0,0,6.12,2015-16,RUS Premier League
0,Pavel Yakovlev,Krylya Sovetov Samara,25,"D(R),M(CLR)",12,6,572,1,0,0,6.11,2015-16,RUS Premier League
1,Aleksandr Krivoruchko,Anzhi,32,GK,1,0,45,0,0,0,6.11,2015-16,RUS Premier League
2,Alexander Sherbakov,Ural,18,FW,4,1,105,0,0,0,6.11,2015-16,RUS Premier League
3,Mikhail Markin,Mordovia Saransk,23,FW,1,0,10,0,0,0,6.10,2015-16,RUS Premier League
4,Gigel Bucur,Kuban Krasnodar,36,"AM(L),FW",13,8,628,0,0,0,6.09,2015-16,RUS Premier League
5,Igor Konovalov,Kuban Krasnodar,20,DMC,3,0,35,0,0,0,6.08,2015-16,RUS Premier League
6,Igor Gorbatenko,Krylya Sovetov Samara,27,M(CLR),8,1,152,0,0,0,6.07,2015-16,RUS Premier League
7,Pavel Dolgov,Zenit,20,FW,8,0,45,0,0,0,6.07,2015-16,RUS Premier League
8,Serder Serderov,Anzhi,22,FW,1,0,8,0,0,0,6.07,2015-16,RUS Premier League
9,Vladimir Dyadyun,Rubin Kazan,28,"AM(CLR),FW",14,3,403,0,0,0,6.07,2015-16,RUS Premier League
0,Pavel Ignatovich,Mordovia Saransk,27,AM(R),18,2,448,0,0,0,6.07,2015-16,RUS Premier League
1,Andrey Ivanov,Zenit,22,D(CLR),1,0,1,0,0,0,6.05,2015-16,RUS Premier League
2,Saeid Ezatolahi,FC Rostov,20,DMC,1,0,8,0,0,0,6.05,2015-16,RUS Premier League
3,Aleksandr Kozlov,Spartak Moscow,23,FW,1,0,7,0,0,0,6.04,2015-16,RUS Premier League
4,Aleksandr Pantsyrev,Amkar-Perm,23,M(CLR),2,0,44,0,0,0,6.04,2015-16,RUS Premier League
5,Nikolay Obolskiy,Dinamo Moscow,19,FW,7,0,137,0,0,0,6.01,2015-16,RUS Premier League
6,Igor Leontyev,Spartak Moscow,22,M(CLR),3,0,53,0,0,0,6.00,2015-16,RUS Premier League
7,Carlos Strandberg,CSKA Moscow,20,FW,1,0,1,0,0,0,6.00,2015-16,RUS Premier League
8,Emin Mahmudov,Krylya Sovetov Samara,24,M(C),1,0,1,0,0,0,6.00,2015-16,RUS Premier League
9,Igor Kireev,FC Rostov,24,"D(R),M(R)",1,0,1,0,0,0,6.00,2015-16,RUS Premier League
0,Ilya Viznovich,Krylya Sovetov Samara,18,FW,1,0,3,0,0,0,6.00,2015-16,RUS Premier League
1,Alexander Büttner,Dinamo Moscow,27,"D(L),M(L)",1,0,9,0,0,0,5.99,2015-16,RUS Premier League
2,Apti Akhyadov,FK Akhmat,23,"D(R),M(R)",1,0,10,0,0,0,5.99,2015-16,RUS Premier League
3,Mamuka Kobakhidze,Mordovia Saransk,24,D(CLR),1,0,1,0,0,0,5.99,2015-16,RUS Premier League
4,Kanu,FK Akhmat,29,AM(CL),5,0,70,0,0,0,5.99,2015-16,RUS Premier League
5,Georgy Makhatadze,Lokomotiv Moscow,18,M(C),1,0,2,0,0,0,5.98,2015-16,RUS Premier League
6,Sergey Serchenkov,Ural,20,AM(R),4,1,98,0,0,0,5.98,2015-16,RUS Premier League
7,Bright Dike,Amkar-Perm,29,FW,4,2,129,0,0,0,5.97,2015-16,RUS Premier League
8,Rezo Gavtadze,Ural,21,FW,1,0,19,0,0,0,5.97,2015-16,RUS Premier League
9,Salomón Rondón,Zenit,27,FW,1,0,8,0,0,0,5.97,2015-16,RUS Premier League
0,Dmitri Stajila,Kuban Krasnodar,25,GK,2,1,101,0,0,0,5.96,2015-16,RUS Premier League
1,Aleksei Kurzenev,Amkar-Perm,22,FW,3,0,7,0,0,0,5.95,2015-16,RUS Premier League
2,Albert Sharipov,Rubin Kazan,23,M(C),1,0,4,0,0,0,5.95,2015-16,RUS Premier League
3,Dmytro Bilonoh,Ural,21,M(CLR),2,0,8,0,0,0,5.95,2015-16,RUS Premier League
4,Maksim Kuzmin,Dinamo Moscow,20,M(CLR),6,1,208,0,0,0,5.95,2015-16,RUS Premier League
5,Oleg Mishchenko,Amkar-Perm,27,FW,1,1,46,0,0,0,5.94,2015-16,RUS Premier League
6,Georgi Melkadze,Spartak Moscow,19,"AM(CL),FW",4,0,84,0,0,0,5.94,2015-16,RUS Premier League
7,Ihor Zhurakhovskyi,Kuban Krasnodar,22,M(CLR),2,0,33,0,0,0,5.92,2015-16,RUS Premier League
8,William Vainqueur,Dinamo Moscow,28,DMC,1,0,20,0,0,0,5.91,2015-16,RUS Premier League
9,Valerii Saramutin,Dinamo Moscow,21,M(CLR),1,0,4,0,0,0,5.89,2015-16,RUS Premier League
0,Aleksey Evseev,Zenit,22,AM(L),5,0,28,0,0,0,5.84,2015-16,RUS Premier League
1,Ramil Sheydayev,Rubin Kazan,20,FW,1,1,46,0,0,0,5.82,2015-16,RUS Premier League
2,Pavel Solomatin,Dinamo Moscow,23,FW,2,0,48,0,0,0,5.65,2015-16,RUS Premier League
0,Vitinho,CSKA Moscow,24,"AM(CLR),FW",13,12,1015,6,5,3,7.82,2016-17,RUS Premier League
1,Yohan Mollo,Krylya Sovetov Samara,28,"M(CLR),FW",12,12,1073,5,3,1,7.55,2016-17,RUS Premier League
2,Aleksandr Martynovich,FC Krasnodar,30,D(CR),14,14,1260,1,0,1,7.53,2016-17,RUS Premier League
3,Manuel Fernandes,Lokomotiv Moscow,31,M(CL),22,21,1829,7,9,5,7.47,2016-17,RUS Premier League
4,Domenico Criscito,Zenit,31,"D(CL),M(L)",25,25,2206,4,3,7,7.46,2016-17,RUS Premier League
5,Quincy Promes,Spartak Moscow,26,"M(CLR),FW",26,25,2259,12,9,7,7.45,2016-17,RUS Premier League
6,Aleksandr Selikhov,Spartak Moscow,23,GK,1,1,90,0,0,0,7.38,2016-17,RUS Premier League
7,Naldo,FC Krasnodar,29,D(C),14,14,1260,2,0,3,7.34,2016-17,RUS Premier League
8,Mario Fernandes,CSKA Moscow,27,"D(R),M(R)",30,30,2617,0,3,2,7.33,2016-17,RUS Premier League
9,Fedor Smolov,FC Krasnodar,27,"AM(CL),FW",22,21,1927,18,0,6,7.30,2016-17,RUS Premier League
0,Georgi Zotov,Krylya Sovetov Samara,28,"D(LR),M(LR)",10,10,900,1,0,2,7.30,2016-17,RUS Premier League
1,Georgi Dzhikiya,Amkar-Perm,24,D(CL),16,16,1440,1,1,3,7.29,2016-17,RUS Premier League
