,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
0,Aras Özbiliz,Kuban Krasnodar,24,AM(R),2,2,173,2,0,2,8.35,2013-14,RUS Premier League
1,Willian,Anzhi,26,AM(CLR),4,4,360,0,3,2,7.94,2013-14,RUS Premier League
2,Hulk,Zenit,28,"AM(CLR),FW",23,22,1890,17,6,4,7.84,2013-14,RUS Premier League
3,Mario Fernandes,CSKA Moscow,24,"D(R),M(R)",12,12,1076,0,0,2,7.74,2013-14,RUS Premier League
4,Alberto Zapater,Lokomotiv Moscow,29,"D(C),DMC",1,1,90,0,0,0,7.63,2013-14,RUS Premier League
5,Thomas Phibel,Amkar-Perm,28,D(C),19,19,1710,1,0,5,7.53,2013-14,RUS Premier League
6,Vitaliy Denisov,Lokomotiv Moscow,27,"D(L),M(L)",24,23,2079,1,6,3,7.53,2013-14,RUS Premier League
7,Dmitriy Tarasov,Lokomotiv Moscow,27,DMC,17,17,1453,4,1,3,7.52,2013-14,RUS Premier League
8,Danny,Zenit,31,"AM(CLR),FW",25,24,2027,12,12,2,7.51,2013-14,RUS Premier League
9,Jan Durica,Lokomotiv Moscow,33,D(C),30,30,2700,0,1,2,7.41,2013-14,RUS Premier League
0,Seydou Doumbia,CSKA Moscow,27,FW,22,18,1563,17,7,3,7.38,2013-14,RUS Premier League
1,Ilya Abaev,Volga Nyzhny,33,GK,3,3,270,0,0,1,7.37,2013-14,RUS Premier League
2,Andrey Semenov,FK Akhmat,25,D(CR),11,11,976,1,0,2,7.35,2013-14,RUS Premier League
3,Taras Burlak,Rubin Kazan,24,D(C),2,2,180,0,0,0,7.33,2013-14,RUS Premier League
4,João Carlos Pinto,Spartak Moscow,33,D(C),15,15,1312,0,1,2,7.32,2013-14,RUS Premier League
5,Vedran Corluka,Lokomotiv Moscow,28,D(C),28,28,2520,1,1,2,7.31,2013-14,RUS Premier League
6,Salomón Rondón,Zenit,25,FW,9,7,661,7,2,2,7.31,2013-14,RUS Premier League
7,Joãozinho,FC Krasnodar,26,"M(CLR),FW",30,29,2575,7,9,3,7.30,2013-14,RUS Premier League
8,Vágner Love,CSKA Moscow,30,FW,2,2,180,1,0,0,7.29,2013-14,RUS Premier League
9,Vasili Berezutski,CSKA Moscow,32,D(C),23,23,2070,0,5,0,7.28,2013-14,RUS Premier League
0,Aleksandr Martynovich,FC Krasnodar,27,D(CR),24,24,2160,0,0,1,7.27,2013-14,RUS Premier League
1,Christian Noboa,Dinamo Moscow,29,M(C),28,26,2338,5,5,3,7.26,2013-14,RUS Premier League
2,Aleksandr Kokorin,Dinamo Moscow,23,"AM(CLR),FW",22,20,1747,10,6,4,7.26,2013-14,RUS Premier League
3,Zoran Tosic,CSKA Moscow,27,M(LR),27,24,1967,11,1,4,7.26,2013-14,RUS Premier League
4,César Navas,Rubin Kazan,34,D(C),29,29,2610,1,0,4,7.25,2013-14,RUS Premier League
5,Pontus Wernbloom,CSKA Moscow,28,"M(C),FW",28,27,2422,1,1,3,7.24,2013-14,RUS Premier League
6,Xandao,Kuban Krasnodar,26,D(C),29,29,2539,2,1,2,7.24,2013-14,RUS Premier League
7,José Manuel Jurado,Spartak Moscow,28,M(CLR),29,29,2554,8,2,2,7.23,2013-14,RUS Premier League
8,Timofey Kalachev,FC Rostov,33,"D(R),M(CR)",26,26,2290,6,6,1,7.23,2013-14,RUS Premier League
9,Roman Shirokov,Zenit,33,M(CR),10,10,788,5,4,1,7.22,2013-14,RUS Premier League
0,Sergei Ignashevich,CSKA Moscow,35,D(C),30,30,2700,2,3,0,7.22,2013-14,RUS Premier League
1,Angbwa Benoit,Krylya Sovetov Samara,33,D(R),6,6,540,0,0,0,7.22,2013-14,RUS Premier League
2,Nicolas Lombaerts,Zenit,29,D(C),26,26,2159,1,0,1,7.21,2013-14,RUS Premier League
3,Charles Kaboré,Kuban Krasnodar,26,M(C),26,25,2191,0,4,1,7.19,2013-14,RUS Premier League
4,Maicon Bolt,Lokomotiv Moscow,24,"AM(LR),FW",24,20,1761,5,4,2,7.18,2013-14,RUS Premier League
5,Andreas Granqvist,FC Krasnodar,29,D(C),20,20,1714,1,0,1,7.18,2013-14,RUS Premier League
6,Axel Witsel,Zenit,26,"D(C),M(C)",29,28,2489,4,2,3,7.18,2013-14,RUS Premier League
7,Luís Neto,Zenit,26,D(C),24,21,2031,0,0,0,7.17,2013-14,RUS Premier League
8,Artur Jedrzejczyk,FC Krasnodar,27,D(CLR),27,27,2386,1,2,1,7.16,2013-14,RUS Premier League
9,Douglas,Dinamo Moscow,27,D(C),19,19,1694,0,1,2,7.16,2013-14,RUS Premier League
0,Arseni Logashov,Anzhi,23,"D(CR),M(R)",2,2,180,0,0,0,7.15,2013-14,RUS Premier League
1,Tomás Hubocan,Zenit,29,D(CLR),15,15,1350,0,0,1,7.15,2013-14,RUS Premier League
2,Taras Burlak,Lokomotiv Moscow,24,D(C),1,1,90,0,0,0,7.14,2013-14,RUS Premier League
3,Vitaliy Kaleshin,FC Krasnodar,34,D(LR),21,21,1810,1,1,1,7.14,2013-14,RUS Premier League
4,Artem Dzyuba,FC Rostov,26,FW,28,28,2489,17,3,5,7.14,2013-14,RUS Premier League
5,Petar Zanev,Amkar-Perm,29,D(CL),15,15,1340,0,0,0,7.13,2013-14,RUS Premier League
6,Arseni Logashov,FC Rostov,23,"D(CR),M(R)",23,23,1972,1,0,1,7.13,2013-14,RUS Premier League
7,Cristian Ansaldi,Rubin Kazan,28,"D(CLR),M(CLR)",4,4,360,0,0,0,7.11,2013-14,RUS Premier League
8,Sölvi Ottesen,Ural,30,D(C),18,18,1620,0,1,0,7.11,2013-14,RUS Premier League
9,Ragnar Sigurdsson,FC Krasnodar,28,D(C),6,6,540,0,0,0,7.11,2013-14,RUS Premier League
0,Dmitri Belorukov,Amkar-Perm,31,D(C),25,25,2210,2,0,3,7.10,2013-14,RUS Premier League
1,Oleg Ivanov,FK Akhmat,28,"M(C),FW",29,27,2470,4,3,2,7.10,2013-14,RUS Premier League
2,Alan Dzagoev,CSKA Moscow,24,"M(CLR),FW",18,16,1449,3,3,3,7.10,2013-14,RUS Premier League
3,Yuri Zhirkov,Dinamo Moscow,31,"D(L),M(CL)",13,7,757,3,3,1,7.09,2013-14,RUS Premier League
4,Christopher Samba,Anzhi,30,D(C),5,4,361,1,0,1,7.09,2013-14,RUS Premier League
5,Bastos,FC Rostov,23,D(C),17,17,1495,0,0,0,7.09,2013-14,RUS Premier League
6,Dmitri Kombarov,Spartak Moscow,27,"D(L),M(L)",28,28,2520,2,5,2,7.09,2013-14,RUS Premier League
7,Domenico Criscito,Zenit,28,"D(CL),M(L)",17,16,1440,1,2,1,7.08,2013-14,RUS Premier League
8,Iván Marcano,Rubin Kazan,27,D(CL),17,17,1508,0,0,1,7.08,2013-14,RUS Premier League
9,Igor Armas,Kuban Krasnodar,27,D(C),14,10,987,1,0,1,7.08,2013-14,RUS Premier League
0,Emmanuel Emenike,Spartak Moscow,27,"AM(R),FW",4,2,212,3,0,0,7.07,2013-14,RUS Premier League
1,Anton Amelchenko,FC Rostov,29,GK,3,3,270,0,0,1,7.07,2013-14,RUS Premier League
2,Aleksandr Samedov,Lokomotiv Moscow,30,AM(CR),30,29,2517,7,7,0,7.07,2013-14,RUS Premier League
3,Vladimir Rykov,Tom Tomsk,27,D(C),27,27,2349,2,0,3,7.07,2013-14,RUS Premier League
4,Marko Lomic,Dinamo Moscow,31,D(L),21,21,1842,0,4,1,7.07,2013-14,RUS Premier League
5,Maurício,FK Akhmat,26,M(C),29,23,2077,6,3,2,7.07,2013-14,RUS Premier League
6,Denis Glushakov,Spartak Moscow,27,M(C),28,27,2417,1,1,0,7.06,2013-14,RUS Premier League
7,Ángel Dealbert,Kuban Krasnodar,32,D(C),23,21,1901,1,0,2,7.06,2013-14,RUS Premier League
8,Vladimir Khozin,Ural,25,D(LR),11,11,916,2,0,1,7.05,2013-14,RUS Premier League
9,Juhani Ojala,FK Akhmat,25,D(C),20,19,1701,0,0,0,7.05,2013-14,RUS Premier League
0,Alexander Amisulashvili,Krylya Sovetov Samara,32,D(C),28,28,2501,1,1,0,7.05,2013-14,RUS Premier League
1,Roman Gerus,Amkar-Perm,34,GK,8,7,686,0,0,0,7.05,2013-14,RUS Premier League
2,Igor Smolnikov,Zenit,26,"D(LR),M(R)",19,17,1522,0,2,0,7.04,2013-14,RUS Premier League
3,Solomon Kvirkvelia,Rubin Kazan,22,D(C),18,14,1291,0,0,1,7.04,2013-14,RUS Premier League
4,Vladimir Granat,Dinamo Moscow,27,D(CL),28,28,2520,2,0,0,7.04,2013-14,RUS Premier League
5,Dame N'Doye,Lokomotiv Moscow,29,"AM(C),FW",27,21,1855,13,1,2,7.03,2013-14,RUS Premier League
6,Lassana Diarra,Anzhi,29,M(C),4,4,330,0,0,0,7.03,2013-14,RUS Premier League
7,Roman Shishkin,Lokomotiv Moscow,27,"D(R),DMC",24,23,2114,2,0,0,7.03,2013-14,RUS Premier League
8,Maciej Rybus,FK Akhmat,25,"D(LR),M(LR)",16,14,1188,0,4,1,7.02,2013-14,RUS Premier League
9,Alberto Costa,Spartak Moscow,30,M(C),24,24,2048,3,6,3,7.01,2013-14,RUS Premier League
0,Dzhamaldin Khodzhanyiazov,Zenit,18,D(CLR),2,2,147,0,0,0,7.01,2013-14,RUS Premier League
1,Ivelin Popov,Kuban Krasnodar,27,"M(CLR),FW",30,30,2595,6,11,4,7.01,2013-14,RUS Premier League
2,Salomón Rondón,Rubin Kazan,25,FW,11,9,851,6,1,2,7.01,2013-14,RUS Premier League
3,Artem Fiedler,Ural,31,DMC,9,9,785,0,0,0,7.00,2013-14,RUS Premier League
4,Nadson,Krylya Sovetov Samara,30,D(C),12,12,1036,0,1,1,7.00,2013-14,RUS Premier League
5,Christopher Samba,Dinamo Moscow,30,D(C),10,9,753,2,0,0,7.00,2013-14,RUS Premier League
6,Roman Shirokov,FC Krasnodar,33,M(CR),6,5,440,3,2,0,7.00,2013-14,RUS Premier League
7,Cristian Ansaldi,Zenit,28,"D(CLR),M(CLR)",9,6,584,1,1,1,7.00,2013-14,RUS Premier League
8,Blagoy Georgiev,Amkar-Perm,33,M(C),23,23,2025,1,2,1,7.00,2013-14,RUS Premier League
9,Rasmus Elm,CSKA Moscow,26,DMC,21,16,1494,0,1,0,6.99,2013-14,RUS Premier League
0,Vitali Djakov,FC Rostov,25,D(C),29,29,2536,4,0,2,6.99,2013-14,RUS Premier League
1,Pavel Mogilevets,Rubin Kazan,21,DMC,11,10,893,2,2,0,6.99,2013-14,RUS Premier League
2,Aleksandr Bukharov,Zenit,29,FW,4,3,242,0,2,0,6.99,2013-14,RUS Premier League
3,Artyom Rebrov,Spartak Moscow,30,GK,8,7,631,0,0,0,6.99,2013-14,RUS Premier League
4,Aleksandr Sapeta,Ural,25,M(C),6,4,388,1,0,1,6.98,2013-14,RUS Premier League
5,Bibras Natkho,Rubin Kazan,26,M(C),19,18,1584,1,2,1,6.98,2013-14,RUS Premier League
6,Oleg Kuzmin,Rubin Kazan,33,D(R),27,26,2356,1,2,0,6.98,2013-14,RUS Premier League
7,Sergey Bryzgalov,Spartak Moscow,22,"D(CR),DMC",4,4,345,0,0,0,6.98,2013-14,RUS Premier League
8,Kevin Kurányi,Dinamo Moscow,32,FW,14,11,988,7,0,2,6.97,2013-14,RUS Premier League
9,Wanderson,FC Krasnodar,28,"AM(LR),FW",29,27,2397,9,3,2,6.97,2013-14,RUS Premier League
0,Aleksey Ionov,Dinamo Moscow,25,"AM(CLR),FW",17,13,1247,5,4,2,6.97,2013-14,RUS Premier League
1,Georgi Shchennikov,CSKA Moscow,23,"D(CL),M(L)",28,27,2338,0,1,0,6.97,2013-14,RUS Premier League
2,Alexandru Epureanu,Anzhi,28,"D(C),DMC",17,15,1389,2,0,1,6.97,2013-14,RUS Premier League
3,Ferreira,FK Akhmat,30,D(C),19,19,1672,0,0,1,6.97,2013-14,RUS Premier League
4,Renat Yanbayev,Lokomotiv Moscow,30,D(LR),19,18,1638,0,1,1,6.96,2013-14,RUS Premier League
5,Aleksandr Belenov,Kuban Krasnodar,28,GK,30,30,2700,0,0,1,6.96,2013-14,RUS Premier League
6,Diniyar Bilyaletdinov,Anzhi,29,M(CLR),11,8,745,2,3,2,6.96,2013-14,RUS Premier League
7,Gerson Acevedo,Ural,26,M(C),20,19,1591,5,5,4,6.96,2013-14,RUS Premier League
8,Milan Rodic,Volga Nyzhny,23,"D(L),DMC,M(L)",18,17,1421,0,1,1,6.96,2013-14,RUS Premier League
9,Felicio Brown Forbes,Krylya Sovetov Samara,23,"D(R),M(L),FW",15,14,1213,0,0,1,6.96,2013-14,RUS Premier League
0,Hrvoje Milic,FC Rostov,25,"D(L),M(L)",25,21,1966,1,3,3,6.95,2013-14,RUS Premier League
1,Jano Ananidze,FC Rostov,22,AM(CLR),22,20,1659,3,7,0,6.95,2013-14,RUS Premier League
2,Yura Movsisyan,Spartak Moscow,27,FW,27,25,2061,16,2,2,6.95,2013-14,RUS Premier League
3,Ivan Temnikov,FK Akhmat,25,"D(LR),M(R)",11,10,918,0,0,0,6.95,2013-14,RUS Premier League
4,Sergey Parshivlyuk,Spartak Moscow,25,"D(R),M(R)",25,24,2172,2,4,0,6.94,2013-14,RUS Premier League
5,Aleksey Berezutski,CSKA Moscow,32,D(C),13,12,1032,0,0,0,6.94,2013-14,RUS Premier League
6,Salvatore Bocchetti,Spartak Moscow,28,D(C),12,11,957,0,0,0,6.94,2013-14,RUS Premier League
7,Igor Denisov,Dinamo Moscow,30,DMC,23,22,1955,1,2,0,6.94,2013-14,RUS Premier League
8,Maksim Bordachev,Tom Tomsk,28,D(CL),23,23,2000,1,0,2,6.94,2013-14,RUS Premier League
9,Marcin Komorowski,FK Akhmat,30,D(CL),18,16,1496,1,0,0,6.93,2013-14,RUS Premier League
0,Kornel Salata,Tom Tomsk,29,D(C),7,7,630,0,0,0,6.93,2013-14,RUS Premier League
1,Yuri Lodygin,Zenit,24,GK,29,28,2593,0,0,3,6.93,2013-14,RUS Premier League
2,Juan Insaurralde,Spartak Moscow,30,D(C),7,4,405,0,0,2,6.93,2013-14,RUS Premier League
3,Gökdeniz Karadeniz,Rubin Kazan,35,"M(CLR),FW",21,20,1762,3,1,0,6.93,2013-14,RUS Premier League
4,Alexandru Gatcan,FC Rostov,30,"D(C),M(C)",25,25,2087,1,1,0,6.93,2013-14,RUS Premier League
5,Aleksandr Sheshukov,Lokomotiv Moscow,31,M(C),9,9,768,0,0,0,6.93,2013-14,RUS Premier League
6,Andrey Eshchenko,Anzhi,30,"D(LR),M(R)",16,16,1404,0,0,1,6.93,2013-14,RUS Premier League
7,Igor Akinfeev,CSKA Moscow,28,GK,29,29,2610,0,0,1,6.93,2013-14,RUS Premier League
8,Pavel Mamaev,FC Krasnodar,26,M(CLR),21,19,1642,4,3,1,6.93,2013-14,RUS Premier League
9,Ivan Taranov,Krylya Sovetov Samara,28,"D(C),DMC",16,15,1358,0,1,1,6.92,2013-14,RUS Premier League
0,Rizvan Utsiev,FK Akhmat,26,"D(R),M(R)",22,22,1840,0,1,1,6.92,2013-14,RUS Premier League
1,Adilson,FK Akhmat,27,"D(C),DMC",18,17,1502,0,0,0,6.91,2013-14,RUS Premier League
2,Elmir Nabiullin,Rubin Kazan,19,"D(L),M(L)",6,6,476,0,0,0,6.91,2013-14,RUS Premier League
3,Kantemir Berkhamov,Ural,26,DMC,12,10,934,0,1,0,6.91,2013-14,RUS Premier League
4,Keisuke Honda,CSKA Moscow,28,M(CR),18,18,1530,1,1,0,6.91,2013-14,RUS Premier League
5,Jucilei,Anzhi,26,"D(C),DMC",19,18,1654,0,0,0,6.90,2013-14,RUS Premier League
6,Guilherme,Lokomotiv Moscow,29,GK,6,6,501,0,0,0,6.90,2013-14,RUS Premier League
7,Martin Jiranek,Tom Tomsk,35,D(C),20,20,1756,0,0,1,6.90,2013-14,RUS Premier League
8,Georgi Peev,Amkar-Perm,35,AM(CLR),27,26,2165,12,5,3,6.89,2013-14,RUS Premier League
9,Evgeni Makeev,Spartak Moscow,25,D(CLR),24,24,2063,0,1,1,6.88,2013-14,RUS Premier League
0,Andrey Sinitsyn,FC Krasnodar,26,GK,10,10,900,0,0,0,6.88,2013-14,RUS Premier League
1,Mauricio Pereyra,FC Krasnodar,24,M(CLR),24,22,1755,6,3,0,6.87,2013-14,RUS Premier League
2,Maksim Zhavnerchik,Kuban Krasnodar,29,D(LR),17,15,1368,0,0,0,6.87,2013-14,RUS Premier League
3,Aleksey Kozlov,Kuban Krasnodar,28,"D(R),M(R)",18,18,1620,0,2,1,6.87,2013-14,RUS Premier League
4,Siyanda Xulu,FC Rostov,23,D(C),15,12,1191,0,0,0,6.87,2013-14,RUS Premier League
5,Chris Mavinga,Rubin Kazan,23,D(CL),7,7,618,0,0,0,6.86,2013-14,RUS Premier League
6,Yuri Gazinskiy,FC Krasnodar,25,DMC,29,25,2130,1,1,1,6.86,2013-14,RUS Premier League
7,Ivan Cherenchikov,Amkar-Perm,30,D(CR),13,11,988,1,0,0,6.85,2013-14,RUS Premier League
8,Moubarak Boussoufa,Lokomotiv Moscow,30,M(C),21,17,1547,2,5,1,6.85,2013-14,RUS Premier League
9,Mikhail Kerzhakov,Anzhi,27,GK,23,23,2070,0,0,2,6.85,2013-14,RUS Premier League
0,Aleksandr Bukharov,Anzhi,29,FW,10,9,730,2,2,0,6.85,2013-14,RUS Premier League
1,Ibragim Tsallagov,Krylya Sovetov Samara,24,"D(LR),DMC,M(R)",28,27,2340,4,1,2,6.85,2013-14,RUS Premier League
2,Aleksandr Sheshukov,FC Rostov,31,M(C),19,19,1703,0,1,0,6.85,2013-14,RUS Premier League
3,Yann M'Vila,Rubin Kazan,24,"D(C),M(C)",19,19,1615,0,1,0,6.84,2013-14,RUS Premier League
4,Aleksandr Filtsov,FC Krasnodar,25,GK,20,20,1800,0,0,1,6.84,2013-14,RUS Premier League
5,Simion Bulgaru,Volga Nyzhny,29,D(C),14,14,1224,0,0,1,6.84,2013-14,RUS Premier League
6,Alexander Anyukov,Zenit,32,D(CLR),13,13,1127,0,1,0,6.83,2013-14,RUS Premier League
7,Ali Gadzhibekov,Anzhi,25,D(CLR),27,26,2312,0,0,0,6.82,2013-14,RUS Premier League
8,Lassana Diarra,Lokomotiv Moscow,29,M(C),17,13,1199,1,0,0,6.82,2013-14,RUS Premier League
9,Ilya Abaev,Lokomotiv Moscow,33,GK,24,24,2160,0,0,0,6.82,2013-14,RUS Premier League
0,Balázs Dzsudzsák,Dinamo Moscow,28,AM(LR),23,20,1749,1,3,1,6.82,2013-14,RUS Premier League
1,Leandro Fernández,Dinamo Moscow,31,D(C),12,10,929,0,0,0,6.82,2013-14,RUS Premier League
2,Andrey Semenov,Amkar-Perm,25,D(CR),13,12,1064,0,0,0,6.82,2013-14,RUS Premier League
3,Yaroslav Godzyur,FK Akhmat,29,GK,19,19,1710,0,0,1,6.82,2013-14,RUS Premier League
4,Fegor Ogude,Amkar-Perm,27,"D(C),M(C)",9,9,767,3,0,1,6.81,2013-14,RUS Premier League
5,Viktor Faizulin,Zenit,28,M(C),25,19,1589,3,3,0,6.81,2013-14,RUS Premier League
6,Janusz Gol,Amkar-Perm,29,M(C),27,27,2397,0,2,0,6.81,2013-14,RUS Premier League
7,Marko Devic,Rubin Kazan,31,"AM(C),FW",11,11,936,3,1,2,6.80,2013-14,RUS Premier League
8,Sergey Kislyak,Rubin Kazan,27,"D(LR),M(C)",13,11,940,1,1,0,6.80,2013-14,RUS Premier League
9,Ailton,FK Akhmat,30,FW,29,21,2040,8,2,1,6.80,2013-14,RUS Premier League
0,Serdar Tasci,Spartak Moscow,27,D(C),4,4,313,0,0,0,6.80,2013-14,RUS Premier League
1,Plamen Nikolov,Tom Tomsk,29,D(CLR),3,3,270,0,0,0,6.80,2013-14,RUS Premier League
2,Aiden McGeady,Spartak Moscow,28,M(CLR),13,9,794,1,4,1,6.80,2013-14,RUS Premier League
3,Evgeny Bashkirov,Tom Tomsk,23,DMC,22,20,1759,1,0,0,6.80,2013-14,RUS Premier League
4,Marcin Kowalczyk,Volga Nyzhny,29,D(C),21,21,1887,2,0,3,6.79,2013-14,RUS Premier League
5,Odil Akhmedov,Anzhi,27,M(CLR),26,24,2156,1,1,1,6.79,2013-14,RUS Premier League
6,Nemanja Tubic,FC Krasnodar,30,D(C),9,5,584,0,0,0,6.79,2013-14,RUS Premier League
7,Dmitri Torbinski,Rubin Kazan,30,"D(L),M(CLR)",19,15,1140,1,2,0,6.79,2013-14,RUS Premier League
8,Artyom Radkov,FK Akhmat,29,D(C),7,5,478,0,0,0,6.79,2013-14,RUS Premier League
9,Sergey Chepchugov,CSKA Moscow,29,GK,1,1,90,0,0,0,6.78,2013-14,RUS Premier League
0,Gia Grigalava,Krylya Sovetov Samara,25,D(CL),5,5,450,0,0,0,6.78,2013-14,RUS Premier League
1,Alexander Kerzhakov,Zenit,32,FW,18,11,1102,5,2,1,6.78,2013-14,RUS Premier League
2,Kirill Panchenko,Tom Tomsk,25,"AM(CL),FW",27,23,2036,7,2,2,6.77,2013-14,RUS Premier League
3,Nikolay Zabolotny,Ural,24,GK,11,11,990,0,0,0,6.77,2013-14,RUS Premier League
4,Ayodele Adeleye,Anzhi,26,D(C),9,9,810,0,0,0,6.77,2013-14,RUS Premier League
5,João Carlos Pinto,Anzhi,33,D(C),4,4,360,0,0,0,6.77,2013-14,RUS Premier League
6,Sardar Azmoun,Rubin Kazan,20,"AM(C),FW",14,9,800,4,1,0,6.77,2013-14,RUS Premier League
7,Lorenzo Melgarejo,Kuban Krasnodar,24,"D(L),M(CLR),FW",17,13,1158,6,2,0,6.77,2013-14,RUS Premier League
8,Stanislav Dragun,Krylya Sovetov Samara,26,M(C),26,24,2146,2,0,2,6.76,2013-14,RUS Premier League
9,Jan Tigorev,Lokomotiv Moscow,30,DMC,12,6,635,0,1,0,6.76,2013-14,RUS Premier League
0,Rafael Carioca,Spartak Moscow,25,DMC,26,21,2010,0,3,0,6.76,2013-14,RUS Premier League
1,Petr Nemov,Krylya Sovetov Samara,31,M(C),26,26,2266,0,2,0,6.76,2013-14,RUS Premier League
2,Renat Sabitov,Tom Tomsk,29,DMC,7,6,532,1,0,0,6.76,2013-14,RUS Premier League
3,Taras Mykhalyk,Lokomotiv Moscow,31,"D(C),M(C)",12,9,783,1,0,1,6.76,2013-14,RUS Premier League
4,Martin Jakubko,Amkar-Perm,34,FW,20,18,1595,4,2,0,6.76,2013-14,RUS Premier League
5,Aras Özbiliz,Spartak Moscow,24,AM(R),27,18,1664,3,2,1,6.76,2013-14,RUS Premier League
6,Ibrahima Baldé,Kuban Krasnodar,25,FW,19,14,1288,7,1,1,6.76,2013-14,RUS Premier League
7,Ari,FC Krasnodar,29,"AM(R),FW",18,14,1034,6,3,3,6.76,2013-14,RUS Premier League
8,Zahari Sirakov,Amkar-Perm,37,D(R),22,19,1611,0,2,1,6.75,2013-14,RUS Premier League
9,Samuel Eto'o,Anzhi,33,"M(CL),FW",6,6,540,2,0,0,6.75,2013-14,RUS Premier League
0,Milan Vjestica,Ural,35,D(C),13,12,1007,0,0,1,6.75,2013-14,RUS Premier League
1,Angbwa Benoit,Anzhi,33,D(R),9,8,668,0,0,1,6.75,2013-14,RUS Premier League
2,Bruno Teles,Krylya Sovetov Samara,28,D(L),3,2,204,0,0,0,6.75,2013-14,RUS Premier League
3,Vladislav Ignatjev,Kuban Krasnodar,27,"D(LR),M(CLR)",14,10,860,2,3,0,6.75,2013-14,RUS Premier League
4,Aleksey Solosin,Ural,27,GK,9,7,748,0,0,0,6.74,2013-14,RUS Premier League
5,Sergei Ryzhikov,Rubin Kazan,34,GK,29,29,2610,0,0,0,6.74,2013-14,RUS Premier League
6,Dmitriy Yatchenko,Krylya Sovetov Samara,28,D(LR),9,8,745,0,0,0,6.74,2013-14,RUS Premier League
7,Oleg Shatov,Zenit,24,M(CLR),21,10,1141,4,1,0,6.74,2013-14,RUS Premier League
8,Kirill Nababkin,CSKA Moscow,28,"D(CLR),M(LR)",17,15,1376,0,0,1,6.73,2013-14,RUS Premier League
9,Aleksandr Novikov,Ural,30,D(CR),15,13,1190,0,0,0,6.73,2013-14,RUS Premier League
0,Nikolai Markov,FC Krasnodar,29,D(LR),11,7,724,0,0,0,6.73,2013-14,RUS Premier League
1,Artur Yusupov,Dinamo Moscow,25,M(CL),23,17,1474,1,4,1,6.73,2013-14,RUS Premier League
2,Andrey Karyaka,Volga Nyzhny,36,M(C),27,26,2172,2,5,0,6.73,2013-14,RUS Premier League
3,Alan Kasaev,Dinamo Moscow,28,AM(L),19,12,1001,3,1,0,6.73,2013-14,RUS Premier League
4,Igor Lolo,FC Rostov,32,D(LR),14,11,917,0,0,0,6.72,2013-14,RUS Premier League
5,Aleksey Aravin,Tom Tomsk,28,D(L),11,9,839,0,0,1,6.72,2013-14,RUS Premier League
6,Chisamba Lungu,Ural,23,"M(CLR),FW",22,18,1656,0,0,0,6.72,2013-14,RUS Premier League
7,Konstantin Vassiljev,Amkar-Perm,30,M(C),19,14,1279,2,2,2,6.71,2013-14,RUS Premier League
8,Roman Berezovskiy,Dinamo Moscow,40,GK,3,3,270,0,0,0,6.71,2013-14,RUS Premier League
9,Gia Grigalava,Anzhi,25,D(CL),22,21,1874,1,0,0,6.71,2013-14,RUS Premier League
0,Mubarak Wakaso,Rubin Kazan,24,M(CLR),14,8,693,2,1,2,6.71,2013-14,RUS Premier League
1,Igor Lebedenko,FK Akhmat,31,"AM(CLR),FW",27,22,1986,3,1,1,6.71,2013-14,RUS Premier League
2,Luke Wilkshire,Dinamo Moscow,33,D(R),23,20,1867,0,1,0,6.71,2013-14,RUS Premier League
3,Stanislav Manolev,Kuban Krasnodar,29,"D(R),M(R)",10,8,697,1,0,0,6.71,2013-14,RUS Premier League
4,Igor Portnyagin,Tom Tomsk,26,"AM(CL),FW",28,22,1966,4,3,1,6.71,2013-14,RUS Premier League
5,Kim Källström,Spartak Moscow,32,M(C),10,6,478,1,0,0,6.71,2013-14,RUS Premier League
6,Aleksandr Erokhin,Ural,25,"M(CLR),FW",25,22,1761,3,1,1,6.70,2013-14,RUS Premier League
7,Igor Smolnikov,FC Krasnodar,26,"D(LR),M(R)",4,4,360,0,0,0,6.70,2013-14,RUS Premier League
8,Ján Mucha,Krylya Sovetov Samara,32,GK,10,10,880,0,0,1,6.70,2013-14,RUS Premier League
9,Denis Kolodin,Volga Nyzhny,33,D(CL),22,22,1884,0,0,1,6.70,2013-14,RUS Premier League
0,Andrey Arshavin,Zenit,33,AM(LR),21,15,1137,2,5,0,6.70,2013-14,RUS Premier League
1,Sergei Pareiko,Volga Nyzhny,37,GK,19,19,1710,0,0,1,6.69,2013-14,RUS Premier League
2,Ahmed Musa,CSKA Moscow,22,"M(CLR),FW",26,23,2065,7,2,0,6.69,2013-14,RUS Premier League
3,Anton Sosnin,Kuban Krasnodar,24,"D(LR),M(CL)",19,12,1191,0,0,0,6.69,2013-14,RUS Premier League
4,Anton Putilo,Volga Nyzhny,27,M(CLR),26,21,2055,2,2,1,6.69,2013-14,RUS Premier League
5,Andrey Voronin,Dinamo Moscow,35,"AM(C),FW",17,10,927,7,2,1,6.69,2013-14,RUS Premier League
6,Ruslan Adzhindzhal,Krylya Sovetov Samara,40,AM(L),28,28,2343,0,2,1,6.68,2013-14,RUS Premier League
7,Roman Eremenko,Rubin Kazan,27,M(CLR),27,18,1770,3,4,0,6.68,2013-14,RUS Premier League
8,Nikita Chicherin,Dinamo Moscow,24,D(CR),2,2,180,0,0,0,6.68,2013-14,RUS Premier League
