,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
0,Didier Drogba,Chelsea,32,FW,32,31,2775,29,10,13,8.32,2009-10,ENG Premier League
1,Cesc Fàbregas,Arsenal,23,"M(CL),FW",27,26,2194,15,13,11,8.25,2009-10,ENG Premier League
2,Robin van Persie,Arsenal,27,"AM(C),FW",16,14,1256,9,7,2,8.07,2009-10,ENG Premier League
3,Luís Boa Morte,West Ham,33,"AM(C),FW",1,1,64,1,0,0,8.01,2009-10,ENG Premier League
4,Frank Lampard,Chelsea,32,M(C),36,36,3220,22,14,2,7.95,2009-10,ENG Premier League
5,Wayne Rooney,Man Utd,25,"M(CLR),FW",32,32,2723,26,3,5,7.91,2009-10,ENG Premier League
6,Mikel Arteta,Everton,28,M(C),13,11,1031,6,1,5,7.84,2009-10,ENG Premier League
7,Rafael,Man Utd,20,"D(LR),M(R)",8,8,683,1,1,0,7.82,2009-10,ENG Premier League
8,Abou Diaby,Arsenal,24,M(C),29,26,2322,6,3,6,7.76,2009-10,ENG Premier League
9,James Collins,West Ham,27,D(C),3,3,270,0,0,1,7.73,2009-10,ENG Premier League
0,Fernando Torres,Liverpool,26,FW,22,20,1718,18,3,5,7.65,2009-10,ENG Premier League
1,Gareth Bale,Tottenham,21,"M(CLR),FW",23,18,1707,3,5,2,7.64,2009-10,ENG Premier League
2,Florent Malouda,Chelsea,30,M(CL),33,26,2304,12,8,4,7.63,2009-10,ENG Premier League
3,Richard Dunne,Man City,31,D(C),2,2,180,0,0,0,7.61,2009-10,ENG Premier League
4,Glen Johnson,Liverpool,26,"D(CLR),M(R)",25,24,2141,3,3,0,7.61,2009-10,ENG Premier League
5,Michael Essien,Chelsea,28,"D(R),DMC",14,13,1195,3,0,1,7.60,2009-10,ENG Premier League
6,Nicolas Anelka,Chelsea,31,FW,33,31,2705,11,7,2,7.60,2009-10,ENG Premier League
7,Nemanja Vidic,Man Utd,29,D(C),24,24,2107,1,0,1,7.59,2009-10,ENG Premier League
8,Ciaran Clark,Aston Villa,21,D(CL),1,1,90,0,0,0,7.58,2009-10,ENG Premier League
9,Michael Dawson,Tottenham,27,D(C),29,25,2334,2,0,2,7.58,2009-10,ENG Premier League
0,Carlos Tevez,Man City,26,"AM(CL),FW",35,32,2871,23,7,6,7.57,2009-10,ENG Premier League
1,Christopher Samba,Blackburn,26,D(C),30,30,2597,4,0,2,7.55,2009-10,ENG Premier League
2,Curtis Davies,Aston Villa,25,D(C),2,2,180,1,0,1,7.55,2009-10,ENG Premier League
3,Grant Hanley,Blackburn,19,D(C),1,1,90,0,0,0,7.54,2009-10,ENG Premier League
4,Ritchie De Laet,Man Utd,22,D(CLR),2,2,148,0,0,0,7.53,2009-10,ENG Premier League
5,Steven Gerrard,Liverpool,30,M(C),33,32,2850,9,7,6,7.52,2009-10,ENG Premier League
6,Alexandre Song,Arsenal,23,M(C),26,25,2240,1,1,1,7.50,2009-10,ENG Premier League
7,Nani,Man Utd,24,"M(CLR),FW",23,19,1590,4,6,2,7.49,2009-10,ENG Premier League
8,Marouane Fellaini,Everton,23,M(C),23,20,1763,2,2,5,7.49,2009-10,ENG Premier League
9,Carlos Cuellar,Aston Villa,29,D(C),36,36,3240,2,1,5,7.48,2009-10,ENG Premier League
0,Tom Huddlestone,Tottenham,24,DMC,33,33,2851,2,3,1,7.48,2009-10,ENG Premier League
1,Kieran Gibbs,Arsenal,21,"D(L),M(L)",3,3,270,0,0,0,7.48,2009-10,ENG Premier League
2,Antonio Valencia,Man Utd,25,"D(R),M(R)",34,29,2615,5,7,6,7.47,2009-10,ENG Premier League
3,Branislav Ivanovic,Chelsea,26,D(CR),28,25,2256,1,5,1,7.47,2009-10,ENG Premier League
4,Richard Dunne,Aston Villa,31,D(C),35,35,3132,3,0,1,7.46,2009-10,ENG Premier League
5,Ryan Giggs,Man Utd,37,M(CL),25,20,1815,5,9,4,7.44,2009-10,ENG Premier League
6,Deco,Chelsea,33,M(C),19,14,1240,2,2,2,7.43,2009-10,ENG Premier League
7,Danny Rose,Tottenham,20,"D(L),M(L)",1,1,46,1,0,0,7.42,2009-10,ENG Premier League
8,Patrice Evra,Man Utd,29,"D(CL),M(L)",38,37,3288,0,3,2,7.42,2009-10,ENG Premier League
9,Gareth Barry,Man City,29,M(C),34,34,2996,2,7,1,7.41,2009-10,ENG Premier League
0,Dimitar Berbatov,Man Utd,29,"AM(C),FW",33,24,2096,12,5,6,7.41,2009-10,ENG Premier League
1,Ashley Cole,Chelsea,30,"D(L),M(L)",27,25,2157,4,3,0,7.41,2009-10,ENG Premier League
2,José Bosingwa,Chelsea,28,D(CLR),8,8,649,0,1,1,7.40,2009-10,ENG Premier League
3,Mohamed Diamé,Wigan,23,M(CLR),34,34,2865,1,1,4,7.40,2009-10,ENG Premier League
4,Niko Kranjcar,Tottenham,26,M(CL),24,19,1661,6,6,0,7.39,2009-10,ENG Premier League
5,Gaël Clichy,Arsenal,25,D(L),24,23,2086,0,1,0,7.38,2009-10,ENG Premier League
6,Steve Simonsen,Stoke,31,GK,3,2,229,0,0,1,7.38,2009-10,ENG Premier League
7,Thomas Vermaelen,Arsenal,25,D(CL),33,33,2799,7,1,0,7.38,2009-10,ENG Premier League
8,Sylvain Distin,Everton,33,D(C),29,29,2590,0,1,1,7.37,2009-10,ENG Premier League
9,James Milner,Aston Villa,25,"D(LR),M(CLR)",36,36,3175,7,12,2,7.37,2009-10,ENG Premier League
0,Alex,Chelsea,28,D(C),16,13,1269,1,0,0,7.37,2009-10,ENG Premier League
1,Emmanuel Adebayor,Man City,26,FW,26,25,2212,14,3,3,7.37,2009-10,ENG Premier League
2,Jonny Evans,Man Utd,23,D(CL),18,18,1587,0,0,1,7.37,2009-10,ENG Premier League
3,Steven Pienaar,Everton,28,M(CL),30,30,2663,4,2,0,7.35,2009-10,ENG Premier League
4,Andy Reid,Sunderland,28,M(CL),21,18,1645,2,6,3,7.35,2009-10,ENG Premier League
5,Franck Queudrue,Birmingham,32,DMC,6,6,496,0,0,0,7.34,2009-10,ENG Premier League
6,Younes Kaboul,Portsmouth,25,D(C),19,19,1710,3,0,1,7.34,2009-10,ENG Premier League
7,Scott Parker,West Ham,30,M(C),31,30,2576,2,3,2,7.33,2009-10,ENG Premier League
8,Aaron Lennon,Tottenham,23,M(LR),22,20,1805,3,9,1,7.33,2009-10,ENG Premier League
9,Benoit Assou-Ekotto,Tottenham,26,D(L),30,29,2535,1,2,2,7.33,2009-10,ENG Premier League
0,Darren Fletcher,Man Utd,26,M(C),30,29,2577,4,4,0,7.33,2009-10,ENG Premier League
1,Phil Jagielka,Everton,28,D(CR),12,11,1035,0,0,1,7.33,2009-10,ENG Premier League
2,Stiliyan Petrov,Aston Villa,31,"D(C),M(CR),FW",37,37,3272,0,1,4,7.33,2009-10,ENG Premier League
3,Gary Cahill,Bolton,25,D(C),29,29,2610,5,1,5,7.33,2009-10,ENG Premier League
4,Darren Bent,Sunderland,26,FW,38,38,3393,24,1,4,7.30,2009-10,ENG Premier League
5,Luka Modric,Tottenham,25,M(C),25,21,1916,3,3,2,7.30,2009-10,ENG Premier League
6,Kolo Touré,Man City,29,D(C),31,31,2711,1,0,1,7.29,2009-10,ENG Premier League
7,Carlo Cudicini,Tottenham,37,GK,7,6,613,0,0,0,7.28,2009-10,ENG Premier League
8,Sotirios Kyrgiakos,Liverpool,31,"D(L),DMC",14,13,1193,1,0,1,7.28,2009-10,ENG Premier League
9,Kenwyne Jones,Sunderland,26,FW,32,24,2185,9,3,6,7.27,2009-10,ENG Premier League
0,Peter Crouch,Tottenham,29,FW,38,21,2209,8,6,4,7.27,2009-10,ENG Premier League
1,Lucas Leiva,Liverpool,23,"D(C),M(C)",35,32,2844,0,2,2,7.26,2009-10,ENG Premier League
2,Kevin Davies,Bolton,33,"AM(L),FW",37,37,3316,7,7,2,7.26,2009-10,ENG Premier League
3,Vincent Kompany,Man City,24,D(C),25,21,1913,2,1,2,7.26,2009-10,ENG Premier League
4,Tim Cahill,Everton,31,"M(C),FW",33,33,2870,8,4,2,7.26,2009-10,ENG Premier League
5,Javier Mascherano,Liverpool,26,"D(C),M(C)",34,31,2756,0,0,0,7.26,2009-10,ENG Premier League
6,Andrey Arshavin,Arsenal,29,AM(LR),30,25,2267,10,1,1,7.26,2009-10,ENG Premier League
7,Denílson,Arsenal,22,M(C),20,19,1573,3,1,2,7.25,2009-10,ENG Premier League
8,John Heitinga,Everton,27,D(C),31,29,2591,0,3,0,7.25,2009-10,ENG Premier League
9,Phil Jones,Blackburn,18,"D(CR),DMC",9,7,662,0,0,1,7.24,2009-10,ENG Premier League
0,John Terry,Chelsea,30,D(C),37,37,3261,2,2,1,7.24,2009-10,ENG Premier League
1,Adam Johnson,Man City,23,M(CLR),16,14,1180,1,5,0,7.23,2009-10,ENG Premier League
2,Leighton Baines,Everton,26,"D(L),M(L)",37,37,3330,1,8,2,7.23,2009-10,ENG Premier League
3,Cameron Jerome,Birmingham,24,FW,32,32,2686,11,3,4,7.23,2009-10,ENG Premier League
4,Charles N'Zogbia,Wigan,24,M(CR),36,35,3039,5,6,4,7.22,2009-10,ENG Premier League
5,James Collins,Aston Villa,27,D(C),27,26,2367,1,0,2,7.22,2009-10,ENG Premier League
6,Heurelho Gomes,Tottenham,29,GK,31,31,2717,0,0,2,7.21,2009-10,ENG Premier League
7,Clint Dempsey,Fulham,27,"M(CL),FW",29,27,2397,7,3,2,7.21,2009-10,ENG Premier League
8,Roger Johnson,Birmingham,27,D(C),38,38,3420,0,1,1,7.21,2009-10,ENG Premier League
9,Ledley King,Tottenham,30,"D(L),DMC",20,19,1548,2,0,3,7.21,2009-10,ENG Premier League
0,James McFadden,Birmingham,27,"M(C),FW",36,32,2656,5,3,3,7.21,2009-10,ENG Premier League
1,Ryan Nelsen,Blackburn,33,D(C),28,25,2271,4,1,1,7.20,2009-10,ENG Premier League
2,Craig Bellamy,Man City,31,AM(R),32,26,2379,10,8,2,7.20,2009-10,ENG Premier League
3,Damien Duff,Fulham,31,M(LR),32,30,2546,6,3,1,7.20,2009-10,ENG Premier League
4,Brede Hangeland,Fulham,29,D(C),32,32,2809,1,0,1,7.20,2009-10,ENG Premier League
5,Danny Collins,Sunderland,30,D(C),3,3,270,0,0,0,7.19,2009-10,ENG Premier League
6,Danny Murphy,Fulham,33,"DMC,M(R)",25,25,2142,5,0,2,7.19,2009-10,ENG Premier League
7,David Bentley,Tottenham,26,D(C),15,11,985,2,1,0,7.19,2009-10,ENG Premier League
8,Marcus Hahnemann,Wolves,38,GK,25,25,2250,0,0,1,7.18,2009-10,ENG Premier League
9,Armand Traore,Arsenal,21,"D(L),M(L)",9,9,805,0,0,0,7.18,2009-10,ENG Premier League
0,Emiliano Insúa,Liverpool,21,"D(CL),M(L)",31,30,2722,0,4,0,7.18,2009-10,ENG Premier League
1,Kamil Zayatte,Hull,25,D(C),23,21,1872,2,1,1,7.17,2009-10,ENG Premier League
2,Samir Nasri,Arsenal,23,M(CLR),26,22,1888,2,4,1,7.16,2009-10,ENG Premier League
3,Manuel da Costa,West Ham,24,D(C),15,12,1094,2,0,2,7.16,2009-10,ENG Premier League
4,Ricardo Carvalho,Chelsea,32,D(C),22,22,1853,0,1,0,7.16,2009-10,ENG Premier League
5,John Mensah,Sunderland,28,"D(CL),DMC",16,14,1073,1,0,3,7.15,2009-10,ENG Premier League
6,Tomasz Kuszczak,Man Utd,28,GK,8,8,720,0,0,0,7.15,2009-10,ENG Premier League
7,Nicky Shorey,Aston Villa,29,D(L),3,3,270,0,1,0,7.15,2009-10,ENG Premier League
8,Landon Donovan,Everton,28,"M(CLR),FW",10,7,650,2,3,0,7.15,2009-10,ENG Premier League
9,Alessandro Diamanti,West Ham,27,"M(CR),FW",27,18,1818,7,3,3,7.15,2009-10,ENG Premier League
0,Matt Upson,West Ham,31,D(C),33,33,2905,3,0,0,7.15,2009-10,ENG Premier League
1,William Gallas,Arsenal,33,D(C),26,26,2340,3,0,0,7.15,2009-10,ENG Premier League
2,Ronald Zubar,Wolves,25,D(C),23,23,2061,1,2,2,7.14,2009-10,ENG Premier League
3,Scott Dann,Birmingham,23,D(C),30,30,2700,0,2,0,7.14,2009-10,ENG Premier League
4,Sol Campbell,Arsenal,36,D(L),11,10,955,0,0,0,7.14,2009-10,ENG Premier League
5,Titus Bramble,Wigan,29,D(C),35,35,3111,2,0,2,7.14,2009-10,ENG Premier League
6,Michael Ballack,Chelsea,34,"D(C),M(C),FW",32,26,2366,4,5,0,7.14,2009-10,ENG Premier League
7,Wilson Palacios,Tottenham,26,M(C),33,29,2533,1,1,0,7.14,2009-10,ENG Premier League
8,Pablo Zabaleta,Man City,25,"D(R),DMC,M(R)",27,23,2102,0,1,1,7.13,2009-10,ENG Premier League
9,Vedran Corluka,Tottenham,24,D(C),29,29,2556,1,2,0,7.12,2009-10,ENG Premier League
0,Maxi Rodríguez,Liverpool,30,"M(CL),FW",17,14,1208,1,3,1,7.12,2009-10,ENG Premier League
1,Lorik Cana,Sunderland,27,D(C),31,29,2597,0,1,2,7.11,2009-10,ENG Premier League
2,David Dunn,Blackburn,31,AM(C),23,20,1720,9,2,2,7.11,2009-10,ENG Premier League
3,Paul Scholes,Man Utd,36,M(C),28,24,1948,3,3,2,7.11,2009-10,ENG Premier League
4,Steven Nzonzi,Blackburn,22,M(C),33,33,2868,2,0,2,7.11,2009-10,ENG Premier League
5,Steed Malbranque,Sunderland,31,M(C),31,30,2093,0,5,1,7.11,2009-10,ENG Premier League
6,Robert Huth,Stoke,26,D(C),32,30,2743,3,1,2,7.10,2009-10,ENG Premier League
7,Jermain Defoe,Tottenham,28,"AM(R),FW",34,31,2570,18,4,2,7.10,2009-10,ENG Premier League
8,Daniel Agger,Liverpool,26,D(C),23,23,1979,0,0,1,7.10,2009-10,ENG Premier League
9,Michael Turner,Sunderland,27,D(C),29,29,2550,2,0,1,7.09,2009-10,ENG Premier League
0,Wes Brown,Man Utd,31,D(C),19,18,1573,0,0,0,7.08,2009-10,ENG Premier League
1,Will Atkinson,Hull,22,DMC,2,2,180,1,0,0,7.08,2009-10,ENG Premier League
2,Jody Craddock,Wolves,35,D(CL),33,33,2970,5,2,3,7.08,2009-10,ENG Premier League
3,Stephen Hunt,Hull,29,M(L),27,27,2322,6,4,1,7.08,2009-10,ENG Premier League
4,Jamie O'Hara,Portsmouth,24,M(C),26,25,2257,2,4,0,7.08,2009-10,ENG Premier League
5,Ashley Young,Aston Villa,25,"D(LR),M(LR)",37,37,3304,5,7,0,7.08,2009-10,ENG Premier League
6,Zat Knight,Bolton,30,D(C),35,35,3150,1,0,1,7.08,2009-10,ENG Premier League
7,Dirk Kuyt,Liverpool,30,"M(CLR),FW",37,35,3017,9,3,2,7.08,2009-10,ENG Premier League
8,Kevin-Prince Boateng,Portsmouth,23,"M(CLR),FW",22,20,1847,3,2,2,7.08,2009-10,ENG Premier League
9,Michael Turner,Hull,27,D(C),4,4,360,0,0,1,7.07,2009-10,ENG Premier League
0,Ryan Shawcross,Stoke,23,D(C),28,27,2449,2,2,2,7.07,2009-10,ENG Premier League
1,Sebastien Bassong,Tottenham,24,D(C),28,25,2295,1,0,0,7.07,2009-10,ENG Premier League
2,Stephen Warnock,Aston Villa,29,"D(CL),M(L)",30,30,2596,0,3,1,7.07,2009-10,ENG Premier League
3,Bacary Sagna,Arsenal,27,D(CR),35,31,2761,0,3,0,7.06,2009-10,ENG Premier League
4,Danny Gabbidon,West Ham,31,D(C),10,8,715,0,1,0,7.06,2009-10,ENG Premier League
5,Mark Noble,West Ham,23,M(C),27,25,2123,2,4,4,7.06,2009-10,ENG Premier League
6,Christophe Berra,Wolves,25,D(C),32,32,2836,0,3,2,7.06,2009-10,ENG Premier League
7,James Tomkins,West Ham,21,D(CR),23,22,1997,0,0,0,7.05,2009-10,ENG Premier League
8,Stewart Downing,Aston Villa,26,"D(L),M(CLR)",25,23,2074,2,1,1,7.05,2009-10,ENG Premier League
9,Younes Kaboul,Tottenham,25,D(C),10,8,785,0,0,0,7.05,2009-10,ENG Premier League
0,Jonathan Woodgate,Tottenham,30,D(C),3,3,194,0,0,0,7.05,2009-10,ENG Premier League
1,Edwin van der Sar,Man Utd,40,GK,21,21,1890,0,0,0,7.04,2009-10,ENG Premier League
2,John Obi Mikel,Chelsea,23,M(C),25,21,1746,0,1,0,7.04,2009-10,ENG Premier League
3,Aruna Dindane,Portsmouth,30,AM(C),19,18,1479,8,2,3,7.04,2009-10,ENG Premier League
4,Yuri Zhirkov,Chelsea,27,"D(L),M(CL)",17,10,954,0,2,1,7.04,2009-10,ENG Premier League
5,Carlton Cole,West Ham,27,FW,30,26,2286,10,3,1,7.04,2009-10,ENG Premier League
6,Marton Fülöp,Man City,27,GK,3,3,270,0,0,0,7.04,2009-10,ENG Premier League
7,Leon Osman,Everton,29,M(CLR),26,25,1995,2,1,0,7.03,2009-10,ENG Premier League
8,Louis Saha,Everton,32,"AM(L),FW",33,26,2333,13,1,2,7.03,2009-10,ENG Premier League
9,Michael Carrick,Man Utd,29,"D(C),M(C)",30,22,2112,3,2,1,7.03,2009-10,ENG Premier League
0,Patrick Vieira,Man City,34,"D(C),DMC",13,8,815,1,1,0,7.03,2009-10,ENG Premier League
1,Clarke Carlisle,Burnley,31,D(CL),27,27,2374,0,0,1,7.03,2009-10,ENG Premier League
2,Abdoulaye Diagne-Faye,Stoke,32,"D(CL),DMC",31,30,2386,2,0,2,7.03,2009-10,ENG Premier League
3,Matthew Kilgallon,Sunderland,26,D(CL),7,6,612,0,0,0,7.03,2009-10,ENG Premier League
4,Jamie Ashdown,Portsmouth,30,GK,6,5,451,0,0,2,7.03,2009-10,ENG Premier League
5,Joleon Lescott,Man City,28,D(CL),18,17,1565,1,1,0,7.02,2009-10,ENG Premier League
6,Bobby Zamora,Fulham,29,FW,27,27,2230,8,4,1,7.02,2009-10,ENG Premier League
7,Joe Cole,Chelsea,29,M(LR),26,14,1284,2,5,0,7.02,2009-10,ENG Premier League
8,Wayne Bridge,Man City,30,D(L),23,23,1897,0,0,0,7.01,2009-10,ENG Premier League
9,Micah Richards,Man City,22,D(CR),23,19,1647,3,1,0,7.01,2009-10,ENG Premier League
0,Emmanuel Eboué,Arsenal,27,D(R),25,17,1496,1,3,0,7.01,2009-10,ENG Premier League
1,Joseph Yobo,Everton,30,D(C),17,14,1184,1,0,0,7.01,2009-10,ENG Premier League
2,Tal Ben Haim,Portsmouth,28,D(C),22,21,1913,0,0,1,7.01,2009-10,ENG Premier League
3,Nicklas Bendtner,Arsenal,22,FW,23,13,1228,6,5,1,7.01,2009-10,ENG Premier League
4,John Pantsil,Fulham,29,D(R),22,22,1900,0,1,0,7.00,2009-10,ENG Premier League
5,Gaël Givet,Blackburn,29,"D(C),DMC",34,33,2800,2,2,2,7.00,2009-10,ENG Premier League
6,Morten Pedersen,Blackburn,29,M(C),33,27,2424,3,7,2,7.00,2009-10,ENG Premier League
7,Stuart Holden,Bolton,25,M(CR),2,1,114,0,0,0,7.00,2009-10,ENG Premier League
8,Shaun Wright-Phillips,Man City,29,M(LR),30,19,1748,4,7,1,7.00,2009-10,ENG Premier League
9,Lee Bowyer,Birmingham,34,"AM(CR),FW",35,34,3011,5,2,3,7.00,2009-10,ENG Premier League
0,Lee Chung-Yong,Bolton,22,M(CLR),34,27,2414,4,3,2,7.00,2009-10,ENG Premier League
1,Valon Behrami,West Ham,25,M(C),27,24,2055,1,1,2,6.99,2009-10,ENG Premier League
2,Gary Neville,Man Utd,35,D(R),17,15,1355,0,1,0,6.99,2009-10,ENG Premier League
3,John Carew,Aston Villa,31,"AM(L),FW",33,22,2107,10,3,2,6.99,2009-10,ENG Premier League
4,Yossi Benayoun,Liverpool,30,M(R),30,19,1855,6,4,1,6.99,2009-10,ENG Premier League
5,Chris Baird,Fulham,28,"D(LR),DMC",32,29,2659,0,1,0,6.99,2009-10,ENG Premier League
6,Nigel de Jong,Man City,26,M(C),34,30,2631,0,0,0,6.98,2009-10,ENG Premier League
7,Pascal Chimbonda,Blackburn,31,D(CR),24,22,1974,1,1,1,6.97,2009-10,ENG Premier League
8,Luke Young,Aston Villa,31,D(CR),16,14,1288,0,0,0,6.97,2009-10,ENG Premier League
9,Kevin Doyle,Wolves,27,"M(C),FW",34,33,2899,9,1,2,6.96,2009-10,ENG Premier League
0,Hendry Thomas,Wigan,25,M(C),31,27,2339,0,0,2,6.96,2009-10,ENG Premier League
1,Matthew Etherington,Stoke,29,M(L),34,33,2894,5,8,1,6.95,2009-10,ENG Premier League
2,Aaron Hughes,Fulham,31,D(CR),34,34,3060,0,0,0,6.95,2009-10,ENG Premier League
3,Ben Watson,Wigan,25,M(C),5,4,336,1,0,0,6.95,2009-10,ENG Premier League
4,Jack Wilshere,Bolton,19,M(CLR),14,13,1093,1,1,0,6.95,2009-10,ENG Premier League
5,Michael Duff,Burnley,32,D(C),11,10,951,0,0,0,6.95,2009-10,ENG Premier League
6,Hugo Rodallega,Wigan,25,"AM(CL),FW",38,38,3323,10,4,3,6.95,2009-10,ENG Premier League
7,Gabriel Agbonlahor,Aston Villa,24,"AM(CLR),FW",36,35,3083,13,3,3,6.94,2009-10,ENG Premier League
8,Thomas Sørensen,Stoke,34,GK,33,33,2867,0,0,2,6.94,2009-10,ENG Premier League
9,Paul Scharner,Wigan,30,D(C),38,30,2524,4,3,2,6.94,2009-10,ENG Premier League
0,Albert Riera,Liverpool,28,"D(L),M(L)",12,9,651,0,3,0,6.94,2009-10,ENG Premier League
1,Paulo Da Silva,Sunderland,30,D(C),16,12,1160,0,0,0,6.93,2009-10,ENG Premier League
2,Mark Schwarzer,Fulham,38,GK,37,37,3330,0,0,3,6.93,2009-10,ENG Premier League
3,Jamie Carragher,Liverpool,32,D(C),37,37,3254,0,0,0,6.93,2009-10,ENG Premier League
4,Rio Ferdinand,Man Utd,32,D(C),13,12,1083,0,0,0,6.92,2009-10,ENG Premier League
5,Jack Collison,West Ham,22,M(C),22,19,1659,2,3,0,6.92,2009-10,ENG Premier League
6,Sebastian Larsson,Birmingham,25,M(CR),33,26,2382,4,2,1,6.92,2009-10,ENG Premier League
7,Kyle Walker,Tottenham,20,"D(CR),M(R)",2,2,180,0,0,0,6.92,2009-10,ENG Premier League
8,Tom Cairney,Hull,19,M(CR),11,10,900,1,0,0,6.91,2009-10,ENG Premier League
9,Tamir Cohen,Bolton,26,M(CR),27,26,2102,3,3,1,6.91,2009-10,ENG Premier League
0,Brad Friedel,Aston Villa,39,GK,38,38,3420,0,0,2,6.91,2009-10,ENG Premier League
1,Sylvain Distin,Portsmouth,33,D(C),3,3,270,0,0,0,6.91,2009-10,ENG Premier League
2,Martin Olsson,Blackburn,22,"D(L),M(L)",21,19,1721,1,0,1,6.91,2009-10,ENG Premier League
3,Pepe Reina,Liverpool,28,GK,38,38,3420,0,1,2,6.90,2009-10,ENG Premier League
4,Tomas Rosicky,Arsenal,30,M(CR),25,14,1299,3,4,0,6.90,2009-10,ENG Premier League
5,Craig Gordon,Sunderland,28,GK,26,26,2317,0,0,0,6.89,2009-10,ENG Premier League
6,Joe Hart,Birmingham,23,GK,36,36,3240,0,0,1,6.89,2009-10,ENG Premier League
7,Alan Hutton,Sunderland,26,D(LR),11,11,951,0,1,0,6.89,2009-10,ENG Premier League
8,Danny Collins,Stoke,30,D(C),25,22,2079,0,1,1,6.89,2009-10,ENG Premier League
9,Steven Mouyokolo,Hull,23,"D(CL),DMC",21,19,1674,1,0,0,6.89,2009-10,ENG Premier League
0,James McCarthy,Wigan,20,M(C),20,19,1638,1,1,0,6.89,2009-10,ENG Premier League
1,Benjani,Man City,32,FW,2,1,126,0,1,0,6.89,2009-10,ENG Premier League
2,Zoltán Gera,Fulham,31,M(CLR),27,19,1870,2,3,1,6.88,2009-10,ENG Premier League
3,Paulo Ferreira,Chelsea,31,D(R),13,11,951,0,0,0,6.88,2009-10,ENG Premier League
4,Maynor Figueroa,Wigan,27,"D(CL),M(L)",35,35,3088,1,1,0,6.88,2009-10,ENG Premier League
5,Javier Garrido,Man City,25,D(CL),9,7,634,1,0,0,6.88,2009-10,ENG Premier League
6,Martin Skrtel,Liverpool,26,D(C),19,16,1410,1,0,1,6.88,2009-10,ENG Premier League
7,Liam Ridgewell,Birmingham,26,D(CL),31,30,2745,3,1,1,6.88,2009-10,ENG Premier League
8,Tyrone Mears,Burnley,27,"D(R),M(R)",38,38,3420,0,4,0,6.87,2009-10,ENG Premier League
9,Philippe Senderos,Everton,25,D(C),2,1,91,0,0,0,6.87,2009-10,ENG Premier League
0,Nadir Belhadj,Portsmouth,28,"D(C),DMC",19,16,1468,3,2,0,6.87,2009-10,ENG Premier League
1,Petr Cech,Chelsea,28,GK,34,34,3021,0,1,0,6.87,2009-10,ENG Premier League
2,Aaron Ramsey,Arsenal,20,M(CLR),18,7,780,3,3,1,6.86,2009-10,ENG Premier League
3,Diniyar Bilyaletdinov,Everton,25,M(CLR),23,16,1437,6,1,0,6.86,2009-10,ENG Premier League
4,Radoslav Kovác,West Ham,31,D(C),31,27,2269,2,2,0,6.86,2009-10,ENG Premier League
5,Grétar Steinsson,Bolton,28,D(R),27,25,2218,0,2,0,6.86,2009-10,ENG Premier League
6,Andy Wilkinson,Stoke,26,D(LR),25,21,2034,0,0,0,6.86,2009-10,ENG Premier League
7,Darron Gibson,Man Utd,23,M(C),15,6,588,2,2,0,6.86,2009-10,ENG Premier League
8,Danny Higginbotham,Stoke,32,"D(C),DMC",24,23,2004,1,1,0,6.86,2009-10,ENG Premier League
9,Craig Gardner,Birmingham,24,"D(R),M(CLR)",13,10,900,1,1,0,6.86,2009-10,ENG Premier League
0,Steve Gohouri,Wigan,29,"D(CLR),DMC",5,4,368,1,0,0,6.86,2009-10,ENG Premier League
1,Mamady Sidibe,Stoke,31,"AM(L),FW",24,19,1531,2,1,1,6.86,2009-10,ENG Premier League
2,Park Ji-Sung,Man Utd,29,M(CLR),17,10,968,3,1,0,6.85,2009-10,ENG Premier League
3,Daniel Fox,Burnley,24,D(CL),14,13,1149,1,1,0,6.85,2009-10,ENG Premier League
4,Matthew Taylor,Bolton,29,M(CLR),37,29,2582,8,1,1,6.85,2009-10,ENG Premier League
5,Séamus Coleman,Everton,22,"D(CR),M(R)",3,0,106,0,1,0,6.85,2009-10,ENG Premier League
6,Andy O'Brien,Bolton,31,D(C),6,6,514,0,0,0,6.85,2009-10,ENG Premier League
7,Vito Mannone,Arsenal,22,GK,5,5,450,0,0,1,6.84,2009-10,ENG Premier League
8,Nyron Nosworthy,Sunderland,30,D(C),10,7,709,0,0,0,6.84,2009-10,ENG Premier League
9,Michael Brown,Portsmouth,33,M(C),24,22,1932,2,4,0,6.84,2009-10,ENG Premier League
0,Anderson,Man Utd,22,M(CR),14,10,865,1,2,0,6.84,2009-10,ENG Premier League
1,Matthew Jarvis,Wolves,24,M(LR),34,30,2658,3,3,2,6.84,2009-10,ENG Premier League
2,George Elokobi,Wolves,24,D(C),22,17,1643,0,0,0,6.84,2009-10,ENG Premier League
3,Salomon Kalou,Chelsea,25,"AM(CLR),FW",23,11,956,5,3,1,6.83,2009-10,ENG Premier League
4,Anton Ferdinand,Sunderland,25,D(C),24,19,1776,0,1,0,6.83,2009-10,ENG Premier League
5,Stephen Ward,Wolves,25,"D(L),M(L)",22,18,1577,0,1,0,6.83,2009-10,ENG Premier League
6,Lee Cattermole,Sunderland,22,M(C),22,19,1497,0,3,0,6.83,2009-10,ENG Premier League
7,Jussi Jääskeläinen,Bolton,35,GK,38,38,3420,0,0,0,6.82,2009-10,ENG Premier League
8,Barry Ferguson,Birmingham,32,M(C),37,37,3330,0,0,1,6.82,2009-10,ENG Premier League
