,Team,Season,Goals,SpG,Yel,Red,Pos%,Pass%,AerialsWon,Rating,Competition
22,PSV Eindhoven,2021-22,9,14.7,13,2,59.0,82.2,13,6.58,UEFA Europa League
23,Sparta Prague,2021-22,6,11.2,11,1,45.6,75.5,12.3,6.57,UEFA Europa League
24,FC Midtjylland,2021-22,7,14.7,16,1,48.5,78.0,15.3,6.57,UEFA Europa League
25,FK Crvena Zvezda,2021-22,8,12.9,26,2,45.1,75.4,19.9,6.56,UEFA Europa League
26,Royal Antwerp,2021-22,6,10.8,10,1,49.8,79.6,15.2,6.56,UEFA Europa League
27,Fenerbahce,2021-22,7,11,14,0,45.3,78.9,11.2,6.55,UEFA Europa League
28,Dinamo Zagreb,2021-22,10,8.6,10,0,47.5,81.4,12.6,6.55,UEFA Europa League
29,Olympiacos,2021-22,9,9.5,17,0,47.6,79.4,14.6,6.55,UEFA Europa League
30,Genk,2021-22,4,11.8,12,1,53.4,82.7,11,6.53,UEFA Europa League
31,Zenit St,2021-22,2,8.5,5,0,58.3,84.5,13,6.50,UEFA Europa League
32,Borussia Dortmund,2021-22,4,14.5,4,0,65.4,84.2,11.5,6.47,UEFA Europa League
33,Legia Warszawa,2021-22,4,9.3,20,0,41.6,77.7,11.2,6.45,UEFA Europa League
34,Rapid Wien,2021-22,4,10.7,17,0,41.2,75.4,11.5,6.43,UEFA Europa League
35,Ludogorets Razgrad,2021-22,3,6.7,12,1,51.3,80.5,15.3,6.43,UEFA Europa League
36,Ferencvaros,2021-22,5,10.5,9,0,38.9,81.0,7.7,6.40,UEFA Europa League
37,Lokomotiv Moscow,2021-22,2,9.7,17,1,37.7,76.6,10.3,6.39,UEFA Europa League
38,Sturm Graz,2021-22,3,10,10,1,34.6,67.0,11,6.35,UEFA Europa League
39,Brondby IF,2021-22,2,5.5,9,1,44.1,77.1,12,6.25,UEFA Europa League
