,Team,Season,Goals,SpG,Yel,Red,Pos%,Pass%,AerialsWon,Rating,Competition
31,Monaco,2018-19,2,10.2,13,0,46.0,83.6,11.7,6.28,UEFA Champions League
0,Bayern Munich,2019-20,43,21.9,13,0,60.2,87.9,14.7,7.29,UEFA Champions League
1,Paris Saint-Germain,2019-20,25,12.2,29,0,53.1,86.8,12.3,7.06,UEFA Champions League
2,Manchester City,2019-20,21,16.2,13,2,59.4,89.2,13,7.00,UEFA Champions League
3,Ajax,2019-20,12,12.7,16,2,52.1,81.0,16.3,6.93,UEFA Champions League
4,Liverpool,2019-20,15,18.3,9,0,62.2,85.5,17.5,6.90,UEFA Champions League
5,Juventus,2019-20,14,13.6,10,0,57.1,87.7,14,6.89,UEFA Champions League
6,Real Madrid,2019-20,16,17.4,13,1,53.8,87.6,10.3,6.86,UEFA Champions League
7,Atletico Madrid,2019-20,13,13.6,16,0,45.9,79.6,21.9,6.83,UEFA Champions League
8,Barcelona,2019-20,15,11.6,23,1,55.6,87.4,10,6.81,UEFA Champions League
9,RB Leipzig,2019-20,16,15.8,20,0,54.7,84.3,15.9,6.81,UEFA Champions League
10,Tottenham,2019-20,18,12.3,14,0,50.5,84.0,12.4,6.79,UEFA Champions League
11,Napoli,2019-20,13,14,14,0,48.4,84.1,12.8,6.79,UEFA Champions League
12,Salzburg,2019-20,16,15.8,8,0,45.4,75.7,11.7,6.79,UEFA Champions League
13,Inter,2019-20,10,12.5,17,0,43.3,80.8,11,6.77,UEFA Champions League
14,Zenit St,2019-20,7,9.8,15,1,42.2,75.9,20.8,6.75,UEFA Champions League
15,Lyon,2019-20,14,12.1,22,0,46.8,80.7,14.2,6.73,UEFA Champions League
16,Valencia,2019-20,13,13,17,2,49.5,80.3,16,6.72,UEFA Champions League
17,Borussia Dortmund,2019-20,10,12,12,2,51.5,86.1,9.5,6.71,UEFA Champions League
18,Atalanta,2019-20,17,13.1,25,0,48.5,80.6,14.7,6.71,UEFA Champions League
19,Chelsea,2019-20,12,15.9,14,1,51.5,84.3,18,6.70,UEFA Champions League
20,Benfica,2019-20,10,13.8,8,0,48.3,82.2,11.5,6.67,UEFA Champions League
21,Dinamo Zagreb,2019-20,10,8.3,14,1,38.6,72.5,15,6.61,UEFA Champions League
22,Olympiacos,2019-20,8,12.8,12,1,46.2,79.3,15.3,6.58,UEFA Champions League
23,Lokomotiv Moscow,2019-20,4,9.2,12,0,37.1,73.3,14.8,6.56,UEFA Champions League
24,Bayer Leverkusen,2019-20,5,13.7,7,1,56.3,85.2,11.7,6.53,UEFA Champions League
25,Shakhtar Donetsk,2019-20,8,10.2,9,2,50.4,85.7,9.7,6.53,UEFA Champions League
26,Slavia Prague,2019-20,4,15.2,16,0,48.7,80.0,15.7,6.51,UEFA Champions League
27,Lille,2019-20,4,14.2,14,0,44.3,77.4,16.2,6.49,UEFA Champions League
28,Genk,2019-20,5,11.2,10,0,42.9,76.2,15.5,6.42,UEFA Champions League
29,Club Bruges,2019-20,4,10.3,11,3,43.2,77.5,14,6.38,UEFA Champions League
30,Galatasaray,2019-20,1,8.3,21,0,47.0,79.4,17,6.35,UEFA Champions League
31,FK Crvena Zvezda,2019-20,3,9.3,14,0,39.9,76.5,13.7,6.27,UEFA Champions League
0,Bayern Munich,2020-21,27,16.5,18,1,28.7,86.7,12.4,6.99,UEFA Champions League
1,Manchester City,2020-21,25,13,18,0,58.1,89.8,12.1,6.96,UEFA Champions League
2,Juventus,2020-21,18,15.5,20,1,54.3,87.3,12.9,6.91,UEFA Champions League
3,Chelsea,2020-21,23,11.2,20,0,51.6,84.8,15.7,6.90,UEFA Champions League
4,Real Madrid,2020-21,19,13.6,24,0,56.2,87.8,10.4,6.84,UEFA Champions League
5,Barcelona,2020-21,18,18,12,1,59.2,90.8,5.1,6.82,UEFA Champions League
6,Liverpool,2020-21,15,11,17,0,51.4,81.4,14.1,6.78,UEFA Champions League
7,Manchester United,2020-21,15,14.3,11,1,50.5,82.8,11.2,6.74,UEFA Champions League
8,Atalanta,2020-21,11,11.4,11,1,47.0,79.4,19.1,6.74,UEFA Champions League
9,Borussia Dortmund,2020-21,19,12,9,0,49.9,86.1,8.9,6.73,UEFA Champions League
10,Paris Saint-Germain,2020-21,22,12,27,4,49.5,85.2,8.8,6.72,UEFA Champions League
11,FC Porto,2020-21,15,8.3,19,2,42.3,76.4,15.3,6.70,UEFA Champions League
12,Sevilla,2020-21,13,16.1,20,1,57.3,86.1,17.8,6.67,UEFA Champions League
13,Borussia M.Gladbach,2020-21,16,9.4,12,0,43.1,83.6,10.9,6.67,UEFA Champions League
14,Lokomotiv Moscow,2020-21,5,6.8,12,0,42.0,74.3,21.3,6.65,UEFA Champions League
15,Atletico Madrid,2020-21,7,11.9,17,1,49.2,80.4,15.8,6.62,UEFA Champions League
16,Ajax,2020-21,7,11.7,9,1,54.3,79.2,14,6.62,UEFA Champions League
17,Lazio,2020-21,13,11.5,23,0,20.4,83.7,13.1,6.58,UEFA Champions League
18,Club Bruges,2020-21,8,9.3,8,1,49.9,81.8,15.2,6.58,UEFA Champions League
19,Salzburg,2020-21,10,17.2,11,0,48.7,75.1,13.8,6.56,UEFA Champions League
20,Inter,2020-21,7,13.5,20,1,49.7,85.1,12.8,6.55,UEFA Champions League
21,RB Leipzig,2020-21,11,12.5,21,0,51.4,79.5,17.5,6.54,UEFA Champions League
22,FC Krasnodar,2020-21,6,11,10,0,41.0,75.4,16.5,6.53,UEFA Champions League
23,Shakhtar Donetsk,2020-21,5,6.8,7,0,47.4,84.8,9.5,6.48,UEFA Champions League
24,FC Midtjylland,2020-21,4,10.5,12,1,44.4,72.3,16.3,6.43,UEFA Champions League
25,Zenit St,2020-21,4,9.8,13,0,46.6,81.1,19.2,6.42,UEFA Champions League
26,Dynamo Kyiv,2020-21,4,7.3,7,1,44.1,83.2,9,6.38,UEFA Champions League
27,Olympiacos,2020-21,2,7.3,9,1,48.9,81.1,13.7,6.37,UEFA Champions League
28,Rennes,2020-21,3,12.2,15,1,49.3,83.1,13.2,6.36,UEFA Champions League
29,Istanbul Basaksehir,2020-21,7,10.7,18,0,44.5,79.4,12.5,6.32,UEFA Champions League
30,Marseille,2020-21,2,8.3,13,1,49.9,82.7,14.8,6.25,UEFA Champions League
31,Ferencvaros,2020-21,5,10.3,16,0,45.3,83.8,6,6.20,UEFA Champions League
0,Bayern Munich,2021-22,31,19,12,0,63.0,87.8,11.2,7.10,UEFA Champions League
1,Real Madrid,2021-22,29,14,25,0,50.8,87.0,9.5,6.93,UEFA Champions League
2,Ajax,2021-22,22,16.1,15,0,61.4,86.6,12.9,6.93,UEFA Champions League
3,Manchester City,2021-22,29,16,22,1,60.5,89.2,10.2,6.88,UEFA Champions League
4,Chelsea,2021-22,21,16.8,14,0,61.2,88.0,13.7,6.85,UEFA Champions League
5,Liverpool,2021-22,30,17.2,15,0,62.4,86.2,13.7,6.84,UEFA Champions League
6,Paris Saint-Germain,2021-22,15,11.1,21,0,55.1,88.6,4.1,6.79,UEFA Champions League
7,Atalanta,2021-22,12,13.7,9,0,51.9,81.5,15.2,6.70,UEFA Champions League
8,Juventus,2021-22,11,13,10,0,51.5,86.5,11.6,6.69,UEFA Champions League
9,Borussia Dortmund,2021-22,10,14.2,8,2,51.7,83.6,9.8,6.68,UEFA Champions League
10,Inter,2021-22,9,16.6,10,2,48.6,85.9,10.4,6.63,UEFA Champions League
11,Manchester United,2021-22,12,10.9,17,1,53.8,84.0,12.5,6.62,UEFA Champions League
12,Lille,2021-22,8,11.3,26,0,46.3,78.3,15.3,6.62,UEFA Champions League
13,Villarreal,2021-22,20,9.8,22,2,43.0,79.7,9.9,6.62,UEFA Champions League
14,Benfica,2021-22,14,9.3,20,0,38.5,78.7,13.1,6.61,UEFA Champions League
15,FC Sheriff,2021-22,7,9,13,0,29.2,76.4,9.8,6.61,UEFA Champions League
16,RB Leipzig,2021-22,15,15,11,1,48.7,80.1,10.5,6.61,UEFA Champions League
17,Zenit St,2021-22,10,13.5,7,1,45.2,84.6,13.3,6.57,UEFA Champions League
18,Sporting CP,2021-22,14,9.8,21,0,40.8,79.8,8.9,6.54,UEFA Champions League
19,Atletico Madrid,2021-22,9,9.6,22,4,39.6,76.3,12.3,6.53,UEFA Champions League
20,Sevilla,2021-22,5,11.8,16,2,60.8,83.0,15.8,6.53,UEFA Champions League
21,AC Milan,2021-22,6,8,15,1,46.6,79.1,16,6.53,UEFA Champions League
22,Barcelona,2021-22,2,10,11,1,57.9,87.2,13.3,6.52,UEFA Champions League
23,Salzburg,2021-22,10,11.1,16,0,43.5,74.2,12,6.52,UEFA Champions League
24,BSC Young Boys,2021-22,7,13.7,11,0,49.9,82.0,9.5,6.50,UEFA Champions League
25,Wolfsburg,2021-22,5,7,21,2,43.3,75.2,17.2,6.46,UEFA Champions League
26,Club Bruges,2021-22,6,10.2,11,0,37.9,75.0,11.7,6.42,UEFA Champions League
27,Shakhtar Donetsk,2021-22,2,13.2,5,0,57.9,90.1,8.8,6.42,UEFA Champions League
28,FC Porto,2021-22,4,10.8,17,3,47.2,77.0,15.3,6.39,UEFA Champions League
29,Dynamo Kyiv,2021-22,1,8,10,0,40.3,81.7,9.2,6.33,UEFA Champions League
30,Besiktas,2021-22,3,8.2,14,2,44.2,79.7,9,6.30,UEFA Champions League
31,Malmoe FF,2021-22,1,6,15,1,37.7,77.2,9.3,6.18,UEFA Champions League
