,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
5,Faride Alidou,2022-23,23,AM(L),Eintracht Frankfurt,15,0,173,0,1,0,6.12,GER Bundesliga
6,Juan José Perea,2022-23,24,FW,Stuttgart,16,3,412,1,0,0,6.12,GER Bundesliga
7,Florent Mollet,2022-23,32,AM(CLR),Schalke,9,4,408,1,0,0,6.11,GER Bundesliga
8,Timothée Kolodziejczak,2022-23,32,"D(CL),M(L)",Schalke,1,0,25,0,0,0,6.11,GER Bundesliga
9,Tony Jantschke,2022-23,34,"D(CR),DMC",Borussia M.Gladbach,8,1,98,0,0,0,6.11,GER Bundesliga
0,Leo Greiml,2022-23,23,D(C),Schalke,7,3,356,0,0,0,6.11,GER Bundesliga
1,Mathias Olesen,2022-23,23,AM(C),FC Koln,14,6,476,0,0,0,6.10,GER Bundesliga
2,Aster Vranckx,2022-23,21,M(C),Wolfsburg,1,0,7,0,0,0,6.10,GER Bundesliga
3,Nils Petersen,2022-23,35,FW,Freiburg,27,0,257,1,0,0,6.10,GER Bundesliga
4,Ricardo Pepi,2022-23,21,FW,Augsburg,4,1,95,0,0,0,6.09,GER Bundesliga
5,Kevin-Prince Boateng,2022-23,37,"M(CLR),FW",Hertha Berlin,16,5,463,0,0,0,6.09,GER Bundesliga
6,Oscar Fraulo,2022-23,20,M(CLR),Borussia M.Gladbach,2,0,7,0,0,0,6.08,GER Bundesliga
7,Fabio Chiarodia,2022-23,19,D(CLR),Werder Bremen,3,1,66,0,0,0,6.08,GER Bundesliga
8,Noah Sarenren Bazee,2022-23,28,AM(R),Augsburg,2,0,18,0,0,0,6.08,GER Bundesliga
9,Laurin Ulrich,2022-23,19,M(CLR),Stuttgart,1,0,5,0,0,0,6.07,GER Bundesliga
0,Delano Burgzorg,2022-23,25,AM(L),Mainz,13,0,237,0,1,0,6.06,GER Bundesliga
1,Tim Skarke,2022-23,28,AM(CLR),Union Berlin,3,0,51,0,0,0,6.06,GER Bundesliga
2,Andrey Lunev,2022-23,32,GK,Leverkusen,1,1,90,0,0,0,6.06,GER Bundesliga
3,Mark Uth,2022-23,33,"AM(CR),FW",FC Koln,4,1,45,0,0,0,6.06,GER Bundesliga
4,Marlon Mustapha,2022-23,23,FW,Mainz,6,0,67,0,0,0,6.05,GER Bundesliga
5,Fisnik Asllani,2022-23,22,FW,Hoffenheim,8,0,162,0,0,0,6.05,GER Bundesliga
6,Patrick Herrmann,2022-23,33,"M(LR),FW",Borussia M.Gladbach,21,0,151,1,0,0,6.04,GER Bundesliga
7,Nicolai Rapp,2022-23,27,"D(C),DMC",Werder Bremen,7,0,67,0,0,0,6.04,GER Bundesliga
8,Myziane Maolida,2022-23,25,"AM(LR),FW",Hertha Berlin,3,1,94,0,0,0,6.04,GER Bundesliga
9,Nathanaël Mbuku,2022-23,22,"AM(CLR),FW",Augsburg,2,0,32,0,0,0,6.04,GER Bundesliga
0,Sidi Sané,2022-23,21,FW,Schalke,2,1,25,0,0,0,6.04,GER Bundesliga
1,Muhammed Damar,2022-23,20,M(CLR),Hoffenheim,6,1,157,0,0,0,6.04,GER Bundesliga
2,Vladimír Darida,2022-23,34,"M(CLR),FW",Hertha Berlin,3,0,29,0,0,0,6.03,GER Bundesliga
3,Eren Dinkçi,2022-23,22,AM(R),Werder Bremen,17,0,215,0,0,0,6.02,GER Bundesliga
4,Timothy Chandler,2022-23,34,"D(R),M(LR)",Eintracht Frankfurt,6,0,84,0,0,0,6.02,GER Bundesliga
5,Dzenan Pejcinovic,2022-23,19,FW,Wolfsburg,1,0,10,0,0,0,6.02,GER Bundesliga
6,Semir Telalovic,2022-23,24,FW,Borussia M.Gladbach,3,0,7,0,0,0,6.02,GER Bundesliga
7,Jérôme Roussillon,2022-23,31,"D(L),M(L)",Wolfsburg,4,0,19,0,0,0,6.01,GER Bundesliga
8,Marco Pasalic,2022-23,23,M(CLR),Borussia Dortmund,1,0,10,0,0,0,6.01,GER Bundesliga
9,Kerim Çalhanoglu,2022-23,22,"D(L),M(L)",Schalke,3,0,60,0,0,0,6.01,GER Bundesliga
0,Karim Bellarabi,2022-23,34,"M(CLR),FW",Leverkusen,8,1,80,0,0,0,6.01,GER Bundesliga
1,Justin Diehl,2022-23,19,FW,FC Koln,2,0,15,0,0,0,6.01,GER Bundesliga
2,Aaron Zehnter,2022-23,19,D(CLR),Augsburg,1,0,1,0,0,0,6.00,GER Bundesliga
3,Ayman Azhil,2022-23,23,DMC,Leverkusen,1,0,1,0,0,0,6.00,GER Bundesliga
4,Dikeni Salifou,2022-23,21,M(CLR),Werder Bremen,1,0,1,0,0,0,6.00,GER Bundesliga
5,Joshua Quarshie,2022-23,20,D(CLR),Hoffenheim,1,0,1,0,0,0,6.00,GER Bundesliga
6,Julian Eitschberger,2022-23,20,D(CLR),Hertha Berlin,1,0,1,0,0,0,6.00,GER Bundesliga
7,Noah Mbamba,2022-23,19,M(CLR),Leverkusen,1,0,1,0,0,0,6.00,GER Bundesliga
8,Rocco Reitz,2022-23,22,AM(C),Borussia M.Gladbach,1,0,2,0,0,0,6.00,GER Bundesliga
9,Sanoussy Ba,2022-23,20,D(CLR),RBL,1,0,1,0,0,0,6.00,GER Bundesliga
0,Lukas Petkov,2022-23,23,M(CLR),Augsburg,7,0,140,0,0,0,5.99,GER Bundesliga
1,Bouna Sarr,2022-23,32,"D(R),M(CLR)",Bayern,1,0,2,0,0,0,5.99,GER Bundesliga
2,Brajan Gruda,2022-23,20,M(CLR),Mainz,2,0,2,0,0,0,5.99,GER Bundesliga
3,Dario Gebuhr,2022-23,21,D(CLR),Eintracht Frankfurt,1,0,20,0,0,0,5.98,GER Bundesliga
4,Kimberly Ezekwem,2022-23,23,D(CLR),Freiburg,1,0,7,0,0,0,5.98,GER Bundesliga
5,Marcel Wenig,2022-23,20,M(CLR),Eintracht Frankfurt,1,0,3,0,0,0,5.98,GER Bundesliga
6,Jonathan Schmid,2022-23,34,"D(R),M(CLR)",Freiburg,3,0,38,0,0,0,5.97,GER Bundesliga
7,Robert Wagner,2022-23,21,M(C),Freiburg,4,0,36,0,0,0,5.97,GER Bundesliga
8,Joel Pohjanpalo,2022-23,29,FW,Leverkusen,1,0,3,0,0,0,5.96,GER Bundesliga
9,Tony Rölke,2022-23,21,FW,Hertha Berlin,1,0,19,0,0,0,5.95,GER Bundesliga
0,Thomas Kastanaras,2022-23,21,FW,Stuttgart,4,1,71,0,0,0,5.95,GER Bundesliga
1,Filip Kostic,2022-23,31,"M(LR),FW",Eintracht Frankfurt,1,1,74,0,0,0,5.93,GER Bundesliga
2,Alou Kuol,2022-23,23,FW,Stuttgart,1,0,5,0,0,0,5.92,GER Bundesliga
3,Andreas Ivan,2022-23,29,M(CLR),Schalke,1,0,45,0,0,0,5.91,GER Bundesliga
4,Justin Njinmah,2022-23,23,FW,Borussia Dortmund,1,0,21,0,0,0,5.91,GER Bundesliga
5,Felix Agu,2022-23,24,"D(LR),M(LR)",Werder Bremen,3,0,48,0,0,0,5.91,GER Bundesliga
6,Tim Oermann,2022-23,20,D(CLR),Bochum,4,2,193,0,0,0,5.89,GER Bundesliga
7,Jean-Manuel Mbom,2022-23,24,"D(R),DMC,M(R)",Werder Bremen,2,0,5,0,0,0,5.89,GER Bundesliga
8,Alexander Sørloth,2022-23,28,"AM(R),FW",RBL,1,0,5,0,0,0,5.87,GER Bundesliga
9,Eniss Shabani,2022-23,21,M(CLR),Mainz,1,0,9,0,0,0,5.86,GER Bundesliga
0,Jannes Horn,2022-23,27,"D(CL),M(L)",Bochum,2,1,59,0,0,0,5.84,GER Bundesliga
1,Tymoteusz Puchacz,2022-23,25,"D(L),M(L)",Union Berlin,1,1,59,0,0,0,5.80,GER Bundesliga
2,Soumaïla Coulibaly,2022-23,20,D(CLR),Borussia Dortmund,1,0,45,0,0,0,5.12,GER Bundesliga
3,Lukás Ambros,2022-23,20,M(CLR),Wolfsburg,1,0,16,0,0,0,5.08,GER Bundesliga
4,Stefan Posch,2022-23,27,D(CR),Hoffenheim,1,1,19,0,0,0,4.88,GER Bundesliga
