,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
3,Kevin Kampl,2022-23,32,M(CLR),RBL,5,3,273,0,0,0,6.16,UEFA Champions League
4,Mathew Ryan,2022-23,31,GK,Copenhagen,2,2,180,0,0,0,6.15,UEFA Champions League
5,Paul Wanner,2022-23,17,M(CLR),Bayern,2,0,34,0,0,0,6.15,UEFA Champions League
6,Junior Dina Ebimbe,2022-23,22,M(CR),Eintracht Frankfurt,6,3,240,0,0,0,6.15,UEFA Champions League
7,Daizen Maeda,2022-23,25,"AM(LR),FW",Celtic,6,3,333,0,0,0,6.15,UEFA Champions League
8,Erik Jirka,2022-23,25,AM(R),Viktoria Plzen,6,2,263,0,0,0,6.15,UEFA Champions League
9,Petar Bockaj,2022-23,27,M(CLR),Dinamo Zagreb,3,0,36,0,0,0,6.15,UEFA Champions League
0,Carl Starfelt,2022-23,28,D(C),Celtic,1,1,90,0,0,0,6.15,UEFA Champions League
1,Nordi Mukiele,2022-23,25,"D(CR),M(R)",PSG,4,1,110,0,0,0,6.15,UEFA Champions League
2,Gerson,2022-23,26,M(CLR),Marseille,3,2,122,0,0,0,6.15,UEFA Champions League
3,Lucas Veríssimo,2022-23,28,D(CR),Benfica,2,0,4,0,0,0,6.15,UEFA Champions League
4,Bruno Costa,2022-23,26,"D(R),M(C)",Porto,3,1,72,0,0,0,6.14,UEFA Champions League
5,Kyogo Furuhashi,2022-23,28,FW,Celtic,6,5,361,0,1,0,6.14,UEFA Champions League
6,Davit Khocholava,2022-23,30,D(C),Copenhagen,5,5,431,0,0,0,6.14,UEFA Champions League
7,Václav Pilar,2022-23,34,AM(L),Viktoria Plzen,5,1,119,0,0,0,6.14,UEFA Champions League
8,Exequiel Palacios,2022-23,24,M(C),Leverkusen,2,1,91,0,0,0,6.14,UEFA Champions League
9,Donyell Malen,2022-23,24,"AM(LR),FW",Borussia Dortmund,6,2,245,0,0,0,6.14,UEFA Champions League
0,Divock Origi,2022-23,28,"AM(LR),FW",AC Milan,8,0,145,0,0,0,6.14,UEFA Champions League
1,Sead Kolasinac,2022-23,30,"D(CL),DMC,M(L)",Marseille,4,1,150,0,0,0,6.14,UEFA Champions League
2,Fodé Ballo-Touré,2022-23,26,"D(L),M(L)",AC Milan,4,1,132,0,0,0,6.13,UEFA Champions League
3,Scott Arfield,2022-23,34,M(CLR),Rangers,4,3,268,1,0,0,6.13,UEFA Champions League
4,José Ángel Carmona,2022-23,21,"D(CR),M(R)",Sevilla,5,5,450,0,0,0,6.13,UEFA Champions League
5,Christopher Lenz,2022-23,28,"D(L),M(L)",Eintracht Frankfurt,5,4,229,0,0,0,6.13,UEFA Champions League
6,Alejandro Balde,2022-23,19,D(LR),Barcelona,4,1,167,0,0,0,6.13,UEFA Champions League
7,Soumaïla Coulibaly,2022-23,19,D(CLR),Borussia Dortmund,1,0,18,0,0,0,6.13,UEFA Champions League
8,Sardar Azmoun,2022-23,28,"AM(C),FW",Leverkusen,2,0,5,0,0,0,6.13,UEFA Champions League
9,Flávio Nazinho,2022-23,20,D(CLR),Sporting,3,0,119,0,0,0,6.12,UEFA Champions League
0,Ivo Grbic,2022-23,27,GK,Atletico,1,1,90,0,0,0,6.12,UEFA Champions League
1,Lynnt Audoor,2022-23,19,M(CLR),Club Bruges,1,0,10,0,0,0,6.12,UEFA Champions League
2,Mariano Díaz,2022-23,30,FW,Real Madrid,1,0,5,0,0,0,6.12,UEFA Champions League
3,Marko Bulat,2022-23,21,M(CLR),Dinamo Zagreb,3,0,27,0,0,0,6.12,UEFA Champions League
4,Liel Abada,2022-23,21,AM(R),Celtic,5,4,220,0,0,0,6.11,UEFA Champions League
5,Juan Jesus,2022-23,32,D(CL),Napoli,3,2,204,0,0,0,6.11,UEFA Champions League
6,Amine Adli,2022-23,23,"AM(CLR),FW",Leverkusen,4,1,118,0,0,0,6.11,UEFA Champions League
7,Julian Draxler,2022-23,29,"AM(CLR),FW",Benfica,3,0,28,0,0,0,6.11,UEFA Champions League
8,Charles De Ketelaere,2022-23,22,"M(CLR),FW",AC Milan,6,3,233,0,0,0,6.10,UEFA Champions League
9,Raoul Bellanova,2022-23,23,M(R),Inter,3,1,118,0,0,0,6.10,UEFA Champions League
0,Álvaro Sanz,2022-23,22,M(CLR),Barcelona,1,0,13,0,0,0,6.10,UEFA Champions League
1,Jurriën Timber,2022-23,22,D(CR),Ajax,6,6,530,0,0,0,6.10,UEFA Champions League
2,Issa Kaboré,2022-23,22,"D(R),M(R)",Marseille,4,0,108,0,0,0,6.10,UEFA Champions League
3,Danilo D'Ambrosio,2022-23,34,"D(CLR),M(LR)",Inter,6,1,155,0,0,0,6.10,UEFA Champions League
4,Neven Djurasek,2022-23,25,M(CLR),Shakhtar,5,0,86,0,0,0,6.10,UEFA Champions League
5,Davinson Sánchez,2022-23,27,D(C),Tottenham,2,0,19,0,0,0,6.10,UEFA Champions League
6,Milan Havel,2022-23,29,D(R),Viktoria Plzen,6,5,425,0,0,0,6.09,UEFA Champions League
7,Nikita Rukavytsya,2022-23,36,FW,Maccabi Haifa,6,0,43,0,0,0,6.09,UEFA Champions League
8,Christian Sørensen,2022-23,31,D(CLR),Copenhagen,5,1,99,0,0,0,6.09,UEFA Champions League
9,Memphis Depay,2022-23,29,"AM(CL),FW",Barcelona,1,0,16,0,0,0,6.09,UEFA Champions League
0,Rafael Borré,2022-23,27,"AM(C),FW",Eintracht Frankfurt,8,1,221,0,0,0,6.09,UEFA Champions League
1,Youri Baas,2022-23,20,D(CLR),Ajax,3,0,39,0,0,0,6.09,UEFA Champions League
2,Ángel Correa,2022-23,28,"AM(CLR),FW",Atletico,6,3,284,0,1,0,6.08,UEFA Champions League
3,Andreas Schjelderup,2022-23,19,FW,Benfica,1,0,1,0,0,0,6.08,UEFA Champions League
4,Federico Chiesa,2022-23,25,"M(CLR),FW",Juventus,1,0,16,0,0,0,6.08,UEFA Champions League
5,Sean Goldberg,2022-23,28,D(C),Maccabi Haifa,6,6,540,0,0,0,6.08,UEFA Champions League
6,Brian Brobbey,2022-23,21,FW,Ajax,5,1,111,0,0,0,6.08,UEFA Champions League
7,Tom Rothe,2022-23,18,M(L),Borussia Dortmund,3,1,60,0,0,0,6.08,UEFA Champions League
8,Hugo Ekitike,2022-23,21,FW,PSG,4,0,58,0,0,0,6.08,UEFA Champions League
9,Timothy Fosu-Mensah,2022-23,25,D(CR),Leverkusen,3,0,7,0,0,0,6.07,UEFA Champions League
0,Arthur,2022-23,27,DMC,Liverpool,1,0,13,0,0,0,6.07,UEFA Champions League
1,Mahir Emreli,2022-23,26,"AM(LR),FW",Dinamo Zagreb,1,0,21,0,0,0,6.07,UEFA Champions League
2,Ofri Arad,2022-23,24,D(CLR),Maccabi Haifa,2,0,20,0,0,0,6.07,UEFA Champions League
3,Stephen Welsh,2022-23,23,D(C),Celtic,1,1,90,0,0,0,6.07,UEFA Champions League
4,Remko Pasveer,2022-23,39,GK,Ajax,6,6,540,0,0,0,6.07,UEFA Champions League
5,Davy Klaassen,2022-23,30,M(CL),Ajax,5,2,209,1,0,0,6.07,UEFA Champions League
6,James Forrest,2022-23,32,M(LR),Celtic,3,0,89,0,0,0,6.07,UEFA Champions League
7,Philipp Max,2022-23,29,"D(L),M(L)",Eintracht Frankfurt,2,1,113,0,0,0,6.07,UEFA Champions League
8,Marko Stamenic,2022-23,21,M(CLR),Copenhagen,3,3,270,0,0,0,6.06,UEFA Champions League
9,Mohamed Tijani,2022-23,26,D(CLR),Viktoria Plzen,3,2,168,0,0,0,6.06,UEFA Champions League
0,James McCarthy,2022-23,32,M(C),Celtic,1,0,8,0,0,0,6.06,UEFA Champions League
1,Jovane Cabral,2022-23,25,"AM(CLR),FW",Sporting,1,0,12,0,0,0,6.06,UEFA Champions League
2,Lukas Klostermann,2022-23,27,"D(CLR),M(R)",RBL,2,1,56,0,0,0,6.06,UEFA Champions League
3,Roman Yaremchuk,2022-23,27,FW,Club Bruges,4,1,110,0,0,0,6.06,UEFA Champions League
4,Andreas Cornelius,2022-23,30,FW,Copenhagen,2,1,108,0,0,0,6.05,UEFA Champions League
5,Rodrigo Conceição,2022-23,23,D(R),Porto,2,0,3,0,0,0,6.05,UEFA Champions League
6,Ronald Araújo,2022-23,24,D(CR),Barcelona,1,1,90,0,0,0,6.05,UEFA Champions League
7,Ryan Jack,2022-23,31,DMC,Rangers,4,2,192,0,1,0,6.05,UEFA Champions League
8,Steven Davis,2022-23,38,M(CLR),Rangers,5,3,251,0,0,0,6.05,UEFA Champions League
9,Raz Meir,2022-23,26,D(CLR),Maccabi Haifa,2,1,82,0,0,0,6.05,UEFA Champions League
0,Roony Bardghji,2022-23,17,M(CLR),Copenhagen,2,1,97,0,0,0,6.04,UEFA Champions League
1,Bernardo Folha,2022-23,21,M(CLR),Porto,2,0,6,0,0,0,6.04,UEFA Champions League
2,Luis Suárez,2022-23,25,"AM(L),FW",Marseille,4,1,113,0,0,0,6.03,UEFA Champions League
3,Alfredo Morelos,2022-23,27,FW,Rangers,5,3,258,0,0,0,6.03,UEFA Champions League
4,Andrii Totovytskyi,2022-23,30,M(CLR),Shakhtar,1,0,16,0,0,0,6.03,UEFA Champions League
5,Gonçalo Borges,2022-23,22,FW,Porto,4,0,36,0,0,0,6.03,UEFA Champions League
6,Martin Baturina,2022-23,20,M(CLR),Dinamo Zagreb,5,0,54,0,0,0,6.02,UEFA Champions League
7,Konrad Laimer,2022-23,26,"D(R),M(CR)",RBL,3,3,262,0,0,0,6.01,UEFA Champions League
8,Arnaut Danjuma,2022-23,26,"AM(L),FW",Tottenham,1,0,9,0,0,0,6.01,UEFA Champions League
9,Rabbi Matondo,2022-23,22,"AM(LR),FW",Rangers,5,0,93,0,0,0,6.01,UEFA Champions League
0,Armando Broja,2022-23,21,FW,Chelsea,5,0,112,0,0,0,6.01,UEFA Champions League
1,Aurélio Buta,2022-23,26,"D(R),M(R)",Eintracht Frankfurt,2,2,159,0,0,0,6.01,UEFA Champions League
2,Franco Israel,2022-23,23,GK,Sporting,2,1,154,0,0,0,6.01,UEFA Champions League
3,Ivan Petryak,2022-23,29,M(L),Shakhtar,6,1,178,0,0,0,6.01,UEFA Champions League
4,Sun Menachem,2022-23,30,M(L),Maccabi Haifa,4,0,56,0,0,0,6.01,UEFA Champions League
5,Antonios Papadopoulos,2022-23,23,D(CLR),Borussia Dortmund,2,0,8,0,0,0,6.00,UEFA Champions League
6,Sergii Kryvtsov,2022-23,32,D(C),Shakhtar,2,0,5,0,0,0,6.00,UEFA Champions League
7,Josip Drmic,2022-23,31,"AM(LR),FW",Dinamo Zagreb,6,0,89,0,0,0,6.00,UEFA Champions League
8,David Turnbull,2022-23,24,AM(C),Celtic,5,0,97,0,0,0,5.99,UEFA Champions League
9,Florian Grillitsch,2022-23,28,"D(C),M(CL)",Ajax,5,0,54,0,0,0,5.99,UEFA Champions League
0,Adam Kronus,2022-23,21,M(CLR),Viktoria Plzen,1,0,2,0,0,0,5.99,UEFA Champions League
1,Enzo Barrenechea,2022-23,22,M(C),Juventus,1,0,2,0,0,0,5.99,UEFA Champions League
2,Roko Simic,2022-23,19,FW,Salzburg,2,0,16,0,0,0,5.99,UEFA Champions League
3,Sergiño Dest,2022-23,22,"D(LR),M(R)",AC Milan,4,1,188,0,0,0,5.99,UEFA Champions League
4,Yussuf Poulsen,2022-23,29,"AM(R),FW",RBL,5,0,67,0,0,0,5.99,UEFA Champions League
5,Cisse Sandra,2022-23,19,M(CLR),Club Bruges,1,0,7,0,0,0,5.98,UEFA Champions League
6,Dmytro Kryskiv,2022-23,22,M(CLR),Shakhtar,1,0,9,0,0,0,5.98,UEFA Champions League
7,Fabio Miretti,2022-23,20,AM(C),Juventus,5,3,214,0,0,0,5.97,UEFA Champions League
8,Borna Barisic,2022-23,30,D(L),Rangers,6,5,464,0,0,0,5.97,UEFA Champions League
9,Sékou Koïta,2022-23,23,FW,Salzburg,2,0,18,0,0,0,5.97,UEFA Champions League
0,Clinton Mata,2022-23,30,"D(CR),M(R)",Club Bruges,3,2,159,0,0,0,5.97,UEFA Champions League
1,Jon McLaughlin,2022-23,35,GK,Rangers,1,1,90,0,0,0,5.97,UEFA Champions League
2,Lucas Ocampos,2022-23,29,"M(CLR),FW",Ajax,2,0,14,0,0,0,5.97,UEFA Champions League
3,Danylo Sikan,2022-23,22,FW,Shakhtar,4,0,100,0,1,0,5.97,UEFA Champions League
4,Leon King,2022-23,19,D(C),Rangers,6,3,374,0,0,0,5.97,UEFA Champions League
5,Lucas Alario,2022-23,30,FW,Eintracht Frankfurt,2,0,18,0,0,0,5.97,UEFA Champions League
6,Alex Lowry,2022-23,20,M(CLR),Rangers,1,0,7,0,0,0,5.96,UEFA Champions League
7,Rodrigo Pinho,2022-23,32,FW,Benfica,2,0,14,0,0,0,5.96,UEFA Champions League
8,Fortune Bassey,2022-23,24,FW,Viktoria Plzen,5,1,132,0,0,0,5.96,UEFA Champions League
9,Cyle Larin,2022-23,28,"AM(LR),FW",Club Bruges,1,0,11,0,0,0,5.95,UEFA Champions League
0,Jamie Bynoe-Gittens,2022-23,19,AM(L),Borussia Dortmund,2,0,37,0,0,0,5.95,UEFA Champions League
1,Aaron Mooy,2022-23,32,M(CLR),Celtic,5,1,152,0,0,0,5.95,UEFA Champions League
2,Ben Davies,2022-23,28,D(C),Rangers,3,3,261,0,0,0,5.94,UEFA Champions League
3,Benjamin Henrichs,2022-23,26,"D(LR),DMC,M(LR)",RBL,7,1,199,0,0,0,5.94,UEFA Champions League
4,Hugo Novoa,2022-23,20,FW,RBL,1,0,2,0,0,0,5.94,UEFA Champions League
5,Scott Wright,2022-23,26,AM(CLR),Rangers,4,2,137,0,0,0,5.91,UEFA Champions League
6,Orri Óskarsson,2022-23,19,FW,Copenhagen,2,0,20,0,0,0,5.90,UEFA Champions League
7,Lukás Hejda,2022-23,33,D(C),Viktoria Plzen,6,6,513,0,0,0,5.90,UEFA Champions League
8,Pavel Bucha,2022-23,25,M(CLR),Viktoria Plzen,5,4,364,0,0,0,5.90,UEFA Champions League
9,Gabriel Veron,2022-23,21,AM(LR),Porto,3,0,44,0,0,0,5.89,UEFA Champions League
0,Ludek Pernica,2022-23,33,D(C),Viktoria Plzen,6,5,495,0,0,0,5.89,UEFA Champions League
1,Joe Hart,2022-23,36,GK,Celtic,6,6,540,0,0,0,5.88,UEFA Champions League
2,Peter Ankersen,2022-23,32,"D(R),M(R)",Copenhagen,1,0,24,0,0,0,5.87,UEFA Champions League
3,Antonio Marin,2022-23,22,FW,Dinamo Zagreb,1,0,6,0,0,0,5.86,UEFA Champions League
4,John Lundstram,2022-23,29,"D(C),DMC",Rangers,5,5,450,0,0,0,5.85,UEFA Champions League
5,Antonio-Mirko Colak,2022-23,29,FW,Rangers,6,3,283,0,0,0,5.85,UEFA Champions League
6,Glen Kamara,2022-23,27,M(C),Rangers,4,1,126,0,0,0,5.85,UEFA Champions League
7,Mavis Tchibota,2022-23,27,M(CLR),Maccabi Haifa,4,1,91,0,0,0,5.84,UEFA Champions League
8,Julian Ryerson,2022-23,25,"D(LR),M(CLR)",Borussia Dortmund,1,0,17,0,0,0,5.81,UEFA Champions League
9,Mamoudou Karamoko,2022-23,23,FW,Copenhagen,1,1,46,0,0,0,5.76,UEFA Champions League
0,Valentín Carboni,2022-23,18,M(CLR),Inter,1,0,14,0,0,0,5.76,UEFA Champions League
1,James Sands,2022-23,23,"D(C),DMC",Rangers,4,4,325,0,0,0,5.74,UEFA Champions League
2,Jan Kopic,2022-23,33,AM(LR),Viktoria Plzen,2,2,83,0,0,0,5.74,UEFA Champions League
3,Jack Hendry,2022-23,28,D(C),Club Bruges,1,1,90,0,0,0,5.68,UEFA Champions League
4,Ricardo Esgaio,2022-23,30,"D(R),M(R)",Sporting,3,2,110,0,0,0,5.58,UEFA Champions League
5,Karim Rekik,2022-23,28,D(CL),Sevilla,1,1,90,0,0,0,5.47,UEFA Champions League
6,Péter Gulácsi,2022-23,33,GK,RBL,3,3,193,0,0,0,5.30,UEFA Champions League
