,Player,Age,Nation,Club,Position,Min,npG,npxG,Shots,Assists,xAG,npxG + xAG,SCA,Pass Attempts,Pass %,Prog Passes,Prog Carries,Take-Ons,Touches (Att Pen),Prog Passes Rec,Tackles,Inter,Blocks,Clears,Aerials,OVR
212,Caio Henrique Oliveira Silva,26,BRA,Monaco,Fullback,3469,40,25,21,93,70,51,77,84,41,92,60,42,44,67,75,30,16,38,20,51.89473684210526
213,Moses Simon,28,NGA,Nantes,Att Mid / Winger,2592,9,1,4,59,9,1,14,8,6,8,94,35,41,54,2,58,17,6,45,24.789473684210527
214,Wilfried Singo,22,CIV,Monaco,Fullback,2166,88,87,96,32,52,71,47,58,60,39,51,82,83,20,8,32,1,30,99,54.526315789473685
215,Ibrahima Sissoko,25,FRA,Strasbourg,Midfielder,1479,14,23,27,66,35,24,39,32,21,46,47,39,66,59,88,20,65,64,87,45.36842105263158
216,Moussa Sissoko,34,FRA,Nantes,Midfielder,2104,63,75,35,10,8,46,15,20,37,49,60,47,58,72,18,25,22,44,72,40.8421052631579
217,Milan Škriniar,28,SVK,Paris S-G,Center Back,2059,20,28,28,28,33,23,46,94,97,61,55,13,22,64,73,2,19,13,14,38.578947368421055
218,Carlos Soler,26,ESP,Paris S-G,Midfielder,1431,96,82,52,69,56,72,55,45,67,22,44,29,79,93,18,10,23,7,3,48.526315789473685
219,Florian Sotoca,32,FRA,Lens,Att Mid / Winger,2904,7,44,57,77,61,49,48,76,38,82,9,3,41,65,42,88,58,99,98,54.8421052631579
220,Stijn Spierings,27,NED,Toulouse,Midfielder,2550,56,36,23,10,37,32,17,71,67,78,26,25,20,23,72,90,68,69,26,44.526315789473685
222,Gabriel Suazo,26,CHI,Toulouse,Fullback,1719,20,10,6,59,20,6,49,69,79,85,36,93,38,55,72,82,82,31,24,48.21052631578947
223,Abakar Sylla,20,CIV,Strasbourg,Center Back,701,20,1,4,28,78,31,36,67,50,57,18,99,43,32,99,71,59,33,9,43.94736842105263
224,Issiaga Sylla,29,GUI,Montpellier,Fullback,2703,46,50,55,57,47,43,72,57,53,81,59,51,38,70,40,98,46,66,78,58.26315789473684
225,Nicolás Tagliafico,31,ARG,Lyon,Fullback,2811,45,55,50,56,76,68,34,49,83,56,10,7,54,68,86,92,76,26,70,55.8421052631579
226,Montassar Talbi,25,TUN,Lorient,Center Back,3240,41,11,9,59,28,11,3,45,82,12,33,62,8,11,43,41,84,85,73,39.0
227,Teddy Teuma,29,MLT,Reims,Midfielder,873,99,65,77,99,93,84,93,82,8,78,67,25,38,87,95,67,83,4,10,66.0
228,Arthur Theate,23,BEL,Rennes,Center Back,3217,88,98,93,28,29,90,21,89,85,97,84,44,72,28,10,29,15,23,38,55.8421052631579
229,Adrien Thomasson,29,FRA,Lens,Att Mid / Winger,2066,52,33,9,63,34,31,45,72,79,52,5,9,47,40,71,50,93,88,80,50.1578947368421
230,Khéphren Thuram,22,FRA,Nice,Midfielder,2380,58,82,80,62,94,90,87,38,64,39,98,96,87,71,50,81,58,50,30,69.21052631578948
231,Jean-Clair Todibo,23,FRA,Nice,Center Back,2789,20,31,47,65,50,32,56,86,82,78,46,96,44,33,93,72,63,31,5,54.21052631578947
232,Corentin Tolisso,29,FRA,Lyon,Midfielder,2025,38,68,84,50,88,78,89,97,80,97,45,15,56,54,65,52,59,66,84,66.57894736842105
233,Souleymane Touré,20,FRA,Lorient,Center Back,1811,64,85,57,79,59,80,79,25,68,38,64,85,70,79,72,78,95,32,12,64.26315789473684
234,Adrien Truffert,21,FRA,Rennes,Fullback,2000,61,79,59,90,42,57,52,85,58,53,64,86,63,80,78,16,90,70,73,66.10526315789474
235,Manuel Ugarte Ribeiro,22,URU,Paris S-G,Midfielder,1117,14,7,11,46,14,8,12,74,95,20,60,94,16,29,99,52,49,55,43,42.0
236,Samuel Umtiti,29,FRA,Lille,Center Back,2208,20,31,48,28,10,16,6,9,43,20,46,61,12,19,84,48,28,29,13,30.05263157894737
237,Vanderson,22,BRA,Monaco,Fullback,2524,75,88,90,80,70,84,75,60,30,65,40,79,79,88,94,96,83,21,52,71.0
238,Jordan Veretout,30,FRA,Marseille,Midfielder,3065,64,71,51,76,85,77,77,90,71,94,78,18,48,61,40,44,4,50,29,59.36842105263158
239,Vitinha,23,POR,Marseille,Forward,1052,88,88,98,37,78,88,88,34,41,69,50,92,97,92,99,78,20,50,32,69.42105263157895
240,Vitinha,23,POR,Paris S-G,Midfielder,2914,51,67,67,68,67,67,71,89,97,56,76,84,73,86,52,53,53,9,2,62.526315789473685
241,Elye Wahi,20,FRA,Montpellier,Forward,2118,88,60,35,69,79,66,23,13,42,7,87,77,50,82,9,6,19,4,19,43.94736842105263
243,Mateusz Wieteska,26,POL,Clermont Foot,Center Back,2750,49,80,63,87,51,71,52,27,29,28,32,66,67,59,42,89,72,20,67,55.31578947368421
244,Christopher Wooh,22,CMR,Rennes,Center Back,1186,97,99,55,28,38,97,3,55,96,53,43,41,58,2,30,16,13,59,34,48.26315789473684
245,Darlin Yongwa,23,CMR,Lorient,Fullback,806,83,79,79,62,88,87,79,9,68,21,90,92,94,92,8,18,68,23,8,60.421052631578945
246,Leny Yoro,17,FRA,Lille,Center Back,948,90,66,46,28,3,36,41,85,96,13,3,71,25,22,61,83,4,19,15,42.473684210526315
247,Warren Zaire-Emery,17,FRA,Paris S-G,Midfielder,1532,72,66,23,37,19,43,36,80,98,21,79,77,78,90,46,32,60,54,1,53.26315789473684
248,Denis Zakaria,26,SUI,Monaco,Midfielder,851,69,20,17,10,1,6,1,55,99,4,77,87,13,13,20,81,68,81,1,38.05263157894737
249,Mehdi Zeffane,31,ALG,Clermont Foot,Fullback,1011,80,94,89,54,41,76,51,9,30,26,10,16,55,51,38,99,68,33,39,50.473684210526315
250,Edon Zhegrova,24,KVX,Lille,Att Mid / Winger,999,65,90,99,93,99,99,99,91,61,81,93,99,91,99,20,2,55,8,5,71.0
