,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
9,Nikola Milenkovic,2023-24,25,D(CR),Serbia,3,3,270,0,0,0,6.46,FIFA World Cup
0,Kwon Kyung-Won,2023-24,31,D(C),South Korea,2,1,91,0,0,0,6.46,FIFA World Cup
1,Jordan Ayew,2023-24,31,"AM(CLR),FW",Ghana,3,2,137,0,1,0,6.45,FIFA World Cup
2,Piero Hincapié,2023-24,21,"D(CL),M(L)",Ecuador,3,3,270,0,0,0,6.45,FIFA World Cup
3,Martin Hongla,2023-24,25,"D(C),DMC",Cameroon,2,2,123,0,0,0,6.45,FIFA World Cup
4,Michy Batshuayi,2023-24,29,FW,Belgium,2,2,153,1,0,0,6.45,FIFA World Cup
5,Bernardo Silva,2023-24,29,"M(CLR),FW",Portugal,5,4,358,0,0,0,6.45,FIFA World Cup
6,Kieffer Moore,2023-24,31,FW,Wales,3,2,225,0,0,0,6.45,FIFA World Cup
7,Alexander Bah,2023-24,25,D(R),Denmark,2,0,46,0,0,0,6.45,FIFA World Cup
8,Daichi Kamada,2023-24,27,"AM(CLR),FW",Japan,4,4,324,0,0,0,6.44,FIFA World Cup
9,Moumi Ngamaleu,2023-24,29,AM(LR),Cameroon,2,1,95,0,0,0,6.44,FIFA World Cup
0,Callum Wilson,2023-24,31,FW,England,2,0,46,0,1,0,6.44,FIFA World Cup
1,Ferran Torres,2023-24,23,"AM(LR),FW",Spain,4,3,219,2,0,0,6.44,FIFA World Cup
2,Mathias Jensen,2023-24,27,M(C),Denmark,2,1,84,0,0,0,6.44,FIFA World Cup
3,Vitinha,2023-24,23,M(C),Portugal,3,1,118,0,0,0,6.44,FIFA World Cup
4,Matthijs de Ligt,2023-24,24,D(C),Netherlands,2,1,91,0,0,0,6.44,FIFA World Cup
5,Christian Fassnacht,2023-24,29,AM(CR),Switzerland,1,0,7,0,0,0,6.43,FIFA World Cup
6,Jackson Irvine,2023-24,30,M(CL),Australia,4,4,355,0,0,0,6.43,FIFA World Cup
7,Martín Cáceres,2023-24,36,"D(CLR),M(R)",Uruguay,1,1,90,0,0,0,6.43,FIFA World Cup
8,Nemanja Maksimovic,2023-24,28,M(C),Serbia,3,1,120,0,0,0,6.43,FIFA World Cup
9,Salis Abdul Samed,2023-24,23,DMC,Ghana,3,3,252,0,0,0,6.43,FIFA World Cup
0,Yannick Carrasco,2023-24,30,"D(L),M(CLR),FW",Belgium,2,2,118,0,0,0,6.43,FIFA World Cup
1,Rubén Vargas,2023-24,25,"AM(CLR),FW",Switzerland,4,4,289,0,1,0,6.43,FIFA World Cup
2,Collins Fai,2023-24,31,"D(R),M(R)",Cameroon,3,3,270,0,0,0,6.43,FIFA World Cup
3,Pape Gueye,2023-24,24,DMC,Senegal,3,1,152,0,0,0,6.43,FIFA World Cup
4,Feras Al Brikan,2023-24,23,FW,Saudi Arabia,3,3,269,0,1,0,6.42,FIFA World Cup
5,Bartosz Bereszynski,2023-24,31,"D(CLR),M(R)",Poland,4,4,342,0,0,0,6.42,FIFA World Cup
6,Ahmad Noorollahi,2023-24,30,M(CLR),Iran,3,3,226,0,0,0,6.42,FIFA World Cup
7,Connor Roberts,2023-24,27,"D(LR),M(R)",Wales,3,2,201,0,0,0,6.42,FIFA World Cup
8,Yahya Attiat-Allah,2023-24,28,D(CLR),Morocco,6,2,318,0,1,0,6.41,FIFA World Cup
9,Atiba Hutchinson,2023-24,40,"D(R),DMC",Canada,3,2,162,0,0,0,6.40,FIFA World Cup
0,Kim Min-Jae,2023-24,26,D(C),South Korea,3,3,270,0,0,0,6.40,FIFA World Cup
1,Bassam Al Rawi,2023-24,25,M(CLR),Qatar,1,1,90,0,0,0,6.40,FIFA World Cup
2,Benjamin Pavard,2023-24,27,"D(CLR),M(R)",France,1,1,89,0,0,0,6.40,FIFA World Cup
3,Marko Grujic,2023-24,27,DMC,Serbia,1,0,11,0,0,0,6.40,FIFA World Cup
4,Josh Sargent,2023-24,23,"AM(CLR),FW",USA,3,2,158,0,0,0,6.40,FIFA World Cup
5,Moisés Caicedo,2023-24,21,DMC,Ecuador,3,3,270,1,0,0,6.40,FIFA World Cup
6,Marten de Roon,2023-24,32,"D(C),DMC",Netherlands,5,3,187,0,0,0,6.40,FIFA World Cup
7,Romario Ibarra,2023-24,28,AM(L),Ecuador,2,1,69,0,0,0,6.40,FIFA World Cup
8,Hidemasa Morita,2023-24,28,DMC,Japan,3,3,286,0,0,0,6.39,FIFA World Cup
9,Selim Amallah,2023-24,26,"AM(CL),FW",Morocco,7,4,409,0,0,0,6.39,FIFA World Cup
0,Antony,2023-24,23,AM(R),Brazil,4,1,171,0,0,0,6.39,FIFA World Cup
1,Mehdi Torabi,2023-24,28,Substitute,Iran,3,0,59,0,0,0,6.39,FIFA World Cup
2,Thomas Müller,2023-24,33,"M(CLR),FW",Germany,3,3,203,0,0,0,6.39,FIFA World Cup
3,Nicolas Nkoulou,2023-24,33,D(C),Cameroon,2,2,180,0,0,0,6.39,FIFA World Cup
4,Iñaki Williams,2023-24,29,"AM(CLR),FW",Ghana,3,3,252,0,1,0,6.38,FIFA World Cup
5,André Onana,2023-24,27,GK,Cameroon,1,1,90,0,0,0,6.38,FIFA World Cup
6,Axel Disasi,2023-24,25,D(C),France,3,1,92,0,0,0,6.38,FIFA World Cup
7,Lee Jae-Sung,2023-24,31,"AM(CLR),FW",South Korea,3,3,214,0,0,0,6.38,FIFA World Cup
8,Son Jun-Ho,2023-24,31,M(CLR),South Korea,3,0,70,0,0,0,6.38,FIFA World Cup
9,Matías Vecino,2023-24,32,M(C),Uruguay,3,2,196,0,0,0,6.38,FIFA World Cup
0,Neco Williams,2023-24,22,"D(LR),M(LR)",Wales,3,3,205,0,0,0,6.38,FIFA World Cup
1,Marko Livaja,2023-24,30,"AM(C),FW",Croatia,6,3,243,1,1,0,6.38,FIFA World Cup
2,Jakub Kiwior,2023-24,23,"D(C),DMC",Poland,4,4,356,0,0,0,6.38,FIFA World Cup
3,Matty Cash,2023-24,26,"D(R),M(CLR)",Poland,4,4,360,0,0,0,6.38,FIFA World Cup
4,Papu Gómez,2023-24,35,"M(CLR),FW",Argentina,2,2,109,0,0,0,6.37,FIFA World Cup
5,Nasser Al Dawsari,2023-24,24,M(CLR),Saudi Arabia,1,0,4,0,0,0,6.37,FIFA World Cup
6,Jakub Kaminski,2023-24,21,M(LR),Poland,4,2,233,0,0,0,6.37,FIFA World Cup
7,Weston McKennie,2023-24,25,"D(C),M(CLR)",USA,4,4,275,0,0,0,6.36,FIFA World Cup
8,Josip Sutalo,2023-24,23,D(C),Croatia,1,1,90,0,0,0,6.36,FIFA World Cup
9,William Saliba,2023-24,22,D(C),France,1,0,27,0,0,0,6.36,FIFA World Cup
0,Ferjani Sassi,2023-24,31,DMC,Tunisia,2,0,47,0,0,0,6.36,FIFA World Cup
1,Jackson Porozo,2023-24,23,D(C),Ecuador,2,1,95,0,0,0,6.36,FIFA World Cup
2,Mario Pasalic,2023-24,28,M(CLR),Croatia,7,2,269,0,0,0,6.36,FIFA World Cup
3,Saud Abdulhamid,2023-24,24,D(CLR),Saudi Arabia,3,3,270,0,0,0,6.35,FIFA World Cup
4,Alisson Becker,2023-24,30,GK,Brazil,4,4,381,0,0,0,6.35,FIFA World Cup
5,Jeremy Sarmiento,2023-24,21,FW,Ecuador,3,0,83,0,0,0,6.35,FIFA World Cup
6,Lovro Majer,2023-24,25,AM(CR),Croatia,7,1,130,1,0,0,6.35,FIFA World Cup
7,Paulo Dybala,2023-24,29,"AM(CR),FW",Argentina,2,0,17,0,0,0,6.35,FIFA World Cup
8,Djibril Sow,2023-24,26,M(C),Switzerland,4,4,269,0,1,0,6.35,FIFA World Cup
9,Pape Matar Sarr,2023-24,20,M(C),Senegal,2,0,58,0,0,0,6.35,FIFA World Cup
0,Guillermo Varela,2023-24,30,D(LR),Uruguay,3,2,182,0,0,0,6.34,FIFA World Cup
1,Youssouf Fofana,2023-24,24,DMC,France,6,2,226,0,0,0,6.34,FIFA World Cup
2,Karl Toko Ekambi,2023-24,30,"AM(LR),FW",Cameroon,3,2,167,0,0,0,6.34,FIFA World Cup
3,Milad Mohammadi,2023-24,29,"D(LR),M(L)",Iran,3,3,201,0,0,0,6.34,FIFA World Cup
4,Rodrygo,2023-24,22,"AM(CLR),FW",Brazil,5,1,180,0,1,0,6.34,FIFA World Cup
5,Lukas Klostermann,2023-24,27,"D(CLR),M(R)",Germany,2,0,65,0,0,0,6.34,FIFA World Cup
6,Christian Bassogog,2023-24,27,"AM(R),FW",Cameroon,1,0,24,0,0,0,6.33,FIFA World Cup
7,Kamil Grosicki,2023-24,35,AM(LR),Poland,1,0,3,0,0,0,6.33,FIFA World Cup
8,Mario Götze,2023-24,31,"M(CLR),FW",Germany,2,0,34,0,0,0,6.33,FIFA World Cup
9,Zakaria Aboukhlal,2023-24,23,AM(LR),Morocco,4,0,73,1,0,0,6.33,FIFA World Cup
0,Fabian Schär,2023-24,31,D(C),Switzerland,2,2,136,0,0,0,6.33,FIFA World Cup
1,Hattan Bahbri,2023-24,31,midfielder,Saudi Arabia,2,0,3,0,1,0,6.33,FIFA World Cup
2,Pedro,2023-24,26,FW,Brazil,2,0,63,0,0,0,6.33,FIFA World Cup
3,Takuma Asano,2023-24,28,"AM(CLR),FW",Japan,4,0,163,1,0,0,6.32,FIFA World Cup
4,Riley McGree,2023-24,24,AM(CLR),Australia,4,4,269,0,1,0,6.32,FIFA World Cup
5,Unai Simón,2023-24,26,GK,Spain,4,4,391,0,0,0,6.32,FIFA World Cup
6,Fred,2023-24,30,M(C),Brazil,4,2,145,0,0,0,6.32,FIFA World Cup
7,Abdulelah Al Amri,2023-24,26,D(CLR),Saudi Arabia,3,2,182,0,0,0,6.31,FIFA World Cup
8,Antonio Rüdiger,2023-24,30,D(CLR),Germany,3,3,270,0,0,0,6.31,FIFA World Cup
9,Bruno Guimarães,2023-24,25,DMC,Brazil,2,0,67,0,0,0,6.31,FIFA World Cup
0,Akram Afif,2023-24,26,FW,Qatar,3,3,270,0,0,0,6.31,FIFA World Cup
1,Nico Williams,2023-24,21,AM(LR),Spain,4,1,146,0,0,0,6.31,FIFA World Cup
2,Rúben Neves,2023-24,26,DMC,Portugal,5,4,271,0,0,0,6.30,FIFA World Cup
3,Pathé Ciss,2023-24,29,DMC,Senegal,3,2,146,0,0,0,6.30,FIFA World Cup
4,Steven Berghuis,2023-24,31,"AM(CR),FW",Netherlands,4,1,200,0,1,0,6.30,FIFA World Cup
5,Maximiliano Gómez,2023-24,27,FW,Uruguay,2,0,28,0,0,0,6.30,FIFA World Cup
6,Wayne Hennessey,2023-24,36,GK,Wales,2,2,176,0,0,0,6.30,FIFA World Cup
7,Danilo Pereira,2023-24,31,"D(C),DMC",Portugal,1,1,90,0,0,0,6.30,FIFA World Cup
8,Ghaylen Chaalali,2023-24,29,DMC,Tunisia,1,0,16,0,0,0,6.30,FIFA World Cup
9,Jérémy Doku,2023-24,21,AM(LR),Belgium,1,0,18,0,0,0,6.30,FIFA World Cup
0,Abdou Diallo,2023-24,27,D(CL),Senegal,4,4,332,0,0,0,6.30,FIFA World Cup
1,Youri Tielemans,2023-24,26,M(C),Belgium,3,1,95,0,0,0,6.30,FIFA World Cup
2,Alex Telles,2023-24,30,"D(CL),M(L)",Brazil,2,1,58,0,0,0,6.29,FIFA World Cup
3,Denis Odoi,2023-24,35,"D(CLR),DMC",Ghana,1,0,12,0,0,0,6.29,FIFA World Cup
4,Dylan Bronn,2023-24,28,D(C),Tunisia,2,2,163,0,0,0,6.29,FIFA World Cup
5,Richie Laryea,2023-24,28,"D(CLR),M(R)",Canada,3,2,161,0,0,0,6.29,FIFA World Cup
6,Youstin Salas,2023-24,27,M(CLR),Costa Rica,2,0,46,0,0,0,6.29,FIFA World Cup
7,Gabriel Martinelli,2023-24,22,"AM(L),FW",Brazil,3,1,111,0,0,0,6.29,FIFA World Cup
8,Bremer,2023-24,26,D(C),Brazil,2,1,108,0,0,0,6.29,FIFA World Cup
9,Facundo Pellistri,2023-24,21,AM(R),Uruguay,3,2,182,0,0,0,6.28,FIFA World Cup
0,Cristiano Ronaldo,2023-24,38,"M(L),FW",Portugal,5,3,291,1,0,0,6.28,FIFA World Cup
1,Tajon Buchanan,2023-24,24,"D(R),M(CLR)",Canada,3,3,261,0,1,0,6.28,FIFA World Cup
2,Alexander Djiku,2023-24,29,"D(CR),DMC",Ghana,2,1,97,0,0,0,6.28,FIFA World Cup
3,Martin Braithwaite,2023-24,32,"AM(CLR),FW",Denmark,2,1,104,0,0,0,6.28,FIFA World Cup
4,Darwin Núñez,2023-24,24,"AM(CL),FW",Uruguay,3,3,242,0,0,0,6.28,FIFA World Cup
5,Ehsan Hajisafi,2023-24,33,"D(L),M(CL)",Iran,3,3,239,0,0,0,6.27,FIFA World Cup
6,Joe Rodon,2023-24,25,D(C),Wales,3,3,270,0,0,0,6.27,FIFA World Cup
7,Takehiro Tomiyasu,2023-24,24,D(CLR),Japan,3,1,187,0,0,0,6.27,FIFA World Cup
8,Sardar Azmoun,2023-24,28,"AM(C),FW",Iran,3,2,127,0,0,0,6.27,FIFA World Cup
9,Kingsley Coman,2023-24,27,"M(LR),FW",France,6,1,167,0,0,0,6.27,FIFA World Cup
0,Dani Carvajal,2023-24,31,D(R),Spain,2,1,135,0,0,0,6.27,FIFA World Cup
1,Krépin Diatta,2023-24,24,"M(CLR),FW",Senegal,3,3,183,0,0,0,6.26,FIFA World Cup
2,Alejandro Balde,2023-24,19,D(LR),Spain,4,1,125,0,0,0,6.26,FIFA World Cup
3,Amadou Onana,2023-24,22,DMC,Belgium,2,1,105,0,0,0,6.26,FIFA World Cup
4,Shaq Moore,2023-24,26,D(R),USA,2,0,20,0,0,0,6.26,FIFA World Cup
5,Ali Al Bulayhi,2023-24,33,D(CLR),Saudi Arabia,3,3,217,0,0,0,6.26,FIFA World Cup
6,André Ayew,2023-24,33,"M(CLR),FW",Ghana,3,3,201,1,0,0,6.25,FIFA World Cup
7,António Silva,2023-24,19,D(C),Portugal,1,1,90,0,0,0,6.25,FIFA World Cup
8,Bryan Ruiz,2023-24,38,"M(CLR),FW",Costa Rica,1,0,29,0,0,0,6.25,FIFA World Cup
9,Pau Torres,2023-24,26,D(C),Spain,1,1,90,0,0,0,6.25,FIFA World Cup
0,Jung Woo-Young,2023-24,33,"D(C),DMC",South Korea,4,4,305,0,0,0,6.25,FIFA World Cup
1,Mikkel Damsgaard,2023-24,23,AM(CL),Denmark,3,1,149,0,0,0,6.25,FIFA World Cup
2,Uriel Antuna,2023-24,26,"AM(LR),FW",Mexico,3,0,75,0,0,0,6.25,FIFA World Cup
3,Nampalys Mendy,2023-24,31,M(C),Senegal,4,3,273,0,0,0,6.24,FIFA World Cup
4,Ali Karimi,2023-24,29,DMC,Iran,3,1,96,0,0,0,6.24,FIFA World Cup
5,Leon Goretzka,2023-24,28,M(CR),Germany,3,2,159,0,0,0,6.24,FIFA World Cup
6,Filip Kostic,2023-24,30,"M(LR),FW",Serbia,2,2,180,0,0,0,6.24,FIFA World Cup
7,Marcos Llorente,2023-24,28,"D(R),M(CR),FW",Spain,1,1,121,0,0,0,6.24,FIFA World Cup
8,Vincent Janssen,2023-24,29,FW,Netherlands,2,1,86,0,0,0,6.24,FIFA World Cup
9,Nikola Vlasic,2023-24,25,"AM(CLR),FW",Croatia,6,1,208,0,0,0,6.24,FIFA World Cup
0,Gaël Ondoua,2023-24,27,DMC,Cameroon,2,0,45,0,0,0,6.24,FIFA World Cup
1,Gonzalo Montiel,2023-24,26,"D(CR),M(R)",Argentina,4,1,120,0,0,0,6.24,FIFA World Cup
2,Hannibal Mejbri,2023-24,20,AM(C),Tunisia,1,0,10,0,0,0,6.23,FIFA World Cup
3,Koke,2023-24,31,M(CLR),Spain,2,0,50,0,0,0,6.23,FIFA World Cup
4,Loïs Openda,2023-24,23,FW,Belgium,1,0,12,0,0,0,6.23,FIFA World Cup
5,Matías Viña,2023-24,25,"D(L),M(L)",Uruguay,2,0,15,0,0,0,6.23,FIFA World Cup
6,Yuto Nagatomo,2023-24,36,"D(LR),M(LR)",Japan,4,4,213,0,0,0,6.23,FIFA World Cup
7,Cyle Larin,2023-24,28,"AM(LR),FW",Canada,3,2,138,0,0,0,6.23,FIFA World Cup
8,Kalvin Phillips,2023-24,27,"D(C),DMC",England,2,0,40,0,1,0,6.23,FIFA World Cup
9,Ricardo Rodríguez,2023-24,31,"D(CL),M(L)",Switzerland,4,4,360,0,0,0,6.22,FIFA World Cup
0,Ángel Correa,2023-24,28,"AM(CLR),FW",Argentina,1,0,4,0,0,0,6.22,FIFA World Cup
1,Ben Davies,2023-24,30,"D(CL),M(L)",Wales,3,3,239,0,0,0,6.22,FIFA World Cup
2,Dries Mertens,2023-24,36,"AM(CLR),FW",Belgium,2,1,77,0,0,0,6.22,FIFA World Cup
3,Hwang In-Beom,2023-24,26,M(C),South Korea,4,4,335,0,0,0,6.22,FIFA World Cup
4,Jesper Lindstrøm,2023-24,23,"AM(CLR),FW",Denmark,3,2,200,0,0,0,6.22,FIFA World Cup
5,Diogo Costa,2023-24,23,GK,Portugal,5,5,450,0,0,0,6.22,FIFA World Cup
6,Giovanni Reyna,2023-24,20,AM(CLR),USA,2,0,52,0,0,0,6.22,FIFA World Cup
7,Edinson Cavani,2023-24,36,"AM(LR),FW",Uruguay,3,1,123,0,0,0,6.21,FIFA World Cup
8,Ali Asad,2023-24,30,M(CLR),Qatar,1,0,26,0,0,0,6.21,FIFA World Cup
9,David Wotherspoon,2023-24,33,AM(C),Canada,1,0,14,0,0,0,6.21,FIFA World Cup
0,Eric Dier,2023-24,29,"D(CR),DMC",England,2,0,33,0,0,0,6.21,FIFA World Cup
1,Romelu Lukaku,2023-24,30,"AM(R),FW",Belgium,2,0,54,0,0,0,6.21,FIFA World Cup
2,Wajdi Kechrida,2023-24,27,"D(R),M(R)",Tunisia,3,1,109,0,0,0,6.21,FIFA World Cup
3,Alistair Johnston,2023-24,24,"D(CR),M(R)",Canada,3,3,270,0,0,0,6.20,FIFA World Cup
4,Éverton Ribeiro,2023-24,34,AM(CLR),Brazil,1,0,35,0,0,0,6.20,FIFA World Cup
5,Fabian Rieder,2023-24,21,M(C),Switzerland,2,1,68,0,0,0,6.20,FIFA World Cup
6,Johan Venegas,2023-24,34,AM(CR),Costa Rica,1,1,74,0,0,0,6.20,FIFA World Cup
7,Noa Lang,2023-24,24,"AM(LR),FW",Netherlands,1,0,8,0,0,0,6.20,FIFA World Cup
8,Ajdin Hrustic,2023-24,27,M(CLR),Australia,3,0,59,0,0,0,6.20,FIFA World Cup
9,Lautaro Martínez,2023-24,26,FW,Argentina,6,2,240,0,0,0,6.20,FIFA World Cup
0,Abdulrahman Al Obud,2023-24,28,FW,Saudi Arabia,2,0,33,0,0,0,6.20,FIFA World Cup
1,Tariq Lamptey,2023-24,22,"D(R),M(R)",Ghana,2,1,102,0,0,0,6.20,FIFA World Cup
2,Arkadiusz Milik,2023-24,29,"AM(C),FW",Poland,3,1,100,0,0,0,6.19,FIFA World Cup
3,Pape Abou Cissé,2023-24,27,D(C),Senegal,3,1,104,0,0,0,6.19,FIFA World Cup
4,Kamal Miller,2023-24,26,D(CL),Canada,3,3,270,0,0,0,6.19,FIFA World Cup
5,Samuel Gouet,2023-24,25,DMC,Cameroon,2,1,99,0,0,0,6.19,FIFA World Cup
6,Bryan Oviedo,2023-24,33,"D(LR),M(L)",Costa Rica,3,3,262,0,0,0,6.18,FIFA World Cup
7,Érick Gutiérrez,2023-24,28,DMC,Mexico,1,0,48,0,0,0,6.18,FIFA World Cup
8,Thiago Almada,2023-24,22,AM(CLR),Argentina,1,0,6,0,0,0,6.18,FIFA World Cup
9,Remo Freuler,2023-24,31,DMC,Switzerland,4,4,324,1,0,0,6.18,FIFA World Cup
0,Agustín Canobbio,2023-24,24,AM(R),Uruguay,1,0,10,0,0,0,6.17,FIFA World Cup
1,Kamaldeen Sulemana,2023-24,21,"AM(L),FW",Ghana,2,0,57,0,0,0,6.17,FIFA World Cup
2,Abde Ezzalzouli,2023-24,21,AM(L),Morocco,3,0,92,0,0,0,6.17,FIFA World Cup
3,Homam Ahmed,2023-24,24,D(CLR),Qatar,3,3,263,0,0,0,6.17,FIFA World Cup
4,Exequiel Palacios,2023-24,24,M(C),Argentina,3,0,47,0,0,0,6.16,FIFA World Cup
5,Bailey Wright,2023-24,31,D(CR),Australia,1,0,16,0,0,0,6.16,FIFA World Cup
6,Hiroki Ito,2023-24,24,D(CL),Japan,1,0,45,0,0,0,6.16,FIFA World Cup
7,Juan Foyth,2023-24,25,"D(CR),DMC",Argentina,1,0,4,0,0,0,6.16,FIFA World Cup
8,Trent Alexander-Arnold,2023-24,24,"D(R),DMC,M(R)",England,1,0,33,0,0,0,6.16,FIFA World Cup
9,Daniel-Kofi Kyereh,2023-24,27,"AM(CLR),FW",Ghana,3,0,31,0,0,0,6.16,FIFA World Cup
0,Mohammed Al Burayk,2023-24,30,D(CLR),Saudi Arabia,2,1,66,0,0,0,6.15,FIFA World Cup
1,Alexis Vega,2023-24,25,FW,Mexico,3,3,196,0,0,0,6.15,FIFA World Cup
2,João Palhinha,2023-24,28,DMC,Portugal,3,0,35,0,0,0,6.15,FIFA World Cup
3,Anass Zaroury,2023-24,22,"AM(L),FW",Morocco,1,0,26,0,0,0,6.15,FIFA World Cup
4,Ante Budimir,2023-24,32,FW,Croatia,2,0,55,0,0,0,6.15,FIFA World Cup
5,Assim Madibo,2023-24,26,M(CLR),Qatar,2,2,154,0,0,0,6.15,FIFA World Cup
6,Bamba Dieng,2023-24,23,"AM(L),FW",Senegal,4,0,98,1,0,0,6.14,FIFA World Cup
7,Musaab Khidir,2023-24,29,D(CLR),Qatar,1,0,5,0,0,0,6.14,FIFA World Cup
8,Karim Ansarifard,2023-24,33,FW,Iran,2,0,34,0,0,0,6.14,FIFA World Cup
9,Brenden Aaronson,2023-24,22,AM(CLR),USA,4,0,105,0,0,0,6.13,FIFA World Cup
0,Hassan Al Haydos,2023-24,32,M(C),Qatar,3,3,209,0,0,0,6.13,FIFA World Cup
1,Issam Jebali,2023-24,31,"AM(C),FW",Tunisia,3,2,184,0,0,0,6.13,FIFA World Cup
2,João Mário,2023-24,30,M(CLR),Portugal,2,1,84,0,0,0,6.13,FIFA World Cup
3,Kellyn Acosta,2023-24,28,"D(LR),M(CR)",USA,2,0,41,0,0,0,6.13,FIFA World Cup
4,Mattéo Guendouzi,2023-24,24,M(C),France,1,1,79,0,0,0,6.13,FIFA World Cup
5,Xavi Simons,2023-24,20,"AM(CLR),FW",Netherlands,1,0,7,0,0,0,6.13,FIFA World Cup
6,Matheus Nunes,2023-24,25,M(CLR),Portugal,2,1,73,0,0,0,6.13,FIFA World Cup
7,Mohammed Waad,2023-24,23,M(CLR),Qatar,2,0,26,0,0,0,6.13,FIFA World Cup
8,Jamie Maclaren,2023-24,30,FW,Australia,3,0,52,0,0,0,6.12,FIFA World Cup
9,Abderrazzaq Hamed Allah,2023-24,32,FW,Morocco,4,0,64,0,0,0,6.12,FIFA World Cup
0,Abdelkarim Hassan,2023-24,30,D(CLR),Qatar,3,3,270,0,0,0,6.12,FIFA World Cup
1,Abolfazl Jalali,2023-24,25,D(CLR),Iran,1,0,18,0,0,0,6.12,FIFA World Cup
2,Carlos Rodríguez,2023-24,26,M(CLR),Mexico,2,0,32,0,0,0,6.12,FIFA World Cup
3,Héctor Moreno,2023-24,35,D(CL),Mexico,3,3,270,0,0,0,6.12,FIFA World Cup
4,Hernán Galíndez,2023-24,36,GK,Ecuador,3,3,270,0,0,0,6.12,FIFA World Cup
5,Anthony Contreras,2023-24,23,FW,Costa Rica,3,2,127,0,0,0,6.12,FIFA World Cup
6,Ansu Fati,2023-24,20,"AM(L),FW",Spain,2,0,45,0,0,0,6.12,FIFA World Cup
7,José Cifuentes,2023-24,24,AM(C),Ecuador,2,0,58,0,0,0,6.12,FIFA World Cup
8,Nicolás de la Cruz,2023-24,26,M(CLR),Uruguay,2,0,36,0,0,0,6.12,FIFA World Cup
9,Ali Al Hassan,2023-24,26,M(CLR),Saudi Arabia,1,1,46,0,0,0,6.11,FIFA World Cup
0,Ayase Ueda,2023-24,25,"AM(C),FW",Japan,1,1,46,0,0,0,6.11,FIFA World Cup
1,Néstor Araújo,2023-24,32,D(C),Mexico,1,1,90,0,0,0,6.11,FIFA World Cup
2,Joe Morrell,2023-24,26,DMC,Wales,2,0,32,0,0,0,6.11,FIFA World Cup
3,DeAndre Yedlin,2023-24,30,"D(R),M(R)",USA,2,0,32,0,0,0,6.11,FIFA World Cup
4,Denis Zakaria,2023-24,26,"D(C),DMC",Switzerland,2,0,57,0,0,0,6.11,FIFA World Cup
5,Sam Adekugbe,2023-24,28,D(L),Canada,3,1,94,0,0,0,6.10,FIFA World Cup
6,Fabian Frei,2023-24,34,M(C),Switzerland,2,0,23,0,0,0,6.10,FIFA World Cup
7,Luka Jovic,2023-24,25,FW,Serbia,2,1,36,0,0,0,6.10,FIFA World Cup
8,Steven Bergwijn,2023-24,25,"AM(CLR),FW",Netherlands,4,3,217,0,0,0,6.10,FIFA World Cup
9,Yuki Soma,2023-24,26,AM(CR),Japan,1,1,82,0,0,0,6.10,FIFA World Cup
0,Garang Kuol,2023-24,18,FW,Australia,2,0,35,0,0,0,6.10,FIFA World Cup
1,Brandon Aguilera,2023-24,20,M(CLR),Costa Rica,3,1,89,0,0,0,6.09,FIFA World Cup
2,Filip Djuricic,2023-24,31,"AM(CLR),FW",Serbia,2,0,13,0,0,0,6.09,FIFA World Cup
3,Ismaël Koné,2023-24,21,AM(C),Canada,3,0,106,0,0,0,6.09,FIFA World Cup
4,Mark-Anthony Kaye,2023-24,28,M(C),Canada,1,1,60,0,0,0,6.09,FIFA World Cup
5,Hossein Kanaanizadegan,2023-24,29,D(CLR),Iran,2,1,46,0,0,0,6.09,FIFA World Cup
6,Nicola Zalewski,2023-24,21,M(LR),Poland,2,1,65,0,0,0,6.09,FIFA World Cup
7,Kasper Dolberg,2023-24,25,FW,Denmark,3,1,113,0,0,0,6.08,FIFA World Cup
8,Alan Franco,2023-24,25,M(C),Ecuador,2,1,47,0,0,0,6.08,FIFA World Cup
9,Édouard Mendy,2023-24,31,GK,Senegal,4,4,360,0,0,0,6.08,FIFA World Cup
0,Nemanja Gudelj,2023-24,31,"D(C),M(C)",Serbia,2,1,92,0,0,0,6.08,FIFA World Cup
1,Leandro Trossard,2023-24,28,"M(CLR),FW",Belgium,3,1,103,0,0,0,6.07,FIFA World Cup
2,Tarek Salman,2023-24,25,D(CLR),Qatar,1,0,7,0,0,0,6.07,FIFA World Cup
3,Artur Jedrzejczyk,2023-24,35,D(CLR),Poland,1,0,18,0,0,0,6.06,FIFA World Cup
4,Gerson Torres,2023-24,26,M(CLR),Costa Rica,1,1,65,0,0,0,6.06,FIFA World Cup
5,Ivan Ilic,2023-24,22,M(C),Serbia,1,0,33,0,0,0,6.06,FIFA World Cup
6,Kenneth Taylor,2023-24,21,DMC,Netherlands,1,0,4,0,0,0,6.06,FIFA World Cup
7,Raúl Jiménez,2023-24,32,FW,Mexico,3,0,56,0,0,0,6.06,FIFA World Cup
8,Krzysztof Piatek,2023-24,28,FW,Poland,2,0,26,0,0,0,6.06,FIFA World Cup
9,Karim Boudiaf,2023-24,32,M(CLR),Qatar,3,2,185,0,0,0,6.05,FIFA World Cup
0,Fodé Ballo-Touré,2023-24,26,"D(L),M(L)",Senegal,1,0,6,0,0,0,6.05,FIFA World Cup
1,Kevin Álvarez,2023-24,24,D(CLR),Mexico,2,1,70,0,0,0,6.05,FIFA World Cup
