,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
2,Sergi Canós,2022-23,27,M(LR),Brentford,5,0,73,0,0,0,6.11,ENG Premier League
3,Salomón Rondón,2022-23,34,FW,Everton,7,1,104,0,0,0,6.11,ENG Premier League
4,Calum Chambers,2022-23,29,"D(CR),DMC",Aston Villa,14,2,345,0,0,0,6.11,ENG Premier League
5,Kobbie Mainoo,2022-23,19,M(CLR),Man Utd,1,0,10,0,0,0,6.11,ENG Premier League
6,Jairo Riedewald,2022-23,27,"D(CL),DMC",Crystal Palace,6,0,60,0,0,0,6.11,ENG Premier League
7,Cafú,2022-23,31,M(C),Nottingham Forest,1,0,6,0,0,0,6.10,ENG Premier League
8,Diego Carlos,2022-23,31,D(C),Aston Villa,3,2,205,0,0,0,6.10,ENG Premier League
9,Ben Doak,2022-23,18,FW,Liverpool,2,0,24,0,0,0,6.10,ENG Premier League
0,Mads Bech,2022-23,25,D(CL),Brentford,4,0,19,0,0,0,6.10,ENG Premier League
1,Jay Stansfield,2022-23,21,FW,Fulham,3,1,86,0,0,0,6.09,ENG Premier League
2,Jhon Durán,2022-23,20,FW,Aston Villa,12,0,127,0,0,0,6.09,ENG Premier League
3,Maxwel Cornet,2022-23,27,"D(L),M(LR),FW",West Ham,14,2,235,0,0,0,6.09,ENG Premier League
4,Lucas Moura,2022-23,32,"AM(CLR),FW",Tottenham,15,0,145,1,0,0,6.09,ENG Premier League
5,Sam Surridge,2022-23,26,FW,Nottingham Forest,20,1,308,1,0,0,6.09,ENG Premier League
6,Thomas Cannon,2022-23,21,FW,Everton,2,0,23,0,0,0,6.09,ENG Premier League
7,Jack Stacey,2022-23,28,"D(R),M(R)",Bournemouth,10,3,294,0,0,0,6.08,ENG Premier League
8,Layvin Kurzawa,2022-23,32,"D(L),M(L)",Fulham,3,2,138,0,0,0,6.07,ENG Premier League
9,André Ayew,2022-23,34,"M(CLR),FW",Nottingham Forest,13,1,307,0,0,0,6.07,ENG Premier League
0,David Brooks,2022-23,27,AM(CR),Bournemouth,6,2,172,0,0,0,6.07,ENG Premier League
1,Jack Hinshelwood,2022-23,19,M(CLR),Brighton,1,0,1,0,0,0,6.07,ENG Premier League
2,Mohamed Elneny,2022-23,32,DMC,Arsenal,5,1,111,0,0,0,6.07,ENG Premier League
3,Chem Campbell,2022-23,21,AM(L),Wolves,5,0,69,0,0,0,6.07,ENG Premier League
4,Cédric Soares,2022-23,33,"D(LR),M(R)",Arsenal,2,0,28,0,0,0,6.07,ENG Premier League
5,Joe Whitworth,2022-23,20,GK,Crystal Palace,2,2,180,0,0,0,6.06,ENG Premier League
6,Morgan Sanson,2022-23,30,M(CLR),Aston Villa,2,0,10,0,0,0,6.06,ENG Premier League
7,Ben Pearson,2022-23,29,DMC,Bournemouth,7,3,286,0,0,0,6.05,ENG Premier League
8,Mateo Joseph,2022-23,20,FW,Leeds,3,0,24,0,0,0,6.04,ENG Premier League
9,Jamaal Lascelles,2022-23,30,D(C),Newcastle,9,4,217,0,0,0,6.04,ENG Premier League
0,Bobby Clark,2022-23,19,M(CLR),Liverpool,1,0,7,0,0,0,6.04,ENG Premier League
1,Malcolm Ebiowei,2022-23,21,AM(R),Crystal Palace,3,0,32,0,0,0,6.04,ENG Premier League
2,Jonjo Shelvey,2022-23,32,M(C),Newcastle,3,0,34,0,0,0,6.03,ENG Premier League
3,Junior Stanislas,2022-23,34,M(CLR),Bournemouth,4,0,58,0,0,0,6.03,ENG Premier League
4,Halil Dervisoglu,2022-23,24,"AM(C),FW",Brentford,1,0,7,0,0,0,6.03,ENG Premier League
5,Omari Hutchinson,2022-23,20,M(CLR),Chelsea,1,0,22,0,0,0,6.03,ENG Premier League
6,Lewis Brunt,2022-23,23,D(CLR),Leicester,1,0,22,0,0,0,6.02,ENG Premier League
7,Connor Ronan,2022-23,26,M(CL),Wolves,1,0,1,0,0,0,6.00,ENG Premier League
8,Conor Coventry,2022-23,24,DMC,West Ham,1,0,1,0,0,0,6.00,ENG Premier League
9,David Ozoh,2022-23,19,M(CLR),Crystal Palace,1,0,1,0,0,0,6.00,ENG Premier League
0,Emil Krafth,2022-23,30,D(CR),Newcastle,1,0,1,0,0,0,6.00,ENG Premier League
1,Ethan Nwaneri,2022-23,17,M(CLR),Arsenal,1,0,1,0,0,0,6.00,ENG Premier League
2,George Abbott,2022-23,19,M(CLR),Tottenham,1,0,1,0,0,0,6.00,ENG Premier League
3,Marquinhos,2022-23,21,AM(R),Arsenal,1,0,1,0,0,0,6.00,ENG Premier League
4,Nathan Redmond,2022-23,30,"AM(CLR),FW",Southampton,1,0,1,0,0,0,6.00,ENG Premier League
5,Tyrese Francois,2022-23,24,M(CLR),Fulham,1,0,1,0,0,0,6.00,ENG Premier League
6,Naouirou Ahamada,2022-23,22,M(C),Crystal Palace,8,0,88,0,0,0,6.00,ENG Premier League
7,Djed Spence,2022-23,24,"D(R),M(R)",Tottenham,4,0,5,0,0,0,6.00,ENG Premier League
8,Joe Hodge,2022-23,21,M(C),Wolves,6,1,174,0,0,0,5.99,ENG Premier League
9,Emiliano Marcondes,2022-23,29,AM(C),Bournemouth,1,0,8,0,0,0,5.99,ENG Premier League
0,Jamal Lowe,2022-23,30,"AM(CLR),FW",Bournemouth,2,0,11,0,0,0,5.99,ENG Premier League
1,Cameron Archer,2022-23,22,FW,Aston Villa,6,0,44,0,0,0,5.99,ENG Premier League
2,Alex McCarthy,2022-23,34,GK,Southampton,6,6,540,0,0,0,5.99,ENG Premier League
3,Josh Onomah,2022-23,27,M(CL),Fulham,2,0,14,0,0,0,5.99,ENG Premier League
4,Luke Harris,2022-23,19,M(CLR),Fulham,3,0,10,0,0,0,5.98,ENG Premier League
5,Dominic Ballard,2022-23,19,FW,Southampton,2,0,24,0,0,0,5.98,ENG Premier League
6,Odeluga Offiah,2022-23,21,D(CLR),Brighton,2,0,23,0,0,0,5.98,ENG Premier League
7,Dele Alli,2022-23,28,"M(CL),FW",Everton,2,0,38,0,0,0,5.96,ENG Premier League
8,Alex Mighten,2022-23,22,AM(L),Nottingham Forest,1,0,7,0,0,0,5.95,ENG Premier League
9,Jamal Lewis,2022-23,26,"D(L),M(L)",Newcastle,2,0,9,0,0,0,5.95,ENG Premier League
0,Máximo Perrone,2022-23,21,DMC,Man City,1,0,18,0,0,0,5.95,ENG Premier League
1,Kamari Doyle,2022-23,19,M(CLR),Southampton,1,0,6,0,0,0,5.94,ENG Premier League
2,Owen Bevan,2022-23,20,D(CLR),Bournemouth,1,0,8,0,0,0,5.89,ENG Premier League
3,Nathaniel Chalobah,2022-23,29,DMC,Fulham,4,1,12,0,0,0,5.89,ENG Premier League
4,Dexter Lembikisa,2022-23,20,D(R),Wolves,1,0,22,0,0,0,5.88,ENG Premier League
5,Cameron Peupion,2022-23,21,M(CLR),Brighton,1,0,5,0,0,0,5.85,ENG Premier League
6,Andrew Moran,2022-23,20,M(CLR),Brighton,1,0,11,0,0,0,5.83,ENG Premier League
7,Shane Duffy,2022-23,32,D(C),Fulham,5,0,17,0,0,0,5.79,ENG Premier League
8,Yan Valery,2022-23,25,"D(CR),M(R)",Southampton,1,1,46,0,0,0,5.74,ENG Premier League
