,Player,Season,Age,Position,Team,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Competition
4,Jesús Navas,2022-23,38,"D(R),M(R)",Sevilla,32,21,1980,0,0,0,6.46,ESP La Liga
5,Paul Akouokou,2022-23,26,DMC,Real Betis,12,3,442,0,0,0,6.45,ESP La Liga
6,Nacho Vidal,2022-23,29,D(R),Osasuna,20,15,1250,0,0,0,6.45,ESP La Liga
7,Yangel Herrera,2022-23,26,M(C),Girona,20,12,966,2,2,0,6.45,ESP La Liga
8,Javi Hernández,2022-23,26,D(L),Girona,25,13,1117,1,2,0,6.45,ESP La Liga
9,Fernando Calero,2022-23,28,"D(C),DMC",Espanyol,27,20,1618,0,1,0,6.45,ESP La Liga
0,Luca Koleosho,2022-23,19,FW,Espanyol,4,0,54,1,0,0,6.45,ESP La Liga
1,Karim Rekik,2022-23,29,D(CL),Sevilla,16,15,1185,1,1,0,6.44,ESP La Liga
2,Raúl de Tomás,2022-23,29,FW,Rayo Vallecano,19,9,804,4,0,0,6.44,ESP La Liga
3,Haris Seferovic,2022-23,32,"AM(LR),FW",Celta Vigo,18,10,889,3,1,0,6.44,ESP La Liga
4,Fali,2022-23,31,"D(C),DMC",Cadiz,25,22,1722,0,0,0,6.44,ESP La Liga
5,Stole Dimitrievski,2022-23,30,GK,Rayo Vallecano,37,37,3325,0,0,3,6.44,ESP La Liga
6,Lisandro Magallán,2022-23,30,D(C),Elche,14,11,903,0,0,0,6.44,ESP La Liga
7,Kiko Femenía,2022-23,33,"D(LR),M(R)",Villarreal,20,13,1137,0,0,0,6.44,ESP La Liga
8,Jon Moncayola,2022-23,26,"D(R),M(C)",Osasuna,37,25,2445,1,3,0,6.44,ESP La Liga
9,Rubén García,2022-23,31,"AM(CLR),FW",Osasuna,29,11,1152,2,2,0,6.44,ESP La Liga
0,Dani Carvajal,2022-23,32,D(R),Real Madrid,27,20,1788,0,2,0,6.44,ESP La Liga
1,Iván Balliu,2022-23,32,"D(R),M(R)",Rayo Vallecano,37,37,3237,0,0,0,6.44,ESP La Liga
2,Jesús Corona,2022-23,31,"D(R),M(CLR),FW",Sevilla,4,1,110,1,0,0,6.44,ESP La Liga
3,Ronaël Pierre-Gabriel,2022-23,26,"D(CLR),M(R)",Espanyol,8,2,239,1,0,0,6.43,ESP La Liga
4,Gabriel Paulista,2022-23,33,D(CR),Valencia,21,18,1508,1,0,0,6.43,ESP La Liga
5,Denis Suárez,2022-23,30,M(CLR),Espanyol,18,11,950,0,0,0,6.43,ESP La Liga
6,Felipe,2022-23,35,D(C),Atletico,3,2,193,0,0,0,6.43,ESP La Liga
7,Johan Mojica,2022-23,32,"D(L),M(L)",Elche,3,3,270,0,0,0,6.43,ESP La Liga
8,Jorge Pascual,2022-23,21,FW,Villarreal,2,0,8,1,0,0,6.43,ESP La Liga
9,Munir El Haddadi,2022-23,29,"AM(CLR),FW",Getafe,28,10,1149,3,1,0,6.43,ESP La Liga
0,Josan,2022-23,34,"D(R),M(R)",Elche,26,9,1070,1,3,0,6.43,ESP La Liga
1,Sergi Gómez,2022-23,32,D(CR),Espanyol,29,26,2343,0,0,0,6.43,ESP La Liga
2,Miguel Rodríguez,2022-23,21,FW,Celta Vigo,7,3,252,1,1,0,6.43,ESP La Liga
3,Alberto Moreno,2022-23,32,"D(L),M(L)",Villarreal,24,14,1298,0,1,0,6.43,ESP La Liga
4,Papu Gómez,2022-23,36,"M(CLR),FW",Sevilla,19,11,1063,1,1,0,6.42,ESP La Liga
5,Francis Coquelin,2022-23,33,M(CLR),Villarreal,16,9,746,1,0,0,6.42,ESP La Liga
6,Edinson Cavani,2022-23,37,"AM(LR),FW",Valencia,25,20,1463,5,2,0,6.42,ESP La Liga
7,Pere Milla,2022-23,31,"AM(CLR),FW",Elche,32,22,1875,6,1,2,6.42,ESP La Liga
8,Sergio Akieme,2022-23,26,D(L),Almeria,29,27,2300,1,0,1,6.42,ESP La Liga
9,Yassine Bounou,2022-23,33,GK,Sevilla,26,26,2154,0,0,1,6.42,ESP La Liga
0,Matheus Cunha,2022-23,25,"AM(CL),FW",Atletico,11,2,372,0,2,0,6.42,ESP La Liga
1,Yunus Musah,2022-23,21,AM(CR),Valencia,33,26,2121,0,2,0,6.42,ESP La Liga
2,Mikel Oyarzabal,2022-23,27,"AM(CLR),FW",Real Sociedad,23,14,1217,4,1,1,6.42,ESP La Liga
3,Iván Villar,2022-23,27,GK,Celta Vigo,19,19,1710,0,0,0,6.42,ESP La Liga
4,Álvaro Fernández,2022-23,26,GK,Espanyol,12,12,991,0,0,0,6.42,ESP La Liga
5,John Donald,2022-23,24,"D(C),DMC",Elche,14,13,1095,0,0,0,6.41,ESP La Liga
6,Aritz Elustondo,2022-23,30,D(CR),Real Sociedad,25,16,1450,0,1,0,6.41,ESP La Liga
7,Juanmi Latasa,2022-23,23,FW,Getafe,18,2,437,1,0,0,6.40,ESP La Liga
8,Pedro Bigas,2022-23,34,D(CL),Elche,28,25,2027,0,0,0,6.40,ESP La Liga
9,Randy Nteka,2022-23,26,"AM(C),FW",Elche,14,10,730,0,0,0,6.40,ESP La Liga
0,Ander Guevara,2022-23,27,DMC,Real Sociedad,8,2,218,0,0,0,6.40,ESP La Liga
1,Adrià Pedrosa,2022-23,26,"D(L),M(L)",Espanyol,7,2,226,0,0,0,6.40,ESP La Liga
2,Óscar Gil,2022-23,26,D(R),Espanyol,33,31,2571,0,1,0,6.40,ESP La Liga
3,César de la Hoz,2022-23,32,DMC,Almeria,25,18,1672,1,0,1,6.40,ESP La Liga
4,Roque Mesa,2022-23,35,DMC,Real Valladolid,30,21,1629,2,1,1,6.40,ESP La Liga
5,Fidel,2022-23,34,M(CLR),Elche,27,21,1730,3,2,0,6.40,ESP La Liga
6,Dimitri Foulquier,2022-23,31,"D(CLR),M(R)",Valencia,30,17,1729,0,2,1,6.39,ESP La Liga
7,Rafa Mir,2022-23,27,FW,Sevilla,26,16,1300,6,0,1,6.39,ESP La Liga
8,Iddrisu Baba,2022-23,28,DMC,Mallorca,29,20,1751,0,0,0,6.39,ESP La Liga
9,Matija Nastasic,2022-23,31,D(C),Mallorca,14,10,904,1,0,0,6.39,ESP La Liga
0,Manu Vallejo,2022-23,27,FW,Girona,7,2,203,0,1,0,6.39,ESP La Liga
1,Bernardo Espinosa,2022-23,35,D(C),Girona,20,14,1226,1,1,1,6.39,ESP La Liga
2,Dennis Hadzikadunic,2022-23,26,D(C),Mallorca,8,7,616,0,0,0,6.38,ESP La Liga
3,Renato Tapia,2022-23,29,"D(C),DMC",Celta Vigo,28,16,1450,0,0,0,6.38,ESP La Liga
4,Manuel Pozo,2022-23,22,FW,Real Valladolid,1,0,18,0,0,0,6.38,ESP La Liga
5,Tino Kadewere,2022-23,28,"AM(R),FW",Mallorca,15,5,540,1,0,0,6.38,ESP La Liga
6,Joseba Zaldúa,2022-23,32,D(R),Cadiz,10,7,640,0,1,0,6.38,ESP La Liga
7,Tanguy Nianzou,2022-23,22,D(C),Sevilla,19,16,1370,1,0,0,6.38,ESP La Liga
8,Pablo Ibáñez,2022-23,25,M(C),Osasuna,25,12,1061,0,1,1,6.37,ESP La Liga
9,Helibelton Palacios,2022-23,31,D(CR),Elche,24,23,1922,0,0,0,6.37,ESP La Liga
0,Ander Herrera,2022-23,35,M(C),Athletic Bilbao,17,9,700,0,1,0,6.37,ESP La Liga
1,Jon Olasagasti,2022-23,24,M(CLR),Real Sociedad,3,0,63,0,0,0,6.37,ESP La Liga
2,Victor Chust,2022-23,24,D(C),Cadiz,14,10,965,1,0,0,6.36,ESP La Liga
3,Nicolás Melamed,2022-23,23,AM(CL),Espanyol,32,16,1251,1,2,0,6.36,ESP La Liga
4,Fernando Medrano,2022-23,24,D(CLR),Celta Vigo,1,0,12,0,0,0,6.36,ESP La Liga
5,Juan Cruz,2022-23,32,D(CL),Osasuna,27,21,2058,0,0,0,6.36,ESP La Liga
6,José Ángel Carmona,2022-23,22,"D(CR),M(R)",Elche,9,8,593,1,0,1,6.36,ESP La Liga
7,Sergio Asenjo,2022-23,35,GK,Real Valladolid,10,10,900,0,0,1,6.36,ESP La Liga
8,José Carlos Lazo,2022-23,28,M(CLR),Espanyol,10,0,149,1,1,1,6.35,ESP La Liga
9,Gonzalo Montiel,2022-23,27,"D(CR),M(R)",Sevilla,28,17,1522,0,3,0,6.35,ESP La Liga
0,Hugo Sotelo,2022-23,20,M(CLR),Celta Vigo,1,0,17,0,0,0,6.35,ESP La Liga
1,Unai López,2022-23,28,M(CR),Rayo Vallecano,34,12,1244,1,2,1,6.35,ESP La Liga
2,Joan Jordán,2022-23,30,M(C),Sevilla,23,19,1595,0,1,0,6.35,ESP La Liga
3,Pathé Ciss,2022-23,30,DMC,Rayo Vallecano,32,12,1268,1,0,1,6.35,ESP La Liga
4,Juanpe,2022-23,33,D(C),Girona,19,17,1429,1,0,0,6.35,ESP La Liga
5,Álvaro Negredo,2022-23,39,FW,Cadiz,21,9,756,1,2,1,6.35,ESP La Liga
6,José Ángel Carmona,2022-23,22,"D(CR),M(R)",Sevilla,10,5,529,2,1,1,6.35,ESP La Liga
7,Álex Fernández,2022-23,31,"M(CL),FW",Cadiz,28,17,1575,3,0,1,6.35,ESP La Liga
8,Darko Brasanac,2022-23,32,M(CR),Osasuna,25,9,1037,1,1,0,6.35,ESP La Liga
9,Pol Lirola,2022-23,27,"D(R),M(LR)",Elche,12,7,628,1,0,0,6.35,ESP La Liga
0,Rober,2022-23,23,M(CLR),Real Betis,2,0,52,0,0,0,6.35,ESP La Liga
1,Chumi,2022-23,25,D(CR),Almeria,21,15,1486,1,0,0,6.34,ESP La Liga
2,Kike Salas,2022-23,22,D(C),Sevilla,6,4,370,1,1,1,6.34,ESP La Liga
3,Alberto Perea,2022-23,33,AM(LR),Cadiz,1,1,46,0,0,0,6.34,ESP La Liga
4,Reinier,2022-23,22,AM(C),Girona,19,6,640,2,1,0,6.34,ESP La Liga
5,Raúl García,2022-23,38,"M(CLR),FW",Athletic Bilbao,35,6,948,2,3,0,6.34,ESP La Liga
6,Adnan Januzaj,2022-23,29,AM(CLR),Sevilla,2,1,47,0,0,0,6.34,ESP La Liga
7,Cristhian Stuani,2022-23,37,"AM(CLR),FW",Girona,32,8,1078,9,0,0,6.33,ESP La Liga
8,Toni Lato,2022-23,26,"D(L),M(L)",Valencia,24,9,909,1,0,1,6.33,ESP La Liga
9,Juan Carlos Martín,2022-23,36,GK,Girona,10,10,900,0,0,0,6.33,ESP La Liga
0,Juanmi,2022-23,31,"AM(CLR),FW",Real Betis,22,9,922,4,0,1,6.33,ESP La Liga
1,Largie Ramazani,2022-23,23,"AM(L),FW",Almeria,33,13,1395,3,1,0,6.32,ESP La Liga
2,Luca de la Torre,2022-23,26,M(CLR),Celta Vigo,28,16,1489,0,2,0,6.32,ESP La Liga
3,Anthony Lozano,2022-23,31,"AM(L),FW",Cadiz,28,14,1441,1,1,0,6.32,ESP La Liga
4,Ilaix Moriba,2022-23,21,M(C),Valencia,24,10,1006,0,2,1,6.32,ESP La Liga
5,Carlos Domínguez,2022-23,23,D(C),Celta Vigo,3,1,107,0,0,0,6.32,ESP La Liga
6,Portu,2022-23,32,"M(CLR),FW",Getafe,34,17,1762,0,3,0,6.32,ESP La Liga
7,Momo Mbaye,2022-23,26,D(C),Cadiz,14,7,754,0,0,0,6.32,ESP La Liga
8,José Antonio de la Rosa,2022-23,20,FW,Cadiz,2,0,45,0,1,0,6.32,ESP La Liga
9,Kasper Dolberg,2022-23,26,FW,Sevilla,4,2,198,0,1,0,6.32,ESP La Liga
0,Valery Fernández,2022-23,24,"D(R),M(L)",Girona,25,7,959,0,2,0,6.31,ESP La Liga
1,Pablo Barrios,2022-23,21,M(C),Atletico,21,6,716,0,1,0,6.31,ESP La Liga
2,Joaquín,2022-23,43,"M(CLR),FW",Real Betis,22,2,471,0,2,0,6.31,ESP La Liga
3,Fede San Emeterio,2022-23,27,DMC,Cadiz,33,24,1856,0,1,0,6.31,ESP La Liga
4,Zouhair Feddal,2022-23,34,D(C),Real Valladolid,8,4,374,0,0,0,6.31,ESP La Liga
5,Franck Kessié,2022-23,27,M(C),Barcelona,28,7,980,1,1,0,6.30,ESP La Liga
6,Pablo Marín,2022-23,21,M(CLR),Real Sociedad,10,3,356,0,0,0,6.30,ESP La Liga
7,Juan Cruz,2022-23,24,M(CLR),Real Betis,6,1,174,1,0,0,6.30,ESP La Liga
8,Jesús Vallejo,2022-23,27,D(CR),Real Madrid,1,0,21,0,0,0,6.30,ESP La Liga
9,Juan Cala,2022-23,34,D(C),Cadiz,3,1,137,0,0,0,6.30,ESP La Liga
0,Johan Mojica,2022-23,32,"D(L),M(L)",Villarreal,17,5,634,0,0,0,6.29,ESP La Liga
1,Pep Chavarría,2022-23,26,D(CLR),Rayo Vallecano,16,2,357,0,2,0,6.29,ESP La Liga
2,Amath Ndiaye,2022-23,28,"AM(LR),FW",Mallorca,28,12,1220,2,0,0,6.29,ESP La Liga
3,Jesús Vázquez,2022-23,21,D(L),Valencia,10,3,306,0,0,0,6.29,ESP La Liga
4,Malcom Adu,2022-23,22,FW,Athletic Bilbao,8,0,77,0,0,0,6.29,ESP La Liga
5,Lucas Pérez,2022-23,35,"AM(CR),FW",Cadiz,14,5,623,3,0,0,6.29,ESP La Liga
6,Gonzalo Villar,2022-23,26,DMC,Getafe,16,3,449,0,0,0,6.28,ESP La Liga
7,Haissem Hassan,2022-23,22,FW,Villarreal,2,0,50,0,0,0,6.28,ESP La Liga
8,Sergio León,2022-23,35,FW,Real Valladolid,29,14,1332,6,1,1,6.28,ESP La Liga
9,Abdul Mumin,2022-23,26,D(C),Rayo Vallecano,16,9,919,0,0,0,6.28,ESP La Liga
0,Dyego Sousa,2022-23,34,FW,Almeria,20,3,516,0,1,0,6.28,ESP La Liga
1,Aitor Paredes,2022-23,24,D(C),Athletic Bilbao,16,9,854,0,0,0,6.27,ESP La Liga
2,Álvaro Rodríguez,2022-23,20,FW,Real Madrid,6,0,76,1,1,0,6.27,ESP La Liga
3,Manu Trigueros,2022-23,32,"M(CLR),FW",Villarreal,23,8,818,0,1,0,6.27,ESP La Liga
4,Enzo Roco,2022-23,32,D(C),Elche,22,19,1657,0,0,0,6.27,ESP La Liga
5,Francisco Portillo,2022-23,34,M(CLR),Almeria,27,4,706,2,1,0,6.27,ESP La Liga
6,Eden Hazard,2022-23,33,"M(CLR),FW",Real Madrid,6,2,194,0,1,0,6.27,ESP La Liga
7,Lautaro Blanco,2022-23,25,"D(L),M(L)",Elche,17,9,874,0,2,0,6.26,ESP La Liga
8,Oscar Ureña,2022-23,21,M(CLR),Girona,3,1,99,0,0,0,6.26,ESP La Liga
9,Raúl Parra,2022-23,24,D(R),Cadiz,6,4,312,0,0,0,6.26,ESP La Liga
0,Martin Hongla,2022-23,26,"D(C),DMC",Real Valladolid,16,15,1313,0,0,0,6.26,ESP La Liga
1,Gonzalo Verdú,2022-23,35,D(C),Elche,16,9,704,1,0,0,6.26,ESP La Liga
2,Diego Moreno,2022-23,23,D(R),Osasuna,11,7,636,0,0,0,6.26,ESP La Liga
3,Álvaro Odriozola,2022-23,28,D(R),Real Madrid,3,0,36,0,0,0,6.25,ESP La Liga
4,Carles Aleñá,2022-23,26,AM(CLR),Getafe,35,26,2127,2,2,1,6.25,ESP La Liga
5,Aleix Vidal,2022-23,35,"D(R),M(LR)",Espanyol,25,10,1025,0,3,0,6.25,ESP La Liga
6,Carlos Fernández,2022-23,28,"AM(C),FW",Real Sociedad,24,8,626,1,0,0,6.25,ESP La Liga
7,Arnaut Danjuma,2022-23,27,"AM(L),FW",Villarreal,10,6,480,2,0,0,6.24,ESP La Liga
8,Jaime Mata,2022-23,35,"AM(L),FW",Getafe,19,6,436,1,1,1,6.24,ESP La Liga
9,Arnau Puigmal,2022-23,23,AM(R),Almeria,22,7,761,1,0,0,6.24,ESP La Liga
0,Aleix Garrido,2022-23,20,M(CLR),Barcelona,1,0,6,0,0,0,6.24,ESP La Liga
1,Roberto Torres,2022-23,35,AM(CLR),Osasuna,2,0,9,0,0,0,6.24,ESP La Liga
2,Keidi Bare,2022-23,27,DMC,Espanyol,18,4,498,0,1,0,6.23,ESP La Liga
3,Joel Roca,2022-23,19,M(CLR),Girona,5,0,81,0,0,0,6.23,ESP La Liga
4,Kike García,2022-23,34,FW,Osasuna,35,7,999,2,0,0,6.23,ESP La Liga
5,Gonçalo Paciência,2022-23,30,FW,Celta Vigo,25,5,650,2,0,1,6.23,ESP La Liga
6,Roger Martí,2022-23,33,FW,Cadiz,14,8,640,1,0,0,6.23,ESP La Liga
7,Pablo Torre,2022-23,21,M(CLR),Barcelona,8,1,138,0,0,0,6.22,ESP La Liga
8,Cristhian Mosquera,2022-23,20,D(CLR),Valencia,3,1,143,0,0,0,6.22,ESP La Liga
9,Braian Cufré,2022-23,27,"D(L),DMC,M(L)",Mallorca,5,2,217,0,0,0,6.22,ESP La Liga
0,Iván Alejo,2022-23,29,AM(R),Cadiz,31,13,1304,0,1,0,6.22,ESP La Liga
1,Íñigo Eguaras,2022-23,32,DMC,Almeria,25,10,961,1,1,0,6.22,ESP La Liga
2,Iker Muñoz,2022-23,21,M(CLR),Osasuna,8,2,251,0,0,0,6.22,ESP La Liga
3,Kaiky,2022-23,20,D(C),Almeria,13,7,582,0,0,0,6.22,ESP La Liga
4,Ángel Algobia,2022-23,25,M(C),Getafe,26,11,1130,0,0,0,6.21,ESP La Liga
5,Willian José,2022-23,32,FW,Real Betis,28,6,715,2,1,0,6.21,ESP La Liga
6,Mamadou Fall,2022-23,21,D(C),Villarreal,1,0,29,0,0,0,6.21,ESP La Liga
7,Mikel Balenziaga,2022-23,36,D(L),Athletic Bilbao,3,1,116,0,0,0,6.21,ESP La Liga
8,Pierre-Emerick Aubameyang,2022-23,35,"M(CLR),FW",Barcelona,1,0,8,0,0,0,6.21,ESP La Liga
9,Marcos André,2022-23,27,FW,Valencia,17,3,437,1,0,0,6.21,ESP La Liga
0,Oier Zarraga,2022-23,25,"DMC,M(R)",Athletic Bilbao,26,6,841,0,0,0,6.21,ESP La Liga
1,Ander Martín,2022-23,23,FW,Real Sociedad,3,0,39,0,0,0,6.21,ESP La Liga
2,Clément Grenier,2022-23,33,M(CL),Mallorca,21,6,714,0,0,0,6.21,ESP La Liga
3,Abner,2022-23,24,"D(L),M(L)",Real Betis,13,7,606,0,0,0,6.21,ESP La Liga
4,Sergio Reguilón,2022-23,27,"D(L),M(L)",Atletico,11,2,307,0,0,0,6.20,ESP La Liga
5,Alberto Marí,2022-23,23,FW,Valencia,5,0,81,1,0,0,6.20,ESP La Liga
6,Benjamin Lecomte,2022-23,33,GK,Espanyol,10,10,900,0,0,1,6.20,ESP La Liga
7,Augusto Solari,2022-23,32,AM(CR),Celta Vigo,13,4,260,0,1,0,6.20,ESP La Liga
8,Jon Magunacelaya,2022-23,23,M(CLR),Real Sociedad,2,0,64,0,0,0,6.20,ESP La Liga
9,José Mari Martín,2022-23,36,DMC,Cadiz,20,4,387,0,0,0,6.20,ESP La Liga
0,Kevin Vázquez,2022-23,31,"D(R),M(R)",Celta Vigo,10,6,441,0,0,0,6.20,ESP La Liga
1,Andrés Martín,2022-23,25,FW,Rayo Vallecano,9,3,203,0,0,0,6.20,ESP La Liga
2,Thomas Delaney,2022-23,33,DMC,Sevilla,8,2,307,0,0,0,6.20,ESP La Liga
3,Franco Russo,2022-23,29,D(C),Mallorca,3,2,147,0,0,0,6.19,ESP La Liga
4,Nicolás Fernández Mercau,2022-23,24,M(L),Elche,18,3,504,0,1,0,6.19,ESP La Liga
5,Ezequiel Ponce,2022-23,27,"AM(L),FW",Elche,34,8,1115,4,0,0,6.19,ESP La Liga
6,José Carlos Lazo,2022-23,28,M(CLR),Almeria,1,0,19,0,0,0,6.19,ESP La Liga
7,Hugo Duro,2022-23,24,"AM(L),FW",Valencia,30,12,1375,1,1,0,6.19,ESP La Liga
8,Samu Sáiz,2022-23,33,AM(CL),Girona,8,1,236,2,0,0,6.19,ESP La Liga
9,Bebé,2022-23,34,"AM(LR),FW",Rayo Vallecano,4,0,57,0,0,0,6.19,ESP La Liga
0,Robert Navarro,2022-23,22,M(CLR),Real Sociedad,17,1,341,0,0,0,6.18,ESP La Liga
1,Antonio Blanco,2022-23,24,M(C),Cadiz,3,2,159,0,0,0,6.18,ESP La Liga
2,Antonio Sánchez,2022-23,27,M(CR),Mallorca,32,11,1066,0,0,0,6.17,ESP La Liga
3,Jon Morcillo,2022-23,25,AM(L),Athletic Bilbao,10,0,59,0,1,0,6.17,ESP La Liga
4,Alexander Callens,2022-23,32,D(CL),Girona,6,0,117,0,0,0,6.16,ESP La Liga
5,Sergi Guardiola,2022-23,33,FW,Real Valladolid,14,8,508,0,0,0,6.16,ESP La Liga
6,Manu Morlanes,2022-23,25,DMC,Villarreal,5,3,159,0,0,0,6.16,ESP La Liga
7,Diego González,2022-23,29,D(CL),Elche,16,8,955,0,0,0,6.16,ESP La Liga
8,Rodrigo Battaglia,2022-23,33,M(C),Mallorca,15,8,686,0,0,0,6.16,ESP La Liga
9,Ander Capa,2022-23,32,"D(R),M(R)",Athletic Bilbao,7,1,104,0,0,0,6.16,ESP La Liga
0,Ricard Artero,2022-23,21,M(CLR),Girona,7,0,128,0,0,0,6.16,ESP La Liga
1,Axel Werner,2022-23,28,GK,Elche,2,2,180,0,0,0,6.15,ESP La Liga
2,Asier Villalibre,2022-23,26,FW,Athletic Bilbao,5,1,96,0,0,0,6.15,ESP La Liga
3,Ángel Rodríguez,2022-23,37,FW,Mallorca,18,3,382,1,0,0,6.15,ESP La Liga
4,Toni Villa,2022-23,29,AM(CLR),Real Valladolid,2,1,91,0,0,0,6.15,ESP La Liga
5,Lamine Yamal,2022-23,17,FW,Barcelona,1,0,7,0,0,0,6.14,ESP La Liga
6,Abdón Prats,2022-23,31,FW,Mallorca,26,2,398,1,1,0,6.14,ESP La Liga
7,Raúl Guti,2022-23,27,DMC,Elche,28,12,1084,0,0,0,6.13,ESP La Liga
8,Ludwig Augustinsson,2022-23,30,"D(L),M(L)",Mallorca,4,1,130,0,0,0,6.13,ESP La Liga
9,Omar El Hilali,2022-23,20,D(CLR),Espanyol,5,1,90,0,0,0,6.13,ESP La Liga
0,Filip Jörgensen,2022-23,22,GK,Villarreal,2,2,180,0,0,0,6.12,ESP La Liga
1,Josep Gayá,2022-23,24,D(CLR),Mallorca,2,1,53,0,0,0,6.12,ESP La Liga
2,Roger Martí,2022-23,33,FW,Elche,12,8,657,0,1,0,6.11,ESP La Liga
3,Jaime Seoane,2022-23,27,M(C),Getafe,16,2,320,0,0,0,6.11,ESP La Liga
4,Diego Collado,2022-23,23,FW,Villarreal,2,0,5,0,0,0,6.11,ESP La Liga
5,Curro Sánchez,2022-23,28,M(CLR),Almeria,2,0,41,0,0,0,6.11,ESP La Liga
6,Radamel Falcao,2022-23,38,FW,Rayo Vallecano,27,3,598,2,0,0,6.10,ESP La Liga
7,José Ángel Pozo,2022-23,28,AM(C),Rayo Vallecano,8,1,82,0,0,0,6.10,ESP La Liga
8,Williot Swedberg,2022-23,20,M(CLR),Celta Vigo,4,0,52,0,0,0,6.10,ESP La Liga
9,Moi Parra,2022-23,22,M(CLR),Getafe,1,0,9,0,0,0,6.10,ESP La Liga
0,Mickaël Malsa,2022-23,27,DMC,Real Valladolid,5,0,65,0,0,0,6.10,ESP La Liga
1,Beñat Turrientes,2022-23,22,M(C),Real Sociedad,6,1,102,0,0,0,6.09,ESP La Liga
2,David Torres,2022-23,21,D(CLR),Real Valladolid,7,2,381,0,0,0,6.09,ESP La Liga
3,Pablo Durán,2022-23,23,FW,Celta Vigo,4,0,32,0,0,0,6.09,ESP La Liga
4,Carlos Martín,2022-23,22,FW,Atletico,4,0,25,0,0,0,6.09,ESP La Liga
5,Francisco Mwepu,2022-23,24,M(CLR),Cadiz,1,0,20,0,0,0,6.09,ESP La Liga
6,Nabili Zoubdi Touaizi,2022-23,23,FW,Espanyol,1,0,2,0,0,0,6.09,ESP La Liga
7,Salvi Sánchez,2022-23,33,AM(R),Rayo Vallecano,24,4,475,0,0,0,6.09,ESP La Liga
8,Lago Junior,2022-23,33,M(L),Mallorca,5,0,48,0,0,0,6.08,ESP La Liga
9,Kenedy,2022-23,28,"D(L),M(LR)",Real Valladolid,12,2,267,0,1,0,6.08,ESP La Liga
0,Fabrizio Angileri,2022-23,30,"D(L),M(L)",Getafe,15,7,584,0,0,0,6.07,ESP La Liga
1,Shon Weissman,2022-23,28,FW,Real Valladolid,15,6,742,1,0,0,6.07,ESP La Liga
2,Simo,2022-23,19,D(CLR),Espanyol,7,0,144,0,0,0,6.07,ESP La Liga
3,Houboulang Mendes,2022-23,26,D(CR),Almeria,14,11,890,0,1,0,6.06,ESP La Liga
4,Loren Morón,2022-23,30,FW,Real Betis,2,0,13,0,0,0,6.06,ESP La Liga
5,Mamady Diarra,2022-23,24,FW,Cadiz,2,1,66,0,0,0,6.06,ESP La Liga
6,Roberto Arroyo,2022-23,21,FW,Real Valladolid,1,0,14,0,0,0,6.06,ESP La Liga
7,Dani Gómez,2022-23,26,FW,Espanyol,8,0,83,0,0,0,6.05,ESP La Liga
8,Iñaki Peña,2022-23,25,GK,Barcelona,2,0,72,0,0,0,6.05,ESP La Liga
9,Javi Llabrés,2022-23,21,FW,Mallorca,1,0,16,0,0,0,6.05,ESP La Liga
0,Santiago Arzamendia,2022-23,26,"D(L),M(L)",Cadiz,12,5,479,0,0,0,6.05,ESP La Liga
1,Mariano Díaz,2022-23,31,FW,Real Madrid,9,1,150,0,0,0,6.04,ESP La Liga
2,Ramón Terrats,2022-23,23,DMC,Girona,8,2,211,0,0,0,6.04,ESP La Liga
3,Fran Delgado,2022-23,23,D(CLR),Real Betis,1,0,11,0,0,0,6.04,ESP La Liga
4,Jordan Amavi,2022-23,30,"D(L),M(L)",Getafe,6,2,200,0,0,0,6.03,ESP La Liga
5,Matt Doherty,2022-23,32,"D(LR),M(LR)",Atletico,2,0,16,0,0,0,6.03,ESP La Liga
6,Juanjo Narváez,2022-23,29,M(CLR),Real Valladolid,5,1,147,0,0,0,6.03,ESP La Liga
7,Ángel Alarcón,2022-23,20,M(CLR),Barcelona,4,0,23,0,0,0,6.03,ESP La Liga
8,Randy Nteka,2022-23,26,"AM(C),FW",Rayo Vallecano,10,0,109,0,0,0,6.03,ESP La Liga
9,Jon Karrikaburu,2022-23,21,FW,Real Sociedad,6,0,87,0,0,0,6.02,ESP La Liga
0,Casemiro,2022-23,32,DMC,Real Madrid,1,0,7,0,0,0,6.02,ESP La Liga
1,Maximiliano Gómez,2022-23,28,FW,Valencia,3,0,106,0,0,0,6.02,ESP La Liga
2,Pablo Muñoz,2022-23,21,M(CLR),Rayo Vallecano,2,0,11,0,0,0,6.02,ESP La Liga
3,Sergio Arribas,2022-23,22,M(CLR),Real Madrid,2,0,17,0,0,0,6.02,ESP La Liga
4,Domingos Quina,2022-23,24,M(CL),Elche,10,2,269,0,0,0,6.01,ESP La Liga
5,Rubén Quintanilla,2022-23,22,M(CLR),Mallorca,1,0,3,0,0,0,6.01,ESP La Liga
6,Unai Vencedor,2022-23,23,DMC,Athletic Bilbao,10,0,183,0,0,0,6.01,ESP La Liga
7,Youba Diarra,2022-23,26,M(CLR),Cadiz,5,1,95,0,0,0,6.01,ESP La Liga
8,Fran Pérez,2022-23,21,M(CLR),Valencia,7,0,135,0,0,0,6.01,ESP La Liga
9,Álex Revuelta,2022-23,24,D(CLR),Getafe,1,0,1,0,0,0,6.00,ESP La Liga
0,Arnau Tenas,2022-23,23,GK,Barcelona,1,1,1,0,0,0,6.00,ESP La Liga
